#what,what,,,,,,,,,,,,,
#as,molm,,,,,,,,,,,,,
#abs,alliumsm,,,,,,,,,,,,,
#bs,gunggmhajianm,,,,,,,,,,,,,
#organism part,whole organism,,,,,,,,,,,,,
#compound,,,indole-3-acetic acid,indole-3-acetic acid,,,indole-3-acetic acid,indole-3-acetic acid,,,,,,
Gene ID,Gene Name,DesignElementAccession,Quint_2-71_Col-0-3h_Rep2_ATH1,Quint_2-67_Col-0-1h_Rep1_ATH1,Quint_2-62_Col-0-0h_Rep2_ATH1,Quint_2-61_Col-0-0h_Rep1_ATH1,Quint_2-66_Col-0-30min_Rep3_ATH1,Quint_2-72_Col-0-3h_Rep3_ATH1,Quint_2-70_Col-0-3h_Rep1_ATH1,Quint_2-65_Col-0-30min_Rep2_ATH1,Quint_2-69_Col-0-1h_Rep3_ATH1,Quint_2-64_Col-0-30min_Rep1_ATH1,Quint_2-63_Col-0-0h_Rep3_ATH1,Quint_2-68_Col-0-1h_Rep2_ATH1
AT3G08700,UBC12,258664_at,3.18270477,2.92857027,3.033472039,2.99145188,3.247104666,3.248826184,3.168031034,3.050004117,3.336195483,3.117221072,3.254429092,3.187168183
AT3G08710,TRX9,258665_at,8.151012056,8.340633787,7.871135139,7.888547304,8.179428281,8.377049565,8.381117017,8.233162123,8.253665552,8.303447147,7.852821439,8.322215772
AT3G08720,ATPK2,258682_at,7.507331659,7.528468272,6.242560253,6.3053756,7.397287742,7.642885864,7.124725912,7.387073686,7.337364665,7.45951729,6.307280622,7.361670383
AT3G08730,ATPK1,258677_at,7.146646259,7.253056115,7.275500455,7.334210577,7.115530228,7.266280364,6.890092811,6.95831445,7.022693001,6.947923548,7.101966629,7.226327686
AT3G08740,,258674_at,9.512649829,9.562094428,9.623037633,9.774124325,9.733972874,9.578185845,9.504796148,9.561262211,9.6345791,9.506222224,9.878798387,9.619441152
AT3G08750,,258667_at,2.908972339,2.983390966,2.99275881,3.062827446,2.972599557,2.969876667,2.855773456,2.922943399,3.17432024,3.030551088,2.962068591,2.904698829
AT3G08760,ATSIK,258683_at,6.518972706,6.658202758,6.074690683,6.119559835,6.581193838,6.523115853,6.629813872,6.552515448,6.595986179,6.725923117,6.261137961,6.693698679
AT3G08770,LTP6,258675_at,9.942090321,9.999318041,9.996038328,10.09685573,10.09874058,10.05519537,9.969071832,9.914677371,9.896817855,10.08516607,10.03384813,9.954819635
AT3G08780,,258668_at,6.440717223,6.649000352,6.48722426,6.325336445,6.427053089,6.522183849,6.478843211,6.382715524,6.304298055,6.511550638,6.53239219,6.467881771
AT3G08800,SIEL,258669_at,4.593426184,4.540593828,4.612183803,4.692678416,4.756195289,4.744788453,4.562405913,4.658286439,4.847373761,4.883299482,4.823810833,4.708008357
AT3G08810,,258670_at,3.655671727,3.512111418,3.369677327,3.313119603,3.412260107,3.401570863,3.55072523,3.299574307,3.562513866,3.543129223,3.457087732,3.633602865
AT3G08820,PCMP-H84,258991_at,3.902543199,3.707432487,4.08056946,3.709557506,3.606776513,3.765888398,3.865524239,3.733513257,3.652755594,3.872653089,3.735418449,3.956530407
AT3G08840,,258990_at,4.503330076,4.61270142,4.569534445,4.546673333,4.702229418,4.672535246,4.339613561,4.61799639,4.871963547,4.710831066,4.273378316,4.76140917
AT3G08850,RAPTOR1,258994_at,6.799051436,6.593706445,6.585088,6.578695439,6.57801907,6.756963073,6.535214013,6.811628087,6.518452576,6.663758579,6.691655152,6.486675863
AT3G08860,PYD4,258983_at,3.367352928,3.26649251,3.310206876,3.271987181,3.430822583,3.257825265,3.202779279,3.395870879,3.157912642,3.320356367,3.144756681,3.288786678
AT3G08870,,258982_at,3.812692704,3.405276795,3.446547098,3.383851184,3.326235654,3.895140825,4.029496596,3.579062552,3.514273047,3.52168909,3.412433071,3.297001835
AT3G08880,,258981_at,2.728574364,2.6807994,2.74326749,2.653740026,2.455579064,2.664059529,2.952840744,2.684390134,2.632367652,2.577530735,2.751058477,2.678739272
AT3G08890,,258988_at,6.865128866,6.959334567,7.404254169,7.254386589,7.063480517,6.809983419,7.019111869,6.788811914,7.216219952,7.00881061,7.467656642,7.072601064
AT3G08900,RGP3,258980_at,3.096839684,3.124878125,3.263400362,3.123646544,3.213776795,3.225176912,3.078287256,3.138358674,3.138358674,2.885584008,2.944643176,3.220371938
AT3G08910,,258986_at,5.858922427,5.737312041,5.752860287,5.938811954,5.951515562,5.232877903,5.889298655,5.862245161,5.95630844,5.863180881,6.115110729,5.703463364
AT3G08920,STR10,258989_at,7.56114446,7.665495586,7.73675673,8.010740607,7.746580045,7.042725714,7.315028165,7.741629943,7.757689503,7.825856215,7.735041375,7.571754025
AT3G08930,,258992_at,9.368180041,9.207180638,9.181235626,9.165433334,9.169163026,9.203149084,9.212785625,9.186632418,9.125893421,9.312722158,9.173314256,9.115543154
AT3G08940,LHCB4.2,258993_at,11.04322724,11.50853171,11.70236952,11.82982382,11.80938809,11.34968804,11.05738063,11.60960714,11.52149781,11.7461998,11.65793104,11.47487262
AT3G08950,HCC1,258987_at,6.901350564,6.785356069,6.730257887,6.845973158,6.742831657,6.811924567,6.930863142,6.933656018,7.084580315,6.780730702,6.817191905,6.940619102
AT3G08960,,258985_at,5.849204228,5.888794354,5.500204816,5.65193378,5.859737364,5.648619506,5.748220557,5.954749654,6.012635413,5.902025394,5.550093947,5.89660438
AT3G08970,ERDJ3A,258984_at,4.353316636,3.884866805,3.793326395,4.062055919,3.764819127,4.276386768,4.018186259,3.961815284,4.102974872,3.81490848,3.871913579,3.867553939
AT3G08980,,259199_at,5.540345265,5.485614745,5.560643681,5.430659595,5.192543848,5.375752509,5.596271818,5.248553482,5.492671943,5.416137884,5.797713373,5.490854417
AT3G08990,,257522_at,4.552681125,4.559542684,4.804822513,4.52387634,4.518229573,4.545716585,4.345538371,4.517059479,4.46198526,4.501059982,4.520839536,4.315080804
AT3G09000,,259216_at,5.989491018,6.073047807,5.915924289,5.960799709,5.929884606,6.11322871,5.846612199,6.027858437,5.841252793,6.106621473,6.027357538,5.954244125
AT3G09010,,259213_at,5.891015401,5.818865172,6.020213843,5.695726352,5.675561412,5.770990489,5.761265627,6.024217923,5.927912773,6.004987467,5.706396923,5.830856524
AT3G09020,,259211_at,4.277398705,4.098184707,3.855821112,3.855821112,3.971190759,4.468161741,4.407767801,4.221749268,3.818266088,4.031578142,3.619337051,3.813194314
AT3G09030,,259205_at,5.18746164,5.366729654,5.219245582,5.501270582,5.326183469,5.464283463,5.209274543,4.938947005,5.060105543,5.207560333,5.462147853,5.141582236
AT3G09040,,259206_at,3.26701097,3.120541719,3.322323182,3.251563804,3.270025806,3.269961066,3.13838963,3.211097676,3.410492196,3.417667096,3.463654733,3.335541031
AT3G09050,,259207_at,4.01128107,4.016926696,4.137513008,4.382739876,4.650929927,4.061685267,4.089274016,4.520170789,4.266175374,4.1923158,4.429702988,4.153405331
AT3G09060,,259208_at,3.491872457,3.366155866,3.128309251,3.026575688,3.291040668,3.295514734,3.332200026,3.368748935,3.332568019,3.263023081,3.426415418,3.129574961
AT3G09070,,259200_at,3.563135951,3.649902512,3.946470949,4.048777759,3.939043423,4.061769534,3.961957393,3.807162565,3.981284563,3.956811607,4.341662159,3.995288599
AT3G09080,,259201_at,3.681381734,3.70055111,3.924676164,3.892931067,3.793631191,3.584619915,3.644157712,3.720596983,3.618806673,3.881900678,3.839990036,3.707036568
AT3G09085,,259214_at,7.038658818,6.943321989,7.012250175,6.833528931,6.858761731,7.141016148,6.93125644,6.873637326,6.808314387,7.029123982,6.908337824,6.73386773
AT3G09090,DEX1,259215_at,7.678035695,7.772466595,7.76883287,7.786705548,7.582594529,7.579274396,7.826120563,7.662430295,7.662817084,7.925875474,7.676346437,7.782005207
AT3G09100,,259202_at,6.204492872,5.985908338,6.222655689,6.174386608,5.960579033,6.34845643,6.115012693,6.055368518,6.102175456,5.956304619,6.16875819,6.082008424
AT3G09130,,259203_at,3.308841365,3.420009681,3.050911316,3.339973374,3.588785485,3.240269429,3.224461811,3.287487792,3.172065475,3.365594697,3.159121822,3.534051829
AT3G09140,,257521_at,2.763152401,2.695414917,2.741755069,2.925633907,2.750652009,2.814924269,2.759405653,2.717122521,2.67646887,2.652757487,2.630101238,2.885962809
AT3G09150,HY2,259210_at,4.969740243,5.054740869,5.10868555,5.474482026,4.996609997,4.859335788,4.943741728,5.023546028,4.959728807,4.953222367,5.157072637,5.049643186
AT3G09160,,259209_at,3.231899089,2.944110279,3.057587392,3.155254375,3.35702428,2.949563521,3.227166942,3.252939536,3.249009873,3.074617385,3.188694277,3.38184626
AT3G09180,MED27,259212_at,6.761922051,6.86428502,6.745752789,6.932049622,6.867497439,6.842271493,6.815573426,6.767688504,6.824465586,6.858603471,6.708393076,6.795119343
AT3G09200,RPP0B,259006_at,12.34820364,12.26564117,12.2670931,12.22619681,12.11400549,12.208397,12.27837786,12.30020375,12.28177337,12.31704448,12.29002723,12.29218005
AT3G09210,PTAC13,259038_at,7.576490708,7.506500899,7.835844758,7.926938703,7.819166361,7.564077574,7.365629059,7.653165684,7.610303051,7.550321742,7.941022379,7.765757919
AT3G09220,LAC7,259036_at,4.883555766,6.044702373,6.19318137,6.204775631,5.965123979,4.815663736,5.110238114,6.396364592,6.048871415,6.050020076,5.988227643,5.839482633
AT3G09240,,259026_at,3.457563686,3.409694414,3.294267478,3.109364382,3.243392851,3.304933555,3.471679793,3.286167498,3.350159146,3.336597076,3.256540544,3.322147335
AT3G09250,,259039_at,6.772454465,6.848656301,6.92312309,6.788503531,6.798193857,6.96179136,6.663742135,6.62091872,6.843168507,6.644077076,6.656235919,6.764013983
AT3G09260,BGLU23,259009_at,12.35488634,12.46789382,12.38290636,12.47150213,12.48686478,12.43803339,12.41552297,12.36358676,12.44002555,12.40112193,12.44368281,12.37432087
AT3G09270,GSTU8,259040_at,8.386269219,7.98599535,7.576998603,7.166529658,7.34790527,8.261297856,8.444350825,7.402239307,8.029154066,7.379301318,7.466849827,7.634786206
AT3G09280,,259027_at,5.85571836,6.37121947,4.252551751,4.429201655,4.963310972,5.692575133,5.880147184,5.355086032,5.975296072,5.264682904,4.240373903,6.127405617
AT3G09290,TAC1,259028_at,3.736770681,3.684027482,3.829389065,3.666352125,3.58084639,3.856740526,3.737598682,3.588564366,3.773488439,3.500785155,3.612686477,3.651423916
AT3G09300,ORP3B,259029_at,8.984350598,8.931842383,9.111229489,9.008324562,9.060331376,8.750939642,8.950279842,8.903320421,8.948495543,9.000488344,9.069057073,9.048157754
AT3G09310,,259030_at,4.13767755,4.521922349,4.336078256,4.399469168,4.517241504,4.351889584,4.144884883,4.28525307,4.419742638,4.466523245,4.13589913,4.09805585
AT3G09320,PAT16,258978_at,6.317445503,6.150440692,6.387263127,6.387687077,6.258601895,6.357722229,6.356219596,6.332817866,6.36111718,6.251305919,6.223662417,6.126411711
AT3G09350,Fes1A,259037_at,7.178672677,7.105216113,6.812518514,7.110606914,6.996741083,7.075363586,7.421345714,6.991693314,7.015602327,6.943243064,6.894290635,7.158298908
AT3G09360,,259031_at,3.466827729,3.508847754,3.707134133,3.777522965,3.665061552,3.505694948,3.538615796,3.543679592,3.451239743,3.478454934,3.634592788,3.599316061
AT3G09370,MYB3R-3,259007_at,4.751421021,4.756901134,4.597979647,4.80033328,4.745429009,4.742320485,4.995121046,4.764707892,4.575188851,4.8184846,4.885851968,4.905307832
AT3G09380,AEL2,259032_at,2.921667382,2.967027871,3.195116821,3.099181663,2.940133192,2.894019105,2.915381338,2.830910647,2.91686669,2.921677884,3.079038268,2.697860596
AT3G09390,MT2A,259008_at,10.44872878,10.42593039,10.437582,10.3610041,10.49259167,10.67485766,10.47907403,10.43136515,10.35044733,10.5204298,10.28722304,10.20020364
AT3G09405,PAE4,259033_at,5.106860778,5.040882458,4.666175383,4.926980347,4.787899807,5.069008799,5.481907901,4.892517207,5.098970909,4.939490293,4.549498428,4.834156444
AT3G09410,PAE5,259034_at,6.081985071,5.890349588,5.911417529,5.901494604,6.000631831,6.039299173,6.199401508,6.166156751,6.001110286,6.101011535,6.09016829,5.852482808
AT3G09430,,259035_at,3.319071536,3.444630424,3.529212851,3.417871876,3.58438713,3.581432916,3.838432525,3.425379847,3.576314528,3.630588653,3.356499428,3.585288751
AT3G09440,HSP70-3,258979_at,10.60540521,10.19536376,10.04930246,10.13705857,9.939437217,10.54594676,10.72851635,10.03155138,10.22628568,9.944564275,10.1471836,10.16118823
AT3G09470,,258705_at,7.14767443,6.936017337,7.024255298,7.107490383,6.948120938,7.264308337,6.949732455,7.020360008,6.808112693,7.04925117,6.97263497,6.791714874
AT3G09480,,258707_at,6.138637477,6.193666838,6.412841484,6.409236125,6.309826064,6.085262235,6.42550287,6.296612217,6.237946306,6.512085383,6.573408534,6.373651065
AT3G09490,,257535_at,5.233982179,5.397695452,5.211068512,5.133003265,5.188003371,5.538847803,5.563848395,5.166521562,5.445371429,5.194604037,4.951034769,4.993293801
AT3G09500,RPL35A,258709_at,11.50981651,11.53979071,11.70200148,11.62646075,11.46589548,11.52712456,11.49718083,11.47620997,11.47339576,11.56806907,11.6457631,11.50407455
AT3G09510,,265606_s_at,2.628143718,2.730347766,2.73366765,2.639441875,2.711584508,2.744056928,2.796811789,2.649468864,2.717426117,2.951370807,2.569645282,2.65695555
AT3G09520,ATEXO70H4,258752_at,5.085936008,4.98104107,4.480086433,4.622300396,4.706160299,4.944664034,4.623098356,4.782650173,4.833259945,4.878767559,4.681899667,4.976396435
AT3G09530,ATEXO70H3,258753_at,2.955689136,2.919776471,2.883387811,2.869682016,2.876299069,2.898068215,2.850995316,2.762133067,2.679672317,2.973247232,2.872254899,2.919776471
AT3G09540,,258719_at,5.083354525,5.647340304,5.249654414,5.391425247,5.616108933,4.97997152,5.087045785,5.464969774,5.459211829,5.555939857,4.994603631,5.46176119
AT3G09550,,258720_at,4.014283169,3.782998347,3.930829189,3.859912571,3.723925562,3.752371671,3.819478677,3.735418449,3.571859056,3.588370992,3.668501962,3.89739625
AT3G09560,PAH1,258721_at,5.809239608,5.768962099,5.766562208,5.731846692,5.606910867,5.848266043,5.687330879,5.786233238,5.673175258,5.750661348,5.676542517,5.792504399
AT3G09570,,258706_at,8.717450588,8.799989025,8.661922936,8.658988024,8.667645399,8.558838021,8.618182768,8.70590635,8.579677161,8.571434851,8.749427452,8.686876772
AT3G09580,,258708_at,5.969174472,6.378408437,6.836055303,6.850971426,6.777210063,6.176286032,5.863301072,6.401913845,6.509932107,6.407518458,6.905910089,6.435568433
AT3G09590,,258722_at,3.403423026,3.323012267,3.120450705,3.223869325,3.345464871,3.393949183,3.266268834,3.277371526,3.062247185,3.324266325,3.245291508,3.285850466
AT3G09600,RVE8,258723_at,3.112767856,4.216173491,4.020581802,4.10869192,4.084136685,3.51096168,3.248194264,4.052233211,4.262081532,4.202847475,4.151800215,3.921766244
AT3G09600,RVE8,258724_at,2.694267979,3.419542741,3.739323271,3.585301016,3.249751493,3.079123331,2.85876147,2.975011522,2.972088134,3.256745809,3.464949405,3.07036368
AT3G09620,,258725_at,3.554594631,3.537281984,3.492237147,3.247395812,3.514030127,3.481956673,3.454123744,3.44821709,3.47343272,3.503714119,3.510726152,3.585954751
AT3G09630,RPL4A,258715_at,11.5711385,11.53459416,11.54943904,11.35502782,11.399568,11.32880768,11.53239539,11.48103338,11.43762217,11.5730486,11.58323508,11.55586291
AT3G09640,APX2,258695_at,3.188565237,3.000783354,3.080834938,3.05702125,3.091274242,3.243720501,2.948365644,3.134120323,2.984930996,3.119189654,2.942597263,3.11626436
AT3G09650,HCF152,258696_at,5.808142796,6.007797283,6.055698158,6.255082463,6.118065185,6.086529312,5.868957511,5.958264091,6.268518698,6.136993009,6.110772308,6.264574363
AT3G09660,MCM8,258697_at,4.187981391,3.697394347,4.039842282,4.01014008,3.8632241,3.9897804,4.042665681,3.806201987,3.887174079,3.960131282,3.964568941,3.914416192
AT3G09670,,257534_at,5.523849444,5.620899842,5.83533425,6.029213629,5.656020876,5.663532809,5.578260212,5.774630158,5.730738305,5.90541802,5.978206443,5.733870949
AT3G09690,,258698_at,6.971481224,6.972033226,7.24340147,7.003627617,7.002317026,6.77476151,7.051115984,6.943778327,7.07912269,7.10152178,7.284906418,7.125612787
AT3G09700,TIM14-2,258716_at,6.425288311,6.522089163,6.603852605,6.546237095,6.331463675,6.593022852,6.557969837,6.454833888,6.354458467,6.322997031,6.552749791,6.647736741
AT3G09710,IQD1,258700_at,4.072911284,4.296000877,4.445668357,4.700926009,4.313979711,3.999406961,4.18033236,4.254077404,4.200241642,4.362895386,4.404785291,4.362874275
AT3G09720,RH57,258701_at,6.187532557,6.037558269,6.068582215,6.151349766,5.664695864,5.892015511,5.87717967,6.144701052,6.037558269,5.961189927,6.056276438,6.111729424
AT3G09730,,258702_at,4.422651567,4.202457851,4.350828117,4.747235478,4.133912198,4.225497738,4.407594869,4.073176417,4.159548589,4.065423869,4.536014939,4.091251209
AT3G09735,S1FA3,258713_at,8.843810482,8.599403524,8.904854888,8.778121002,8.666299374,8.831945862,8.731239739,8.548684577,8.616620912,8.582855348,8.649302196,8.748986197
AT3G09740,SYP71,258717_at,8.593309345,8.501585338,8.464160257,8.390482768,8.660869365,8.74478208,8.704146331,8.444016953,8.554489899,8.469314016,8.41871011,8.489691029
AT3G09760,,258718_at,5.104254013,4.358708553,4.099269086,4.095097717,3.916595553,5.189153375,5.233586358,4.01575911,4.4191711,4.063215872,4.063786763,4.443092139
AT3G09770,LOG2,258714_at,6.553225083,6.322103707,6.411392577,6.306866208,6.273673414,6.629439362,6.680840674,6.190333152,6.222750949,6.406665049,6.588650262,6.280541061
AT3G09780,CCR1,258704_at,5.022988981,4.729363937,5.359656565,5.433902241,4.83707308,4.970350604,5.220885128,5.069036444,4.926730493,4.965207205,5.402825839,4.828499593
AT3G09790,UBQ8,258711_at,2.832383426,3.096965718,2.773612645,3.005318193,2.97601601,2.810968678,2.776588495,2.89767073,2.851300869,2.946913825,2.843201065,2.888362423
AT3G09810,IDH6,258655_at,8.292559641,8.436164111,8.33561314,8.191706296,8.23343658,8.161833036,8.386881189,8.303742583,8.352795369,8.344146304,8.412638813,8.455770168
AT3G09820,ADK1,258658_at,10.72491951,10.88638639,10.75843002,10.79068152,10.8288436,10.89528852,10.82073327,10.9236671,10.86045347,10.89587778,10.74995604,10.78348171
AT3G09830,,258650_at,7.472966936,7.530919108,6.866548346,6.803472302,7.36360143,7.903714585,7.474336193,7.557558367,7.500184217,7.496942239,6.9014161,7.553002482
AT3G09840,CDC48A,258649_at,11.07414887,10.98175653,10.86993567,10.92198904,10.95377484,10.90307588,10.97562653,11.00979127,10.91272279,11.01479774,10.92672333,10.92026589
AT3G09850,,258660_at,8.183967873,7.91788946,8.106820875,8.096544823,7.873359205,7.93390061,7.993638923,7.980854582,8.069603047,7.95243757,8.116855705,8.056617659
AT3G09870,,258653_at,6.212806544,6.12121719,5.322089224,5.336784443,6.248529649,6.766708425,6.351722381,6.016541508,6.093965345,6.110898698,5.45870732,5.773440813
AT3G09880,B'BETA,258659_at,6.054611066,5.930862274,5.978233624,6.02069396,5.879435898,5.852841636,5.772525457,5.964814898,6.006038266,5.897545034,6.127046921,5.906833976
AT3G09890,,258657_at,7.582540016,7.510174327,7.559690109,7.507243237,7.419219495,7.059968217,7.484641018,7.425835753,7.511530142,7.490814809,7.485227831,7.548271045
AT3G09900,RABE1E,258656_at,8.10662105,7.967024015,8.440833308,8.34925187,8.116694708,8.09322113,8.076478046,8.077683361,8.161221511,8.026047965,8.281616964,7.985399588
AT3G09910,RABC2B,258652_at,3.61773975,3.905734153,3.651202834,3.601920585,3.7711945,3.735752196,3.752371671,4.011138871,3.773950062,3.78261711,3.699735894,3.741840831
AT3G09920,PIP5K9,258651_at,5.941105618,6.146709354,6.376594922,6.432372432,6.06360863,5.844875009,6.078038062,6.020928071,5.936119034,6.221057642,6.099611824,6.005563827
AT3G09930,,258940_at,2.82916012,2.632121804,2.66731098,2.891813957,2.729964042,2.712274207,2.858886374,2.911960118,3.017249375,2.783461821,2.646777185,2.653449121
AT3G09940,MDAR3,258941_at,7.737103255,8.584488768,8.317861329,7.70709071,8.263801476,7.410883393,7.671184663,8.389552506,8.353541957,8.475280131,8.096190422,8.356095123
AT3G09960,,258942_at,3.708333651,3.977576034,3.782908609,4.102590567,3.823742777,3.740953289,3.727732772,3.919294957,3.791482952,3.923590599,3.776170516,3.675357485
AT3G09970,,258883_at,6.995008635,6.932126432,7.190264405,7.202906362,6.965476319,7.008101571,6.879198106,6.911309613,6.953046733,6.837974883,7.124485286,7.11550274
AT3G09980,,258933_at,6.576546036,6.735486289,6.471750646,6.783318663,6.901064845,6.45031362,6.630059101,6.617602578,6.954341172,6.662954661,6.818011232,6.831517054
AT3G10010,DML2,258931_at,4.42719931,4.983218546,4.93770406,5.267141385,4.998499127,4.599661553,4.663033873,4.71714308,4.800946953,4.864598942,4.939596658,5.051084787
AT3G10020,,258939_at,6.617223331,5.758432622,6.501993257,6.588414221,6.145841878,6.513814578,6.521339462,6.162300439,6.213908161,6.331997477,6.554852572,6.164819848
AT3G10030,,258885_at,6.362612583,6.408087574,6.4344702,6.584727312,6.425637849,6.511926226,6.165923991,6.460178971,6.211781921,6.445722488,6.441767971,6.312635718
AT3G10040,,258930_at,4.398781532,4.448986547,7.555514137,7.821055373,4.692489483,4.755690596,4.178661601,4.423018566,4.224835154,4.806374384,8.214306376,4.185342676
AT3G10050,OMR1,258884_at,7.252226113,7.255887731,7.154419219,7.116625606,7.092314009,7.232080705,7.140028563,7.268832797,7.194542686,7.20864809,7.259829159,7.205993147
AT3G10060,FKBP16-4,258929_at,7.071753122,7.196908098,7.120131835,7.353404929,7.315567049,6.95902803,6.888360176,7.142507174,7.222444201,7.328179084,7.297815064,7.000467039
AT3G10070,TAF12,258928_at,4.743595487,4.756236337,4.753304227,4.804488876,4.665609287,4.679003718,4.753775893,4.464765241,4.844516016,4.804488876,4.774014734,4.98649809
AT3G10080,,258938_at,7.520797687,7.306957828,7.441997646,7.460473114,7.491063228,7.703523199,7.521248015,7.262763134,7.327197824,7.435350926,7.600979011,7.268232151
AT3G10090,RPS28A,258937_at,9.582814345,9.49603842,9.717404171,9.513937065,9.404045708,9.597333096,9.537569618,9.227330441,9.290728027,9.255371145,9.526434806,9.404276701
AT3G10120,,258935_at,4.15716465,4.339438757,4.829562518,4.713358011,4.190506102,4.317836927,4.187109252,4.354466798,4.374272274,4.420420647,4.467070694,4.05771306
AT3G10140,RECA3,258934_at,6.685770238,6.59025428,6.631170508,6.914268287,6.572870984,6.486127337,6.654007774,6.649131868,6.471003036,6.775792257,6.788101152,6.594896258
AT3G10150,ATPAP16,258932_at,3.044010466,3.170867845,3.313203173,3.200252356,3.0109557,3.13940376,3.059999081,2.875778162,3.147412707,2.987627766,2.979763907,2.992327116
AT3G10160,FPGS2,258927_at,6.070451506,6.25951485,6.501752843,6.483671841,6.490552376,5.933463024,6.046184249,6.539091918,6.46266209,6.460076063,6.575613727,6.191093721
AT3G10180,KIN7O,259144_at,2.813096592,2.99855557,3.031469262,2.958309955,2.826994024,2.803685142,3.058112955,2.94947867,2.985626075,2.88227442,3.049390375,2.935121864
AT3G10180,KIN7O,259145_at,4.190236456,3.688993233,3.783994174,4.220136388,3.595886682,4.017717537,3.972415367,3.971952095,3.862929655,3.818706211,4.094420989,4.081347526
AT3G10190,CML36,259143_at,7.239075403,6.86768513,6.430074334,6.495135397,6.830312478,6.771226289,7.125512595,7.04756636,6.557567073,7.009197258,6.375423044,6.616031798
AT3G10200,,259142_at,3.393496391,3.36047464,3.455053243,3.331845138,3.290801611,3.255956966,3.492906653,3.382879902,3.628645594,3.395615105,3.245352402,3.376123552
AT3G10210,,259152_at,6.123614124,6.156283566,6.225303542,6.134913008,6.115384416,6.400396469,6.175176888,6.185595938,6.20749123,6.142668949,6.378407458,6.209294521
AT3G10220,TFCB,259141_at,7.630739117,7.294925055,7.355489886,7.393005135,7.548764177,7.64174676,7.582089673,7.464835839,7.467388572,7.412316796,7.406927928,7.578491421
AT3G10230,LCY1,259140_at,6.62663063,6.918152396,7.17256783,7.247689518,7.064530794,6.705705816,6.656824281,6.997328345,6.863258929,7.02962346,7.180835292,6.881955896
AT3G10240,,259139_at,2.740958798,2.790087355,2.708103838,2.983390966,2.787349302,2.78667788,2.835669289,2.740488748,2.910354776,2.902613819,2.884593851,2.763879103
AT3G10250,,259153_at,6.917923847,6.647219917,6.859383197,6.893117146,6.671679017,6.813242446,6.806892479,6.869294808,6.675701673,6.685341204,6.845199854,6.503445824
AT3G10260,,259154_at,8.83489812,9.029775218,8.849880662,8.929031081,9.1775887,8.917067234,8.984187602,9.100884411,9.074455589,9.100004187,8.977095816,8.934274678
AT3G10300,,259137_at,7.021727242,7.240235951,5.935762735,6.34725835,6.988986062,6.519700481,6.884725815,6.881527341,6.902912356,6.807460669,6.070306381,6.720986063
AT3G10310,,259151_at,4.933537161,4.983185947,5.517139768,5.355474852,5.07375157,4.943239976,5.211875174,5.090308775,5.260903626,5.042842406,5.483610703,5.20140363
AT3G10320,,259150_at,3.427351302,3.329573543,3.334986345,3.154278504,3.210804555,3.402302501,3.295579501,3.320200871,3.420145044,3.13637427,3.445361372,3.241332275
AT3G10330,TFIIB2,259155_at,6.126382953,5.838397984,5.540359007,5.779862455,5.8941961,5.923720208,5.842302522,5.969997459,5.845686366,5.784998585,5.897608603,6.039644244
AT3G10340,PAL4,259149_at,6.337968338,6.554431185,6.848932806,6.681875273,6.406900299,6.245916435,6.391866476,6.610677955,6.211154577,6.552620475,6.258867387,6.181208333
AT3G10350,,259148_at,7.594730601,7.456948429,7.495014052,7.700318439,7.456744101,7.633678175,7.55453551,7.513731268,7.546380173,7.565396723,7.630121526,7.497440308
AT3G10360,APUM4,259147_at,5.75207417,5.561283117,5.768259915,5.931172725,5.876648271,6.008482937,5.854241008,5.739278446,5.61447093,5.658523847,5.84188062,5.639244468
AT3G10370,SDP6,259146_at,7.233671866,7.052990933,7.035649269,7.088507344,7.084373213,7.002128524,6.881358592,7.156790478,6.941562768,6.971941966,6.904950417,6.964765698
AT3G10380,SEC8,259156_at,8.299293057,8.241263668,8.164222074,8.210306367,8.106178529,7.99929166,8.276126502,8.164604198,8.282809433,8.153165632,8.056209106,8.164014581
AT3G10390,FLD,258944_at,4.805033045,4.755716166,4.766682488,4.393062139,4.746146186,4.637073352,4.665930206,4.842469084,4.804172971,4.868822432,4.637572369,4.616511516
AT3G10400,SNRNP31,258943_at,4.428334613,4.41601882,4.104223474,4.413126824,4.529059004,4.221459646,4.546548507,4.504676434,4.188325074,4.27178755,4.413126824,4.484264585
AT3G10410,SCPL49,258970_at,8.637741203,8.321779981,8.411595749,8.324740641,8.38738087,8.477485438,8.712205168,8.596724383,8.354257246,8.327409062,8.363826534,8.456926656
AT3G10420,SPD1,258925_at,7.462874546,7.396575881,7.625072067,7.821453344,7.570634376,7.557023306,7.556092131,7.578640726,7.562855685,7.530902115,7.833997773,7.460571355
AT3G10450,SCPL7,258923_at,3.407596402,3.392224189,3.36145842,3.743246333,3.615723019,3.448799435,3.389057298,3.53538599,3.505640805,3.43601653,3.631433551,3.512149411
AT3G10460,,258968_at,3.121330098,3.166421066,3.131470022,3.146993477,2.987426989,3.262192564,3.100530944,3.012710368,3.136912344,3.380760421,3.177814659,3.130506924
AT3G10470,,258967_at,4.356590927,4.265831587,4.187864674,4.225873917,4.337622978,4.147714747,4.381111352,4.261348905,4.066874472,4.487219201,4.501285843,4.145792377
AT3G10500,NAC053,258921_at,7.559524653,7.424545843,7.235694655,7.284812921,7.271138014,7.685396711,7.678049205,7.395258627,7.505011123,7.306887665,7.225261879,7.3945466
