#what,what,,,,,,,,,,,,,
#as,molm,,,,,,,,,,,,,
#abs,alliumsm,,,,,,,,,,,,,
#bs,gunggmhajianm,,,,,,,,,,,,,
#organism part,whole organism,,,,,,,,,,,,,
#compound,,,indole-3-acetic acid,indole-3-acetic acid,,,indole-3-acetic acid,indole-3-acetic acid,,,,,,
Gene ID,Gene Name,DesignElementAccession,Quint_2-71_Col-0-3h_Rep2_ATH1,Quint_2-67_Col-0-1h_Rep1_ATH1,Quint_2-62_Col-0-0h_Rep2_ATH1,Quint_2-61_Col-0-0h_Rep1_ATH1,Quint_2-66_Col-0-30min_Rep3_ATH1,Quint_2-72_Col-0-3h_Rep3_ATH1,Quint_2-70_Col-0-3h_Rep1_ATH1,Quint_2-65_Col-0-30min_Rep2_ATH1,Quint_2-69_Col-0-1h_Rep3_ATH1,Quint_2-64_Col-0-30min_Rep1_ATH1,Quint_2-63_Col-0-0h_Rep3_ATH1,Quint_2-68_Col-0-1h_Rep2_ATH1
AT1G23320,TAR1,263041_at,2.969458048,2.938333922,3.159657048,2.956187389,2.818285508,2.857538645,3.01778614,2.874246333,2.790427645,3.093596026,2.916977113,2.833393436
AT1G23330,,263010_at,6.083075759,6.446645876,6.329174316,6.150225944,6.210997838,6.037888752,6.254492784,6.41705454,6.093601966,6.449365563,6.216286876,6.261928774
AT1G23340,,263042_at,5.132777192,6.166223968,5.407658296,5.170362018,5.733629308,5.011814903,5.129876295,5.935988558,6.167477263,5.847298232,5.367643472,6.205204151
AT1G23350,,263043_at,3.361629136,3.246786855,3.219382751,3.172466744,3.583864696,3.170650988,3.346117052,3.246786855,3.158070802,3.364606754,2.964604858,3.491521173
AT1G23360,MENG,263044_at,6.083421342,6.172748695,6.531309535,6.558988578,6.295816437,6.17564374,6.006407107,6.20653105,6.283051224,6.401847091,6.480812498,6.238811077
AT1G23380,KNAT6,263012_at,4.512792362,4.434212431,4.601684428,4.842041423,4.233596759,4.492894122,4.370444802,4.469089182,4.70914806,4.291435783,4.983415151,4.448710644
AT1G23380,KNAT6,263013_at,4.899132309,5.201611588,5.202715195,5.064850815,4.889443692,5.213547788,5.539172836,5.134296198,5.117290435,5.063404914,5.196915081,5.197258993
AT1G23390,,262986_at,6.600295566,6.15151883,8.0220259,8.430631321,6.272070624,6.911309644,6.896211221,6.099481035,6.112952997,6.219983261,8.154067343,5.890713266
AT1G23400,CAF2,263014_at,6.308559583,6.340254764,6.346477044,6.529124256,6.191594175,6.340995476,5.884233857,5.980530799,5.828876351,6.354809517,6.397186673,6.288556109
AT1G23410,RPS27AA,263016_at,7.885531109,7.857877175,8.166401074,7.56049809,7.485974364,7.54505649,7.825327475,7.65131462,7.645366849,7.763403325,7.867273885,7.850921594
AT1G23420,INO,262989_at,3.191452613,3.243271211,3.137482855,3.223180605,3.066766732,3.25486371,3.425056344,3.189251378,3.499252599,3.346433963,3.30986248,3.378841359
AT1G23440,,262422_at,7.652953511,7.429628624,7.433384519,7.228021321,7.407235208,7.573028812,7.630309291,7.520713891,7.516071689,7.350634066,7.526395865,7.346543155
AT1G23440,,263015_at,7.290533908,7.33482852,6.774672552,6.727655861,7.245404295,7.474634389,7.393217137,7.172741961,7.181715816,6.885986636,6.939963169,7.285508684
AT1G23450,,262423_at,2.738868441,2.727879058,2.800670842,2.80990554,2.733207769,2.736480166,2.686413075,2.840459525,2.721687154,2.73227319,2.657943015,2.787128366
AT1G23460,,265174_s_at,4.916150869,5.001838072,4.25291487,4.056776226,4.827307259,4.802663551,4.903606006,4.87747099,4.765444294,4.787513092,4.441585662,4.909528901
AT1G23480,CSLA3,265175_at,6.098561184,6.805187287,6.959268703,7.052621745,6.852716488,6.403933108,6.301746749,6.755582334,6.683996328,6.604886951,6.713402213,6.629868356
AT1G23490,ARF2-A,265187_at,10.96616954,10.91615405,10.76067688,10.7783946,10.86236754,10.92454949,10.88133847,10.80092119,10.8133056,10.83823273,10.6964612,10.79357585
AT1G23510,,265181_at,2.71750853,2.757379149,2.568308932,2.676919203,2.828746751,2.600318413,2.551292628,2.615307201,2.888374804,2.68527917,2.877786963,2.665881884
AT1G23520,,265176_at,2.90402761,3.021582746,2.974960491,3.26115774,2.993369256,3.075377643,3.084568555,3.022863721,3.113950468,3.246046896,3.064313081,3.150376795
AT1G23530,,265173_at,5.573260421,5.807478125,5.673915124,5.689123284,5.615154926,5.818253804,5.646521422,5.750033961,5.527192702,6.036379338,5.682190015,5.562994288
AT1G23540,PERK12,265178_at,3.494081277,3.367244019,3.471713141,3.625400375,3.292555151,3.307420901,3.504473498,3.494597675,3.428834779,3.790346451,3.296471263,3.429638098
AT1G23550,SRO2,257401_at,4.544965821,4.498893905,4.756609859,4.528599266,4.858981393,4.702848348,4.814697726,4.544514452,4.739137631,4.589459716,4.922145635,4.439398654
AT1G23560,,265186_at,3.569104307,3.605336055,3.728188738,3.799685791,3.629216156,3.355116024,3.907481482,3.72411041,3.703602908,3.52168909,3.483435938,3.628829599
AT1G23570,,257402_at,2.771335417,2.91872123,3.086482023,2.902071526,2.782487007,2.898275207,3.041636344,2.774522006,2.802728666,3.014183117,2.964229863,2.841626471
AT1G23580,,265163_at,3.145909456,3.129953072,3.430973432,3.220420056,3.099331184,3.168114342,3.360253584,2.964924335,3.166200998,3.002534251,3.248986541,3.186944396
AT1G23590,,265180_at,2.757112717,2.712233846,2.606009093,2.73661784,2.686204955,2.583600424,2.833342643,2.782961345,2.793854523,2.675233209,2.834838085,2.680711578
AT1G23600,,265164_at,3.365876923,3.125889565,3.238213815,3.420231788,3.531015131,3.279767327,3.338448502,3.354443765,3.162487482,3.279767327,3.384724832,3.285292007
AT1G23610,,265165_at,2.702369012,2.765948519,2.742223163,2.685534248,2.774550818,2.616519128,2.641395295,2.548434514,2.680908586,2.622221636,2.64908371,2.87103983
AT1G23640,,265177_at,2.518450322,2.542045335,2.721645798,2.482980811,2.380667893,2.473941197,2.535621085,2.59759482,2.778012387,2.628120874,2.447348348,2.412749475
AT1G23650,,265179_at,3.189888027,3.007420788,3.072488635,3.322721771,3.084381367,3.049635194,3.190217378,3.047126729,3.101824637,3.266346834,3.272022752,3.236459898
AT1G23670,,265185_at,3.411233803,3.424734393,3.455678355,3.37251005,3.481644275,3.329400293,3.502407402,3.111675946,3.381886044,3.607978421,3.393172937,3.495209612
AT1G23680,,265167_at,2.857566958,2.923353791,2.860260354,2.808980145,2.632864863,2.784724442,2.929920091,2.936043377,2.785041133,2.903734551,2.739147485,2.907629307
AT1G23690,,257399_at,3.038079479,3.256508372,3.024712491,3.390763498,3.01461878,3.102010887,3.05702125,3.121085957,2.938638724,2.991758178,3.126225977,3.082269668
AT1G23700,,265168_at,3.43004401,3.315836688,3.494288259,3.299111845,3.227900195,3.222710577,3.253449085,3.228294535,3.328040864,3.414507538,3.395032172,3.214620811
AT1G23710,,265184_at,7.422511546,7.085154498,6.104196755,6.367805861,7.05118589,7.431376455,7.072060634,7.173131648,7.10861728,6.945687721,6.128286201,7.051228126
AT1G23720,,265169_x_at,8.238320902,7.999475825,7.908848648,7.548813485,7.690720224,7.682907851,8.041106308,8.064656341,8.233785581,8.002397869,7.68823015,8.067766284
AT1G23730,BCA3,265170_at,6.703712694,5.131574448,4.908117444,4.878778527,4.862660901,6.816518031,6.702835257,4.79664813,4.871541385,4.5938577,4.770436826,4.656870423
AT1G23740,AOR,265182_at,8.353377454,8.662398159,8.777769664,8.920761884,8.967809983,8.642047385,8.398149653,8.713653655,8.584707186,8.776580733,8.915293173,8.683774581
AT1G23750,,265183_at,6.768819749,6.765463529,6.694089038,6.685175681,6.695289061,6.472639602,6.597291163,6.607748049,6.513441132,6.802647219,6.682281916,6.789590287
AT1G23760,PGL1,265131_at,4.959804004,5.420440616,5.759882342,5.472649925,5.686578772,5.267631874,5.562830816,5.617003161,5.701686352,5.584101007,5.580158578,5.244610808
AT1G23780,SKIP22,265190_at,7.103686312,6.867158403,7.080597016,6.82357138,6.704099831,6.850439344,7.004394731,6.857428589,6.719723608,6.981828695,7.008103121,6.860998639
AT1G23790,,265171_at,5.187454874,4.658527713,4.893348815,5.290674219,4.798411034,4.401719115,4.909868282,4.750008201,5.100993827,4.390659633,5.299574768,4.582288449
AT1G23800,ALDH2B7,265188_at,7.497815967,7.660703332,7.04640399,7.027042582,7.220864439,7.207720696,7.304994327,7.391644969,7.341028306,7.472858596,6.8139813,7.307714573
AT1G23820,SPDSYN1,265172_at,9.487593626,9.507133677,9.625333822,9.431352589,9.48641616,9.515466328,9.596047637,9.53195145,9.477831625,9.562834745,9.629288473,9.55942429
AT1G23830,,265132_at,6.615755105,6.428165525,6.054046704,6.12848033,6.435871135,6.518934795,6.630013492,6.340584643,6.296122294,6.27493203,6.225699799,6.295249106
AT1G23840,,265189_at,5.295647268,4.504313149,4.708284222,4.493322219,4.545261736,5.125387526,5.198269968,4.840274615,4.855253614,4.666836449,4.887019868,4.656870423
AT1G23850,,263032_at,5.873825599,5.895308253,5.801593578,5.441378792,5.811382102,5.533188343,6.015024582,5.816554037,5.736562704,5.923956076,5.781680401,5.593076184
AT1G23860,RSZ21,263035_at,7.775369331,7.56102912,7.663102518,7.705288395,7.600823179,7.838348218,7.663297998,7.552228588,7.596545989,7.841771457,7.847204081,7.639384979
AT1G23870,TPS9,263019_at,5.923737908,5.381495351,5.919751733,6.171595413,5.624133376,5.881154532,5.907425231,5.809203691,5.492268878,5.825219953,5.846859521,5.338926823
AT1G23880,,263020_at,4.393165413,4.392401881,4.559647001,4.67775281,4.398820294,4.353168484,4.406045823,4.302632134,4.372730713,4.570184498,4.749592378,4.334618342
AT1G23890,,263036_at,6.289970059,6.217366083,6.086706157,6.418258502,6.195664408,5.952483145,6.028221002,6.178549384,6.326986854,6.074700631,6.317472125,6.038288396
AT1G23900,GAMMA-ADR,263022_s_at,3.583269757,3.778937064,3.858548627,3.919049679,3.806584992,3.972516686,3.862886411,3.936718064,3.858797006,3.776656705,3.765274268,3.950274565
AT1G23910,,263021_at,2.477556817,2.546397738,2.596144599,2.404173482,2.454154103,2.513441185,2.404713108,2.425451016,2.461710404,2.409699988,2.448928634,2.448876946
AT1G23960,,263023_at,8.130622327,8.230885139,8.365246586,8.294043897,8.205380133,8.528463141,8.192762257,8.114707092,7.99539011,8.10613144,8.175594864,8.107715879
AT1G23980,ATL47,263024_at,5.476229367,5.149994863,5.252562415,5.25702813,4.978491921,5.469131599,5.39328721,5.16971567,4.848871787,5.208961858,5.326892412,5.037583739
AT1G24000,,263026_at,2.998176129,2.962029527,2.980072405,3.037331405,3.084250783,3.083705573,3.000987929,3.122511346,2.819815038,3.11657093,3.09949186,2.896325873
AT1G24010,,263027_at,2.866417043,2.816369237,2.803701256,2.84898252,2.889371993,2.702928295,2.822191306,2.750696385,2.899239267,2.819035586,3.124025918,2.759999567
AT1G24020,MLP423,263034_at,10.29382454,10.4338225,10.7521158,10.63679612,10.3323907,10.82082203,10.39813713,10.21400798,10.56597111,10.28659298,10.61259105,10.44994732
AT1G24030,PBL28,263028_at,4.764325608,4.616485296,4.638834872,4.507497555,4.542844792,4.926756555,4.964191503,4.624376589,4.518542123,4.528047622,4.49626974,4.532992122
AT1G24040,,257459_at,5.142385389,4.959232632,5.133941878,5.012099958,4.849237057,4.89291241,4.870102121,5.038195699,5.070517293,4.854864785,5.074321642,4.869237586
AT1G24050,,263029_at,9.072242331,9.216769193,9.320001162,9.191195463,9.232171422,9.135797714,9.119269704,9.164100193,8.97787756,9.182703216,9.245761336,9.07550511
AT1G24060,,263030_at,2.860823211,2.967758338,2.73895005,3.124794894,2.799768033,2.780411641,2.892423131,2.983494824,2.937201219,2.881584863,2.903665985,2.950885346
AT1G24070,CSLA10,263031_at,3.898642454,3.884153837,4.029022352,4.46985341,3.916554259,3.897155471,3.747139606,4.127855674,4.067416447,4.10783443,4.210289937,3.990789568
AT1G24095,,264868_at,5.222841737,4.90289943,5.007066148,4.909523672,4.888912993,5.105522,5.078160926,5.158941413,4.871541385,5.143742082,5.184979796,4.896949057
AT1G24100,UGT74B1,264873_at,7.950221879,8.586467011,8.889587147,8.649171592,8.822171985,8.195901971,8.30871608,8.699735838,8.393442556,8.567111569,8.755904764,8.430159926
AT1G24110,PER6,264863_at,2.951029446,3.016770713,2.870509188,2.919049558,3.070224589,2.980830387,3.11645276,3.164217826,2.978793104,2.795953284,2.974963225,2.876255639
AT1G24120,ATJ16,264865_at,7.362386452,7.143547153,7.487433808,7.590373421,7.183336688,7.346455089,7.13567912,7.231701846,7.03393128,7.264048968,7.463832121,7.192958091
AT1G24140,3MMP,264866_at,6.225002447,5.750207052,4.671803951,4.734883262,5.671807764,6.62512401,6.101160694,5.946229412,5.492242718,5.926097592,4.923810487,5.401477008
AT1G24150,ATFH4,264867_at,5.42383004,5.279803746,5.201600024,5.195456443,4.983006813,5.78752261,5.455134775,5.53440108,5.401825919,5.246573232,4.83715377,5.527020056
AT1G24170,GATL8,264857_at,9.052911567,9.273873765,9.368274107,9.331138227,9.286524371,8.99269331,8.87515144,9.285898022,9.263846684,9.294082085,9.156905039,9.219823207
AT1G24180,IAR4,264871_at,8.454434626,8.352178294,8.241120931,8.257578026,8.211693132,7.86764807,8.441186527,8.330643625,8.403478005,8.386107255,8.425311129,8.398553694
AT1G24190,SNL3,264858_at,5.905482334,5.877442031,5.874081285,5.932070013,5.822350543,5.996761283,5.970887282,6.009960592,5.95513586,6.065939671,5.819427096,5.810254565
AT1G24210,,264870_at,3.782970963,3.165872601,3.50775852,3.33769859,3.281133965,3.187952149,3.270841405,3.307153647,3.321848503,2.899555096,3.53523198,3.328553991
AT1G24240,,264874_at,4.277214307,4.107094873,4.075011132,3.785771477,4.005271102,4.30530733,4.037139001,3.95936034,3.371661787,4.243965372,4.036427091,4.020411939
AT1G24260,03-Sep,264872_at,4.744547196,5.281990126,5.001600118,4.790983533,4.432475505,4.926756555,4.824676493,4.839268455,5.520583144,4.896953212,4.967225313,5.355241663
AT1G24280,G6PD3,264859_at,7.168043256,8.000118193,7.930543988,7.821479254,7.710400368,7.207320684,7.292145943,7.939708008,7.820654148,7.807321354,7.779012726,7.983458166
AT1G24290,,264860_at,6.018057647,5.744083798,6.077061824,5.874581878,5.76513218,5.594834232,5.704640374,5.896145876,5.791385522,5.823085029,5.646614438,5.767017814
AT1G24310,NUP54,264864_at,5.386349381,5.155063643,5.29176325,5.276009388,5.15158937,5.301883082,5.287815757,5.07132715,5.262360527,5.031252304,5.362040642,5.308390753
AT1G24320,GCS2,264861_at,4.919067639,4.713407601,4.820746949,4.40841407,4.763496167,4.927722831,4.653180288,4.776198928,4.469870018,4.941623444,4.443512956,4.53153649
AT1G24330,PUB6,264862_at,4.581829195,4.627506168,4.345572431,3.788963865,4.599777319,4.683496721,4.52408328,4.75257541,4.474441274,4.577373634,4.120583662,4.488926448
AT1G24340,EMB260,257410_at,6.02075676,5.908974858,6.302455405,6.196181173,6.291139331,6.120373005,6.110023782,6.167213683,6.115480911,6.195094234,6.286987741,6.17647252
AT1G24350,,264869_at,6.000579864,6.215045798,6.201802033,5.971120921,6.160178241,6.160178241,6.255889584,6.160178241,6.211462601,5.967340465,5.921427241,6.076401777
AT1G24360,,265026_at,10.30747609,10.36633802,10.40370499,10.31168603,10.25316215,10.24829544,10.24557781,10.27339723,10.3019044,10.36633802,10.35146468,10.39942088
AT1G24390,,265017_at,2.602476193,2.688116257,2.91357527,2.93504197,2.749820003,2.845768537,2.693034117,2.848693051,2.768562058,2.80545739,2.942436108,2.800242839
AT1G24400,LHT2,265002_at,4.389073777,4.394837132,3.966893543,3.675696597,4.305731951,4.623512993,4.63842173,3.995092385,3.989148234,4.249942077,3.8677063,4.034165294
AT1G24420,,265016_at,2.922609321,2.994544121,2.98039719,3.040319558,2.915578561,3.105758677,3.083074299,3.07465547,2.895342463,2.910734979,3.046259876,3.106315949
AT1G24430,,265014_at,5.288828144,5.222718188,4.874093139,4.573549785,4.760931306,4.991418986,5.043171061,4.901988703,5.08121564,4.87705996,4.84923353,4.705144431
AT1G24440,,265023_at,6.113251476,5.947779956,6.670463419,6.473477632,6.013908699,6.045179036,6.111193364,5.992466919,5.726822017,6.101498745,6.458565544,5.701648693
AT1G24450,NFD2,265027_at,6.369166696,6.283913107,6.459397091,6.352714514,6.563128036,6.348288529,6.413697388,6.408663143,6.422039452,6.524218599,6.51624878,6.252729697
AT1G24460,,265013_at,6.078193127,6.240232967,6.343753502,6.204687434,5.991568062,6.180025538,6.113821335,6.060943645,6.231436654,6.397312377,6.045350101,6.100780887
AT1G24470,KCR2,265012_at,3.64760068,3.547596166,3.630624878,3.474133118,3.711596097,3.4111975,3.470446779,3.68574582,3.286803578,3.598106057,3.474950092,3.392307282
AT1G24490,ALB3L1,265011_at,6.181250719,5.649958605,6.008951211,6.211451656,6.280629751,6.37178432,5.995195811,6.19249795,6.034448871,5.925489799,6.082871797,6.229302759
AT1G24510,CCT5,265010_at,9.414084326,9.143485337,9.403457588,9.38154527,9.100447794,9.364934653,9.407658204,9.179127436,9.24764764,9.33512819,9.499401688,9.380631206
AT1G24520,BCP1,265022_at,4.232033916,4.134737534,4.470593478,4.298182847,4.47512604,4.000444071,4.171678513,4.102482443,4.203734432,4.157334095,4.142913791,4.171354498
AT1G24530,,265028_at,8.244403985,8.138922833,7.475330113,7.614555237,8.233650228,8.217060014,8.280213042,8.0374601,8.067747941,7.95289349,7.620486258,8.211955344
AT1G24540,CYP86C1,265020_at,4.14490104,4.286796009,4.281352904,4.383542551,4.397787129,4.272755397,4.392055075,4.344243623,4.342842095,4.364190235,4.433193186,4.387728996
AT1G24560,,265019_at,6.422394383,6.350684784,6.594593564,6.459777926,6.454534432,6.357014478,6.316066375,6.430608912,6.429154075,6.420594652,6.373804651,6.35508816
AT1G24575,,265025_at,5.036762707,4.863071413,4.644841402,4.719588544,4.750432,5.128579982,5.080612244,4.435903541,5.123531685,4.738159379,5.004354295,5.048068221
AT1G24600,,265024_at,3.51442067,3.735663084,3.479140416,3.2007913,3.625082133,3.781834806,3.781834806,3.698245496,3.782691127,3.4551375,3.525097513,3.495336633
AT1G24610,,265021_at,7.556975345,7.404200485,7.768341049,7.782206227,7.568723306,7.446933831,7.238574012,7.395982405,7.391654747,7.443322374,7.736616028,7.506998343
AT1G24620,CML25,257405_at,3.462205541,3.636403938,3.629788116,3.306042594,3.222844867,3.335021669,3.288794276,3.370442191,3.638038116,3.597141351,3.498159026,3.319671354
AT1G24625,ZFP7,265029_at,6.672523989,6.840182408,6.857644057,6.495800378,6.779115317,6.782236562,6.668195514,6.711860016,6.797140893,6.720903436,6.678342799,6.839804385
AT1G24650,TMK2,265009_at,3.35257153,3.329367607,3.237358023,3.181112662,3.471466851,3.422541507,3.300975979,3.504912511,3.472913311,3.281010698,3.241342507,3.348249093
AT1G24706,THO2,245647_at,3.695368763,3.735418449,3.535207568,3.569838501,3.500691649,3.825570212,3.761153721,3.844829578,3.62934348,3.724823698,3.581914629,3.653760687
AT1G24706,THO2,245649_at,6.210723445,6.236571656,6.414062813,6.364403128,6.316390278,6.132268466,6.059673776,6.20637476,6.42807112,6.338143046,6.26702664,6.212322112
AT1G24735,,245650_at,3.83679014,3.971858397,4.100739966,4.113684355,4.18622947,3.808536077,3.726979318,4.241700548,4.059691137,4.12019254,4.122125829,4.228104508
AT1G24764,ATMAP70-2,245645_at,5.56904131,5.334434166,5.369111041,5.740349657,5.503076973,5.742983292,5.448714862,5.20515481,5.396132372,5.583887088,5.56614092,5.61349899
AT1G25230,,245637_at,8.945859505,8.324862054,9.095072032,9.305836315,9.23231526,9.393911862,8.87098811,9.047031715,8.161725517,9.103648023,9.036468238,7.937971983
AT1G25240,,245636_at,3.255739588,3.439980487,3.304929504,3.190341202,3.283835276,3.176664684,3.463818802,3.344927808,3.441679264,3.334494426,3.273388976,3.336428794
AT1G25250,AtIDD16,245635_at,3.056054261,3.24129965,3.515733257,3.420533187,3.362430398,3.196837296,3.278233392,3.444084479,3.616940155,3.346433963,3.463182648,3.415504648
AT1G25260,,245639_at,9.981230331,9.790852039,10.02563217,9.874921334,9.775235146,9.768997939,10.00638803,9.870024094,9.874059149,9.917809331,10.13402042,9.944356225
AT1G25270,,245634_at,3.208164512,2.894752895,2.921190224,3.007980937,2.960691667,2.954720054,2.979249637,2.905469728,3.008570521,2.970691198,3.11760636,3.084186613
AT1G25275,,245642_at,10.56582557,10.55893028,10.35863502,10.40427749,10.52825837,10.89693557,10.81447551,10.31883101,10.5799022,10.43379619,10.21830282,10.35091749
AT1G25280,TULP10,245633_at,7.956218696,7.728724438,7.681709126,7.835310272,7.68649623,7.850496184,8.08233945,7.788532126,7.888511862,7.488235758,7.95802165,7.913948959
AT1G25290,RBL10,245632_at,5.477603452,5.597932101,5.629821051,5.670524953,5.714631191,5.620166703,5.554929653,5.701445736,5.666283149,5.845638328,5.737612058,5.583221003
AT1G25320,,245644_at,7.077618134,6.477037302,6.408370657,6.264036775,6.339834506,7.005891299,6.853527777,6.233969169,6.580492968,6.235258389,6.312479267,6.611315813
AT1G25330,BHLH75,245640_at,2.921920055,2.681434668,2.8937928,2.800796434,2.967404545,2.853112147,3.009413,2.880317027,2.878887015,2.830462705,2.664528317,3.114822644
AT1G25340,MYB116,245643_at,3.457563686,3.38321156,3.601416619,3.455750689,3.329243886,3.466186439,3.445095813,3.495186713,3.484673889,3.406276139,3.303922604,3.217159769
AT1G25350,OVA9,245631_at,8.37609631,8.183067769,8.34487514,8.206652949,8.241030516,8.315419817,8.325564099,8.270733747,8.169072074,8.278906915,8.330680883,8.315777439
AT1G25360,PCMP-H74,245630_at,4.917705176,4.753818217,4.740682485,4.669235589,4.764217403,4.658765913,4.780813496,4.722119355,4.790689205,4.620754261,4.830880376,4.581353365
AT1G25370,,245641_at,4.923848037,5.213797769,5.166928665,4.808139064,4.80441156,5.244768459,5.298742505,4.932905405,5.400541647,5.086586126,4.692366337,5.17574281
AT1G25375,,255743_at,6.328648566,5.915694467,6.138786848,6.00970136,6.079446144,6.03626355,6.361978487,6.081037239,6.230574495,6.062448841,6.267503596,6.120106306
AT1G25380,NDT2,255736_at,7.33109972,7.433053185,7.614871196,7.540953272,7.338967301,7.41774427,7.449428008,7.320545399,7.111126486,7.427179611,7.611767061,7.513331124
AT1G25390,LRK10L-1.1,255740_at,7.420394826,7.470278178,7.323307406,7.437310487,7.330749601,7.362820997,7.414826433,7.457087339,7.405953066,7.382078721,7.263211059,7.463834234
AT1G25400,,255733_at,6.377313753,6.598326984,5.862522521,6.121551159,6.583443854,6.504034914,6.454666407,6.680670916,6.304972012,6.528493987,5.889186946,6.248391495
AT1G25410,IPT6,255741_at,3.295144883,3.115444016,3.351002056,2.762156692,3.049431311,2.941583711,3.194842975,3.241463627,3.032354183,3.157517373,3.1143638,3.105562168
AT1G25420,,255737_at,6.787334254,6.940004111,6.929223976,7.175049053,7.128300793,6.936119151,6.756881521,7.131772189,6.931847026,7.027304763,6.888187598,6.751966145
AT1G25450,KCS5,255732_at,7.928991102,8.375169527,8.184526291,8.327990394,8.554300572,8.119309565,8.025759391,8.461558247,8.267494807,8.557866171,8.413757817,8.316760468
AT1G25460,,255730_at,3.358976223,3.186574429,3.314931838,3.185421404,3.082172178,3.057826063,3.217444842,3.039061255,3.210677654,3.123157587,3.289941975,3.225578807
AT1G25470,ERF116,255729_at,6.313261906,6.027137022,6.670463419,6.47025544,6.152562699,6.29631355,6.080393008,6.11658097,6.217968301,6.284579106,6.661734586,6.023604987
AT1G25490,PP2AA1,255731_at,9.319445293,9.354777834,9.328193449,9.427003818,9.324531981,9.109832483,9.29147978,9.406132781,9.194365643,9.402656352,9.440015654,9.459097874
AT1G25500,,255728_at,4.694440457,4.607258069,5.003967578,4.874635626,4.745913465,4.603434265,4.636848782,4.665236384,4.247312948,4.314068072,4.9028005,4.662708823
AT1G25510,,255727_at,6.433388397,6.308996672,6.274661071,6.327441996,6.241931175,6.274508006,6.469629507,6.175618438,6.185011977,6.401745327,6.411194246,6.220583484
AT1G25520,,255735_at,7.271634803,7.575985693,7.596416058,7.509187001,7.577929058,7.118319904,7.340584097,7.408856147,7.419129839,7.451130447,7.610995312,7.342754304
AT1G25530,,255726_at,7.93634909,7.746897073,8.051027597,7.745916744,7.402924956,7.80155251,7.802415875,7.683617363,7.275431446,7.609556397,7.938092371,7.37986166
AT1G25540,MED25,255725_at,6.565330777,6.381041154,6.521230358,6.13448735,6.434140561,6.58872602,6.759716897,6.478755386,6.514441432,6.498078172,6.586986591,6.452114082
AT1G25550,HHO3,255734_at,7.685568415,7.74259702,7.624717861,7.781327135,7.777758061,7.928094732,7.84730762,7.682375144,7.90354483,7.736353538,7.610515233,7.705668766
AT1G25560,TEM1,255742_at,8.776941539,9.116024497,9.082241728,9.34900203,7.97417147,8.663745264,8.883853454,7.931880922,9.060152451,7.833422208,9.218064995,8.949642224
AT1G25570,,255738_at,6.819355487,6.716880834,6.312498904,6.471641085,6.43697672,6.819744992,6.969461467,6.567867566,6.860711421,6.528815811,6.59740394,6.716000164
AT1G25580,SOG1,255739_at,6.821818748,6.46757343,6.48155079,6.285043201,6.135985053,6.638146961,6.833958535,6.50215526,6.347700566,6.234844046,6.335548959,6.285730051
AT1G26090,,245815_at,5.751402395,5.234766964,5.427958117,5.334855586,5.376169614,5.575796405,5.470769701,5.324141172,5.467981256,5.325814225,5.253336166,5.498452813
AT1G26100,CYB561D,245818_at,6.069879605,6.105803341,6.595012898,6.463442499,6.434887429,5.994963633,5.896567101,6.35133171,6.235493675,6.367054613,6.567375125,6.527123411
AT1G26110,DCP5,245822_at,8.192809562,8.14145212,8.143396847,8.187205326,8.048801738,8.047608849,8.188364237,8.18343444,8.092400036,8.188901257,8.181194106,8.190529178
AT1G26130,,245846_at,5.741566619,4.928473665,5.049241983,5.096188628,4.773508405,5.466207709,5.349533906,4.96932996,5.033871091,5.273073957,5.136018834,4.964492453
AT1G26150,PERK10,245845_at,6.125200511,5.984326407,6.543118701,6.785447788,6.378167257,6.203306712,5.932763131,6.267767722,5.951669541,6.231414728,6.489118493,6.118961026
AT1G26160,,245817_at,7.198072477,7.074909498,7.187283773,7.195469105,7.073122178,6.946780297,7.100344134,6.852954319,7.198554388,7.052515971,7.214090643,7.224367864
AT1G26170,,245844_at,6.780789929,6.695148296,6.795910091,6.726003798,6.635854699,6.492614434,6.40437335,6.565728225,6.641046968,6.598082356,6.603486573,6.633366545
AT1G26180,,245843_at,5.909856557,6.080428231,6.102192114,6.230372863,6.290520261,5.989181604,6.085841175,6.314915187,5.9816395,5.947711525,6.345647551,6.177973772
AT1G26190,,245878_at,5.899058445,5.734351367,5.551241432,5.530171881,5.695928004,5.975020285,5.747235644,5.537593712,5.738697433,5.722649268,5.866417431,5.561484565
AT1G26210,ATSOFL1,245816_at,5.568370305,5.099212423,5.187959839,5.284720038,5.429102202,5.880472592,5.700847021,5.010439744,5.174838205,4.970655728,5.33223879,5.231964393
AT1G26220,,245877_at,5.231404168,5.644784972,5.757961048,5.964386532,5.955281822,5.537660588,5.616008562,5.611368827,5.606336537,5.557892488,5.964854992,5.723385531
AT1G26230,CPN60B4,245876_at,5.042766996,5.192354885,5.280658828,5.286480605,5.114827205,4.916460406,5.063422984,5.017675251,5.108544474,5.13399465,5.275477164,4.894885062
AT1G26240,,245875_at,3.638214338,3.600304861,3.464183197,3.780299099,3.589947326,3.305784569,3.972956747,3.506014606,3.700910975,3.572650935,3.612644137,3.763187238
AT1G26250,,245874_at,7.1270077,6.851182541,6.733098167,6.121455176,5.937351127,5.637864341,6.712708329,6.664827459,6.761176042,5.907177998,6.643540621,6.581744204
