#what,what,,,,,,,
#age,2 (week),,,,,,,
#organism part,aerial part,,,,,,,
#dose,20 micromolar,,,,,,,
#development stage,seedling,,,,,,,
#compound,,,DMSO,DMSO,t-zeatin,t-zeatin,DMSO,t-zeatin
Gene ID,Gene Name,DesignElementAccession,NASCArrays:Tab2MAGE:E-NASC-75.20.Hybridization,NASCArrays:Tab2MAGE:E-NASC-75.17.Hybridization,NASCArrays:Tab2MAGE:E-NASC-75.32.Hybridization,NASCArrays:Tab2MAGE:E-NASC-75.38.Hybridization,NASCArrays:Tab2MAGE:E-NASC-75.13.Hybridization,NASCArrays:Tab2MAGE:E-NASC-75.35.Hybridization
AT1G78980,SRF5,264136_at,4.497562812,4.874313687,4.714481161,4.511501221,4.48486377,4.508357178
AT1G78990,,257428_at,4.220275533,4.154511875,4.034802542,4.291829907,4.206198636,4.117170882
AT1G79000,HAC1,264101_at,7.831660493,7.727516589,7.849477668,8.022908982,7.487104096,7.917320738
AT1G79030,,264135_at,6.753046023,6.690669974,5.435737088,5.546468384,6.753707766,5.421423065
AT1G79040,PSBR,264092_at,13.00818234,13.0968322,14.26663057,14.25097508,13.06710517,14.26663057
AT1G79050,RECA,264099_at,8.516541035,8.443812514,9.350020385,9.343646276,8.548414966,9.258500179
AT1G79060,,257427_at,4.674643702,4.443687799,4.742771681,4.474233509,4.337524484,4.581062647
AT1G79070,,264134_at,4.569919063,4.520239322,5.135908316,5.499297019,4.566677063,5.064522463
AT1G79080,,264133_at,7.737025249,7.778257261,7.494877555,7.570000452,7.773340432,7.687917391
AT1G79090,,264141_at,7.923080429,7.954161159,8.227587439,8.192682657,7.494513449,8.097432466
AT1G79100,,264132_at,3.82633199,3.773364316,3.92034995,3.737632442,3.699945695,3.782675059
AT1G79110,BRG2,264091_at,7.278734104,7.295260222,8.192104834,8.302231047,7.039321652,8.296641601
AT1G79150,,264118_at,7.10816822,7.058723209,6.648926184,7.06001501,6.645679095,6.917767969
AT1G79150,,264131_at,6.923410653,6.782995351,6.746412173,6.853609218,6.494725801,7.039879214
AT1G79160,,264130_at,6.187582638,6.083755529,6.697799751,6.571840395,5.84650966,6.549551828
AT1G79170,,264129_at,4.290725509,4.199516057,3.788259603,3.725850983,4.06367839,3.809501241
AT1G79180,ATMYB63,264119_at,3.937554299,4.032127869,3.897896041,3.625770885,3.92626991,3.733496396
AT1G79190,,264128_at,6.524144375,6.508418658,6.357823779,6.028457621,6.239121751,6.079252619
AT1G79200,,264094_at,7.850673351,8.020043438,7.776808152,7.812260483,7.992203437,7.722937806
AT1G79210,PAB2,264140_at,9.789053231,9.751086441,9.479316403,9.747516939,9.767851362,9.564457545
AT1G79220,,264093_at,6.437353367,6.249681988,6.025156224,6.207063552,6.241802663,6.075059303
AT1G79230,STR1,264095_at,10.00895717,9.915783418,9.897471001,10.0766407,9.864989429,9.99167289
AT1G79250,AGC1-7,264127_at,3.955503315,4.06872267,4.07027908,3.995060253,4.095041997,3.904057042
AT1G79260,,264098_at,7.016473684,7.261204313,7.987100079,8.045105072,6.942696346,8.041163077
AT1G79270,ECT8,264102_at,6.493711243,6.558546751,6.955812732,6.551619329,6.459025358,6.662374454
AT1G79280,NUA,264126_at,8.237865234,8.232716871,7.437078528,7.603536038,8.08359872,7.360961072
AT1G79310,AMC7,264145_at,3.81752279,3.827016216,3.6381273,3.589577255,3.654370226,3.72716647
AT1G79320,AMC6,264144_at,4.071421256,3.867577477,3.890136677,3.891729771,4.132606382,3.946155492
AT1G79330,AMC5,264143_at,3.907881994,3.843010717,3.748085525,3.865713464,4.007508927,3.837607774
AT1G79340,AMC4,264120_at,8.885090403,8.967161141,9.974967115,9.931799163,8.779378835,9.918104249
AT1G79350,FGT1,264125_at,7.524624322,7.507434471,7.303224947,7.285178208,7.413186205,7.260305912
AT1G79360,02-Oct,264124_at,5.869907708,5.741476205,5.778399765,5.568686713,6.100948924,5.500612741
AT1G79370,CYP79C1,264090_at,4.401399459,4.552727638,4.384295469,4.15274988,4.295389893,4.160718894
AT1G79380,RGLG4,262919_at,7.649963388,7.738857809,8.240617178,8.377084962,7.837729778,8.412712385
AT1G79390,,262946_at,8.645539937,8.590128192,8.524660721,8.633187231,8.46424167,8.626298863
AT1G79400,CHX2,262936_at,4.750812386,4.951957198,4.357645021,4.456904359,4.788414546,4.510482422
AT1G79410,05-Oct,262935_at,7.80000114,7.813942865,7.248070993,7.071300047,7.7177367,6.956717747
AT1G79420,,262922_at,6.027677633,6.074072818,7.111657633,7.008245487,6.252885269,7.060148002
AT1G79430,APL,262921_at,7.260750241,7.090610239,7.353155853,7.381012268,7.014954765,7.109073937
AT1G79440,ALDH5F1,262892_at,8.83559187,9.167420719,8.619711992,8.928087096,8.775256318,8.86451437
AT1G79450,ALIS5,262942_at,3.994201986,4.075706377,3.855487218,3.98875563,3.823572569,3.856639491
AT1G79460,GA2,262891_at,5.683821928,5.948586799,6.235059476,6.411140428,5.700623389,6.300680402
AT1G79470,IMPDH,262943_at,7.787850761,7.730651597,7.43590696,7.556812562,7.510597274,7.525960304
AT1G79490,EMB2217,262941_at,7.958182352,7.777491206,6.613521036,6.745839454,7.805938935,6.760528107
AT1G79500,KDSA1,262920_at,7.395681891,7.467778141,7.477975902,7.48813048,7.39407928,7.389337851
AT1G79510,,262945_at,6.744445693,6.814125745,8.261137769,8.363351526,6.761356353,8.063189224
AT1G79520,,262940_at,6.650682013,6.600525704,7.140237052,6.842549683,6.793796809,6.845425523
AT1G79540,,262938_at,6.948751818,6.945014537,6.298537822,6.356117454,7.123750341,6.525402559
AT1G79550,PGK3,262944_at,11.83275732,11.89661748,11.89952151,11.97043565,11.78905979,11.84145693
AT1G79560,FTSH12,262937_at,9.312543525,9.08039439,9.086918755,9.070260247,9.006510321,9.150451551
AT1G79580,SMB,261393_at,3.707730551,3.871089708,3.695843657,3.619718823,3.716408952,3.579191745
AT1G79590,SYP52,261403_at,8.105222725,8.167488289,8.938571279,8.965093762,8.276886886,9.091728236
AT1G79600,ABC1K3,261353_at,9.397161485,9.176601822,9.466710197,9.422069832,9.237958499,9.306088182
AT1G79610,NHX6,261398_at,7.341173109,7.296599065,7.216264827,7.096479079,7.289104674,7.195847478
AT1G79620,,261399_at,4.919557013,5.060937839,4.892695883,4.789164157,5.111704523,4.86763887
AT1G79630,,261400_at,7.169720951,7.035349561,6.66817457,6.53883622,7.092887994,6.275071763
AT1G79640,,261401_at,6.190768194,6.232118891,5.909968234,5.836272813,5.908019903,5.739182467
AT1G79650,RAD23,261352_at,7.443527976,7.479190316,7.995831689,7.938221541,7.429692186,7.927126541
AT1G79660,,261356_at,8.795110767,8.885994579,8.05555349,8.140832854,8.976859051,8.314560217
AT1G79670,WAKL22,261402_at,5.878496903,6.23330568,5.585895423,5.633194382,6.310978833,5.750492535
AT1G79680,WAKL10,261394_at,4.076471938,4.243995506,4.103371142,4.122769868,4.072755066,4.145566782
AT1G79690,NUDT3,261354_at,10.07604018,9.936677987,9.634048259,9.53782165,9.804769727,9.688761699
AT1G79700,,261395_at,7.17638235,7.407487434,6.097173716,6.569334125,7.459929456,6.541390853
AT1G79710,,261344_at,6.266826474,6.273962538,5.982005711,6.014615227,6.306115522,5.953292589
AT1G79720,,261346_at,8.13453966,8.173582547,8.9559559,8.858295998,8.152838035,8.87548272
AT1G79730,VIP2,261347_at,8.90115005,8.795406863,8.546435799,8.46094417,8.730308471,8.555785434
AT1G79750,NADP-ME4,261355_at,10.68238229,10.55191137,10.43691064,10.39687491,10.41719744,10.40490021
AT1G79760,DTA4,261345_at,4.207393054,4.190366984,4.401634248,4.198500313,4.334114796,4.398018364
AT1G79770,,261350_at,7.082138301,6.988033221,6.763642613,6.548570417,7.053000192,6.738358383
AT1G79780,,261392_at,4.903125645,4.709593126,4.742368128,4.57807903,4.633207989,4.735138572
AT1G79790,,261351_at,9.955479704,9.940555033,8.998725789,9.04696892,10.10082975,8.991285722
AT1G79800,ENODL7,261396_at,5.991963195,5.779530447,5.700065302,5.216040905,5.64238346,5.357380028
AT1G79810,PEX2,261348_at,7.767534921,7.671114267,7.596927775,7.51685399,7.519636168,7.496829154
AT1G79820,SGB1,261397_at,7.441478111,7.301276647,7.715444474,7.29744593,7.226744892,7.405196277
AT1G79830,GC5,260162_at,8.40320437,8.578511499,8.494233612,8.579058974,8.404688657,8.46977312
AT1G79840,GL2,260166_at,6.55730656,6.308497595,6.449492233,6.602249593,6.588571954,6.346102999
AT1G79850,RPS17,260165_at,12.14381196,12.23752969,12.37932822,12.70306893,12.20531373,12.43858966
AT1G79860,ROPGEF12,260161_at,3.733211728,3.857830505,3.622057645,3.63071605,3.6381273,3.711174557
AT1G79870,HPR2,260164_at,10.44619123,10.34353604,9.998437602,9.832086525,10.05954298,10.04879754
AT1G79880,LA2,260160_at,6.868488324,6.588786573,6.914136533,6.80492362,6.542724522,6.621221613
AT1G79890,,260159_at,4.433770425,4.275132294,4.153846961,4.272724159,4.166877251,4.013990734
AT1G79900,BAC2,260163_at,6.426174961,6.440581432,6.500570287,6.277861188,6.178859116,6.153175933
AT1G79910,,260158_at,5.179734841,4.920948144,4.86818683,4.827961798,4.786890547,4.972013732
AT1G79940,ERDJ2A,262053_at,8.476193668,8.299194885,8.742446382,8.814573248,8.325107755,8.747832866
AT1G79950,,262066_at,8.21950289,8.064071924,7.091984094,7.17077818,8.382384312,7.095964455
AT1G79960,OFP14,262046_at,6.101412071,6.289560883,6.224113052,6.190935404,5.963453049,6.120543928
AT1G79970,,262055_at,7.645416372,7.881000915,8.310632227,8.167300062,7.553542452,8.066005881
AT1G79990,,262051_at,8.843205922,8.832581219,8.638074672,8.657574349,8.74472239,8.760208885
AT1G79990,,262058_at,7.160192427,7.653455966,8.126995746,8.265021574,7.576799966,7.957269582
AT1G80000,MLN51,262063_at,7.415050542,7.283982588,7.579221249,7.717876916,7.132101875,7.60443799
AT1G80010,FRS8,262070_at,6.83207935,6.637980613,7.08699709,6.816782702,6.795183277,6.717000322
AT1G80030,,262059_at,8.492864267,8.453031024,8.739715757,8.670015566,8.402524963,8.758200836
AT1G80040,,262057_at,8.42375598,8.190750609,8.455916909,8.824183078,8.37535165,8.854706412
AT1G80050,APT2,262039_at,7.926322011,7.845917076,8.012713661,7.9050807,7.386805993,8.083170149
AT1G80060,,262067_at,6.433990927,6.509332239,5.893907424,5.793427125,6.531973182,5.942616154
AT1G80070,PRP8A,262068_at,10.0927739,9.960649787,9.954829893,9.79662595,9.876903394,9.892878431
AT1G80080,TMM,262040_at,8.07439119,8.074760536,7.994655828,7.6384844,7.942502857,7.521330422
AT1G80090,PV42B,262069_at,4.262448988,4.450344054,4.621205681,4.424213496,4.500043381,4.418768772
AT1G80100,AHP6,262041_at,4.8541486,5.00441221,4.848113893,4.754774164,4.61977461,4.596686989
AT1G80110,PP2B11,262061_at,5.21893024,4.798706075,4.920379406,4.887461754,4.775895674,4.824687679
AT1G80130,,262050_at,7.487873002,7.864566858,7.605764701,7.703481142,7.676067576,8.172852615
AT1G80140,,262042_at,4.661103909,4.75200943,4.566220783,4.369379924,4.393083091,4.426660972
AT1G80160,,262047_at,3.850929082,4.080296696,3.931552147,3.805525181,3.967543226,3.998877119
AT1G80170,,262060_at,6.707841832,6.986541546,6.539972339,6.67417711,6.684793919,6.64858557
AT1G80180,,262049_at,7.423986605,7.799455878,7.609040043,7.586390362,7.58355311,7.926704785
AT1G80190,PSF1,262043_at,6.753826496,6.768784053,6.453622433,6.477170428,6.659465914,6.125917895
AT1G80230,COX5B-2,262048_at,7.7556545,7.65607554,9.045411513,9.189480497,7.701083221,9.02808368
AT1G80240,,262045_at,5.705862783,5.679653683,5.418652935,5.364825607,5.747458735,5.331571836
AT1G80245,,262056_at,5.141456876,5.193380759,5.766310112,5.969338422,5.242132477,5.665011411
AT1G80270,PPR596,260331_at,9.137341681,9.071118025,8.720881161,8.776772915,8.901467865,8.714495536
AT1G80280,,260297_at,8.891067233,8.735364913,8.828378024,8.662000638,8.878561134,8.729860932
AT1G80290,,260301_at,6.277730365,6.318888918,6.639696398,7.052283742,6.996304543,6.515595172
AT1G80310,MOT2,260302_at,7.546269997,7.528813322,7.695632256,7.62547503,7.501931664,7.714289855
AT1G80320,,260298_at,4.184256526,4.178243043,4.151584667,4.14126777,4.488760876,4.152287251
AT1G80330,GA3OX4,260299_at,4.048765168,3.987723137,4.232855579,4.005392101,3.925351238,4.12993186
AT1G80340,GA3OX2,260300_at,5.593147937,5.537160217,5.211951005,5.045721622,5.212246863,5.346931087
AT1G80350,AAA1,260289_at,7.682309284,7.165476298,7.208074728,7.288268301,7.283547811,7.341873822
AT1G80360,ISS1,260328_at,8.755112617,8.635591916,8.793285988,8.616595757,8.600293581,8.630912191
AT1G80370,CYCA2-4,260329_at,7.053743562,6.974270747,6.700878275,6.331346199,7.033564954,6.511428196
AT1G80380,GLYK,260284_at,11.26856312,11.01732285,10.45175327,10.5780327,11.40668348,10.513494
AT1G80400,,260330_at,7.740264149,7.888619678,7.293982482,7.398746958,7.860332753,7.472865815
AT1G80410,EMB2753,260282_at,8.199723131,8.103298747,8.145748342,8.471713318,7.892926944,8.188689905
AT1G80420,XRCC1,260279_at,6.623318117,6.366034695,6.012226134,5.920500302,6.817760051,5.841866052
AT1G80440,,260287_at,7.957841839,8.086193243,7.427086257,7.616566552,7.812321639,7.362172528
AT1G80450,VQ11,260276_at,4.485761922,4.371259963,5.519119756,5.232731692,4.108338655,4.892583087
AT1G80460,GLPK,260274_at,8.545713878,8.631320178,8.929700905,9.136668468,8.431629545,9.084596589
AT1G80480,PTAC17,260283_at,10.86180842,10.55206678,10.4143755,10.75874794,10.80941366,10.74413333
AT1G80500,,260281_at,9.643477275,9.679797229,9.438682499,9.406996294,9.855627595,9.331846038
AT1G80510,AVT6E,260290_at,7.925076263,8.027320993,7.431559078,7.379984276,8.182006368,7.653910305
AT1G80520,,260277_at,4.590727217,4.96975669,4.990030243,5.100738132,4.641211255,5.121194893
AT1G80530,,260288_at,8.213975909,8.130831407,8.932590982,9.064130658,8.313063727,8.915016595
AT1G80550,,260273_at,6.078782108,6.239025223,6.461506954,6.7770926,6.140601804,6.266030748
AT1G80560,IMDH2,260285_at,10.01013349,9.973581266,10.09455927,10.0529919,10.02409016,10.00730372
AT1G80570,FBL14,260272_at,5.399533253,5.597121757,5.389510137,4.715683936,5.266858766,5.192393933
AT1G80580,ERF084,260280_at,4.774068499,4.739251206,4.95055584,4.716368099,4.50066895,4.706556118
AT1G80590,WRKY66,260278_at,4.307189518,4.116653559,4.209435147,4.212343277,4.091113301,4.589935766
AT1G80600,WIN1,260286_at,9.811106824,9.957637652,11.23049201,11.11702455,9.958144968,11.25975358
AT1G80620,,259861_at,7.939405722,7.876340885,8.099509636,8.269658459,7.722042048,8.155553536
AT1G80630,,259830_at,7.334429466,7.334505262,6.124173489,5.960671893,7.461286343,6.290620484
AT1G80640,,259860_at,9.873697258,9.705220605,9.290772003,9.255104496,9.705599248,9.133926518
AT1G80660,AHA9,261943_at,4.077074545,4.077515769,4.028197417,3.798602586,4.058267988,4.076800841
AT1G80670,RAE1,261896_at,7.769123012,7.670133323,8.934586631,9.062198137,7.398675301,8.787021111
AT1G80680,NUP96,261909_at,9.4213457,9.353506504,8.847669358,8.93618794,9.300185521,8.818811603
AT1G80690,,261893_at,7.724136038,7.495496975,6.702648819,6.676766485,7.550283921,6.814512176
AT1G80720,,261898_at,5.73598951,5.567917507,6.599917907,6.614076008,5.570836991,6.4378331
AT1G80730,ZFP1,261910_at,3.646202875,3.551519515,3.955338055,3.994256907,3.460955379,4.202684136
AT1G80740,CMT1,261903_at,5.345158353,5.264192549,5.235206821,5.173629233,5.289895433,5.260223203
AT1G80750,RPL7A,261911_at,9.024692288,8.954452456,9.341301781,9.547610765,9.071174874,9.404990111
AT1G80760,NIP6-1,261881_at,7.406407969,7.369763775,7.401042287,7.199899304,7.337271755,7.228735426
AT1G80770,PDE318,261882_at,8.736347081,8.636843974,8.968261757,9.099000862,8.630182205,8.954702806
AT1G80780,,261887_at,9.423264098,9.394892331,9.57449312,9.648894205,9.410768948,9.489718414
AT1G80790,FDM5,261891_at,8.300050319,8.262215736,8.351167663,8.249327149,8.078706542,8.360828408
AT1G80810,,261889_at,4.456039171,4.456039171,4.790261916,4.85744001,4.366492894,4.686783254
AT1G80820,CCR2,261899_at,4.002561198,4.22215798,4.305845035,4.357058334,4.104606393,4.421675535
AT1G80830,NRAMP1,261895_at,9.797434372,9.795570878,8.924164159,8.998080754,9.549516587,8.854174626
AT1G80840,WRKY40,261892_at,6.180707978,7.109393773,5.798977703,6.523611648,6.083139926,6.691548267
AT1G80850,,257474_at,8.68440978,8.54342517,7.978457892,7.710713918,8.564816017,7.853725644
AT1G80860,PLMT,261902_at,7.927343429,7.946913106,8.889002022,8.989250815,8.047909553,8.846618007
AT1G80870,,261883_at,6.760061844,6.672067353,6.786370416,6.683995142,6.528526491,6.676791028
AT1G80880,,257475_at,5.374773617,5.303345544,5.658023806,5.366604682,5.159010674,5.528362787
AT1G80900,MRS2-10,261894_at,6.625076105,6.391591048,6.273709074,5.999912588,6.809707675,6.006850533
AT1G80910,CCZ1B,261884_at,8.328426738,8.494884025,7.396715516,7.535642364,8.631736612,7.566534922
AT1G80920,ATJ8,261901_at,8.231796736,8.211766785,9.135392663,9.10473907,8.199798805,9.200373595
AT1G80930,,261885_at,9.161584435,9.047903154,8.286252132,8.444162112,8.918224448,8.390557427
AT1G80940,,261900_at,6.903235581,6.798806635,6.886258622,6.566800405,7.135642172,6.645615553
AT1G80950,LPEAT1,261897_at,8.056802029,8.037726041,8.259786132,8.099570055,8.147094309,8.163479565
AT1G80960,,257476_at,5.548062384,5.898506052,4.757273615,4.615849524,5.996181968,5.119747788
AT1G80970,,261890_at,4.932953039,4.778820089,4.695544122,4.618813562,4.913705182,4.568960685
AT2G01060,PHL7,262203_at,9.199307788,9.291550476,8.547410727,8.599142287,9.188673797,8.656645115
AT2G01070,,262200_at,6.086882956,6.215867986,6.855841622,6.778505909,6.049929134,6.643539831
AT2G01080,,262205_at,5.40821401,5.484029652,5.471114961,5.699428371,5.649180253,5.457646013
AT2G01100,,262204_at,7.802101063,8.144491572,8.54332926,8.871395971,8.186250252,8.823961617
AT2G01110,TATC,262202_at,9.752598887,9.532749528,10.22479347,10.18391815,9.741724233,10.21952444
AT2G01120,ORC4,262201_at,7.388586284,7.515890704,6.796310318,6.527847677,7.504059365,6.63357394
AT2G01130,,265731_at,4.943113419,5.373931343,5.047737669,5.004377331,5.205996033,5.099168918
AT2G01140,FBA3,265735_at,10.37106643,10.0668465,10.54988367,10.40738276,10.05221215,10.60159305
AT2G01150,RHA2B,265740_at,5.575727136,5.574939814,6.737304895,6.861352529,5.756046938,7.017872064
AT2G01170,BAT1,265790_at,7.765835091,7.721943113,7.782249583,7.919317631,7.416934876,7.870676035
AT2G01180,ATPAP1,265737_at,9.350630365,9.486985607,8.765806782,9.030078988,9.703567575,9.036344239
AT2G01190,,265733_at,7.005532931,7.238845265,7.723953496,7.696366502,7.155222577,8.041052869
AT2G01210,ZAR1,265789_at,5.716507279,5.903866766,5.671430076,5.596894124,5.754762047,5.663480633
AT2G01220,,265760_at,10.41392383,10.55826697,9.013396278,9.21100598,10.69793122,9.11064464
AT2G01220,,265793_at,7.091968872,7.241414229,8.067950477,8.031865093,7.18031996,8.042447773
AT2G01240,,265762_at,5.997532169,5.848390796,5.796844899,5.401538032,5.655798758,5.734408338
AT2G01250,RPL7B,265736_at,12.81752478,12.78668362,12.40508224,12.504032,12.67754849,12.44454349
AT2G01260,,265734_at,8.177496649,8.310754534,8.014245813,7.938296652,8.278616703,7.880307309
AT2G01270,QSOX2,265739_at,8.72361097,8.513946951,8.574272586,8.593394971,8.42338188,8.578664528
AT2G01280,MEE65,265791_at,3.598623203,3.714551791,3.644205219,3.622498882,3.833355051,3.666592352
AT2G01290,RPI2,265742_at,10.08496796,9.91415018,9.823828314,9.786908266,9.964374905,9.659960601
AT2G01300,,265732_at,6.054175972,6.049586178,5.950573309,6.586483212,6.237527974,6.768411937
AT2G01310,,265794_at,3.351475434,3.529131717,3.360162183,3.504706007,3.402552014,3.426013549
AT2G01320,,265741_at,8.649652598,8.576332436,8.818801905,8.742906963,8.668961586,8.715646323
AT2G01330,AIP1-1,265761_at,6.964476075,6.617620764,6.441824508,6.457400578,6.936387112,6.717595537
AT2G01350,QPT,265738_at,8.907213854,8.813642685,10.03010178,9.772380102,8.759367644,10.15108907
AT2G01390,,265792_at,4.436001152,4.430231651,4.391911656,4.389734482,4.228512253,4.113363975
AT2G01400,,266355_at,6.112735117,6.274523013,6.172734015,6.219897972,6.299287001,6.153601451
AT2G01410,,266345_at,7.674043342,7.74197971,8.275670154,8.304881089,7.935893498,8.434160631
AT2G01420,PIN4,266300_at,9.319780016,9.18036718,9.450018943,9.305763268,9.300134695,9.31398566
AT2G01430,ATHB-17,266346_at,4.400007489,4.380485701,4.464836348,4.52749015,4.495988943,4.709186369
AT2G01440,RECG,266347_at,7.18746629,7.018606925,6.731121772,6.783625527,6.707885979,6.618702898
AT2G01450,MPK17,266348_at,9.45391248,9.492959553,9.65565429,9.911021845,9.709181334,9.908133511
AT2G01460,,266349_at,6.635768688,6.60565628,5.685816017,5.783201184,6.616803814,5.401760527
AT2G01470,STL2P,266350_at,8.077014836,7.755017758,7.358753069,7.421077805,8.205046223,7.535553047
AT2G01480,,266340_at,4.526502723,4.739486412,5.4076238,5.659595856,4.884005665,5.389647414
AT2G01490,PAHX,266351_at,9.817271214,9.951721411,9.929291247,9.871906661,9.767350644,9.852415996
AT2G01500,WOX6,266354_at,4.465472298,4.407145509,4.368771105,4.355821118,4.463704565,4.497668211
AT2G01510,PCMP-H37,266341_at,4.66774656,4.565047727,4.137066424,4.165811873,4.457404569,4.131644252
AT2G01520,MLP328,266353_at,3.510525529,3.47289386,3.555667557,3.588656547,3.504935885,3.645717422
AT2G01530,MLP329,266330_at,4.733172388,4.716401155,4.786216673,4.60127793,4.781240999,4.463857077
AT2G01540,CAR10,266342_at,6.164657402,6.520582338,6.641924878,6.850167135,6.522510229,6.912443783
AT2G01570,RGA,266331_at,8.356084921,8.359171833,9.146996149,9.176548364,8.404716608,8.939189303
AT2G01580,,266344_at,5.078136522,5.314980246,5.027474184,4.91681295,5.005100581,4.884202861
AT2G01590,CRR3,266329_at,9.085072353,9.146172593,9.177579625,9.030443889,9.262781334,9.272326111
AT2G01600,,266328_at,8.854747587,8.908775114,8.691042696,8.624330853,8.719337226,8.671264054
AT2G01610,,266352_at,4.940269289,4.993230294,6.065531096,5.970065841,5.014407305,6.039543312
AT2G01620,SKIP28,265867_at,8.267510505,8.191261824,8.782284422,8.646600994,8.206187112,8.777175739
AT2G01630,,265873_at,7.122126072,7.241272077,7.075310243,7.023754012,7.435522911,6.976707373
AT2G01640,,265874_at,6.025395372,6.023898032,7.147484812,7.392838971,6.020217086,7.131209179
AT2G01650,PUX2,265868_at,7.559505411,7.609054904,7.666633292,7.739854358,7.678883997,7.844109035
AT2G01660,CRRSP12,265870_at,6.198517271,6.159349303,6.218523039,6.050467267,6.026610119,6.038400955
AT2G01670,NUDT17,265872_at,9.337272186,9.186837335,9.276609904,8.977256949,9.081931493,9.169385411
AT2G01680,,265871_at,7.192586977,7.44195865,7.085898778,7.314637088,7.51532547,7.194227374
AT2G01690,,265875_at,6.723313417,6.56022365,7.01483332,7.080892061,6.451532106,7.021651904
AT2G01710,,265866_at,7.611872318,7.679911379,7.870953665,7.949549286,7.827501628,7.995849719
AT2G01720,OST1B,265858_at,11.24834024,11.21498835,10.25967966,10.29169223,11.21328293,10.30106348
AT2G01735,RIE1,265888_at,6.889518758,6.709217542,6.713079236,6.577964576,6.73809416,6.611795007
AT2G01740,,265865_at,5.319592075,5.014652042,4.48161599,4.793725983,5.303767615,4.477128913
AT2G01750,MAP70-3,265864_at,5.776024713,5.756558406,4.831122926,5.316236055,5.771402539,5.075963299
AT2G01760,ARR14,265869_at,6.552381242,6.769331928,6.789086939,6.647602612,6.923810404,6.68053571
AT2G01770,VIT1,265863_at,4.880552627,4.641890114,4.535798273,4.515348337,4.47580923,4.763469211
AT2G01780,,265862_at,4.930707224,4.805909469,4.827174898,4.86551611,4.731723417,4.735138572
AT2G01790,,265861_at,4.24009408,4.069063482,3.932838084,3.688686588,3.927242967,3.642594205
AT2G01800,,257385_at,3.625844878,3.494385473,3.284316614,3.312305222,3.278556284,3.491695707
AT2G01810,,265860_at,4.990214994,4.601793846,4.733360716,4.558689244,4.612650283,4.375934794
AT2G01820,TMK3,263590_at,9.794697625,9.674093509,9.86083816,9.824856537,9.515284747,9.825784045
AT2G01830,AHK4,263599_at,6.666169492,6.259138643,8.114597949,8.011512776,6.550145616,7.804228157
AT2G01850,XTH27,263598_at,10.07081185,9.975138514,10.42471771,10.86698905,10.05273622,10.61456873
AT2G01860,EMB975,263593_at,7.454412134,7.507105171,6.674251591,6.643349078,7.752725199,6.651429067
AT2G01870,,263597_at,7.720860706,7.565980012,7.987896395,8.050035834,7.794459557,8.01591598
AT2G01880,PAP7,263594_at,3.774322297,3.847717304,3.683768243,3.783603572,3.82635628,3.78200042
AT2G01890,PAP8,263595_at,5.887825687,5.773830775,7.823754093,7.118941911,6.393834223,6.567850461
AT2G01900,,263596_at,3.725326602,3.92297464,3.651169242,3.481932272,3.709354612,3.640575661
AT2G01910,MAP65-6,263591_at,8.777677399,8.907126359,8.733631977,8.544422572,8.771671028,8.60940158
AT2G01920,,263304_at,3.610751161,3.623250621,3.758618108,3.60188441,3.634298316,3.58844286
AT2G01930,BPC1,263305_at,7.053803968,7.097374173,7.084692191,7.221213994,7.305615988,7.199023666
AT2G01940,SGR5,265249_at,5.657780331,5.500267263,4.880484156,4.890321713,5.513606309,4.838507387
AT2G01950,BRL2,265250_at,6.843399764,6.616094431,6.817087728,6.84118839,6.746663021,7.088600949
AT2G01960,TET14,265251_at,4.417978523,4.244906623,4.286232493,4.156519898,4.253821556,4.336153129
AT2G01970,TMN3,265222_at,9.065238651,8.801632965,9.399680766,9.413756458,8.716211821,9.394373276
AT2G01980,NHX7,265252_at,7.638261582,7.767759804,6.983937377,6.890327978,7.842353155,6.999862558
AT2G01990,,257398_at,6.961773341,6.775706119,7.040695466,7.010055698,6.882430884,6.968125476
AT2G02020,NPF8.4,265253_at,6.666817932,6.713903659,6.504998627,6.866427005,6.915067755,6.816477772
AT2G02040,NPF8.3,265220_at,9.232028506,9.135612312,9.079341225,8.953954935,9.043683873,9.069256211
AT2G02050,,265219_at,8.735881414,8.962924319,10.78053701,10.74434158,8.895008302,10.83241484
AT2G02061,,266111_at,4.437646959,4.281200568,3.884451763,3.716150607,4.184123348,3.855411248
AT2G02070,IDD5,266120_at,9.326718491,9.346094251,8.492676514,8.700390989,9.202448413,8.6403428
AT2G02080,IDD4,266110_at,7.816939416,7.619198331,7.599410364,7.635033882,7.767367149,7.616054831
AT2G02090,ETL1,266122_at,9.347200431,9.403900937,8.222618316,8.166079134,9.348426398,8.381360602
AT2G02100,PDF2.2,266119_at,11.19291288,11.30960563,12.23771829,12.25037535,11.01878793,12.28457829
AT2G02120,PDF2.1,266141_at,4.378194467,4.287360018,4.245916277,4.351451723,4.2214312,4.316047283
AT2G02130,PDF2.3,266118_at,10.07732722,10.16353971,11.01653695,10.77455921,10.10374976,11.04135265
AT2G02140,PDF2.6,266115_at,4.101188393,4.157255206,3.950595831,3.86474598,3.879233271,3.928927584
AT2G02148,,266114_at,5.055514748,5.16925202,5.391530261,5.121786695,5.227615586,5.347528004
AT2G02160,,266121_at,7.767498941,7.682777451,8.135021403,7.961921467,7.584578151,8.19672667
