#what,what,,,,,,,
#age,2 (week),,,,,,,
#organism part,aerial part,,,,,,,
#dose,20 micromolar,,,,,,,
#development stage,seedling,,,,,,,
#compound,,,DMSO,DMSO,t-zeatin,t-zeatin,DMSO,t-zeatin
Gene ID,Gene Name,DesignElementAccession,NASCArrays:Tab2MAGE:E-NASC-75.20.Hybridization,NASCArrays:Tab2MAGE:E-NASC-75.17.Hybridization,NASCArrays:Tab2MAGE:E-NASC-75.32.Hybridization,NASCArrays:Tab2MAGE:E-NASC-75.38.Hybridization,NASCArrays:Tab2MAGE:E-NASC-75.13.Hybridization,NASCArrays:Tab2MAGE:E-NASC-75.35.Hybridization
AT4G36760,ATAPP1,246219_at,8.102606216,8.016917234,8.283953992,8.412183794,7.864150627,8.470804231
AT4G36770,UGT72C1,246256_at,4.922033416,4.783098829,4.821449833,4.698896575,4.5628067,4.621815384
AT4G36780,BEH2,246284_at,6.068782391,6.373042298,7.228280969,7.485973972,6.515720887,7.328183669
AT4G36790,,246239_at,7.504929801,7.858522905,7.316276479,7.266028384,7.666880259,7.274620402
AT4G36800,RCE1,246218_at,8.093668786,7.947310082,8.179604271,8.350293549,8.382132957,8.242349846
AT4G36810,GGPPS1,246198_at,8.451746962,8.478120015,9.992559876,10.11669693,8.608798495,9.963848613
AT4G36830,HOS3-1,246235_at,6.082996999,5.906130856,5.425052798,5.478147666,5.931502069,5.478377163
AT4G36860,,246283_at,8.737345461,8.835392927,8.244110772,8.273144118,8.819918335,8.250797273
AT4G36870,BLH2,246209_at,6.979977988,6.943545678,6.04102173,6.0563498,6.872917852,6.274921894
AT4G36880,CP1,246250_at,4.405412456,4.165624446,4.277448699,4.317806136,4.246276786,4.373724031
AT4G36890,IRX14,246223_at,7.802730431,7.845968653,7.777821598,7.735453089,7.712887419,7.838085569
AT4G36900,RAP2-10,246222_at,6.647828668,6.778733874,5.583847634,6.015458754,6.512703422,6.007113405
AT4G36910,CBSX1,246225_at,7.945753856,7.986336041,8.878743599,9.124368338,7.864281526,8.963503969
AT4G36920,AP2,246217_at,7.31043601,7.425306079,6.934840898,6.884361466,7.487724742,6.88308397
AT4G36930,SPT,246212_at,5.909225564,5.901592789,5.232783486,5.119309729,5.693022042,5.104597735
AT4G36940,NAPRT1,246281_at,6.75229577,6.700895845,7.050225921,6.869388721,6.688314936,7.17831127
AT4G36960,,246207_at,8.051898696,7.906280977,8.047050759,7.942919544,7.965309467,7.947066514
AT4G36970,,246205_at,8.178401238,7.998117484,7.275737144,7.465904837,7.782731051,7.498694926
AT4G36980,,246285_at,7.797966127,7.698991601,8.132416453,7.791454424,7.679990262,7.915671999
AT4G36990,HSFB1,246214_at,6.004738058,6.798325124,5.604367204,5.827535559,6.572876679,5.910333598
AT4G37000,RCCR,246194_at,7.780160765,7.433593256,9.793739742,9.742962166,7.975719625,9.84578309
AT4G37010,CEN2,246197_at,3.534496758,3.647756792,3.375871548,3.498374396,3.466555442,3.592715393
AT4G37020,,246204_at,6.762017053,6.750800452,6.968393533,7.272378046,6.684437043,7.171868756
AT4G37040,MAP1D,246202_at,10.17520479,9.977374774,9.74443009,9.707875452,10.10940454,9.748104166
AT4G37050,PLP3,246241_at,4.396130653,4.264668465,4.570831802,4.183076923,4.403842949,4.385511365
AT4G37080,,246231_at,8.338750607,8.132201206,8.099368545,8.147081396,8.111692904,7.83373093
AT4G37090,,246196_at,7.465636897,7.638791722,6.683094571,6.996901391,7.691355564,7.040857799
AT4G37110,,246269_at,6.260199375,6.315951345,6.290983249,6.15889041,6.338283724,6.345221678
AT4G37120,SMP2,246221_at,9.618955678,9.725247782,8.863407797,9.3726874,9.734670217,9.257725631
AT4G37130,NUP58,246240_at,7.776094926,7.754068466,7.425744531,7.314231011,7.65327473,7.310793709
AT4G37150,MES9,246272_at,4.865318451,4.813150803,4.892751269,4.783440601,4.663523713,4.774172404
AT4G37160,sks15,246229_at,4.413906091,4.374474786,4.153695671,4.007789427,4.253463067,4.016210272
AT4G37170,PCMP-H5,246246_at,5.775015725,5.970469341,5.214701112,5.141865966,6.214543177,5.363721452
AT4G37180,HHO5,246215_at,6.859111584,6.884338423,6.851296093,6.629150716,6.619400947,6.937794049
AT4G37190,,246278_at,6.527405843,6.34700751,6.574421439,6.559693678,6.404864149,6.652456167
AT4G37200,HCF164,246226_at,9.337190534,9.066294936,9.930391698,9.861090651,9.21902193,9.750671103
AT4G37210,,246220_at,8.421345074,8.449785926,8.063348895,8.007371403,8.576925071,8.028807059
AT4G37220,,246251_at,4.563219775,4.338709853,4.496022554,4.572753177,4.281824158,4.410149596
AT4G37230,,246271_at,4.31831921,4.150731976,4.3736547,4.523974948,4.510248926,4.224888715
AT4G37240,,246200_at,6.526996052,6.427338783,7.420425518,7.436388283,6.848083227,7.762486276
AT4G37250,,246244_at,7.716757078,7.614330265,6.56372338,6.815878843,7.647802723,6.769014817
AT4G37260,MYB73,246253_at,7.100224816,7.371289436,8.474259684,8.5818595,7.390035671,8.818713893
AT4G37270,HMA1,246276_at,9.4520998,9.353210206,9.277549323,8.890053788,9.431520546,9.16897719
AT4G37280,MRG1,246234_at,8.236520086,8.26011543,8.354370206,8.600306608,8.171546555,8.461954972
AT4G37290,,253044_at,4.953239861,4.687155527,4.728505641,4.856616854,5.009042579,4.56896263
AT4G37295,,253047_at,5.282319325,5.319921987,5.092410303,5.045328887,5.233133421,4.914624477
AT4G37300,MEE59,253049_at,9.763330931,9.93236603,10.09395478,9.981873489,9.728439345,10.00660405
AT4G37310,CYP81H1,253052_at,8.241973536,8.000773181,7.716508191,7.177863021,8.02663954,7.266140701
AT4G37320,CYP81D5,253097_at,6.579118836,6.71236435,6.575479705,6.519563766,6.580041777,6.24179959
AT4G37330,CYP81D4,253096_at,7.992137666,7.63851593,7.738758415,7.820325008,7.926732063,7.842827463
AT4G37340,CYP81D3,253098_at,4.646720107,4.411880774,4.42188789,4.226175533,4.125709895,4.175559161
AT4G37360,CYP81D2,253091_at,4.699836855,4.883768681,4.68261315,4.678829663,4.587198946,4.605561354
AT4G37370,CYP81D8,253046_at,4.746048296,5.028425085,4.658869344,4.738242856,4.744212092,4.915619799
AT4G37380,ELI1,253092_at,8.15187239,8.139985377,6.406725267,6.442593912,8.012719213,6.546624491
AT4G37400,CYP81F3,253100_at,5.057670505,5.018767658,4.904725384,4.889296716,4.798485849,4.714419846
AT4G37410,CYP81F4,253073_at,8.476843411,8.99464052,8.460084125,8.373295517,8.445476569,8.08652977
AT4G37430,CYP81F1,253101_at,6.973478988,6.776821963,6.908244114,7.003328093,7.096190505,7.057376344
AT4G37445,,253045_at,5.651726286,5.595168769,5.60036996,5.684495788,5.21335939,5.663444639
AT4G37450,AGP18,253050_at,9.855239635,10.09030863,9.590575968,9.983870018,10.15600984,10.0285792
AT4G37460,SRFR1,253093_at,8.290566634,8.078047731,8.075205358,7.853983103,8.172539736,7.924348458
AT4G37470,KAI2,253053_at,9.311638005,9.482039681,9.814700934,9.63861481,9.158111558,9.948755013
AT4G37480,,253094_at,4.808852814,4.733593783,4.880147589,4.703183215,4.851797162,4.867369547
AT4G37490,CYCB1-1,253051_at,7.340542335,7.034695211,7.173715764,7.038612166,7.093246285,6.668403
AT4G37510,RNC1,253095_at,9.851838093,9.79455517,10.17281594,10.24127431,9.681005947,10.2480243
AT4G37540,LBD39,253043_at,8.071029518,8.134315784,8.637152131,8.947952374,8.490789418,8.796923332
AT4G37550,,253042_at,10.9243371,10.86824624,10.47300619,10.48573955,11.1655881,10.18270019
AT4G37560,,253048_at,8.162505643,8.137631182,7.844954883,7.577089983,8.642005646,7.919400475
AT4G37580,HLS1,253054_at,5.757959123,5.827489564,5.652719702,5.949656159,5.546366133,5.501281058
AT4G37590,NPY5,253062_at,9.326066255,9.235518359,9.087693558,9.031004802,9.355958657,8.960458554
AT4G37610,BT5,253061_at,9.105833634,9.410138628,7.722286672,8.095015713,9.482090114,7.951337777
AT4G37630,CYCD5-1,253055_at,6.646564114,6.652068076,6.090375807,6.197753647,6.424169334,6.154952214
AT4G37640,ACA2,253063_at,9.551291864,9.550481806,8.646938039,8.860499604,9.805198378,8.842958838
AT4G37650,SHR,253056_at,6.522814127,6.448738405,6.875860536,6.880151177,6.379277748,6.992925998
AT4G37660,,253058_at,6.476031347,6.32015563,7.765321778,8.172874998,6.086240102,8.068832327
AT4G37670,NAGS2,253057_at,6.757469243,6.771712882,6.681506169,6.698457941,6.823898855,6.737710318
AT4G37710,VQ29,253060_at,3.933526915,4.017193716,3.91454279,4.086805412,3.760376253,4.093620923
AT4G37730,AtbZIP7,253064_at,4.302754464,4.6130803,4.92341377,4.733628166,4.545215502,4.700951251
AT4G37740,GRF2,253065_at,7.742199759,7.903375219,7.27394241,7.201563703,7.825739389,7.28236249
AT4G37750,ANT,253010_at,8.457567279,8.358013631,9.276497939,8.849803555,8.135892602,9.021166961
AT4G37760,SQE3,253039_at,9.398282799,9.40168232,9.64135975,9.229549234,9.698209614,9.307327471
AT4G37770,ACS8,253066_at,6.295911,6.317720522,6.119831089,6.313220432,6.543743786,6.14432675
AT4G37780,MYB87,253067_at,3.832720491,3.90829317,3.76755101,3.692662397,3.816832174,3.785077566
AT4G37790,HAT22,253038_at,6.972538777,7.321568446,8.642255457,8.587858259,7.482692951,8.947739637
AT4G37800,XTH7,253040_at,8.568851067,8.454967072,10.68516765,10.67916725,8.297405,10.59051574
AT4G37820,,253068_at,7.471897967,7.452141238,6.603819851,6.895066953,7.680162266,6.631127573
AT4G37830,,253072_at,11.63006465,11.56685438,11.82021799,11.75282961,11.5207068,11.88738426
AT4G37840,HKL3,253069_at,3.558379639,3.838582403,3.760306322,3.718533432,3.58289664,3.74355277
AT4G37850,BHLH25,253070_at,3.437936812,3.439390658,3.494497994,3.39420037,3.601061227,3.511727508
AT4G37870,PCKA,253041_at,10.8767496,10.81330653,10.76664947,10.7770841,10.57301499,10.82968157
AT4G37880,,253071_at,8.455679599,8.447016184,8.232260894,8.393617421,8.429835259,8.157796514
AT4G37890,EDA40,253011_at,5.541528871,5.567578519,5.325173366,5.305820206,5.501721646,5.085556518
AT4G37900,GRDP2,253012_at,3.967284215,3.994924712,3.857540823,3.934296309,3.920735719,3.825014165
AT4G37910,HSP70-9,253013_at,9.984313089,9.896417032,10.48588795,10.51862534,9.577022047,10.6791009
AT4G37930,SHM1,253009_at,13.28968593,13.31195668,13.16808234,13.21176659,13.31393342,13.05318819
AT4G37940,AGL21,253014_at,3.767167642,3.41422137,3.605626349,3.52906737,3.953423196,3.574331679
AT4G37950,,253015_at,4.143067346,4.154133028,4.112368876,3.928711802,4.257730754,4.045768275
AT4G37950,,253016_at,3.491606483,3.702048766,3.733575715,3.622720036,3.626949652,3.758934702
AT4G37970,CAD6,253017_at,4.852579694,4.847249029,4.486642403,4.339968829,4.708995049,4.519693912
AT4G37980,CAD7,252983_at,8.783807022,8.828749705,9.825201647,9.445686101,9.019430366,9.707253615
AT4G37990,CAD8,252984_at,4.111621248,4.51553703,4.662947197,4.34075825,4.417326167,4.654200858
AT4G38000,DOF4.7,253018_at,5.78859082,6.028994662,5.822747496,5.658851945,5.824019821,5.62191475
AT4G38010,PCMP-E45,253019_at,6.123760206,6.030290646,4.988466914,5.094216366,5.943238869,5.160665749
AT4G38020,,253020_at,8.680828347,8.63027032,7.849395525,7.841271275,8.667292129,7.969987918
AT4G38040,,252980_at,8.598836898,8.4796179,8.687379514,8.905685511,8.556751249,8.782727133
AT4G38050,NAT11,253021_at,7.164300952,6.805751555,6.423372782,6.752640181,6.667436549,6.468962994
AT4G38060,,253022_at,8.322078104,8.259522389,7.252733125,7.122022802,8.405846808,7.069521323
AT4G38070,BHLH131,253023_at,4.092791363,3.751718911,3.683859201,3.802274173,3.85002835,3.600419222
AT4G38080,,253024_at,3.783978602,4.007681229,4.064333689,4.142641038,3.76041952,4.496458462
AT4G38090,,253007_at,8.093102665,7.862338697,7.982039696,7.983133315,8.219913444,8.010570751
AT4G38100,CURT1D,253005_at,7.651100548,7.307123374,9.244421642,9.344671128,7.280381939,9.334396229
AT4G38120,,253025_at,5.922417344,5.942809947,5.714305198,5.691984932,5.815724377,5.735976471
AT4G38120,,253026_at,5.047432877,5.033685083,4.915778034,4.733808654,4.662434151,5.187314208
AT4G38130,HDA19,252982_at,8.075717158,8.178361267,9.575140336,9.511827034,8.186130063,9.529139056
AT4G38150,,253027_at,7.618545007,7.737054264,7.758254593,7.697050693,7.540267937,7.673500313
AT4G38160,pde191,253028_at,10.17654426,9.983518069,9.812375022,9.944862404,9.756795557,9.809106819
AT4G38170,FRS9,253029_at,6.401386421,6.011908551,6.142935036,6.092707573,6.262997967,6.168222704
AT4G38180,FRS5,253030_at,6.230018572,6.335918744,5.547004809,5.413350214,6.180374147,5.890651622
AT4G38190,CSLD4,253031_at,5.55989697,5.444472624,5.295982037,5.007861932,5.135978725,5.345847749
AT4G38200,BIG1,253032_at,8.406514837,8.258161407,7.89394014,7.770265054,8.33326247,7.884698091
AT4G38210,EXPA20,253008_at,5.967758062,6.065486861,6.303127227,6.108595832,6.265629048,6.204383531
AT4G38220,,253033_at,10.29810549,10.20549043,10.14636679,10.23309149,10.18087619,10.28721101
AT4G38225,,252979_at,8.442922027,8.292256014,9.457661436,9.564311431,8.181397248,9.458970997
AT4G38230,CPK26,253034_at,4.037366276,4.042839274,4.216592759,4.026671623,4.103229815,4.126047897
AT4G38240,GNTI,253035_at,7.009299689,7.094504275,6.813363428,6.851979125,6.948215686,6.879350768
AT4G38250,AVT3C,253006_at,9.05382602,9.256509919,10.33321178,10.34919769,9.270592001,10.44776502
AT4G38260,,252981_at,5.882770233,6.283786295,6.320840302,6.265729822,6.126719665,6.192051369
AT4G38270,GAUT3,253037_at,7.733613829,7.595461414,6.899912001,6.786918418,7.680224875,7.098710636
AT4G38340,NLP3,253036_at,4.873789694,4.683679598,4.706457734,4.531711513,4.511162179,4.599129911
AT4G38350,,252985_at,8.254370783,8.23727735,8.058412446,8.048234652,8.179520646,7.954006339
AT4G38360,LAZ1,253000_at,8.112790263,8.200312746,7.576803436,7.499764978,8.073038681,7.637032833
AT4G38370,,252995_at,7.649872235,7.64278277,8.097076286,7.913414903,7.460114585,7.92745996
AT4G38380,DTX45,252986_at,5.662746072,5.536101237,5.613896284,5.780802694,5.699683135,5.464519174
AT4G38390,RHS17,252987_at,4.347979334,4.216790297,4.126415142,4.222563889,4.292785641,4.1965296
AT4G38400,EXLA2,252997_at,6.920681496,7.575898819,7.288395428,7.802821577,7.905104979,7.88265776
AT4G38410,,252988_at,4.460360089,4.383273266,4.318705533,4.339813062,4.52292354,4.34052365
AT4G38420,sks9,252989_at,9.216680661,9.227050992,8.495242252,8.648577899,9.373923394,8.671345656
AT4G38430,ROPGEF1,252975_s_at,9.664370651,9.556687295,9.328071877,9.300299225,9.479954887,9.238971898
AT4G38440,IYO,252990_at,5.685538083,5.646207551,5.627925746,5.550199642,5.522377044,5.639164864
AT4G38460,GGR,252996_s_at,7.338119729,7.783664133,9.236403013,9.305763268,7.770470204,9.322130446
AT4G38470,STY46,252991_at,7.300807749,7.683359814,7.941367515,8.10402602,7.348371135,8.171308477
AT4G38480,,252994_at,6.138913976,6.224061892,5.724503532,5.745976472,6.031812629,5.603332633
AT4G38490,,253001_at,9.924212077,9.838550827,9.507753031,9.471983161,9.714797056,9.462643518
AT4G38500,,252999_at,7.424859159,7.506293272,7.525404174,7.567026739,7.469568025,7.637132533
AT4G38510,,252998_at,10.06070854,9.929024836,10.47261715,10.44324295,9.725722212,10.54568961
AT4G38520,,252992_at,10.28746449,10.30806917,9.341469593,9.303027558,10.17700201,9.413697405
AT4G38530,PLC3,253002_at,5.962391051,5.828604535,5.798116083,5.656438452,5.990948407,5.820975068
AT4G38540,,252993_at,7.715998448,7.949351389,7.535904409,7.663890588,7.610330878,7.864986153
AT4G38550,,252976_s_at,8.777622614,9.09392835,10.03611244,10.23531819,9.017250427,10.47194916
AT4G38560,,252977_at,5.073240361,5.102005857,5.334025392,5.295348386,5.004471137,5.667449225
AT4G38570,PIS2,252953_at,7.985427501,8.054516387,7.5204843,7.665034365,8.079431999,7.701518296
AT4G38580,HIPP26,252956_at,7.834231684,8.001379606,8.112934582,8.324002882,7.547365711,8.309643783
AT4G38590,BGAL14,252978_at,5.645510649,5.55281591,5.64921929,5.22168691,5.435263494,5.534839581
AT4G38600,UPL3,252947_at,8.479481238,8.490625886,8.876434334,8.739265457,8.447230978,8.66836765
AT4G38600,UPL3,252948_at,6.537605579,6.489328226,5.580704243,5.917822363,6.289546144,5.64366355
AT4G38620,MYB4,252958_at,6.83208205,6.736106686,7.519640145,7.143489153,6.925820506,7.214319105
AT4G38630,RPN10,252955_at,10.02200239,10.04252677,10.00367743,10.14238947,9.808434295,10.12634552
AT4G38640,,252959_at,8.604809221,8.533216242,8.126714837,8.237877453,8.605287798,8.27161524
AT4G38660,,252954_at,8.001426679,7.920994805,9.901441045,9.742877802,7.791875352,9.7183279
AT4G38670,,252949_at,5.645115364,5.378947449,6.260857773,6.511165825,5.271670674,6.343768686
AT4G38680,CSP2,252957_at,9.91714609,9.863310373,9.686647579,9.553628176,9.843665023,9.616436835
AT4G38690,,252950_at,7.2719807,7.473589387,7.726183137,7.887996805,7.336587056,7.538360093
AT4G38700,DIR15,252951_at,5.266013766,5.189330503,5.277062015,5.262969285,5.273849155,5.293818126
AT4G38710,,252952_at,9.144098224,8.902507998,9.062653416,9.169401867,8.762299956,9.153114499
AT4G38740,CYP18-3,252973_s_at,9.733078029,9.696841349,12.21305715,12.13575518,9.675500292,12.11722096
AT4G38760,,252960_at,8.871476342,8.784669981,7.834637938,7.974503831,8.867476847,7.816448089
AT4G38760,,252961_at,5.822971358,5.60075055,5.555540342,5.403813643,5.465789394,5.273650155
AT4G38770,PRP4,252971_at,12.31559724,12.20134551,12.92436998,13.09177873,11.92946571,13.04822047
AT4G38780,,252962_at,5.760228757,5.642361919,5.213925385,5.011571926,5.882922939,5.177477316
AT4G38800,MTN1,252974_at,10.84563586,10.695959,11.20240435,11.04168672,10.65474392,11.02550969
AT4G38810,,252915_at,8.424427321,8.434286412,7.764089559,7.640189797,8.538359823,7.567758735
AT4G38820,,252963_at,4.718562592,4.69314955,4.291620427,4.302559216,4.781245172,4.180853233
AT4G38830,CRK26,252964_at,4.230503789,4.47856324,3.930011862,3.973062132,4.129891537,3.95291383
AT4G38840,,252972_at,8.013575015,8.22420533,11.12671141,11.37763212,8.487782732,11.2294144
AT4G38850,SAUR15,252970_at,5.353382323,5.771804241,6.638891458,6.878146002,5.657751445,6.620198401
AT4G38860,,252965_at,6.714718157,6.94053092,8.973107327,9.379293324,7.056379019,9.223680653
AT4G38870,,252966_at,4.328814502,4.383079699,4.333262743,4.252325021,4.24496315,4.284888674
AT4G38880,ASE3,252967_at,5.164243955,5.165542347,5.281696784,5.342792628,5.165836669,5.029384448
AT4G38890,,252968_at,9.497125926,9.314138218,8.86972978,8.890475499,8.804165685,8.80073143
AT4G38900,,252969_at,8.535432513,8.529383112,7.268583951,7.423836493,8.707950859,7.486483223
AT4G38920,VHA-c3,252926_at,11.43885881,11.34796525,11.81853312,11.8251837,11.44680494,11.89103669
AT4G38930,,252931_at,7.692829006,7.169759982,8.380707291,8.208433137,7.31835674,8.198613655
AT4G38940,,252928_at,6.06398546,6.132809879,6.185558039,5.958413545,6.086610311,6.129044383
AT4G38950,KIN7F,252916_at,7.974241352,7.635875778,7.157967509,7.003951253,7.849388552,6.758913996
AT4G38960,,252917_at,5.707975593,5.594655041,6.366500888,5.935879236,5.683105609,5.955772762
AT4G38970,FBA2,252929_at,13.88708485,13.75045858,14.05044162,14.01232081,13.88284931,13.97033588
AT4G38980,,252918_at,7.223797327,7.468366363,6.869068388,7.133837123,7.517089195,6.928328426
AT4G39000,AtGH9B17,252920_at,4.113239862,4.117352909,3.896843066,3.974474742,4.093076294,4.00521626
AT4G39010,AtGH9B18,252930_at,5.909390542,5.853669053,5.73830635,5.772968161,5.785782446,5.689895951
AT4G39030,DTX47,252921_at,6.235553888,6.604303466,7.499931492,7.854241235,6.741720844,8.033683755
AT4G39040,,252922_at,11.24304405,11.0302212,10.89030641,10.84532985,11.20517608,10.94475316
AT4G39050,KIN7D,252923_at,8.140431921,8.059900935,7.969256478,8.039613831,8.25091807,8.061481029
AT4G39070,BBX20,252924_at,6.262134549,6.484152366,6.555353651,6.5277728,6.540035544,6.79607297
AT4G39080,VHA-A3,252932_at,10.78583527,10.6744409,9.798140819,9.772270293,10.70462581,9.835130701
AT4G39090,RD19A,252927_at,11.40559428,11.5436474,10.41582245,10.63842907,11.15748055,10.733071
AT4G39100,SHL,252925_at,7.101622564,6.358441424,6.900493477,6.954623865,6.784740067,6.896486028
AT4G39110,,252933_at,4.0985341,3.898905784,3.90858817,3.883093463,3.854508432,3.786418895
AT4G39120,IMPL2,252934_at,7.70480576,7.636808,8.005549797,8.149000347,7.504167646,7.995874969
AT4G39130,,252914_at,4.055110213,3.948690044,4.154332294,4.193777819,4.046299992,3.987725475
AT4G39140,,252945_at,7.173879645,7.11636122,7.273041084,7.220648608,7.325446298,7.185246203
AT4G39150,,252935_at,8.663559146,8.629488097,8.933634128,9.174232659,8.950093361,9.113919249
AT4G39160,,252936_at,6.917258741,7.076831861,6.739483894,7.112770607,7.340881187,6.887986794
AT4G39170,SFH6,252884_at,9.075304871,8.994911094,9.076132054,8.967107436,8.98981322,9.0568818
AT4G39180,SFH2,252937_at,4.81478484,4.710044978,4.743626705,4.459809911,4.944144825,4.55356985
AT4G39190,,252938_at,4.50374809,4.413474035,4.179859033,3.909285158,4.813016128,4.016776583
AT4G39200,RPS25E,252912_at,13.14070193,13.10407729,12.73978111,12.81601623,13.107359,12.72162767
AT4G39210,APL3,252888_at,5.288899221,5.200604723,6.530549988,6.456420225,5.65707616,6.404891509
AT4G39220,RER1A,252913_at,7.946804347,8.218072357,9.619710825,9.598452297,8.447901884,9.750996623
AT4G39230,,252939_at,6.989870308,6.854303581,6.899700068,6.662610778,6.893105799,6.998781554
AT4G39235,,252946_at,6.111688952,6.080517353,5.928675172,6.251270715,6.675315387,6.00116371
AT4G39240,,252887_at,8.772345747,8.802932849,8.483480397,8.365945079,8.726648103,8.434483847
AT4G39260,RBG8,252885_at,8.779292571,8.781521137,10.58917351,11.00267509,8.356531964,11.06491271
AT4G39270,,252940_at,5.165138949,5.451249752,5.14596521,5.008502822,5.076459103,5.423190328
AT4G39280,,252941_at,9.780229285,9.692198987,9.689474475,9.870920661,9.781667903,9.776073437
AT4G39300,,252942_at,7.097431729,7.314534761,8.796095,8.54364218,7.335234999,9.135074127
AT4G39320,,252944_at,4.657701759,4.880849004,4.493150663,4.171672739,4.951042087,4.269681634
AT4G39330,CAD9,252943_at,10.3283965,10.17657867,11.65293943,11.47598582,10.24811074,11.35356992
AT4G39350,CESA2,252886_at,10.41090721,10.34056898,9.618744903,9.560822341,10.54548186,9.661127321
AT4G39370,UBP27,252854_at,4.919475381,5.2827462,5.717857319,5.810009592,5.337798257,5.546806778
AT4G39380,,252889_at,6.031171807,5.461815806,5.69584591,5.460677408,5.597616662,5.506446412
AT4G39390,ATNST-KT1,252879_at,6.642678403,6.712719271,7.020866842,7.107360264,6.691825184,7.162668078
AT4G39400,BRI1,252890_at,9.565786348,9.426793944,9.254211271,9.535571678,9.285030372,9.43417538
AT4G39410,WRKY13,252891_at,4.100542752,4.134018935,4.808641605,4.737556689,4.330109246,4.48250776
AT4G39420,,252892_at,4.073645303,3.898836463,3.781807049,3.763941182,3.800287502,3.574133484
AT4G39420,,252893_at,4.233709956,4.333886023,4.154805337,4.15174391,4.257678069,4.006187837
AT4G39420,,252894_at,4.16662727,3.924725485,3.761307956,3.914517878,3.997567842,3.687689264
AT4G39420,,252895_at,7.995884443,7.857944166,7.865015221,7.745556596,7.844113313,7.754371983
AT4G39460,SAMC1,252878_at,9.306665876,9.236245549,10.23646936,10.2206374,9.043761774,10.11427574
AT4G39480,CYP96A9,252896_at,3.744142975,3.751374436,3.75430981,3.713217978,3.584639534,3.69053135
AT4G39490,CYP96A10,252897_at,4.20711164,4.377217954,4.06774989,4.214713173,4.071157321,4.216326443
AT4G39500,CYP96A11,252898_at,4.285164967,4.287257021,4.138939907,4.030978096,4.087437544,3.996019703
AT4G39510,CYP96A12,252911_at,8.473492887,8.12453272,8.699253711,8.363853283,8.51100677,8.196293864
AT4G39520,DRG3,252883_at,9.87824555,9.715637302,9.334795217,9.381275111,9.667070217,9.358895334
AT4G39530,PCMP-E52,252899_at,5.084387889,5.232059711,4.907786276,5.032320275,5.047452692,5.148846195
AT4G39540,SK2,252900_at,8.5603218,8.426639249,8.766580509,8.611010551,8.740579698,8.719812733
AT4G39550,,252901_at,6.541670955,6.637414112,6.614243812,6.44526761,6.669012896,6.533580541
AT4G39560,,252902_at,5.437314844,5.338265448,5.415245461,5.364732051,5.197904755,5.42079403
AT4G39570,,252903_at,7.07049467,6.933413113,6.689487419,6.970172406,7.158335318,6.874272662
AT4G39590,,252910_at,4.11824116,4.112051537,4.052043554,4.058287503,4.138161124,4.108224173
AT4G39610,,252881_at,3.729192367,3.686670183,3.849938075,3.902961763,3.701406763,3.870700772
AT4G39620,EMB2453,252904_at,8.54654271,8.37367052,8.202625422,8.291998078,8.395865739,8.223580301
AT4G39630,,252877_at,6.116966536,6.288442099,5.692670194,6.036212066,6.054482966,6.011276438
AT4G39640,GGT1,252906_at,9.090380414,9.470551458,8.356205776,8.679697089,9.703345437,8.798040072
AT4G39650,GGT2,252907_at,4.26887884,4.235718012,4.159196397,3.93753431,4.229693533,3.985130646
AT4G39660,AGT2,252855_at,8.410464813,8.353732601,8.921049238,8.67062859,7.975751985,8.754204435
AT4G39670,,252908_at,5.107548157,5.378850914,4.741085461,5.082171495,5.216729372,5.205416185
AT4G39675,,252882_at,3.803634409,3.607964225,3.578397577,3.482297833,3.600085568,3.646913511
AT4G39680,,252909_at,8.889105635,8.822970767,9.285427056,9.19872075,8.560522577,9.238390593
AT4G39690,,252856_at,7.761292145,7.709272784,8.067220652,7.991714305,7.864416029,8.097173508
AT4G39710,PNSL4,252853_at,8.138889752,8.218933144,10.36864038,10.34926658,8.431160027,10.18551035
AT4G39720,,252905_at,4.666270781,4.525127695,4.726582161,4.651420688,4.429764402,4.734738763
AT4G39730,PLAT1,252880_at,8.834722988,8.954372981,11.74129243,11.62762238,8.748974634,11.56293915
AT4G39740,HCC2,252864_at,6.966445144,6.458945381,6.795138577,6.76308643,6.830319325,6.783373203
AT4G39753,,252865_at,5.170499391,5.035743926,5.112715048,5.040384508,4.995805117,4.88140416
AT4G39756,,252857_at,3.870650523,3.935490452,3.654972234,3.823370216,3.686047896,3.590570531
AT4G39770,TPPH,252858_at,6.682039674,6.440592058,7.029169699,6.997301726,6.204334772,7.22971836
AT4G39780,ERF060,252859_at,6.007805249,5.730523103,5.879079684,5.828348058,5.696377472,5.967596149
AT4G39790,,252860_at,5.794264304,5.397785358,5.390683618,5.016546794,5.542086021,5.431155936
AT4G39800,IPS1,252863_at,9.978624931,9.833348198,11.25849191,10.94366143,9.859192106,10.93447572
AT4G39820,,252861_at,7.506864742,7.615089028,7.813253064,7.879005132,7.674738947,8.061056935
AT4G39830,,252862_at,4.414279799,5.051634564,4.370152511,4.498427201,5.098758403,4.775396294
AT4G39840,,252866_at,6.521857453,7.274021596,8.18769074,8.541605832,7.212481556,8.73302721
AT4G39850,PXA1,252830_at,8.281300273,8.426928249,7.92688977,7.890327204,8.338825638,7.867424189
AT4G39860,,252821_at,8.047682391,8.002055693,8.426887314,8.642099197,7.976725667,8.404776686
AT4G39870,,252867_at,6.934378926,6.69107182,6.896241495,6.718472394,6.657685173,6.87787461
