.,.,.,.,.,.,.,.,.,.,.,.
#age,5(week),.,.,.,.,.,.,.,.,.,.
#tissue,leaf,.,.,.,.,.,.,.,.,.,.
#compound,.,.,1-naphthylacetic acid,1-naphthylacetic acid,none,none,1-naphthylacetic acid,1-naphthylacetic acid,none,1-naphthylacetic acid,1-naphthylacetic acid
Gene ID,Gene Name,DesignElementAccession,GSM435954,GSM435939,GSM435933,GSM435948,GSM435940,GSM435938,GSM435963,GSM435969,GSM435968
AT1G01450,,259435_at,4.449498142,4.206820218,4.397258706,5.877517903,4.728139792,4.52723031,4.450882917,4.608876688,4.62405576
AT1G01460,PIP5K10,259425_at,4.642495511,4.643870739,5.047764446,5.703977516,5.106221288,4.639244269,4.665897535,4.563817593,4.525157646
AT1G01470,LEA14,259426_at,11.59479292,11.53402284,11.44004323,11.76344402,11.67623361,11.44591279,11.29384499,11.50655019,11.48118031
AT1G01480,ACS2,259439_at,9.185248847,7.431305581,7.714270878,9.537543565,9.467669942,8.192657272,7.370862905,8.124270878,8.023901029
AT1G01490,,259434_at,12.30663631,12.32537225,12.14805401,12.37217982,11.58618144,12.14494767,12.13721735,11.96712362,12.04612221
AT1G01500,,259436_at,9.765343147,9.582202933,9.402194961,10.22333447,9.25306425,9.46915208,9.47545343,9.722656177,9.455431531
AT1G01510,AN,259438_at,8.395354115,8.468625441,8.141980412,7.605478126,7.852904292,8.385736005,8.392739958,8.56494557,8.352822951
AT1G01520,,259432_at,4.125885145,4.068279627,4.304488853,4.960909358,4.264007772,4.131701429,4.125885145,4.041858174,3.832911828
AT1G01530,AGL28,259427_at,4.216764321,4.125191847,4.334386978,5.879861999,4.282297446,4.608278318,4.276965021,4.013204961,4.301673365
AT1G01540,,259437_at,8.170473316,8.541387604,8.238869586,8.568527942,8.111175392,8.364925886,8.013677885,8.256747452,8.334963078
AT1G01550,BPS1,259440_at,11.69727343,11.77692003,11.95103681,12.14771428,12.45494696,11.92578491,11.58332499,11.68544343,11.79029748
AT1G01560,MPK11,259428_at,6.981888923,7.182557745,8.187566127,8.173663751,11.33354481,8.253148543,7.066934268,7.48552203,8.159297429
AT1G01570,,259433_at,4.450072233,4.382379835,4.590029461,5.992981738,4.517432357,4.21706911,4.488593286,4.39325102,4.480354459
AT1G01600,CYP86A4,259429_at,4.951086761,4.908373898,5.122168883,6.082073988,4.980248611,5.078120495,5.101635438,4.876623613,4.841777909
AT1G01610,GPAT4,259430_at,7.458967658,8.492133079,8.500357806,9.111584959,8.211529976,8.262020481,8.246424317,8.255758599,8.320488953
AT1G01620,PIP1-3,259431_at,11.11118074,11.16937964,11.49694628,9.997889501,9.921742772,10.7674784,10.23905754,9.870191635,9.990276746
AT1G01630,,261563_at,9.404082802,9.772201543,9.515676423,10.24307554,9.59943391,9.668725652,9.566158967,9.578990328,9.787343264
AT1G01640,,261586_at,5.118621011,5.175785861,5.33270542,5.826697523,5.274604389,5.287506806,5.099151144,5.280832493,5.004281763
AT1G01650,SPPL4,257484_at,10.48911928,10.37672225,10.66869752,10.84600077,10.27609412,10.32060448,10.51295124,10.43217352,10.48461185
AT1G01660,,261587_at,4.209639965,4.232049983,4.346867728,5.248090623,4.453670049,4.296407061,4.319121186,4.344876795,4.322311428
AT1G01670,PUB56,261588_at,6.553493758,6.541775782,6.272291503,7.237237958,6.35004107,6.255569672,6.481891562,6.50823404,6.356433857
AT1G01700,ATROPGEF2,261590_at,3.570962779,3.941947731,3.843214447,5.148099824,3.844898069,3.777015681,3.685547891,3.701819503,3.853605134
AT1G01710,,261560_at,9.373637956,9.220972763,9.230001707,9.897861631,9.007008241,9.164260669,9.452533241,9.572612188,9.302896867
AT1G01720,NAC002,261564_at,7.902569311,7.896820965,8.852759512,8.042087678,9.599778222,9.267312792,7.910423715,7.918648779,8.264311164
AT1G01725,,261535_at,9.285906563,9.324167779,8.882194121,9.348226416,7.980539376,8.572932771,8.9742591,8.993526297,8.834536882
AT1G01730,,261561_at,9.917377464,9.688098326,9.857080275,10.43537603,9.452521335,9.390314155,9.675631892,9.61898415,9.58291478
AT1G01740,,261591_at,5.709372386,6.109380094,5.531682895,7.142809156,5.478934022,5.766607257,6.200813339,6.38379483,6.029906851
AT1G01750,ADF11,261562_at,3.942363531,4.134084777,4.265940689,4.410861613,4.282239504,4.00832889,4.001466056,4.231885268,4.03412901
AT1G01760,,261592_at,6.715662572,6.399610906,6.565534856,7.403857056,6.654319149,6.574705748,6.753500722,6.578112781,6.565896731
AT1G01770,,261558_at,7.963477317,7.397780477,7.429627822,8.311928056,5.995407772,7.454503224,7.771074908,7.726092198,7.44247395
AT1G01780,PLIM2B,261559_at,6.899549757,6.301858545,6.334960923,6.392336853,4.855855107,6.299406008,6.813777559,6.993467485,6.551753434
AT1G01790,KEA1,261536_at,9.569004878,9.08302674,9.182840215,10.15533776,9.347812607,9.281081794,9.586162297,9.698747566,9.353150811
AT1G01800,,261537_at,11.21754077,11.16082426,11.14695159,11.44817772,11.01100511,11.05408023,11.22701787,11.15570743,11.42141108
AT1G01820,PEX11C,261534_at,11.93970752,11.72400895,11.64739249,11.85242657,11.29281857,11.51936916,11.7225,12.03318734,11.81021576
AT1G01830,,261538_at,6.381861379,6.556634551,6.704766977,7.194845422,6.133955448,6.860080573,6.889593713,6.607217658,6.438260261
AT1G01840,,261539_at,5.066673225,4.835501892,4.947515457,5.679831817,4.919168955,5.067225462,5.068134031,4.827811544,4.874317023
AT1G01860,PFC1,261652_at,7.658931702,7.603308538,7.655495081,7.842827343,6.586433072,7.451630062,7.735725175,7.846252725,7.534826733
AT1G01900,SBTI1.1,261653_at,4.2109577,4.244625042,4.430851221,4.703086943,4.605541715,4.386868723,4.598403726,4.237319862,4.52194246
AT1G01910,,261627_at,9.82889546,9.722255024,9.742413756,10.32739965,9.40037971,9.66886259,9.947974134,9.828267466,9.939027038
AT1G01920,,261654_at,5.842364027,5.699359756,5.351305941,6.86288846,5.52555568,5.707131848,5.499368431,5.675642407,5.850726766
AT1G01930,,261625_at,7.531073385,7.416152543,7.500260374,8.35690448,7.343169912,7.705951499,7.735013173,7.938531096,7.67625194
AT1G01940,CYP18-1,261655_at,8.767520114,9.384969142,9.894956219,9.485494143,9.637656076,9.627508193,9.584191184,8.934032058,9.369986922
AT1G01950,ARK2,261656_at,6.33745325,6.380994904,6.480675923,7.050368084,6.950083583,6.493853769,6.352846428,6.414694476,6.45045187
AT1G01960,BIG3,261621_at,9.07285044,8.781486387,8.265040598,9.582617649,7.959566286,8.824320189,8.836188139,9.026696606,8.594810745
AT1G01970,,261622_at,8.062913086,7.978681636,8.204046549,8.250496725,7.304354966,7.683334848,8.232406392,8.313760344,8.119161332
AT1G01980,SEC1A,261623_at,3.817411695,3.885519912,3.950587918,5.125754913,4.148867107,3.955485807,3.938291388,3.735583769,3.843079577
AT1G01990,,261626_at,9.026771655,8.660027888,8.44173609,9.389520035,8.274024504,8.26736802,8.735475641,8.601448054,8.683070571
AT1G02000,GAE2,261624_at,7.382748963,7.377679033,7.65743418,8.168372853,7.997999711,7.456277111,7.672923775,7.16383779,7.535512498
AT1G02020,,264169_at,7.866455308,7.470505658,7.325103072,8.514404685,7.287688213,7.330152134,7.70082418,7.731669277,7.345227701
AT1G02050,PKSA,264175_at,5.364896437,5.365918877,5.267942058,6.83051635,5.245977108,5.443582088,5.629800795,5.380876033,5.380876033
AT1G02060,,264167_at,4.451885884,4.223349003,4.085336616,5.58531552,4.323817618,4.41824001,4.553999754,4.284295658,4.247893015
AT1G02070,,264151_at,3.946585143,3.756860396,4.099388032,4.772540228,3.919179452,4.16252007,4.080358777,4.056605364,3.770993707
AT1G02080,,264168_at,9.238487995,9.106668932,8.852503266,9.996103165,8.817618579,9.302840669,9.303664604,9.317630762,8.983413453
AT1G02090,CSN7,264150_at,8.225532157,8.789622742,9.444806985,8.984278919,9.040096046,8.903409659,8.655477953,8.30063966,8.577585391
AT1G02100,,264171_at,8.994147057,8.764055189,8.915101458,9.003017151,8.948965528,8.80916433,9.026963314,9.038878817,8.973894604
AT1G02110,,264176_at,5.318774273,5.33678861,5.115700769,6.575907933,4.698924948,5.067476431,5.103927039,5.142160715,5.321572463
AT1G02120,VAD1,264172_at,10.15317897,9.946427486,9.713636097,10.8875527,10.02545536,9.969659126,10.0358232,10.10743267,10.09776444
AT1G02130,RABD2A,264122_at,9.504393001,9.414444948,9.381318239,9.859779834,8.683759703,9.295449132,9.511808492,9.329606686,9.3607786
AT1G02140,MEE63,264152_at,11.86138842,12.02035938,11.80660982,12.11536502,11.6840464,11.79586783,11.90964059,11.93894315,11.84950265
AT1G02150,,264177_at,10.02836805,9.757719452,9.447787371,10.17620196,8.415098506,9.401372728,9.965580145,10.18488259,9.745660873
AT1G02160,,264173_at,10.06978263,10.12009709,9.470948961,6.922123981,9.263345455,9.574007155,9.764978571,9.91530065,9.621077435
AT1G02170,AMC1,264178_at,9.804160857,9.528427394,9.692327399,10.5624256,11.08131849,9.801626862,10.07509549,9.901378016,10.08358564
AT1G02180,,264179_at,5.785791645,5.659164935,5.788649311,6.378830117,5.819661483,5.838087223,5.741991075,5.658741314,5.646146234
AT1G02190,,264180_at,4.380937561,4.158649494,4.247750599,5.396461689,4.292062109,4.213373697,4.294312448,3.985549825,4.211038143
AT1G02205,CER1,264146_at,5.789581084,5.763246081,6.016326231,6.365631334,6.054476422,5.9284222,5.707629587,5.878703692,5.796041764
AT1G02205,CER1,264147_at,4.069385756,3.931885144,4.173814512,5.563762456,4.170850678,4.270916554,4.307246771,3.901956989,3.874241628
AT1G02220,NAC003,264148_at,7.697644084,7.197655814,7.837003711,8.781174796,7.783498355,7.360437782,6.823558918,5.796842962,6.642077543
AT1G02250,NAC005,264149_at,4.785619785,4.404397775,4.437969901,5.246870865,4.529987859,4.781995251,4.513511459,4.485803579,4.559906343
AT1G02260,,264170_at,7.228505771,7.36617345,6.942754272,7.781177899,7.311744732,6.875013465,6.862199645,7.305977678,7.150891531
AT1G02270,,264123_at,9.258714763,9.307485335,9.495468904,9.910706067,9.579730904,9.292797631,9.331405134,9.38935203,9.313098381
AT1G02280,TOC33,264121_at,9.050572313,8.89697691,9.094830241,9.23393818,8.229682052,8.756288054,9.367363774,9.267024299,9.175664591
AT1G02300,CATHB1,259441_at,9.495513219,9.486063319,9.345864333,10.71065819,6.772157691,9.067267148,10.07978267,9.937197464,9.578409003
AT1G02305,CATHB2,259416_at,11.57347343,11.85597761,11.46684475,11.69398206,10.72906042,11.75568379,11.61315681,11.54198418,11.35837209
AT1G02310,MAN1,259442_at,4.562596619,5.252750466,5.470801707,6.130542083,6.452639525,5.700620433,4.844297755,4.715150949,4.855863409
AT1G02320,,259413_at,3.454877655,3.369149761,3.413390993,3.932631572,3.368254888,3.3507349,3.225895939,3.382086763,3.308811551
AT1G02330,,259415_at,7.47389273,7.793463656,7.659031119,8.607209707,7.571228068,7.674880361,7.769439467,7.879133528,8.089367228
AT1G02340,HFR1,259417_at,4.926372047,5.627206317,4.488300461,6.42386895,4.429261327,5.348979144,4.346544762,4.645792088,4.408258286
AT1G02360,,259443_at,12.42407654,9.974206673,10.42852119,13.40560264,13.63910891,10.44025107,10.60818999,11.18949554,11.65816345
AT1G02370,,259444_at,7.095805538,7.18315437,6.190610114,7.864506012,6.365553116,6.417164426,6.961481186,6.767011897,6.391761517
AT1G02390,GPAT2,259418_at,6.231111371,7.053477006,7.823759353,8.083905346,9.283175699,7.48231438,6.999365636,6.039850637,7.042840423
AT1G02400,GA2OX6,259445_at,9.603404952,9.777868516,9.49454142,6.955874225,12.57302611,9.589618553,9.28544648,9.861436094,9.756449561
AT1G02410,COX11,259446_at,9.005860383,9.516470847,9.861337074,9.627905463,10.0995238,9.535082929,9.305764716,9.035193229,9.531500944
AT1G02420,,259414_at,6.109234063,5.852523592,6.074549909,5.462017187,6.493271969,5.970107117,6.037849361,6.058924338,6.07510313
AT1G02450,NIMIN-1,260904_at,7.604769399,6.497476706,5.954619371,8.240703381,10.037735,6.958168623,6.483939654,7.622031857,7.71869368
AT1G02460,,260903_at,6.627470744,6.677040476,7.154874464,7.864962422,6.615939117,6.9198354,7.146897862,6.639611581,6.842357937
AT1G02470,,260933_at,9.865256442,10.22870565,9.904938741,10.6621205,10.00689078,10.271238,9.695486654,9.483678337,9.323179975
AT1G02475,,260916_at,11.75316986,12.0291564,11.96159895,11.43042249,11.2832446,11.74636534,11.65411112,11.76005717,11.67629471
AT1G02490,,260911_at,3.785711111,3.579624951,3.762737243,4.845895759,3.759190911,3.999735118,3.625049803,3.636513343,3.707205451
AT1G02500,SAM1,260913_at,13.25659178,12.4649399,12.67053946,13.6189669,12.72175909,12.45787787,12.66139863,12.81005448,12.7315457
AT1G02540,,260906_at,4.282889081,4.318338457,4.183963486,5.50654257,4.298845211,4.641228296,4.312339295,4.224433911,4.284458206
AT1G02550,,260931_at,5.439693757,5.311451559,5.187501349,6.274388676,5.415516973,5.485631045,5.172615146,5.140328888,5.130235819
AT1G02560,CLPP5,260912_at,11.97168382,11.98868133,11.7932019,12.13304052,11.50865298,11.9542497,11.7264344,11.66219874,11.45228955
AT1G02575,,260907_at,4.931881585,4.77315038,4.904400305,5.334633573,5.090351537,4.982191207,4.925532479,4.780025218,4.724208551
AT1G02580,MEA,260908_at,7.037056624,7.031461228,7.282550732,8.224849667,7.091437668,7.242307848,6.934249432,6.28140045,6.767978117
AT1G02620,,260930_at,7.603514699,6.757615971,6.545053686,7.085201198,6.652372051,6.846668501,7.283633478,7.007750322,6.680350432
AT1G02640,BXL2,260914_at,7.793459718,6.769752511,6.256559311,6.751947546,5.452197576,5.263307596,6.27409199,6.36650562,5.867352
AT1G02660,,260915_at,10.40722949,9.529309555,9.044201177,10.57739599,9.056226659,9.383958151,9.529503492,10.03910625,9.673810971
AT1G02670,,260909_at,4.953322691,4.747595618,4.810352627,6.270833955,4.655511442,4.774682555,4.782617149,4.938525541,4.968602635
AT1G02680,TAF13,260929_at,8.583605448,8.298862647,8.560195472,8.861909025,7.05869803,8.039929326,8.375798864,8.214602939,8.135154084
AT1G02690,IMPA-6,260910_at,5.947590137,5.909302834,6.067928317,7.026926773,6.080795161,6.115917039,6.14517542,5.970810997,5.823120675
AT1G02700,,260917_at,5.601060697,5.379316635,5.452681758,6.083904398,5.590528691,5.39493318,5.377768788,5.416488443,5.273272648
AT1G02710,,260905_at,5.301818109,5.340249559,5.493218505,6.606710682,5.57308388,5.654298707,5.507747389,5.609125431,5.425747804
AT1G02720,GATL5,260928_at,6.949931484,6.758214819,6.872638622,8.049050756,6.875041566,6.842186666,6.697088193,6.949689345,6.841798636
AT1G02730,CSLD5,262109_at,5.435551853,5.453424985,5.534141391,6.875218074,5.992984172,5.894705263,5.679032154,5.438282252,5.47834849
AT1G02740,MRG2,262108_at,7.753055627,7.772384859,7.930708603,8.4065718,8.098420804,7.802646209,7.891326131,7.782787629,7.657994056
AT1G02750,DI19-2,262107_at,9.017797498,8.836783851,9.284064528,7.22624548,9.025539482,9.131220864,8.978142423,8.6092593,9.138026071
AT1G02780,RPL19A,262117_at,12.62169915,12.79834883,12.46320459,12.77266201,12.37883299,12.49108895,12.80877904,12.86152136,12.75917794
AT1G02790,PGA3,262122_at,4.123035308,3.951287071,3.997310868,5.352338404,4.223580092,4.116777273,4.171318271,3.869193109,3.834818585
AT1G02800,CEL2,262121_at,5.299558487,5.403822874,5.526100094,5.842971135,5.659385179,5.535039994,5.660727582,5.591642621,5.576033714
AT1G02810,PME7,262105_at,4.100143934,4.067423578,4.084734831,5.435039883,4.414665945,3.975391781,4.169659243,4.172535528,3.928306878
AT1G02813,,262115_at,4.09126141,4.078498004,4.087361976,5.680780525,4.085071596,4.252060125,4.336644134,4.275958051,3.885646478
AT1G02816,,262116_at,10.36340896,10.77551911,10.49792192,10.61546602,9.817823452,10.82056062,10.31227045,9.924596223,10.30453897
AT1G02820,LEA2,262113_at,6.118225504,6.14045645,7.623498846,6.848430874,8.431877086,7.596924766,6.278535444,5.745955607,6.674099867
AT1G02830,RPL22A,262132_at,4.089570852,4.017902323,4.201526081,5.545786567,4.400980764,4.449575273,4.257792865,4.218211779,4.121645205
AT1G02840,SR34,262110_at,9.956988049,9.60310832,9.649483423,10.23092583,9.714204711,9.544878835,9.692430661,9.844453892,9.613997852
AT1G02850,BGLU11,262118_at,9.983428464,9.932733139,9.531987656,9.78436138,9.047346138,9.509567701,9.123951771,9.59839791,9.018187495
AT1G02860,BAH1,262114_at,8.738878022,8.878097336,8.241873687,8.789047978,9.008813107,8.73824442,8.475711345,8.704470803,8.453233675
AT1G02870,,262112_at,8.759549603,8.92915557,8.613989118,8.849995306,8.502680884,8.423801056,8.703914014,8.650417283,8.406464939
AT1G02890,,262130_at,8.641578864,8.344917447,8.23340236,9.43441218,7.988563066,8.338293795,8.64715494,8.817245623,8.234356119
AT1G02900,RALF1,262131_at,9.476110823,7.562293973,7.15522225,9.993913697,9.29206428,6.831409421,7.651082738,8.081307207,8.089974087
AT1G02910,LPA1,262104_at,8.542144641,8.49966912,8.051662295,9.010101356,8.187886297,8.077252193,8.161527334,8.594101994,8.292551859
AT1G02940,ATGSTF5,262103_at,4.465921966,4.187141048,4.270691045,5.160927839,5.016754566,4.152575709,4.639746799,4.697190205,4.810282362
AT1G02950,ATGSTF4,262120_at,6.219022021,5.317867498,5.831570183,6.923404898,6.317296717,5.608176217,5.847193696,6.114829502,5.905275108
AT1G02960,,262111_at,6.585575465,6.509184279,5.973752066,7.357495411,6.085551165,6.130799665,6.677246674,7.121357285,6.692617202
AT1G02970,WEE1,262106_at,5.558148439,5.484022805,5.570803299,6.242449058,5.451968665,5.806120265,5.545525751,5.396798976,5.547140355
AT1G02980,CUL2,262102_at,4.675146224,4.666246632,4.547811004,5.885182671,4.772228343,4.716434064,4.716434064,4.666712875,4.691615977
AT1G03000,PEX6,263170_at,8.265361042,8.199992031,7.655920582,8.753449462,7.347169997,8.104205201,8.250020106,8.37618557,7.959194704
AT1G03010,,263169_at,4.309634834,4.606899964,4.068745003,5.181512458,4.117220257,4.252092526,4.214395747,4.086417237,4.130933784
AT1G03020,GRXS1,263168_at,6.172902686,6.608083861,6.338205409,7.503643558,6.690070962,6.664791777,6.059277002,5.614557256,6.48319985
AT1G03030,,263167_at,9.306063991,9.519916002,9.41978523,9.409349053,9.116245992,9.331563502,9.144810802,9.359543922,9.365751648
AT1G03040,,263117_at,9.103026427,9.227527447,9.418907006,3.436231263,9.053588015,9.384613995,9.035752532,8.9651248,9.085402906
AT1G03050,,263166_at,4.327152995,4.106762535,4.197620169,5.787154006,4.346454505,4.32880819,4.152055013,4.11109977,4.155244997
AT1G03055,D27,263115_at,5.780643119,5.659714899,6.417587329,6.892012109,6.79615108,5.997441973,5.900774757,5.633259457,6.287918634
AT1G03060,SPI,263165_at,7.167853813,6.667631477,6.417213555,8.567185752,7.349685819,6.958245365,6.870024746,7.40207061,6.766585296
AT1G03070,,263164_at,7.222453854,7.055620147,7.721246992,7.463678208,8.423599832,8.145526334,7.477774139,7.070265096,7.415118578
AT1G03080,NET1D,263112_at,5.710676093,5.111358381,5.322278152,6.118905071,5.599372965,5.503560837,5.622202983,5.861291404,5.647788412
AT1G03090,MCCA,263118_at,11.67943185,9.922331256,9.613535869,11.1897862,7.712295147,9.436125406,11.04297694,11.24615214,10.31380322
AT1G03100,,263143_at,3.998779146,4.078229218,3.963863782,4.860770273,4.119703956,4.175259882,4.110344479,4.159357471,3.944835298
AT1G03110,TRM82,263119_at,7.180529083,7.074768492,6.989088988,7.604141945,6.787413374,7.080235979,7.287898708,6.72761037,6.808526091
AT1G03130,PSAD2,263114_at,13.42454478,13.26652585,13.10442555,13.62930357,12.38264062,12.99967744,13.39203056,13.58094595,13.35814657
AT1G03150,NAA20,263113_at,9.85028035,9.70693002,9.686171454,10.25523647,9.306658767,9.837865844,9.746476155,9.496064495,9.768685955
AT1G03160,FZL,263163_at,7.649620756,7.971911533,7.824471837,8.371166562,7.145346317,7.657431016,7.791046972,8.201654019,7.755593665
AT1G03170,FAF2,264363_at,5.061149949,4.826334684,4.860703517,4.84546718,5.046385664,4.904388831,5.170259607,4.833632712,4.968243426
AT1G03180,,264358_at,4.642722119,4.621737105,4.808034607,5.817196615,5.210947741,5.058297528,4.787979746,4.787515925,4.878007273
AT1G03190,XPD,264356_at,6.581521101,6.592543824,6.671685371,7.694273969,6.342355839,6.522170876,6.202519256,6.714223578,6.522293315
AT1G03210,,264355_at,9.832970015,9.922423708,9.881671782,10.39802613,9.988564183,9.84855388,9.66889525,10.02675192,9.943363915
AT1G03250,,264366_at,8.405432927,8.517585718,8.967009256,9.180391638,8.928462465,8.57503589,8.495302445,8.387070931,8.549571675
AT1G03260,,264353_at,7.442314595,7.382881425,7.445351781,8.244035419,7.644470217,7.335990605,7.278568996,7.238201709,7.501037387
AT1G03270,CBSDUF4,264352_at,4.425812194,4.425448851,4.470224882,5.400834481,4.080963933,4.114282764,4.126909944,4.203774281,4.139343772
AT1G03280,,264368_at,8.483770834,8.4976043,8.407611328,9.332958468,8.031922019,8.325308584,8.54000117,8.630722921,8.330904553
AT1G03290,,264362_at,8.89801252,8.871104615,9.297491175,9.834691724,9.390731412,9.161796273,9.148796888,8.849334029,9.017835702
