#age,7 (day),,,,,,,
#ecotype,Col-0,,,,,,,
#development stage,seedling,,,,,,,
,,,,,,,,
Gene ID,Gene Name,DesignElementAccession,H_iaa1GR-IAA-1,H_iaa1GR-IAA-2,H_iaa1GR-IAA-3,H_iaa1GR-Mock-2,H_iaa1GR-Mock-1,H_iaa1GR-Mock-3
AT1G49950,TRB1,261637_at,7.276935535,7.281245178,7.32473044,7.11695944,7.172519463,7.241314137
AT1G49960,NAT4,261640_at,6.045054205,5.84494959,5.545954879,5.470461725,6.35029392,5.274640956
AT1G49970,CLPR1,261634_at,9.447776205,9.526152108,9.488768239,9.553030665,9.208923405,9.570413243
AT1G49975,,261638_at,6.044267151,6.451019341,7.398815649,6.431652053,5.842462278,7.659723135
AT1G49980,,261629_at,5.464176113,4.878354288,5.155089502,4.791130417,5.478620881,5.437554994
AT1G50000,,261628_at,6.171312377,6.053968713,6.08782864,5.880539788,6.08782864,6.132621189
AT1G50010,TUBA4,261639_at,11.23058074,10.78689304,11.52048811,10.93404264,11.175849,11.27547983
AT1G50020,,261635_at,8.002375448,8.427579677,8.971605548,8.514621381,7.97166754,9.185947154
AT1G50030,TOR,261659_at,7.275742237,7.534267814,7.117434351,7.554557675,7.122252571,7.372010318
AT1G50040,,261658_at,5.701230472,6.048181765,5.688743388,7.180155705,6.096331218,5.960722732
AT1G50050,,261657_at,3.948939098,3.757697602,3.699034844,4.200460875,3.883787341,3.910920776
AT1G50060,,261691_at,7.638596077,6.988696744,7.318749627,8.106363591,7.381296978,6.870658741
AT1G50080,,261630_at,3.098810184,3.098810184,3.132965094,3.142604792,3.111975046,3.093255302
AT1G50090,BCAT7,261690_at,3.620792495,3.423248831,3.742826322,3.640097807,3.583906251,3.4863076
AT1G50110,BCAT6,261636_at,8.381369858,7.582503777,7.436382264,7.30237972,7.509054049,6.886880603
AT1G50120,,261632_at,7.750181161,7.669563663,7.673755958,7.628451056,7.626608374,7.47629659
AT1G50140,,261689_at,7.345136118,7.063903826,7.022678699,7.021837861,7.333268085,6.785280504
AT1G50140,,262471_at,5.045325264,5.25100224,5.25100224,5.25100224,5.465039815,5.163346738
AT1G50160,,262472_at,2.8621381,2.979491344,3.049788036,2.871072665,2.866562645,3.356105137
AT1G50170,SIRB,262417_at,8.273004158,8.349123196,8.30530909,8.30530909,8.30530909,8.361580677
AT1G50180,,262470_at,3.678318856,3.903186871,3.339194672,3.637709729,3.6472721,3.678318856
AT1G50200,ALATS,262468_at,10.15554115,10.2661033,10.3544397,10.38690829,10.21707238,10.3064563
AT1G50240,TIO,262467_at,6.534487417,7.28662876,6.788928402,6.985692795,6.343671766,6.804421998
AT1G50240,TIO,262474_at,4.567107271,4.866653746,5.143381378,4.952434145,4.657626489,4.994145406
AT1G50250,FTSH1,262473_at,9.026856913,9.833421584,10.4964141,9.819007132,9.100054226,10.39455333
AT1G50260,NTMC2TYPE5.1,262466_at,4.644463606,4.722358693,4.779075643,4.590520987,4.865870776,4.714811392
AT1G50270,PCMP-E42,262465_at,5.712694338,5.491729534,5.465039815,5.567581344,5.659229471,5.491729534
AT1G50280,,262464_at,4.021224182,3.791395325,3.989706388,4.262410753,4.203218428,4.356895921
AT1G50290,,262421_at,4.145924608,3.806832206,4.476363312,3.940261667,4.443889648,5.529032945
AT1G50300,TAF15,262420_at,7.59696901,7.416120651,7.203912582,7.548945314,7.374583133,7.101115939
AT1G50310,STP9,262463_at,4.152410678,4.152410678,4.666319734,4.152410678,3.947434748,3.966006453
AT1G50320,ATHX,262418_at,9.94918794,10.26905885,10.50851808,10.23604001,9.82379521,10.62998592
AT1G50340,,262475_at,3.101550613,2.994856354,2.994856354,3.056041345,2.994856354,2.994856354
AT1G50350,,262462_at,3.443335391,3.443335391,3.427969273,3.298819084,3.676276959,3.443335391
AT1G50360,VIII-A,262461_at,6.333302751,5.759782517,5.53002684,5.608014968,6.006665502,5.601935614
AT1G50370,FYPP1,262476_at,9.730190511,9.550542474,9.685066144,9.590121424,9.834234432,9.591097094
AT1G50380,,262419_at,7.973588355,8.130938967,7.92606521,8.004865545,8.095899079,8.004865545
AT1G50400,TOM40-2,262459_at,5.855975645,5.258365505,5.1205857,5.339522707,5.36477487,5.331078314
AT1G50410,CHR28,261862_at,6.550041962,6.551431727,6.34066065,6.051578515,6.327640996,6.351601913
AT1G50420,SCL3,261866_at,7.745477775,7.077565975,7.316643296,7.104405337,7.549376711,7.278805239
AT1G50430,DWF5,261865_at,9.634687958,9.594305649,9.601845524,9.65248605,9.65790223,9.634687958
AT1G50440,,261852_at,8.135620462,7.387328866,7.803138713,7.437959165,7.99996217,7.718480805
AT1G50450,,261861_at,7.629665499,7.300192583,7.789687313,7.218446713,7.53273686,7.988938768
AT1G50460,HKL1,261851_at,7.187471313,7.054913776,7.144648752,7.215403474,7.281143214,6.750149267
AT1G50470,,261850_at,3.523685817,3.423394973,3.457780022,3.519496371,3.185043757,3.423394973
AT1G50490,UBC20,261859_at,8.230468521,8.590312176,7.88913611,8.632498645,8.276044867,7.886437803
AT1G50500,HIT1,261880_at,7.297776481,7.486673393,7.267480242,7.381353646,7.26198561,7.215627642
AT1G50510,,261855_at,7.306714047,7.43434479,7.233819489,7.480023414,7.167510204,7.306714047
AT1G50520,CYP705A27,261879_at,4.578403667,4.553620466,4.895602918,5.082372281,4.687170724,4.396711692
AT1G50530,,261856_at,3.543161902,3.177865207,3.177865207,3.177865207,3.337672186,3.358725774
AT1G50560,CYP705A25,261878_at,5.743209869,5.156429688,5.420608598,5.393848103,5.748671376,5.319447388
AT1G50570,,261858_at,8.402592094,8.197029198,8.173757158,8.282756384,8.199896548,8.039912368
AT1G50575,,261867_at,7.902806634,7.945255112,8.481617446,7.985806538,8.071511126,8.36081985
AT1G50580,UGT79B5,261877_at,5.148064032,5.029905009,4.80110406,5.175954332,5.197023859,4.79937132
AT1G50590,,261876_at,5.0977162,4.985796663,4.998373697,4.720548867,4.864275146,4.985796663
AT1G50600,SCL5,261860_at,7.43750683,7.426472474,7.43750683,7.483995437,7.43750683,7.43750683
AT1G50610,PRK5,261875_at,2.99308481,3.029198125,2.833767308,2.931036933,2.80658708,3.084843183
AT1G50620,,261857_at,5.228149267,5.626910197,5.578512951,5.593190792,5.156429688,5.627811037
AT1G50630,,261863_at,6.674571419,6.401631139,6.933982721,6.959736891,6.667541081,6.964827919
AT1G50640,ERF3,261874_at,8.017362528,7.884178075,7.579295263,7.763039961,8.004409765,7.648197397
AT1G50650,,261908_at,3.817412868,3.610221151,3.833061577,3.78831132,3.712999034,3.876848417
AT1G50660,,261853_at,7.86022179,7.986354104,7.938313582,8.04037228,7.53657049,7.387143566
AT1G50670,,261854_at,8.550087787,8.382299882,8.514745016,8.582927464,8.368415886,8.522681123
AT1G50700,CPK33,256405_at,5.828271918,5.973159344,5.828271918,6.091241597,5.828271918,5.305573357
AT1G50710,04-Aug,256406_at,6.82469136,6.522714834,6.86426917,6.77170099,6.942376567,6.593111896
AT1G50720,,257582_at,3.492473927,3.492473927,3.168653126,3.71320997,3.392656252,3.492473927
AT1G50732,,246630_at,6.689663645,6.628396522,7.475945295,6.519539514,6.605410948,7.328557863
AT1G50740,FAX5,246631_at,8.490788537,8.715851388,8.094486829,8.053753167,8.310719335,8.393571123
AT1G50750,,246629_at,3.333737111,3.394289415,3.559471701,3.465951113,3.562992623,3.563568112
AT1G50760,,257586_at,2.786124721,2.872687467,2.917305907,3.053688216,2.89887592,3.015731416
AT1G50840,POLGAMMA2,256204_at,7.383602696,7.539670782,7.820703247,7.539670782,7.253289829,7.872782714
AT1G50890,TOR1L1,256205_at,5.422807863,5.449326482,5.785965315,5.656739579,5.45212288,5.633655327
AT1G50900,LTD,256215_at,10.06379791,10.50517089,10.52757856,10.50506686,10.09897855,10.57310552
AT1G50910,,256206_at,4.771696432,4.919442123,4.827115629,4.849057201,4.485034576,4.949405227
AT1G50920,,256207_at,10.02391262,10.58299856,10.45250827,10.47490352,9.74000861,10.19632012
AT1G50930,,256208_at,3.08928719,2.760484321,2.977423054,3.19962114,2.977423054,2.758612888
AT1G50940,ETFA,256209_at,7.304636592,7.044814372,7.252453707,7.234392026,7.34610279,7.638708488
AT1G50950,,256210_at,3.762641591,3.550256377,3.762641591,3.693300453,3.80863161,3.8465979
AT1G50960,GA2OX7,256211_at,3.116127984,2.845489828,3.092809149,3.018219138,3.140461339,3.328103638
AT1G50970,,256212_at,5.197135073,4.529674865,4.623439327,4.504427346,5.233370027,4.491741626
AT1G50990,,256213_at,3.561783312,3.610221151,3.692681581,3.63094402,3.587168702,3.886557676
AT1G51000,,256214_x_at,2.596503352,2.510413539,2.540919361,2.510413539,2.609404539,2.510413539
AT1G51060,HTA10,245750_at,10.03703623,9.893426749,10.16509862,10.34923552,10.29756918,10.27063859
AT1G51070,bHLH115,245746_at,8.225008548,8.445954021,8.283546112,8.759397988,8.464383145,8.677974619
AT1G51080,,245743_at,3.755737256,4.550147573,5.110522502,4.609077518,3.930795328,5.137530568
AT1G51090,,245749_at,3.852085045,3.797419971,3.617263757,4.02762435,3.79906249,3.852085045
AT1G51100,,245747_at,5.234645876,6.289920942,6.289920942,6.595434547,5.237770317,6.521488335
AT1G51110,PAP12,245744_at,7.701245902,8.133496895,8.507955449,8.079244261,7.648416782,8.40787071
AT1G51110,PAP12,245745_at,7.731585781,8.123036051,8.456186641,8.110176815,7.603854089,8.480315731
AT1G51140,BHLH122,245748_at,6.114393626,5.824036587,6.379338163,6.408847571,6.040878733,6.716923645
AT1G51160,,265148_at,9.947589478,9.484550722,9.667001925,9.491017004,9.585547524,9.399122224
AT1G51170,UNC,265144_at,7.164209479,7.336411673,7.116100587,5.465039815,5.648911904,5.680812922
AT1G51190,PLT2,265145_at,3.969075074,4.042330222,3.459990051,3.811201921,3.774552108,3.509436197
AT1G51200,SAP2,265150_at,11.54178868,10.92436551,10.77691329,10.95124829,11.79853786,10.87718481
AT1G51210,,265146_at,4.314573311,4.235414478,4.077828446,4.036258906,4.235414478,4.536374592
AT1G51260,LPAT3,265134_at,4.214078092,4.284289246,4.287373205,4.585044754,4.567441588,4.287373205
AT1G51270,,265135_at,4.565004116,4.40398015,4.702298429,4.613465773,4.710969694,4.554951496
AT1G51270,,265136_at,4.308631179,4.102400461,3.914985699,3.877861286,4.479572107,3.910949537
AT1G51290,FBX10,265137_at,2.92935597,2.844093919,3.056430636,2.971588881,3.236445521,2.870268429
AT1G51300,,265138_at,3.754246651,3.806585589,3.799578748,3.771336073,3.788156758,4.184296183
AT1G51310,,265139_at,6.952527573,6.851345033,6.954230636,6.673597336,6.872820789,6.883972222
AT1G51320,FBX11,265140_at,3.027940864,2.945941689,3.040156185,2.904815313,2.923887252,2.831790481
AT1G51340,DTX42,265151_at,5.010745879,5.123185623,5.221296812,5.230520795,5.307506544,5.459060446
AT1G51350,,265141_at,7.146010426,7.146010426,7.318721039,7.139911034,7.249507332,7.146010426
AT1G51360,DABB1,265142_at,7.122745658,7.086162338,7.150417693,7.093894067,7.189553234,7.453387789
AT1G51380,RH34,265147_at,5.861807048,6.111851501,5.554506112,5.969132864,5.69039548,5.398003499
AT1G51390,NIFU5,265143_at,5.967082759,6.24126086,5.715316037,6.335275065,5.967082759,5.95483173
AT1G51400,,265149_at,10.4760486,11.35401158,12.33366671,11.42545644,10.4297605,12.33902706
AT1G51410,,260518_at,3.591917958,3.605727747,3.787582097,3.756971111,3.76519054,3.847708042
AT1G51420,ATSPP1,260517_at,6.223357715,6.616481184,6.76889906,6.31026047,5.439389575,6.122672825
AT1G51430,,257497_at,4.673042846,4.228542582,4.535232377,4.351767009,4.732446119,4.535232377
AT1G51440,,260491_at,4.150141441,4.295178231,4.506850502,5.094625949,4.614505553,4.651625991
AT1G51450,TRO,260516_at,6.509912425,6.450669176,6.3045544,6.370942317,6.547564232,6.330143827
AT1G51460,ABCG13,260515_at,5.589367182,5.803183985,5.289159889,5.306943102,5.589367182,5.554652739
AT1G51480,,260514_at,2.99308481,3.197813859,3.151885673,3.046500335,3.094338791,3.004222928
AT1G51490,BGLU36,260513_at,3.32774533,3.218734035,3.257484264,3.284052429,3.212723783,3.104979787
AT1G51500,ABCG12,260490_at,9.133172968,8.298469811,9.410208966,8.736618397,9.214086073,9.350425504
AT1G51510,Y14,260487_at,9.556142632,9.52538762,9.443917599,9.601799518,9.662095163,9.36695204
AT1G51520,,260512_at,3.212047442,2.98360374,3.211206416,3.305553617,3.317437634,3.194435038
AT1G51540,,260519_at,7.563812137,7.725948746,7.974642288,7.858329252,7.696236272,7.77557184
AT1G51550,,260486_at,5.934874096,5.120841766,5.034302339,5.475883981,6.085297097,5.465039815
AT1G51570,,260511_at,8.780426659,8.683811123,8.912211297,8.784527974,8.887901153,8.853036439
AT1G51580,,260510_at,7.225980452,7.268610052,7.37510593,7.348078567,7.363744976,7.19628153
AT1G51590,MNS1,260520_at,6.732817763,6.239268015,6.156947289,6.393032167,6.602896577,6.073339531
AT1G51600,GATA28,260488_at,6.820879808,6.820879808,6.876844906,6.820879808,6.674713434,6.833745395
AT1G51610,MTPC4,260489_at,7.550061956,7.413528406,7.112092224,7.270584454,7.536911273,7.115246325
AT1G51620,,256177_at,3.851184366,5.595760642,3.536763125,4.339514299,3.610221151,3.734700514
AT1G51640,ATEXO70G2,256176_at,3.819827327,3.79264653,3.664398604,3.905506945,3.749474023,3.812206116
AT1G51650,,256184_at,10.56533056,10.60717861,10.25091749,10.76142596,10.273497,10.21942322
AT1G51660,MKK4,256183_at,7.743556253,8.003318215,6.964505737,7.635169228,7.777738846,7.148066429
AT1G51670,HTT5,256175_at,4.108343087,3.726828866,3.666312879,3.786050903,4.219869144,3.765876539
AT1G51680,4CL1,256186_at,9.717386603,9.472221169,9.724087292,9.985070388,9.767410973,9.931545062
AT1G51690,ATB ALPHA,256187_at,7.985247682,7.973128044,7.807410644,7.984066579,8.092166392,7.889944001
AT1G51700,DOF1.7,256185_at,6.951318875,8.97975676,7.143262513,7.937633723,6.87948206,7.619086843
AT1G51710,UBP6,256179_at,9.56727417,9.657198181,9.487331066,9.757796351,9.40558923,9.534118184
AT1G51720,,256174_at,7.680790393,7.592369117,7.503653629,7.597657097,7.520199009,7.665134958
AT1G51730,,256173_at,8.942196176,8.610576061,8.302624004,8.758091154,8.826687641,8.407612881
AT1G51740,SYP81,256182_at,6.215656484,6.116338705,6.116338705,6.158420932,6.055743133,6.037254257
AT1G51745,,256172_at,7.359460586,7.119673846,7.046108413,7.263132663,7.330044518,7.030118235
AT1G51790,,256170_at,7.938726297,8.725991971,7.605944144,8.142898483,7.887820888,7.377050773
AT1G51800,IOS1,256169_at,8.75659127,10.38498687,8.111827798,9.316758151,8.596733638,7.917931716
AT1G51805,,256168_at,7.849644889,8.006222839,8.444224381,7.97275272,7.97275272,8.768217652
AT1G51810,,256180_at,3.291980617,3.193140018,3.434458924,3.327490943,3.231492275,3.391172819
AT1G51820,,256181_at,4.687850855,7.601516137,3.93178615,6.332507539,4.71982195,4.162750882
AT1G51830,,246375_at,7.26939754,7.200659133,6.958572523,6.876705003,7.049638513,6.067881075
AT1G51840,,246374_at,5.087629637,5.379540299,5.087629637,4.827579528,4.86429572,4.964081916
AT1G51850,,246366_at,8.032015701,8.888444605,7.032910519,8.489561652,8.023165478,7.490386018
AT1G51860,,246373_at,6.201769627,6.28927436,5.638288871,6.171967305,5.882076155,5.37591676
AT1G51880,RHS6,246367_at,3.64679051,3.842797518,3.788169968,4.351614034,3.755216314,3.938097611
AT1G51890,,246368_at,5.659653536,5.921435504,5.312988762,6.344785731,5.716703293,5.696518289
AT1G51900,,246372_at,2.933372923,3.02322257,2.769580552,2.868868068,2.856639883,2.868868068
AT1G51910,,246369_at,3.607139723,3.620579691,3.924584401,3.584715718,3.697539182,3.717888686
AT1G51915,,246349_at,3.082687838,3.120891678,3.030554831,3.304083092,3.01655332,3.305902803
AT1G51920,,246370_at,4.506370583,5.07141209,5.112879687,4.810713469,4.608553001,5.908065533
AT1G51940,LYK3,246371_at,8.028544863,7.544185365,7.912671391,7.84241611,7.953090268,7.487850216
AT1G51950,IAA18,246376_at,8.41051901,8.364104752,8.389035333,8.180624248,8.268665066,8.679135212
AT1G51960,IQD27,265047_at,3.384405072,3.349798928,3.384405072,3.364811423,3.467270351,3.384405072
AT1G51980,,265056_at,10.35372162,10.21173882,10.16412993,10.2817854,10.24996576,10.17885041
AT1G51990,,265052_at,2.836821582,2.854930571,2.954389104,3.077009805,2.996568668,2.928579955
AT1G52000,JAL5,265053_at,5.590791195,4.612889255,5.370198852,4.321425133,5.577002879,6.128886996
AT1G52050,JAL8,265048_at,8.101045095,7.333550925,7.856040991,8.378395516,8.217742371,7.588234972
AT1G52060,JAL9,265049_at,9.407493515,8.388847986,9.328899152,9.556885257,9.060265264,8.828539912
AT1G52070,JAL10,265050_at,9.605519291,8.510159729,9.728903635,9.74733337,9.365366875,9.24563327
AT1G52080,AR791,265059_at,5.564929352,5.753385174,6.150025734,5.882290452,5.926403933,6.417939117
AT1G52100,,265051_at,7.896078629,7.038196307,8.4755957,7.16646346,8.021558836,8.831959677
AT1G52140,,265057_at,6.880164073,6.387377995,6.564411424,6.656277187,7.145992919,6.700061952
AT1G52150,ATHB-15,265060_at,8.327422576,7.813854091,7.740008949,7.621802938,8.190411748,7.739593161
AT1G52160,TRZ3,259835_at,7.713681416,7.816212341,6.978162776,7.58672924,7.60638467,7.029392537
AT1G52180,,259837_at,4.072873963,4.414491161,4.711942543,4.456592287,4.210823413,4.581742672
AT1G52190,NPF1.2,259839_at,10.30712418,9.570569325,10.48672959,9.15128577,10.21058025,9.97961481
AT1G52200,PCR8,259841_at,11.09595444,11.60424917,10.11874705,10.64729188,11.19101432,9.859688153
AT1G52220,CURT1C,259838_at,9.469041224,9.938806893,10.47751609,9.919727578,9.691994722,10.68256198
AT1G52230,PSAH2,259840_at,11.63027757,12.62472879,13.32512949,12.67975442,11.76987084,13.22236548
AT1G52240,ROPGEF11,257504_at,5.377611549,4.922726975,4.78935707,4.262410753,4.847936124,4.136630108
AT1G52240,ROPGEF11,259836_at,3.253861163,3.340268521,3.344341635,3.659246916,3.445000244,3.204628132
AT1G52260,PDIL1-5,259637_at,6.295033613,5.898455118,6.143480814,5.611117931,5.665498383,5.466474347
AT1G52280,RABG3D,259611_at,7.995438749,7.834356533,8.692907684,8.226407099,8.062395088,8.220088219
AT1G52290,PERK15,259671_at,6.665843293,6.546383082,7.268447661,6.463424679,6.892823632,7.391626513
AT1G52300,RPL37B,259612_at,12.72953068,12.76429064,12.60498743,12.87019548,12.71339353,12.5917592
AT1G52310,,259670_at,7.796097289,7.586002933,7.391701913,7.478237217,7.7043759,7.68116971
AT1G52320,,259610_at,7.325353806,7.217224428,7.042527568,7.286437896,7.447899666,6.933015869
AT1G52340,ABA2,259669_at,7.37105574,7.058495152,7.620427821,7.68303887,7.429844912,7.767098657
AT1G52360,,259638_at,8.224065161,8.345033246,8.287748976,8.234521624,8.023839627,8.206837223
AT1G52380,NUP50A,259639_at,7.79348573,8.194042243,8.163215555,8.382633917,7.600464476,8.08576629
AT1G52390,,259668_at,3.144580915,3.369243386,3.217992527,3.066663365,3.094338791,3.228527114
AT1G52400,BGLU18,259640_at,10.13734054,10.1131808,9.069215995,9.39162914,10.1869388,9.888695284
AT1G52410,TSA1,259609_at,6.883291729,6.771257233,5.75651839,6.597705444,6.763694695,6.363890804
AT1G52420,,262155_at,8.504910032,8.569907597,8.505718501,8.666951494,8.442394043,8.563763064
AT1G52470,,262140_at,3.476675786,3.480496207,3.444498752,3.235268696,3.650163761,3.672303431
AT1G52500,FPG1,262129_at,5.441939493,5.22507306,4.942115697,5.038406677,5.047797903,4.64122514
AT1G52510,,262151_at,7.850373765,8.595448642,8.609658046,8.592409387,7.97036416,8.711760315
AT1G52520,FRS6,262150_at,5.465039815,5.645074135,6.00764985,5.645074135,5.442475197,5.645074135
AT1G52530,,262149_at,5.557664735,5.6482732,5.669641887,5.5268901,5.683322901,5.899584576
AT1G52540,,262158_at,7.009789531,6.387915971,7.130719317,6.885757563,7.208038301,6.640917477
AT1G52550,,262127_at,5.65936307,5.511785381,5.441047066,5.391179268,5.412688515,5.515957358
AT1G52560,HSP26.5,262148_at,3.320701625,4.08038949,4.033686097,3.259292046,3.273042132,5.275563869
AT1G52570,PLDALPHA2,262147_at,4.257700714,4.186620935,4.407286419,4.300398163,4.081344467,4.270634414
AT1G52580,RBL5,262146_at,3.449129833,3.824146002,3.720282871,3.786858888,3.497255157,3.708887401
AT1G52590,,262160_at,7.177285823,7.1713444,7.262865692,7.119071778,7.340479965,7.34911572
AT1G52600,,262161_at,9.554406403,9.406403193,9.38225272,9.567513401,9.45275459,9.383560552
AT1G52620,,262144_at,4.251726915,4.442693761,4.25792508,4.096397558,4.269019785,4.243921889
AT1G52630,,262143_at,5.758155779,5.746927213,5.800687607,5.748563625,5.605366212,5.748563625
AT1G52640,,262142_at,4.038599473,3.551693523,3.659246916,3.669700708,3.676260354,3.304053091
AT1G52660,,262138_at,4.29289214,4.250114531,4.193877801,4.498447978,4.636651871,4.113192707
AT1G52670,,262157_at,8.159947082,8.631971989,8.59220542,8.861490101,8.055881407,8.681704649
AT1G52680,,262156_at,3.799300861,4.417123826,4.12398463,4.011481421,3.90358469,4.346670275
AT1G52690,LEA7,262128_at,3.969075074,4.054376969,4.216556748,4.02762435,3.73619978,4.165923319
AT1G52700,,262154_at,6.93884325,5.998490708,5.962256181,6.491309503,6.830621119,6.009324047
AT1G52710,,262153_at,6.729467597,5.630927888,5.540980426,5.806919012,6.621331146,5.647314027
AT1G52720,,262159_at,8.453799107,8.319083501,7.849695411,7.928606967,8.661986628,7.651123606
AT1G52730,,262145_at,8.235396315,8.469949329,8.416034712,8.615411388,8.334384394,8.30926247
AT1G52740,HTA9,260154_at,10.95354787,10.59614398,10.40076057,10.67458995,10.9397177,10.56604892
AT1G52760,CSE,260153_at,9.747056656,10.02007623,9.861299176,10.2433616,9.880330805,9.995429482
AT1G52770,,260146_at,3.502710714,3.502710714,3.354695049,3.769731947,3.502710714,3.502710714
AT1G52790,,260147_at,3.177913458,3.517131894,3.594078289,3.257088563,3.458506439,3.261590302
AT1G52800,,260148_at,3.316145738,3.539513032,3.458488457,3.421364044,3.288727151,3.783039482
AT1G52810,,260149_at,3.552830781,3.531225591,3.522113653,3.404396752,3.522113653,3.522113653
AT1G52820,,260150_at,3.622451343,5.7520495,3.634776636,4.350527712,3.69617048,3.501179714
AT1G52830,IAA6,260152_at,7.035110853,7.297063158,8.9371662,4.893093488,4.424308931,5.207645863
AT1G52870,,260155_at,8.080836805,8.290202527,9.053531981,8.153051144,8.073528849,9.329182553
AT1G52880,NAC018,260156_at,6.865715867,6.664852891,7.082127959,6.476141168,6.516335341,6.624747351
AT1G52890,NAC019,260203_at,4.533079281,4.143366965,4.459181032,4.163935416,4.462381467,4.714811392
AT1G52900,,260204_at,2.831387177,2.831387177,2.79314796,2.824131571,3.098130576,2.821011865
AT1G52910,,260151_at,7.398111318,7.390082007,7.761618187,8.167578525,7.768002889,7.699512436
AT1G52920,GCR2,260145_at,4.183743899,4.227852557,4.398003605,4.003446572,4.183743899,4.238927707
AT1G52930,BRIX1-2,260157_at,9.492209728,9.532697283,9.471923611,9.594234456,9.306951891,9.21248129
AT1G52950,,261342_at,2.95130185,3.018357668,2.957105118,3.161608663,2.957176077,3.040279367
AT1G52970,DD11,261313_at,3.787467341,3.848694369,3.923894688,3.785291592,3.787467341,3.766855831
AT1G52980,NUG2,261314_at,8.967526743,9.123985746,8.749627127,9.013653849,8.61285037,8.652819694
AT1G52990,,261374_at,3.91546281,4.077482602,4.290977717,4.102400461,4.161682284,4.102400461
AT1G53000,KDSB,261373_at,8.116909982,8.053329847,8.071475871,8.101178256,7.779857195,8.071475871
AT1G53010,ATL19,261372_at,3.142882791,3.142882791,3.140090887,3.18820571,3.012357419,3.309549989
AT1G53030,COX17-2,261317_at,6.585922687,6.844779085,6.043574616,6.685564181,6.493692623,6.434091355
AT1G53035,,261318_at,8.319391835,6.511296713,6.242129742,6.957251968,8.208760926,6.470800461
AT1G53050,,261370_at,7.959969956,7.946866999,8.244601436,7.873576822,7.834681795,8.02272203
AT1G53060,,261369_at,5.196306912,4.955370583,4.888960743,4.884344095,5.635772165,4.688057613
AT1G53070,,261368_at,7.201239844,6.804117239,6.87860386,6.551470694,6.846372193,6.640923456
AT1G53080,,261367_at,4.92855331,4.526027538,4.680132982,4.497593204,4.639693198,4.530880346
AT1G53090,SPA4,261319_at,6.492246596,6.239624266,7.264367089,6.591364254,6.278817675,7.225400175
AT1G53100,,261366_at,4.094874229,4.02292726,4.02292726,4.02292726,4.070994345,3.941739023
AT1G53110,PPI4,261365_at,3.948387406,4.055373531,3.8765057,3.772897148,3.8765057,3.553909246
AT1G53120,,261320_at,7.68207573,7.379661509,7.977091781,7.384482708,7.579688162,7.788570939
AT1G53140,DRP5A,261364_at,7.166746566,7.159976884,7.261527417,7.356201321,6.966656323,7.089133239
AT1G53160,SPL4,261375_at,4.119365963,3.765253158,4.056570516,4.322319692,4.046391636,4.377375715
AT1G53165,ATMAP4K ALPHA1,261316_at,7.036059375,6.943704802,6.954705766,6.804135421,6.831193255,6.762837686
AT1G53170,ERF8,261315_at,8.39106154,8.342590379,8.211733753,7.094171889,7.995161148,7.358659718
AT1G53180,,260639_at,7.516430403,6.772741745,7.086485338,6.720178391,7.261454639,6.307943493
AT1G53200,,260641_at,6.349393402,6.401177562,6.135518077,6.309076574,6.029216256,5.860263148
AT1G53210,NCL,260587_at,10.80859011,10.61380733,10.42290734,10.54825475,10.86285637,10.69183988
AT1G53230,TCP3,260618_at,8.014009617,7.48078046,7.802702608,7.728671963,8.25827505,8.028267592
AT1G53240,mMDH1,260615_at,10.96798122,11.33492115,11.35395203,11.45408874,10.97137166,11.38105397
AT1G53260,,260642_at,5.136998421,5.341171865,5.371210164,5.527809593,4.948503092,5.577002879
AT1G53270,ABCG10,260643_at,4.826209014,4.745932892,4.441952028,4.634989299,4.744770048,4.50878822
AT1G53280,DJ1B,260616_at,9.293139413,9.245788818,8.981059871,9.252506214,9.281301735,9.261997158
AT1G53290,B3GALT14,260644_at,7.162339854,7.122044731,7.521371344,7.268968166,7.24181846,7.538925725
AT1G53300,TTL1,260645_at,7.507990362,7.515290833,7.573221467,7.505373843,7.295711336,7.490224394
AT1G53310,PPC1,260590_at,10.03990821,10.32057633,10.30589635,10.30589635,9.91013333,10.42424602
AT1G53320,TULP7,260588_at,9.179584362,8.712103226,9.055670205,8.921323188,9.125954064,8.781664218
AT1G53325,,260591_at,2.745899384,2.808008338,2.941110341,2.812548816,2.805077673,2.817690129
AT1G53340,,260646_at,5.083427597,4.601617124,4.599255337,4.705031861,5.045492651,4.26111646
AT1G53345,,260617_at,4.883337069,4.612889255,4.601984503,4.601984503,4.730705584,4.27118659
AT1G53350,RPP8L2,260640_at,4.981760237,4.676098568,4.782629307,4.461345536,4.782629307,4.782629307
AT1G53360,,260612_at,2.931301688,3.16385175,3.152219603,3.386754311,3.152219603,3.152219603
AT1G53380,,260613_at,7.888671053,7.482734063,7.435725844,7.421589096,7.707814771,7.516196178
AT1G53390,ABCG24,260614_at,8.59470428,7.972145454,7.96392156,7.90945018,8.471318319,8.026169778
AT1G53400,,260589_at,8.000197713,7.74898012,7.69396597,8.010073705,8.088724501,7.982231145
AT1G53420,,260977_at,2.817699554,2.878001253,2.874480332,3.010519068,3.031534274,2.878001253
AT1G53430,,260975_at,7.719806845,8.027087432,8.038405517,7.956237171,7.684718846,7.913449862
AT1G53440,,260974_at,7.648285882,7.758069865,6.70424309,7.142837906,7.555180603,7.09424343
