#age,7 (day),,,,,,,
#ecotype,Col-0,,,,,,,
#development stage,seedling,,,,,,,
,,,,,,,,
Gene ID,Gene Name,DesignElementAccession,H_iaa1GR-IAA-1,H_iaa1GR-IAA-2,H_iaa1GR-IAA-3,H_iaa1GR-Mock-2,H_iaa1GR-Mock-1,H_iaa1GR-Mock-3
AT4G19620,,254528_at,3.520149229,3.5336539,3.5336539,3.536756087,3.5336539,3.579317427
AT4G19640,RABF2B,254530_at,10.42633397,10.10271123,10.01570179,10.13093899,10.43859504,10.09185742
AT4G19650,,254531_at,4.111628358,4.342649608,4.683877638,4.25050507,4.421219744,4.309871438
AT4G19660,NPR4,254532_at,6.75798928,6.577920786,6.628861456,6.290535416,6.705058531,6.628861456
AT4G19670,,254533_at,7.578324906,6.944357391,7.105686329,6.994471815,7.578977519,7.3396577
AT4G19680,IRT2,254534_at,6.009455332,4.21702683,5.315608241,5.221043632,5.688080535,4.654343808
AT4G19690,IRT1,254550_at,4.030557136,7.130059314,5.912125926,6.768028678,3.218677953,5.453984884
AT4G19710,AKHSDH2,254535_at,7.65584793,7.950095668,8.327495095,7.883182943,7.509286031,8.256868787
AT4G19720,,254536_at,3.981811561,3.728475981,3.909271792,3.813181161,4.150206719,3.613912799
AT4G19730,,254537_at,3.584637981,3.393179197,3.770640906,3.636745174,3.482840838,3.510070838
AT4G19740,,254538_at,3.305902803,3.305902803,3.500453947,3.313446018,3.206246311,3.235246993
AT4G19810,,254543_at,9.130440184,8.741592301,8.003660035,9.064584244,9.579093233,7.885753614
AT4G19820,,254544_at,4.377375715,4.388501713,4.907429677,4.740380467,4.377375715,4.377375715
AT4G19830,FKBP17-1,254545_at,6.04986919,6.277248145,6.675610488,6.330731601,6.082261073,6.721736191
AT4G19840,PP2A1,254551_at,10.0583517,10.0748778,10.18194841,10.21103323,9.988932662,10.28497644
AT4G19850,ATPP2-A2,254546_at,2.967387351,2.9961888,2.913396696,2.994856354,3.077762825,2.97511143
AT4G19860,LCAT4,254547_at,8.878048919,8.855135582,8.402059242,9.020352046,9.111379522,9.114803802
AT4G19865,,254548_at,6.62149637,6.34214216,6.025891515,6.31624667,6.764495583,5.929037081
AT4G19880,,254549_at,10.0808574,10.33880374,10.44882318,10.02359994,10.00203239,10.19891643
AT4G19890,,254552_at,4.99570135,4.383418627,4.661199706,4.382389879,4.692365054,4.58874013
AT4G19910,,254518_at,3.180928204,3.107047193,3.377733874,3.255254883,3.191814017,3.515003738
AT4G19940,,254519_at,4.046197285,4.046197285,4.005758233,4.070574311,4.046197285,4.046197285
AT4G19960,KUP9,254520_at,5.39002243,4.794623105,5.394954423,5.123275346,5.262117615,5.706288882
AT4G19980,,254522_at,4.738466522,4.124024572,4.052455474,4.245366925,4.614439768,4.240077566
AT4G19985,,254505_at,7.540356191,6.828488969,7.529151433,7.142837906,7.481580022,7.459757656
AT4G19990,FRS1,254523_at,5.398256677,5.423195293,5.196571218,5.356013723,5.312380409,4.842542929
AT4G20000,,254524_at,5.134056001,6.739158708,4.676713532,5.23655392,4.911948892,4.791895052
AT4G20010,OSB2,254503_at,8.765237888,9.086811914,9.140786167,9.047861895,8.790742074,9.096378338
AT4G20020,MORF1,254493_at,8.496760453,9.135407508,8.681001799,8.91597026,8.428307975,8.491180606
AT4G20030,,254504_at,7.09591758,6.962056204,6.714236631,6.503021333,7.122961069,6.675787754
AT4G20050,QRT3,254494_at,4.194237874,3.975091698,4.259066371,4.503433865,4.389849295,3.968181148
AT4G20060,EMB1895,254495_at,5.177186476,4.66396365,4.976986881,4.600480417,4.861188127,4.794049209
AT4G20070,AAH,254496_at,8.637871059,8.157167373,7.871650546,8.184376268,8.774494978,8.214070178
AT4G20080,,254497_at,3.270193939,3.032067209,3.156455066,3.127645222,2.937411282,3.110861106
AT4G20090,EMB1025,254498_at,5.351823267,5.259467899,5.291472768,5.291472768,5.648911904,5.304757054
AT4G20100,,254499_at,3.328081827,3.354130787,3.307281514,3.499018213,3.347734043,3.42743172
AT4G20110,VSR7,254500_at,7.341665403,7.348824419,7.073357065,7.603559777,7.222008551,7.348824419
AT4G20130,PTAC14,254501_at,6.449736216,6.668504404,6.841833707,6.703394804,6.404753984,6.760510066
AT4G20130,PTAC14,254502_at,7.374454266,7.627510166,7.408308943,7.581851531,7.267454746,7.609403354
AT4G20140,GSO1,254506_at,6.582922885,5.860068867,6.099834913,6.176102688,6.497787525,5.720354386
AT4G20150,,254462_at,11.21219637,11.07322624,10.90380901,11.1556737,11.22867368,10.87424239
AT4G20160,,254507_at,3.270626178,3.45941036,3.400335395,2.999199538,3.303364591,3.497332773
AT4G20170,GALS3,254508_at,7.507709456,7.879089831,8.503449422,7.633806817,7.405041353,7.78840598
AT4G20200,TPS07,254509_at,2.93342992,2.994856354,3.569774897,3.356621235,3.068358318,3.101243326
AT4G20210,TPS08,254510_at,4.228879354,4.545761818,4.271079553,4.893711561,4.580640148,4.684164977
AT4G20220,,254511_at,3.123692495,3.23222461,3.123692495,3.007814225,3.018133847,3.123692495
AT4G20230,,254512_at,6.831778232,6.856869179,6.116131452,5.862449045,6.490846288,5.195131949
AT4G20235,CYP71A28,254513_at,3.792411061,3.694170695,3.607139723,3.700761874,3.959698866,3.655026554
AT4G20250,,254514_at,2.957344094,2.904930992,2.696741241,2.980679016,2.829985953,2.812029439
AT4G20260,PCAP1,254492_at,11.01980713,10.59139187,11.18701681,11.01716489,11.21358697,11.01304749
AT4G20270,BAM3,254515_at,8.395332406,8.208420884,7.977913528,8.07152404,8.522645409,8.118897664
AT4G20280,TAF11,254463_at,7.192998686,7.372533809,7.240369836,7.518828767,7.089738336,7.240652134
AT4G20290,,254516_at,3.149269402,3.245281444,3.183371166,3.648382307,3.149269402,3.184725209
AT4G20300,,254491_at,7.203529453,7.219006023,6.966289669,7.279901837,7.369719655,7.149545482
AT4G20310,S2P,254517_at,5.769045942,5.176178838,5.903467398,5.67771164,5.758199581,5.881180568
AT4G20320,,254490_at,6.462972946,6.77422197,6.261264352,6.669899522,6.816947246,6.081302861
AT4G20330,,254478_at,8.42919874,8.230816741,7.959272653,8.311850135,8.256857315,8.171423773
AT4G20350,,254479_at,5.129981824,4.98737406,4.979293418,4.778506855,4.98737406,5.201904005
AT4G20360,TUFA,254480_at,12.5003355,12.60711692,12.65413198,12.72784149,12.53447696,12.65987808
AT4G20370,TSF,254482_at,4.257700714,4.270512994,4.277780596,4.136657403,4.277780596,4.348062055
AT4G20380,LSD1,254477_at,8.354432264,7.951154999,7.894410585,7.853841331,8.461094618,7.906393965
AT4G20390,,254474_at,8.714164788,8.242535891,7.761907388,8.188536213,9.04552889,7.593532666
AT4G20400,JMJ14,254464_at,6.712702067,6.739107529,6.783826459,6.850380935,6.739107529,6.685579209
AT4G20410,GSNAP,254476_at,8.331575038,8.188887792,8.339550232,8.232083954,8.350052296,8.433424363
AT4G20420,,254465_at,3.681262576,3.434755059,3.832304932,3.459191144,3.418842427,3.719090661
AT4G20430,SBT2.2,254466_at,6.690165958,6.615845009,6.362426019,6.637581644,6.905766823,6.554040017
AT4G20440,SMB,254475_at,9.653815539,9.883747197,9.700341205,9.961995318,9.735493682,9.497483807
AT4G20450,,254467_at,3.864661208,3.812206116,3.738093065,4.110481577,3.812206116,3.527374129
AT4G20460,,254468_at,6.331948221,6.12926451,6.207387161,7.118283561,6.916655199,6.46254834
AT4G20480,,254481_at,9.099024592,9.070399629,9.069399938,9.161029502,9.050617828,8.934350176
AT4G20740,,254483_at,5.991880639,5.675917696,5.675076285,5.693635166,5.831503927,5.654567407
AT4G20760,,254484_at,6.386383012,6.375396302,6.393590309,6.338271889,6.375396302,6.563151428
AT4G20760,,254485_at,7.887792069,7.750437554,8.253836575,7.914812274,7.784040213,8.294341638
AT4G20770,PCMP-E35,254486_at,3.588663856,3.672604416,3.672604416,3.515514836,3.755469695,3.672604416
AT4G20780,CML42,254487_at,8.619483996,8.38171784,8.095262016,8.459327718,8.929211709,7.957356271
AT4G20790,,254488_at,2.663351226,2.607748982,2.62991108,2.601941647,2.876751482,2.663351226
AT4G20800,,254489_at,3.127577492,3.289984497,3.325102314,3.370358204,3.159233603,3.289984497
AT4G20820,,254430_at,3.713640354,3.708818474,3.983745372,4.113838825,4.161682284,4.464721963
AT4G20830,,254432_at,10.52056349,10.94602135,9.564804549,9.829956692,9.918438481,9.369331938
AT4G20840,,254431_at,5.715062222,4.974208639,5.534124015,5.786208316,6.110749865,6.01781833
AT4G20850,TPP2,254433_at,9.157513727,9.539144255,9.330566899,9.634739014,9.087935661,9.502905066
AT4G20860,FAD-OXR,254447_at,7.733074866,9.304048507,8.418125915,8.754244332,7.882027619,8.644618224
AT4G20870,FAH2,254448_at,8.826969737,8.406350657,9.224696598,8.449695309,8.966583684,8.817003663
AT4G20880,,254434_at,6.887711941,6.403333671,6.624487806,6.574068717,7.355164883,6.707503597
AT4G20890,TUBB9,254446_at,10.61651402,9.651593969,9.791369885,9.754260462,10.61720951,9.636441382
AT4G20900,MS5,254435_at,3.237852184,3.332927712,3.335138876,3.335138876,3.335138876,3.335138876
AT4G20910,HEN1,254449_at,6.137331977,6.102909627,6.102909627,5.694729909,6.131411013,6.245706619
AT4G20930,,254445_at,6.510776822,6.484836124,6.133003013,6.038711547,6.440828748,6.677311098
AT4G20960,PYRD,254444_at,7.243060077,7.470201961,7.638954057,6.988599131,7.457537137,7.770989559
AT4G20980,TIF3D1,254438_at,9.549710406,9.587069405,9.661891879,9.599390101,8.989173347,9.49798988
AT4G21020,,254440_at,2.920423283,2.924874389,2.812029439,2.812029439,2.902247392,2.660728586
AT4G21050,DOF4.4,254441_at,2.947288657,2.917305907,2.960162107,2.800561187,2.805062926,2.947288657
AT4G21060,,254442_at,6.251989617,5.835822999,6.122792437,6.00847346,6.181418032,6.114393626
AT4G21070,BRCA1,254443_at,5.312550263,5.231963565,5.435295825,5.343016486,5.000814878,5.256290296
AT4G21080,DOF4.5,254450_at,3.25992749,3.301303041,3.005143011,3.237743647,3.050321314,2.971459592
AT4G21090,MFDX2,254451_at,7.111182823,7.434623068,7.213623692,7.42112431,6.993009325,7.102899459
AT4G21100,DDB1B,254452_at,7.344359523,7.564317528,7.320402886,7.636618573,7.287652587,7.131954105
AT4G21105,,254429_at,10.56802988,10.8195467,10.59937476,10.86365604,10.50856997,10.82443993
AT4G21110,,254399_at,10.25691554,10.09897689,10.04503065,10.18224809,10.19090651,10.03075957
AT4G21120,CAT1,254453_at,6.156594545,6.237309509,6.263914279,6.581776937,6.556794551,6.610780779
AT4G21130,EMB2271,254454_at,4.031612122,4.248157496,4.070824636,4.361045099,3.968829637,4.239894632
AT4G21140,,254455_at,6.582780679,7.069785884,6.792817069,7.174119266,6.728770348,6.715673279
AT4G21150,RPN2,254456_at,9.814944206,9.647673419,9.699031432,9.799458296,9.768445512,9.559807326
AT4G21160,AGD12,254428_at,9.278723783,8.730641777,8.691386217,9.028021393,9.291702811,8.743395764
AT4G21170,,254457_at,5.142650662,5.65297728,5.510351368,5.240511439,5.094319939,5.187872724
AT4G21180,ERDJ2B,254458_at,6.502838458,7.118432987,7.495139184,7.250684463,6.56106183,7.412870104
AT4G21190,EMB1417,254427_at,5.311774141,5.620265434,5.210399784,5.808676181,5.246808237,5.826432338
AT4G21200,GA2OX8,254459_at,6.279717608,6.1673312,6.909839623,3.372132302,4.778986987,3.786499328
AT4G21210,RP1,254460_at,8.827514383,8.368259281,8.90512676,8.309637052,8.912745966,9.102216493
AT4G21230,CRK27,254461_at,6.04064086,5.145187445,5.730426491,5.585530314,6.090511927,5.587777562
AT4G21240,,254426_at,3.094784463,3.195845635,3.365611682,3.261590302,3.43186837,3.261590302
AT4G21270,KIN14C,254400_at,5.158207552,5.340706312,5.531853203,5.524556705,5.427237543,5.491110645
AT4G21280,PSBQ1,254398_at,11.40463661,11.69087706,12.24197329,11.77371548,11.36767122,12.14077073
AT4G21300,PCMP-E36,254401_at,4.328066116,4.328066116,4.648381608,4.328066116,4.328066116,4.187837951
AT4G21310,,254402_at,6.652564786,6.230375898,6.727256401,6.729869988,6.654388144,6.801244183
AT4G21320,HSA32,254414_at,5.89153719,5.913166683,5.913166683,5.849607289,5.897227872,6.196843655
AT4G21326,ATSBT3.12,254415_at,5.177674606,4.566244139,4.762302508,4.810010503,5.156429688,4.554015878
AT4G21340,BHLH103,254404_at,3.598777719,3.74455637,4.052455474,4.01436487,4.015584115,3.680082823
AT4G21350,PUB8,254405_at,6.824325423,6.364974463,6.281026972,6.561540116,6.782871812,6.453765088
AT4G21380,SD18,254416_at,4.128360357,6.182104972,3.974951692,4.425043736,3.89415349,3.95798803
AT4G21390,B120,254408_at,6.082775863,6.368516704,4.77734199,5.752067914,6.174825193,5.001884896
AT4G21400,CRK28,254409_at,6.668985348,6.278523529,6.156352292,5.961945676,6.785538339,5.847750132
AT4G21410,CRK29,254410_at,9.780556929,9.557125296,7.909202881,8.997014064,9.922487565,7.492704623
AT4G21430,B160,254412_at,6.433132755,6.40603859,6.831334221,6.362426019,6.276947344,6.534901608
AT4G21440,ATMYB102,254413_at,3.291821554,3.271204804,3.291821554,3.397390921,3.250041638,3.344482305
AT4G21450,,254425_at,9.357485263,9.116480818,8.817909949,9.143199508,9.264454106,8.779631161
AT4G21470,FHY,254417_at,8.370238094,8.126356968,8.750648103,8.370238094,8.278595431,8.96484116
AT4G21480,STP12,254418_at,5.64077954,5.351885933,4.829776476,5.508060451,5.791042244,4.63489966
AT4G21490,NDB3,254419_at,5.080682857,4.868522258,5.233967977,5.197704298,5.10687891,5.091654207
AT4G21500,,254420_at,5.87567156,5.575004807,5.653988102,5.193737425,5.788470069,5.187308534
AT4G21510,SKIP27,254424_at,7.132330062,6.45005006,6.477884164,6.010974953,6.7863638,6.466101006
AT4G21550,VAL3,254421_at,4.422027687,4.500426115,4.312049387,4.393450445,4.329195988,4.237154516
AT4G21560,VPS28-1,254422_at,8.339274463,7.925657949,7.673755958,7.754537353,8.524899659,7.707069122
AT4G21580,,254393_at,8.827969565,8.822183804,8.540792826,8.712497054,8.691627124,8.998038799
AT4G21590,ENDO3,254391_at,5.199698172,4.996458289,5.448870271,5.580268075,5.395756818,5.482529021
AT4G21600,ENDO5,254392_at,6.755118937,6.310443954,6.696627461,6.788506233,7.026872998,6.258725465
AT4G21610,LOL2,254423_at,6.713361717,7.074005973,6.613827569,6.951591615,6.83703619,6.83703619
AT4G21620,,254372_at,10.62027599,9.293249882,9.192971518,9.421069616,10.76656655,9.469932148
AT4G21630,SBT3.14,254394_at,3.134144638,3.065838369,3.162134305,2.926931555,3.349297197,3.086138531
AT4G21650,SBT3.13,254377_at,4.241186533,4.767351183,4.228403799,4.530613865,3.966808682,4.372249486
AT4G21680,NPF7.2,254396_at,6.438768703,7.994574979,6.537305236,6.902729576,6.02052281,6.349117891
AT4G21690,GA3OX3,254397_at,3.445932528,3.735452055,3.643568927,3.956051786,3.794194931,3.76477718
AT4G21700,,254367_at,5.840119713,5.65297728,5.724907245,5.92363568,5.61031543,5.565989459
AT4G21710,NRPB2,254368_at,8.699134163,8.671243882,8.653069685,8.703397268,8.500457258,8.688976542
AT4G21720,,254369_at,6.632017139,6.651217906,6.651217906,6.7829067,6.759119156,6.651217906
AT4G21750,ATML1,254370_at,9.570593079,9.215526834,9.746468868,9.129217169,9.639757704,9.778970405
AT4G21760,BGLU47,254371_at,3.253099121,3.822567842,3.409095256,4.513791398,3.580308269,4.265510455
AT4G21780,,254374_at,4.458620935,4.891972621,4.561941543,4.802371369,4.561941543,4.567558149
AT4G21790,TOM1,254376_at,9.683061697,9.401149588,9.539071368,9.618525385,9.715370678,9.674034159
AT4G21800,QQT2,254375_at,7.217224428,7.708116163,7.682970674,7.647138794,7.017322538,7.940188053
AT4G21810,DER2.1,254378_at,7.588975384,7.47520451,7.876697419,7.744530515,7.71641657,7.879927428
AT4G21820,,254379_at,3.457780022,4.194416272,3.8442539,4.310458717,3.685282224,3.970767363
AT4G21850,MSRB9,254387_at,9.896526598,9.099594134,10.27240467,10.22018757,10.82657075,10.19494444
AT4G21860,MSRB2,254388_at,10.22411406,10.47515856,10.52445327,10.49272079,10.37612014,10.94038893
AT4G21865,,254380_at,5.6495507,5.618605572,5.478023427,5.633349282,5.792555068,5.559914941
AT4G21870,HSP15.4,254384_at,9.861773195,10.1922434,9.605458547,10.16928997,10.48380843,10.68763227
AT4G21890,,254382_at,5.773268934,5.787298081,5.963692136,5.604075015,5.777743797,6.03316125
AT4G21940,CPK15,254390_at,3.794118658,3.970920049,4.349145261,4.184089152,4.191969845,4.645925905
AT4G21950,,254383_at,3.087367797,3.094338791,2.931491189,3.335138876,3.094338791,3.094338791
AT4G21960,PER42,254386_at,12.86384685,12.523645,11.86502117,12.80985283,13.19942857,12.55065921
AT4G21980,APG8A,254346_at,8.271563736,8.312398368,8.035023025,8.446291961,8.312398368,8.098618404
AT4G21990,03-Apr,254343_at,9.540923209,9.396402397,10.42833191,9.394717357,9.686119683,10.47890377
AT4G22000,,254345_at,8.582455277,8.802095915,8.426366368,8.879036367,8.581560802,8.49661669
AT4G22010,sks4,254363_at,8.790074807,9.238293628,9.772689823,9.584659174,8.933201251,9.573839436
AT4G22030,,254365_at,3.898929127,4.078291761,4.380759883,4.231789964,4.010003677,4.11916312
AT4G22050,,254336_at,3.829455709,3.877570118,3.793587073,3.793587073,3.685282224,3.897873462
AT4G22060,,254337_at,3.473907297,3.473907297,3.588573093,3.411182655,3.265869629,3.634307541
AT4G22070,WRKY31,254347_at,5.704452942,5.456604141,6.688855888,5.257336875,5.572961336,5.704452942
AT4G22100,BGLU3,254339_at,3.801078696,3.742900961,3.808643208,3.801078696,3.545637479,3.752157899
AT4G22110,,254344_at,4.46295984,4.595003772,4.266209635,5.157619962,4.628148085,4.693567553
AT4G22120,CSC1,254340_at,6.703720822,6.886835477,7.122965024,7.19655748,7.011317153,7.151936479
AT4G22130,SRF8,254341_at,7.549715752,7.182048638,7.745022613,7.719791242,7.41737367,7.949488356
AT4G22140,EBS,254342_at,7.62017432,7.631697814,7.65969599,7.631697814,7.634652572,7.656318124
AT4G22150,PUX3,254348_at,8.024575525,8.139095906,8.249389593,8.139095906,7.958645604,8.297443326
AT4G22160,,254362_at,5.512278996,5.330397474,5.247293611,4.862520533,5.524258809,5.329109517
AT4G22190,,254356_at,9.037586647,8.750748366,9.206087687,8.59075563,9.068166632,9.198538939
AT4G22200,AKT2,254305_at,4.482443825,4.416756559,6.166379063,5.212515959,4.280227158,7.008581329
AT4G22212,,254361_at,9.776693897,9.180358428,9.270445521,10.21640477,10.10144426,9.353905017
AT4G22220,ISU1,254357_at,9.769844925,9.933653006,9.760307426,10.03834968,9.933653006,9.890254312
AT4G22250,,254349_at,6.593192818,6.372282856,6.405139536,6.593192818,6.941513177,6.394218093
AT4G22260,AOX4,254335_at,7.67793314,7.323390631,7.363541542,7.457618285,7.602404953,7.425941985
AT4G22270,MRB1,254304_at,5.609780381,5.464336897,5.340706312,5.619884245,5.820351215,5.557226229
AT4G22280,,254350_at,4.94601981,4.429171696,4.885921686,4.338038479,4.744261293,4.91113094
AT4G22300,SOBER1,254351_at,7.670955889,7.565468387,7.381434088,7.770356607,7.737960263,7.47380956
AT4G22310,MPC4,254358_at,9.817137692,10.08577657,9.90156991,10.14707981,9.594896705,9.965173345
AT4G22320,,254352_at,6.556763167,6.757578157,6.489526631,6.844681231,6.666857767,6.363633318
AT4G22330,ATCES1,254306_at,9.58116675,8.946884024,9.061804434,9.055092204,9.651359611,8.858277885
AT4G22340,CDS2,254360_at,6.985767429,7.008841282,7.14477114,7.008841282,6.954705766,7.070279808
AT4G22360,,254359_at,7.127300241,7.253390782,7.112205193,6.944720735,7.201681939,7.189971749
AT4G22370,,254354_at,3.11032571,2.892606738,3.036323951,2.847496682,2.801082205,2.967720543
AT4G22380,,254355_at,8.516543215,8.498731928,8.210585002,8.357950867,8.28740156,8.009847651
AT4G22390,,254309_s_at,3.457780022,3.50134284,3.213504075,3.436506884,3.698445502,3.259213771
AT4G22400,,254307_at,3.684893214,3.784221112,3.577218487,3.809414212,3.784221112,3.787467341
AT4G22410,,254308_at,5.099891221,5.289159889,5.439568535,5.397683793,5.322584877,5.185308739
AT4G22430,,254310_at,3.457780022,3.565259494,3.6241941,3.632215096,3.541924572,3.657348458
AT4G22440,,254311_at,3.177383251,3.249039282,3.457780022,3.264868763,3.264868763,3.064633634
AT4G22460,,254313_at,5.422807863,5.739155422,5.898412882,6.247525785,6.284284702,6.224892434
AT4G22470,,254314_at,7.070091209,8.606092153,6.291763582,7.307694786,6.839865334,6.902736246
AT4G22490,,254327_at,11.40491075,10.59188442,10.10347021,10.56075149,11.47643231,10.24175141
AT4G22510,,254317_at,4.449347388,5.323345508,4.929307259,4.865550583,4.805175271,4.671072215
AT4G22530,,254318_at,8.622413025,8.870123498,8.241347676,7.157222476,7.476027617,6.959691273
AT4G22540,ORP2A,254329_at,7.528861398,7.224505499,7.476661724,7.262875175,7.26871757,7.463797206
AT4G22560,,254319_at,6.047752862,6.030612911,6.136519422,5.731569695,6.337075224,5.965076613
AT4G22570,APT3,254328_at,8.795514493,8.481617446,8.915118603,9.249004572,9.003042787,9.355747381
AT4G22580,GT19,254320_at,6.385877637,6.052769741,6.117629373,6.049073499,6.306654149,6.086492452
AT4G22590,TPPG,254321_at,7.667382949,7.744043045,7.91800841,7.702828645,7.366011328,7.667382949
AT4G22600,INP1,254322_at,3.785560747,3.610221151,3.691140172,3.696131695,3.691140172,3.54168329
AT4G22610,,254326_at,9.04463084,7.121767109,9.081495813,8.694035567,9.006994291,8.764567684
AT4G22620,,254323_at,5.681861026,5.753385174,5.575248326,4.107947781,4.030827423,4.013630162
AT4G22640,,254324_at,4.405863065,4.185457234,4.932179968,4.893781947,4.273024513,4.578302828
AT4G22650,,254325_at,3.289695692,3.473907297,3.437373474,3.627126997,3.437373474,3.475172348
AT4G22670,AtHip1,254275_at,10.0583517,10.21117776,9.951499595,10.3755051,10.07356756,9.991526184
AT4G22680,MYB85,254277_at,2.965449615,2.973113806,3.123692495,3.179523092,3.16764882,3.181303044
AT4G22700,LBD32,254330_at,3.4863076,3.391315148,3.559602713,3.37891703,3.356566084,3.4863076
AT4G22720,,254273_at,8.240788218,8.118319736,7.909689663,8.084332517,8.208448779,7.891331778
AT4G22730,,254332_at,6.166031153,5.774072831,6.53474239,5.895184551,5.987047891,6.388871914
AT4G22740,,254278_at,8.044423612,8.245384678,7.787362736,8.425594471,8.093927578,8.034468106
AT4G22750,PAT13,254279_at,8.932901779,8.402664628,8.467437774,8.516465672,9.190190467,8.656660887
AT4G22756,SMO1-2,254280_at,6.739509373,7.167913359,7.467904866,7.167913359,6.695421301,7.40536256
AT4G22760,PCMP-E6,254334_at,4.295178231,4.282819495,3.957412311,4.181328887,4.186818857,4.064003172
AT4G22770,AHL2,254274_at,6.534327767,6.102345822,6.001220715,5.949930115,6.250442341,5.560407496
AT4G22780,ACR7,254300_at,7.640232262,7.468852712,7.304282,5.698947282,6.724240125,5.56272613
AT4G22790,DTX56,254301_at,6.630086508,6.486063487,6.607067207,6.369386658,6.654388144,6.485140648
AT4G22820,SAP9,254276_at,8.686546644,8.569515619,8.213795638,8.285036098,8.474503585,8.231480194
AT4G22830,,254303_at,6.232668722,6.232668722,6.163769014,6.025616442,6.527769284,6.234912171
AT4G22840,BASS6,254281_at,6.202897475,6.54928321,6.106054701,5.944672038,5.926403933,5.924582757
AT4G22850,,254272_at,6.04986919,6.088858236,6.121725677,5.892937181,6.107138733,5.967583613
AT4G22860,,254282_at,4.508432151,4.876091937,4.782888817,4.701002634,4.205041,4.806834332
AT4G22890,PGRL1A,254298_at,10.09814298,10.63834984,11.35673068,10.49687816,10.04889652,11.37994885
AT4G22910,FZR2,254284_at,6.652881447,6.697594358,7.00736267,7.013950402,6.705394856,6.938653456
AT4G22920,SGR1,254299_at,6.553103062,6.713230836,6.981395885,6.736054868,6.511897534,6.939182238
AT4G22930,PYR4,254267_at,8.314589361,8.360271459,8.325372458,8.611528608,8.367713855,8.516552226
AT4G22940,,254285_at,3.948905646,3.440973817,3.313446018,3.419460247,3.66152714,3.453524836
AT4G22950,AGL19,254286_at,3.624410141,3.741586914,3.150547904,3.177852066,3.255254883,3.17106188
AT4G22960,,254287_at,3.898929127,3.836512549,3.906733764,3.82440785,3.843759169,3.95798803
AT4G22970,ESP,254288_at,4.977598818,4.903730011,4.838790848,4.920369943,4.73667357,5.027923513
AT4G22980,,254289_at,4.398003605,5.069297121,4.51173372,4.172399355,4.328695092,4.298097016
AT4G23000,,254290_at,4.794668669,3.997143684,5.181420374,4.481692795,4.794668669,5.077051698
AT4G23010,UTR2,254291_at,9.955114005,9.929208133,9.484819751,9.782436644,9.465611837,9.080143253
AT4G23030,DTX49,254292_at,4.840053303,4.600272397,4.48392726,4.210422004,4.998968613,4.371719949
AT4G23040,PUX13,254268_at,6.293808212,6.290173534,6.477884164,6.371344951,6.495579435,6.270745357
AT4G23050,,254269_at,7.728918427,7.042083134,7.917910478,7.384850061,7.475405897,7.811478225
AT4G23060,IQD22,254293_at,8.192147444,7.88313933,8.154262076,6.703817752,7.696403161,7.110802982
AT4G23070,RBL7,254294_at,4.361463783,4.751035382,4.633785672,5.135926496,4.719969179,4.477784627
AT4G23080,,254295_at,3.384405072,3.435141847,3.372986026,3.146766984,3.234281097,3.403840025
AT4G23090,,254296_at,3.614245507,3.632469539,3.634056344,3.535902244,3.57296588,3.456768539
AT4G23100,GSH1,254270_at,10.69348565,10.3678134,10.05013594,10.41302776,10.84737348,10.40479154
AT4G23110,,254297_at,2.97841171,2.810338083,2.72155518,2.695847612,2.810338083,2.810338083
AT4G23130,CRK5,254266_at,4.635687852,5.838549001,4.250578437,5.238117956,4.899536709,4.428900836
AT4G23150,CRK7,254271_at,3.374641255,3.670481457,2.991001066,3.659246916,3.12977504,3.520371864
AT4G23180,CRK10,254256_at,7.717811638,9.062644062,7.864540849,8.029209204,7.526061775,7.869127099
AT4G23190,CRK11,254241_at,7.264071542,8.080529858,6.493489889,6.998573473,6.65326816,6.46260571
AT4G23200,CRK12,254242_at,5.463602592,7.496225344,6.802677924,7.121448551,5.891693803,6.960895422
AT4G23210,CRK13,254243_at,3.73774088,4.80687761,3.488786765,4.159700012,3.815542654,3.86807235
AT4G23220,CRK14,254255_at,5.383022321,7.179190907,4.689758533,5.949457427,5.490894845,5.172529452
AT4G23230,CRK15,254244_at,3.194441962,4.405634858,3.259095945,3.52690159,3.289609838,3.262616866
AT4G23240,CRK16,254245_at,4.571454747,4.479019564,4.541027245,4.545031536,4.802382853,4.607834673
AT4G23250,EMB1290,254246_at,4.41805129,4.485417658,4.500684077,4.41805129,4.363500673,4.41805129
AT4G23260,CRK18,254247_at,6.938372417,7.330431516,5.526900804,6.911140729,7.113104235,6.522993041
AT4G23270,CRK19,254248_at,7.847633182,8.527430081,7.837420895,7.745830788,7.844023654,7.621798512
AT4G23280,CRK20,254249_at,3.508956684,4.009293758,3.252168167,3.549408899,3.544328892,3.549408899
AT4G23290,CRK21,254250_at,5.934757551,6.911227498,7.917434497,7.19485988,5.562444499,8.015827396
AT4G23300,CRK22,254251_at,5.262857746,5.856895748,6.34569679,5.811603121,5.04792637,6.658010944
AT4G23310,CRK23,254252_at,3.344745447,3.598671624,3.558255769,3.576109711,3.487596344,3.526284177
AT4G23320,CRK24,254253_at,3.699884201,3.704047274,3.594832508,3.698577128,3.716055074,3.669700708
AT4G23330,,254254_at,4.937977312,4.850137297,4.573761624,4.834789751,4.988297409,4.770276153
AT4G23400,PIP1-5,254239_at,10.08416531,9.746121493,10.4902791,10.32930091,10.49695066,10.63366156
