#organism part,guard cells,,,,,,,,,,,,,
#geno type,wild type,,,,,,,,,,,,,
#compound,,,abscisic acid,control,control,abscisic acid,control,control,control,abscisic acid,control,abscisic acid,abscisic acid,abscisic acid
#dose,50?(micromolar),,,,,,,,,,,,,
#ecotype,Col-0,,,,,,,,,,,,,
#sample_source,,,"Columbia wild-type leaves, abscisic acid treatment","Columbia wild-type guard cells, no treatment","Columbia wild-type guard cells, no treatment","Columbia wild-type guard cells, abscisic acid treatment","Columbia wild-type leaves, no treatment","Columbia wild-type leaves, no treatment","Columbia wild-type guard cells, no treatment","Columbia wild-type guard cells, abscisic acid treatment","Columbia wild-type leaves, no treatment","Columbia wild-type leaves, abscisic acid treatment","Columbia wild-type leaves, abscisic acid treatment","Columbia wild-type guard cells, abscisic acid treatment"
Gene ID,Gene Name,DesignElementAccession,GSM486930,GSM486892,GSM486894,GSM486905,GSM486916,GSM486917,GSM486893,GSM486904,GSM486918,GSM486928,GSM486929,GSM486906
AT4G12590,,254830_at,9.254959064,8.786928348,8.820355659,8.627875882,9.92276709,9.516301022,8.553261016,8.396297656,9.106588034,8.811634936,9.785433277,8.574163045
AT4G12600,,254831_at,7.894598183,6.305458839,6.72715673,6.365951473,9.529835282,8.729474046,7.044259502,5.671315185,8.147246801,7.567096062,9.116528444,6.06513894
AT4G12640,,254825_at,3.697236955,3.819835782,3.82044135,3.758017425,3.741926248,3.705872388,3.730070366,3.730653654,3.774910736,3.620596581,4.039534842,3.93830161
AT4G12640,,254826_at,4.347930553,5.535278322,4.784901725,4.710749252,5.281873013,5.280976418,5.200631395,5.265079612,5.49810336,4.35300702,4.453723266,4.714402182
AT4G12650,TMN12,254827_at,9.304679867,9.467314893,8.567561833,8.757462018,10.0527056,9.570768342,8.149441006,9.103935151,9.604206018,8.878193963,9.616356539,8.750745295
AT4G12690,,254787_at,6.767545104,5.391544853,5.613731317,5.550474059,6.023025624,6.497642842,5.070054588,5.303914186,7.382565544,6.830109835,6.003841829,6.08383702
AT4G12700,,254807_at,3.581438691,5.128023406,4.76508217,4.160648661,3.700583285,3.61788706,4.670499957,4.573951661,3.643383128,3.146311858,3.207362721,4.82089824
AT4G12720,AtNUDT7,254784_at,11.74078166,9.931503455,10.25785755,9.498052567,11.39942455,12.37910296,10.04817312,10.22852281,12.04181035,11.64979356,10.66894891,9.787673573
AT4G12730,FLA2,254785_at,9.813979729,9.700557374,8.624080003,8.469884699,10.11129885,10.09812826,8.073202341,9.429857539,10.91028491,9.238041174,9.461217117,8.392995624
AT4G12740,MYH,254808_at,3.703957879,3.085352104,3.357875294,3.344325728,3.285917874,3.256322683,3.373918557,3.273989303,3.122190532,3.339043879,3.413061127,3.32108158
AT4G12750,,254778_at,3.992133727,4.926091914,5.369834212,5.433179848,6.220292774,5.688675585,6.017497022,5.193522557,5.519284775,4.436442925,4.650717983,4.955005467
AT4G12760,,254779_at,6.018701183,5.792406315,6.007624147,5.883170181,5.500789957,6.452786985,6.657511285,6.210566484,5.518713881,6.542710877,5.972813592,5.456667785
AT4G12790,,254788_at,9.419299971,9.565360237,9.485790808,9.395373394,8.968849795,9.004847018,9.605985528,9.371170074,9.08004185,9.40071948,9.58925477,8.695179325
AT4G12800,PSAL,254790_at,12.5085596,11.66415625,10.80282227,9.817936539,13.36160876,12.83257109,10.90296621,10.55455102,13.09853073,12.9018086,13.32632553,9.967832213
AT4G12830,,254783_at,3.346584358,3.829904165,3.504760305,3.891485188,3.847577165,3.611253242,3.745513143,3.786550549,3.447927846,3.83275257,3.912607363,3.92977326
AT4G12840,,254781_at,3.533861019,4.012016477,3.562035175,4.035260975,3.951608705,3.936937557,3.857287841,4.379780163,3.893389715,3.959772888,3.992166602,3.471621227
AT4G12860,CML2,254782_at,4.690520977,4.777413733,4.586009345,4.621131502,4.68399461,4.587134904,4.581236108,4.592973047,4.689414107,4.980871196,5.241299007,4.662573193
AT4G12880,ENODL19,254789_at,6.733508282,5.790239874,5.671382896,5.347181447,7.874791778,7.339976761,5.219523295,5.849626969,6.559016085,6.464735607,8.181737994,5.303984984
AT4G12890,,254786_at,3.18257264,3.063532597,3.262876137,3.205559388,3.169627665,2.994340481,3.129310095,3.264570317,3.067325241,3.06893372,3.371642415,3.620664134
AT4G12910,SCPL20,254791_at,7.623976494,5.00471772,4.570936044,5.423236364,7.463568933,6.185588377,4.74934427,5.259443837,5.61287959,8.040667844,7.75835522,5.37148216
AT4G12920,UND,254792_at,3.547551834,3.440975425,3.42062488,3.473340125,3.327504532,3.350109696,3.679580204,3.444563645,3.336204173,3.467938966,3.588846052,3.696262826
AT4G12930,,254793_at,3.054936771,3.139478353,3.004087484,3.050522673,3.104697774,3.14773766,3.054306302,3.101667958,3.05693175,3.334331466,3.072655953,2.969516471
AT4G12960,GILT,254777_at,3.375843831,3.240243488,3.094566829,3.267858695,3.080633235,3.236338023,3.210144659,3.565750505,3.133742763,3.06369378,3.191591476,3.268847615
AT4G12970,EPFL9,254794_at,3.497837234,3.408395777,3.190890537,3.273087427,3.86876763,3.380921033,3.251606103,3.454172388,4.572956685,3.919374344,3.615773955,3.492057669
AT4G12980,,254746_at,4.717934082,6.094321294,5.568909592,5.373583222,6.736807587,6.320241811,4.821047814,5.92773266,6.891758844,4.958316572,6.020811086,6.06679514
AT4G12990,,254795_at,5.719349973,4.391462975,5.11419543,5.274200493,4.74310531,4.802912709,4.986665515,4.676021084,4.62356891,5.5838373,5.231625947,5.551721966
AT4G13000,,254796_at,4.384105981,4.832746001,4.471159781,4.753399196,4.28048666,4.02151711,4.315667895,4.954473739,4.387852347,4.471421868,4.452978179,4.908938827
AT4G13010,CEQORH,254804_at,11.10762365,10.8317732,10.21278472,11.23081528,10.79336764,11.00505275,10.63252867,11.05031609,10.77516399,11.03494217,10.95742951,10.88305894
AT4G13020,MHK,254747_at,7.115741421,8.653575688,7.971286067,7.74827591,7.72150173,7.252188215,8.13765871,7.832070809,7.631223585,7.326701009,7.433298358,7.798715778
AT4G13030,,254797_at,5.056053803,3.516490432,4.054045615,3.886030349,4.88726895,5.267306533,3.639414139,3.687398466,5.580974912,4.686366512,3.529821636,3.964403282
AT4G13050,FATA2,254798_at,5.336768159,7.963998389,7.863484248,4.701910482,6.961894014,6.519878305,7.766265249,5.591780411,6.892090703,5.927716675,5.787164109,4.560815038
AT4G13060,,254799_at,3.315419069,3.279013386,3.325686893,3.497331996,3.203656664,3.285051116,3.186970214,3.514391195,3.064834426,3.317475311,3.2992862,3.044867319
AT4G13070,,254800_at,3.294442824,3.523192372,3.515083351,3.087751499,3.805255396,4.116650662,3.542807211,3.276122084,3.984184066,3.692212561,3.365287152,3.097361407
AT4G13080,XTH1,254801_at,3.828225387,3.462707845,3.569614031,3.90182465,3.488563711,3.86444062,3.706994368,4.046879485,3.543459828,3.719011577,3.884849026,4.198986534
AT4G13090,XTH2,254802_at,3.533004535,3.487636816,3.305866782,3.486078951,3.568875793,3.450771983,3.404571475,3.536399133,3.558770278,3.344831474,3.590470177,3.387448875
AT4G13100,,254803_at,5.3788191,4.508344586,4.473592812,5.085886677,6.441705893,5.357133779,4.366263683,4.487075599,5.230411953,5.851677952,6.700258218,4.720327105
AT4G13130,,254749_at,3.725885145,3.969010388,3.502351576,3.880962099,3.713735257,3.930116908,3.651773827,3.522947201,3.635451991,3.510182242,3.66388484,3.393493328
AT4G13150,,254750_at,8.44590522,6.731846329,6.715483386,5.864469681,8.212973355,7.968688102,6.543596342,6.345929695,7.308966856,8.200533981,8.887215501,5.866791897
AT4G13150,,254751_at,4.159118041,3.527282665,3.362633131,3.653890727,4.450895297,3.6940084,3.657470437,3.579628639,3.7957349,4.125754605,4.743348292,3.607052826
AT4G13160,,254752_at,5.850212151,4.551531272,4.604990076,4.250933773,4.379343419,4.595623616,4.620858127,5.007007616,4.662807408,5.509473776,5.154590809,3.316207388
AT4G13170,RPL13AC,254763_at,8.05475528,6.916447392,7.229634751,6.955221459,9.23930455,7.981503771,7.145070411,6.75083178,7.870691749,7.780725502,9.432262104,7.238382351
AT4G13180,,254759_at,8.228975048,11.35751163,11.76933903,10.94502655,6.613191877,6.831930067,11.45712055,11.22878171,5.95594084,8.427605811,7.838824811,11.21238118
AT4G13190,PBL24,254753_at,4.018188997,3.769941797,3.986672698,4.092838104,3.832324378,3.981409056,3.978389398,4.200850625,3.909873426,3.923379764,4.303456237,4.081018558
AT4G13195,CLE44,254761_at,6.175868107,3.81847651,3.719254747,3.459172592,3.870237327,3.794103131,3.914233955,3.745487541,3.57615355,5.129801892,7.046205399,3.824329133
AT4G13200,,254760_at,8.054819358,5.81937473,6.114144558,4.851164192,8.371815869,7.955498307,6.387307389,5.627982503,7.822152038,8.029585531,9.048718492,4.943290827
AT4G13210,,254754_at,3.960750714,4.228926064,4.098001232,4.036308238,3.777720224,3.454466564,3.908323961,4.236371958,3.778789031,3.871498204,3.916698291,4.383447776
AT4G13220,,254755_at,6.860244895,5.393808436,5.972701845,5.240483128,6.70052611,6.817328534,5.607153377,5.253304505,6.609302695,6.451811738,8.05371826,5.542505254
AT4G13230,,254762_at,3.462967732,4.041560797,3.598236418,3.957482011,3.442789023,3.425306552,3.30685926,3.422754031,3.495399676,3.611129631,4.06775608,4.031672118
AT4G13235,EDA21,254756_at,3.769325133,3.509077824,3.580814355,3.421611036,3.749098574,3.645568558,3.471147792,3.63125814,3.623984106,3.880807374,4.177416924,3.662710355
AT4G13240,ROPGEF9,254757_at,3.223641345,3.520453663,3.360800172,3.575898187,3.213816022,3.261335972,3.394209709,3.452699021,3.230111828,3.301162351,3.30647021,3.382774071
AT4G13250,NYC1,254764_at,10.46234158,9.009463167,8.7027639,10.43387668,8.062442894,9.197410148,9.33593482,9.66956006,9.062345751,10.59067098,9.656043177,10.42504584
AT4G13260,YUC2,254758_at,5.126261211,5.224289963,5.263709699,4.799753968,5.724993007,5.138748758,5.275284296,5.251631574,5.440211718,5.117871112,5.474736568,5.469038052
AT4G13270,,254765_at,8.770356848,9.050019424,8.969989529,8.935497086,7.606010023,7.712653815,8.957784972,8.819056147,7.77573777,8.289563056,8.494180505,9.045977381
AT4G13280,TPS12,254766_at,3.424698261,3.558652849,3.74484173,3.622581847,3.369118731,3.445647045,3.61887074,3.326484474,3.546227951,3.5482513,3.505300937,3.417122507
AT4G13320,,254768_at,3.665964192,3.800497104,3.840472498,4.396419822,3.575088579,3.75948805,3.99777391,3.772801294,3.66462029,3.802199283,3.814781141,3.89881684
AT4G13330,,254769_at,4.870009899,6.426685432,6.721499184,5.128881009,4.694974353,5.119412771,6.564511443,5.469172205,5.427371834,4.051568524,4.363116526,4.791569243
AT4G13340,LRX3,254770_at,8.116349386,7.702486553,9.225396821,8.138109853,5.293966071,8.868414685,8.488501852,6.667247954,8.657124231,7.767707454,6.145942818,8.574751724
AT4G13345,MEE55,254744_at,6.640830984,10.03802358,9.855851874,10.05658482,7.807212726,6.969331559,10.28618488,9.586703842,7.152387188,7.27992875,7.174609597,9.862582727
AT4G13360,,254776_at,6.103903632,7.239194693,6.643787689,5.576524861,7.700259687,7.451359777,7.256520029,6.644612107,7.709848098,6.435810871,6.325485583,5.154106157
AT4G13380,HIPP18,254771_at,2.970263866,2.94092201,3.110731397,3.07924644,2.980467946,2.989910139,3.026171536,2.977804538,2.970956769,2.937094481,3.055288605,2.860626366
AT4G13390,,254772_at,2.715237955,2.731710689,2.804176152,2.737091234,2.821663259,2.825326276,2.859590436,2.748302438,2.954955408,2.821935007,2.928322222,2.884805873
AT4G13410,CSLA15,254773_at,3.371405064,3.307130551,3.313942122,3.660400715,5.595673057,3.276931384,3.301511222,3.290477159,3.258305594,3.433114079,3.497652419,3.512863815
AT4G13420,POT5,254743_at,3.794370704,3.806059178,3.593862533,3.613332488,3.562661333,3.466691935,3.79520932,3.741559361,3.58453776,3.815974823,3.753193232,4.000606334
AT4G13430,IIL1,254742_at,9.298558809,9.980431703,10.06106556,10.56837964,10.83121168,9.916359269,10.20987913,10.04209592,9.799990073,9.782005602,9.681645622,10.31125026
AT4G13440,,254774_at,3.66575654,3.823560481,3.862920925,3.962255439,3.917156688,3.768564903,3.813919784,3.771588503,3.627308795,3.889522421,3.844742711,3.944675467
AT4G13450,,254775_at,3.640377853,3.36817114,3.493568373,3.646170066,3.437501681,3.618684989,3.426087437,3.558730973,3.594465082,3.691143641,3.690487587,3.64673925
AT4G13460,SUVH9,254745_at,6.644836413,7.182185491,6.840761457,7.782860282,7.024144198,6.988351891,6.724562339,7.340019088,7.415077672,6.720017266,6.541341389,7.708394611
AT4G13480,AtMYB79,254714_at,3.471112416,3.026811952,3.361671914,3.347293124,3.038561358,3.209033714,3.211625888,3.326020638,3.090242306,2.998890059,3.337741055,3.262248589
AT4G13510,AMT1-1,254723_at,10.8730128,11.48913051,11.47348979,10.08112474,11.13855779,11.44667127,11.01378925,10.01264511,10.96442597,10.00423605,10.77563929,10.53314219
AT4G13520,SMAP1,254721_at,10.26007427,9.976851345,10.33547423,9.879250832,10.18328093,9.191292354,10.15551468,9.78096654,9.487087649,10.08430744,10.95661711,9.982007923
AT4G13530,,254722_at,9.925478316,10.34068757,10.03576388,10.53928834,9.390297188,9.673854048,10.32809371,10.24227956,9.778662436,10.15475389,9.56808784,10.45303067
AT4G13550,,254715_at,4.610088772,7.264773837,7.3436425,7.436829541,5.971538523,5.511610067,7.674198729,7.070599296,5.320623222,5.548330772,4.653299704,6.793442302
AT4G13560,UNE15,254716_at,4.883715668,4.146148506,3.769981156,4.135372004,6.057586742,5.186923002,3.799276908,3.860507896,5.283203059,4.70506011,5.003299509,4.188543794
AT4G13570,HTA4,254717_at,3.194422246,3.235338293,3.179968576,3.508278116,3.381596956,3.358483581,3.411001097,3.328910218,3.476897388,3.512719327,3.316466233,3.473662253
AT4G13580,DIR18,254718_at,3.546254436,3.66029323,3.805484884,3.83400969,3.843714769,3.755740667,3.895475935,3.646201615,3.577664943,3.612464949,3.816966097,4.000909893
AT4G13600,,254719_at,3.68427819,3.962469957,3.499540993,3.365257854,3.702297528,3.855240551,3.55383238,3.849413007,3.739849285,3.782790215,3.675191304,3.8220264
AT4G13610,MET3,254720_at,3.70243893,3.410535497,3.464251026,3.541998052,3.669921742,3.294807075,3.484384253,3.623888505,3.651835362,3.662595528,3.586186141,3.434519054
AT4G13630,,254724_at,5.789829478,6.00725766,6.49341348,7.652265703,5.856429168,5.980143656,6.457303998,6.693101705,6.328745685,5.866113169,5.168994742,7.549399853
AT4G13640,UNE16,254682_at,6.381762932,4.925290838,5.209869254,4.673985449,7.360702771,7.288059938,5.229962419,4.768179848,7.705056914,7.054079101,6.410452848,4.138098347
AT4G13650,PCMP-H42,254725_at,3.499941055,3.49536572,3.619517808,3.674597556,3.707723435,3.443089075,3.770559702,3.636773322,3.50188406,3.564559173,3.469813501,3.830826356
AT4G13660,PRR2,254726_at,4.137076408,3.300151348,3.316187846,3.447768927,3.496496666,3.913063466,3.437364752,3.665111925,3.920185738,4.250323045,3.686793757,3.524360782
AT4G13670,PTAC5,254727_at,7.047149774,6.580329837,7.072631538,6.624163745,7.797330327,7.00671162,7.154435657,6.366156505,7.070611556,7.475929769,7.673054527,6.640426672
AT4G13690,,254728_at,3.473553772,3.648323574,3.667612909,3.897954504,3.420354753,3.418406659,3.657400443,3.708082265,3.419808124,3.486197066,3.571205542,3.825338511
AT4G13700,ATPAP23,254729_at,3.458626805,3.355689704,3.522268522,3.557995447,3.32025973,3.524915957,3.244556561,3.4425323,3.437737704,3.118705518,3.434557027,3.682642064
AT4G13710,,254689_at,4.273454216,4.537373139,4.626319361,4.767881934,4.450895297,4.371313309,4.424195104,4.702904914,4.657737131,4.299073145,4.304232941,4.406025689
AT4G13720,,254686_at,5.321666952,5.211792466,5.571267238,4.413821169,7.049078088,6.659879314,5.744887669,4.5412635,6.770018837,5.908724646,6.449062225,4.555828714
AT4G13730,,254730_at,7.003965481,6.96961687,7.420592979,6.751292237,7.316384695,7.393240867,7.208301149,6.784270896,7.380799051,6.517999655,6.962988668,6.329226689
AT4G13750,NOV,254731_at,3.710081821,3.911528047,4.41855431,5.357733128,3.868995085,3.472258186,4.445179257,4.449931826,3.611868959,3.537108112,3.955424602,4.826265057
AT4G13750,NOV,254732_at,3.930632411,4.907266882,5.265994729,5.095678744,4.832258034,4.938121275,5.310775149,4.982681104,5.362775249,3.847042468,4.019652377,4.841773048
AT4G13760,,254733_at,2.849771498,2.939595827,2.854196414,2.962334753,2.992013554,2.814948459,2.873253565,2.895903009,2.930844437,2.907010854,2.899201082,2.883797174
AT4G13770,CYP83A1,254687_at,6.466611591,5.02646503,4.596929582,4.382959119,10.8799102,9.598058452,4.862099277,4.966467558,6.174268921,8.556859424,8.886944461,4.649111292
AT4G13780,,254734_at,7.105691898,8.684061657,8.592128135,8.146544637,8.658339525,8.810871096,8.613930156,7.803446972,8.715644011,7.332834871,7.173164407,8.041803265
AT4G13790,,254685_at,3.841650415,3.161434142,3.209708178,3.178010786,3.093647176,3.203141508,3.253954684,3.204386287,3.18257032,3.589117286,5.139633543,3.173838258
AT4G13800,,254683_at,4.643779291,3.617827388,3.727879313,3.594063647,4.08698055,3.733621312,3.886100608,3.685157052,3.60246299,5.157922734,6.223544039,3.661515869
AT4G13810,RLP47,254735_at,3.652009532,3.02931018,3.200583723,3.152001771,3.436711901,3.453615215,3.089636839,3.115958436,3.088636919,3.256743134,3.705307257,3.042179371
AT4G13820,,254736_at,3.645439222,3.510226562,3.552106414,3.932493823,3.817374666,3.822312086,3.610794856,3.661669461,3.829536327,3.565634542,3.766579129,3.66423197
AT4G13830,ATJ20,254688_at,10.232027,8.503907541,8.911001892,7.821888209,10.20754077,10.86159308,9.35195613,7.193803503,10.90049117,10.51241196,9.321025397,7.93176983
AT4G13840,CER26,254737_at,6.080423896,6.262580991,4.800458958,4.672757357,8.026860382,7.266491442,4.664014135,6.109666222,6.509970437,6.879266276,7.732568395,4.917349516
AT4G13850,RBG2,254684_at,9.487066821,9.2546095,8.564211485,8.874136679,10.65082741,9.197630408,8.820335357,8.797810567,8.328686765,8.975250797,11.2212344,9.021931337
AT4G13860,,254738_at,3.53578308,3.262675262,3.545925793,3.580785476,3.705406273,3.633700381,3.494779256,3.207611799,3.731229056,3.831861108,4.873502504,3.641698446
AT4G13880,AtRLP48,254739_at,3.414497537,3.551945671,3.11030214,3.537777436,3.389701076,3.347467249,3.39658542,3.3620509,3.306187356,3.661150352,3.728141293,3.794000957
AT4G13920,AtRLP50,254741_s_at,6.419665631,3.846010563,3.557908466,4.450825898,4.832727483,4.064167803,3.822106504,3.67066328,3.955624169,5.740558413,5.166069315,3.982559987
AT4G13940,SAHH1,245356_at,12.29897379,11.11436715,10.60977301,11.13983047,12.0920186,12.32871103,10.65911153,11.1127796,12.27161793,12.01803204,12.13505071,10.75358478
AT4G13950,RALFL31,245310_at,8.075261649,5.154359129,5.995054617,5.86447905,6.750168314,6.788045373,5.300032719,6.081270481,6.666843119,8.121019547,8.388999543,5.553818678
AT4G13960,,245652_at,3.181970825,3.198132247,2.966335255,3.219720148,3.186140936,3.05774381,3.213294686,3.188077337,3.112049881,3.226318182,3.331607816,3.508789575
AT4G13980,HSFA5,245283_at,4.988322231,6.263754046,5.773152978,5.882579754,6.122545517,6.002793015,5.852372735,6.02686329,6.078251901,5.368246817,5.165500139,5.76304606
AT4G13985,FBD1,245653_at,3.217334631,3.16463972,3.209708178,3.29680037,3.170453979,3.059655645,3.209733301,3.117326313,3.235402199,3.306030302,3.302799049,3.316207388
AT4G13990,GT14,245619_at,3.803335199,3.797403537,3.737035908,3.998194519,3.915346316,4.053636933,3.610989547,4.210407783,3.849940325,3.732758461,3.791925296,3.842898608
AT4G14000,,245316_at,8.53363699,8.004026845,8.333815401,7.784359066,8.056138745,7.995148872,8.242847966,7.462407306,8.28587988,8.391905774,8.564042292,8.135194412
AT4G14010,RALFL32,245386_at,9.725775966,4.137365143,4.575745948,5.854714739,6.401849873,6.091212632,3.93678313,5.037072737,6.922074729,9.896290988,10.0155841,6.876836113
AT4G14020,,245385_at,10.42364965,3.598164624,4.274464694,4.246284965,7.462324282,8.437374211,4.271017015,3.881888082,7.574567074,10.15006347,9.766773204,4.630545803
AT4G14050,PCMP-H13,245620_at,3.129857895,3.431596029,3.286111119,3.38956699,3.585571174,3.084894665,3.540635338,3.451799984,3.164777407,3.34256978,3.24220466,3.354567204
AT4G14060,,245267_at,3.290293677,3.318569211,3.373760348,3.804119419,3.340095651,3.275091638,3.541713697,3.02818733,3.118530406,3.34762837,3.369936469,3.38977887
AT4G14070,AAE15,245621_at,5.750567969,6.494675757,6.361032697,5.986771371,7.736621574,7.653386045,6.920267046,6.04153248,7.583098279,6.402090317,6.226038284,5.279526172
AT4G14080,A6,245622_at,3.665396739,3.171321025,3.223482002,3.188223824,3.310004761,3.413669223,3.243401141,3.302808493,3.242444718,3.19990837,3.088745835,3.417139979
AT4G14090,UGT75C1,245624_at,3.806495984,3.960631364,3.841870492,3.83731848,3.825680824,3.832449286,3.767189522,3.981182257,3.689017809,3.951437289,4.014507197,3.866467167
AT4G14100,,245326_at,5.840074075,4.849469082,4.71539969,4.804459533,6.173447997,5.789569005,5.138421275,5.094779977,5.465116135,5.787804299,6.746543332,4.912527875
AT4G14110,CSN8,245255_at,8.025172604,7.122426821,8.294811102,8.009229722,7.666388774,7.69911069,7.814011867,7.754804829,7.888001686,7.643431072,8.150083543,8.089388983
AT4G14130,XTH15,245325_at,8.811251797,3.499501091,3.675691468,3.967978619,5.6268029,5.11728954,3.625656143,4.140604304,10.65974227,7.30094841,5.035099091,4.019243257
AT4G14150,KIN12A,245259_at,3.31310109,3.576764139,3.393202844,4.062330174,3.132627136,3.089408957,3.515729355,3.634615007,3.186861591,3.128029211,3.280584571,3.664746121
AT4G14160,,245625_at,7.897032825,8.773049889,8.470892582,7.992361446,8.636671079,8.451117231,8.24251054,7.754896097,8.494943236,7.600889637,8.276978017,8.020807101
AT4G14170,PCMP-E17,245595_at,4.067171864,5.090047841,4.281287437,4.474565653,4.307394998,4.023274715,4.57807478,4.524070002,4.041983298,4.148001292,4.316952751,4.388694215
AT4G14180,PRD1,245596_at,3.313172776,3.263970093,3.292128641,3.188223824,3.178738471,3.24374788,3.315212547,3.303186419,3.285708565,3.260475499,3.213338164,3.395004961
AT4G14190,,245597_at,6.305933211,6.076443367,6.041335311,5.419112191,6.228441534,6.301091728,5.993111435,5.284497208,6.38062319,6.451679504,6.801448213,5.315379031
AT4G14200,,245598_at,3.877955587,3.935561436,4.076035245,4.022655258,3.767211997,3.810410498,3.702233865,3.9098884,3.912615544,3.742921273,3.810799371,4.051856108
AT4G14210,PDS,245284_at,7.280116598,8.3196446,7.610100726,7.462282072,9.113380147,8.447764005,7.932912595,7.102893944,8.214521821,7.589288727,8.190803232,7.521954444
AT4G14220,RHF1A,245599_at,7.08894226,8.716098762,9.18488767,8.35543431,6.123671238,6.241338721,8.465125851,8.279350891,5.96962863,6.049411423,6.405537091,8.913251243
AT4G14230,CBSDUF2,245600_at,7.411555253,6.45958237,6.305039139,6.454905208,8.264280387,7.633053818,6.193940628,6.222799205,7.360885632,7.631866469,7.765910266,6.34249439
AT4G14240,CBSDUF1,245601_at,5.182711671,5.458603148,4.77449543,4.22373858,6.527530229,6.306010619,4.99125884,4.848556295,6.21350034,5.187012978,5.457359589,4.056648147
AT4G14270,CID2,245602_at,10.39467951,6.953429559,7.945810419,8.001537868,9.778152816,9.060887325,7.628124981,8.029891687,9.003559797,10.50421499,11.27164238,8.252055046
AT4G14290,,245604_at,3.990973937,5.387753782,5.611491854,5.250180153,3.895731533,3.77825928,5.166430352,5.245714204,3.775707352,4.30026039,3.518056,5.513826319
AT4G14300,RNP1,245605_at,7.919506341,9.488380227,9.824700552,9.703165433,8.611907732,8.020687115,9.508981706,9.432331619,8.242674236,7.808859492,7.992498,9.790538528
AT4G14320,,245311_at,10.46880066,7.175887194,8.087277986,8.4219602,10.55932321,10.17213742,8.359650412,7.873556496,9.809209436,10.25211488,11.08361594,8.204149529
AT4G14330,KIN10A,245607_at,3.310908003,3.171217016,3.320984397,3.561869513,3.210534621,3.182349434,3.172538181,3.192675546,3.268637716,3.433018142,3.505300937,3.382667527
AT4G14340,CKL11,245294_at,7.098262035,7.070126816,6.904002137,7.144546882,7.526771303,7.044847049,7.174919221,7.065881271,7.55922072,7.424430301,6.775417106,7.236973874
AT4G14350,,245608_at,6.66525306,8.897299591,8.775775335,8.632827558,6.739881616,7.051600625,8.869486782,9.268550983,7.277554087,6.766661501,6.5128967,8.466715702
AT4G14360,,245274_at,8.351549253,8.472855981,7.733251577,7.074367849,9.056367143,9.016099659,7.490342074,7.842521481,9.392194073,8.054005402,8.188584388,6.881969374
AT4G14365,XBAT34,245329_at,10.67229472,8.869934474,9.039285529,7.669230331,11.06521758,11.72796928,7.721490191,8.73888426,10.97575395,10.00859515,9.748111309,8.222703216
AT4G14368,,245609_at,2.940590735,3.051687209,3.062277912,2.948156205,3.048179405,2.997206503,3.138513833,3.117690556,2.949887441,3.117197387,3.023769343,3.077588297
AT4G14380,,245610_at,3.789731024,3.772794789,3.992129401,3.933495199,3.699178225,3.816121424,3.838868091,4.561981548,3.669628995,4.003074351,3.864513583,4.388919429
AT4G14385,,245261_at,6.695211569,6.761872979,7.448706254,7.245715055,6.047986146,6.591835437,7.603997603,7.428818805,6.690317173,6.957139026,6.838653876,6.811631898
AT4G14390,,245611_at,4.275044269,3.652476588,3.798228214,3.949719902,4.054048087,4.040381597,3.813510161,3.649116579,3.992428019,4.027048458,3.906718817,3.805160906
AT4G14400,ACD6,245265_at,4.917522143,3.375030821,3.447142888,3.252928409,8.608124806,8.591192419,3.447771319,3.814143466,7.69232906,4.161570286,5.837110811,3.914218375
AT4G14410,BHLH104,245331_at,9.496048876,7.423000048,7.777610992,7.089096665,8.535251618,9.035120702,7.657103221,7.267841115,8.893581011,9.617859015,9.260494948,7.32050213
AT4G14420,,245340_at,10.6407341,9.016102585,9.809725868,9.034288937,9.713671369,8.959158309,9.521472332,9.798488743,8.555631577,9.862366374,11.08961609,8.697761061
AT4G14430,ECI2,245359_at,8.902997152,8.200005622,7.573190682,8.175478093,8.059494367,7.522729831,7.951354253,8.476696885,7.621828097,8.548367432,9.373137121,7.766565236
AT4G14440,ECI3,245612_at,9.089260575,10.69277544,9.936944827,10.10666412,8.900651574,8.681141602,9.869438426,11.25155222,7.748940856,9.82497714,9.779212018,9.584050109
AT4G14450,,245613_at,6.109002529,8.814969164,8.389896255,7.676253907,5.83733042,6.538426464,8.248190108,7.875885319,5.283750581,6.179647927,7.057294584,7.523734293
AT4G14465,AHL20,245328_at,3.702767035,3.92965495,4.11051813,4.339733515,3.862066763,3.705560227,3.909478944,4.196119642,3.733919324,4.103499744,3.882782906,4.249456478
AT4G14480,BLUS1,245616_at,3.851921476,9.291811176,8.522587573,6.182081505,4.775992708,4.524231107,8.793957608,6.568938059,5.615123304,3.83121156,3.681848755,5.62717589
AT4G14490,,245617_at,3.212401999,5.534377696,5.509858012,6.012399038,3.401229671,3.187065203,6.4498598,5.629578053,3.114050187,3.254265973,3.219406601,5.227104332
AT4G14500,,245269_at,8.13957326,9.087919439,8.220695721,9.640933194,8.359576332,8.458194383,8.357230693,9.380396715,8.627809028,8.15421296,7.775238136,9.877723593
AT4G14510,CFM3B,245618_at,4.046135912,5.668914971,6.139488962,4.827733322,5.982800837,4.848919491,6.365867119,5.335739299,4.793545058,4.074144753,4.401580978,4.50024549
AT4G14530,,245591_at,2.990995965,3.200915929,3.1435312,3.56418651,2.93323974,3.157957455,3.12657431,3.180331694,2.997181218,3.217158626,3.23378947,3.602242441
