#organism part,guard cells,,,,,,,,,,,,,
#geno type,wild type,,,,,,,,,,,,,
#compound,,,abscisic acid,control,control,abscisic acid,control,control,control,abscisic acid,control,abscisic acid,abscisic acid,abscisic acid
#dose,50?(micromolar),,,,,,,,,,,,,
#ecotype,Col-0,,,,,,,,,,,,,
#sample_source,,,"Columbia wild-type leaves, abscisic acid treatment","Columbia wild-type guard cells, no treatment","Columbia wild-type guard cells, no treatment","Columbia wild-type guard cells, abscisic acid treatment","Columbia wild-type leaves, no treatment","Columbia wild-type leaves, no treatment","Columbia wild-type guard cells, no treatment","Columbia wild-type guard cells, abscisic acid treatment","Columbia wild-type leaves, no treatment","Columbia wild-type leaves, abscisic acid treatment","Columbia wild-type leaves, abscisic acid treatment","Columbia wild-type guard cells, abscisic acid treatment"
Gene ID,Gene Name,DesignElementAccession,GSM486930,GSM486892,GSM486894,GSM486905,GSM486916,GSM486917,GSM486893,GSM486904,GSM486918,GSM486928,GSM486929,GSM486906
AT1G70920,ATHB-X,262311_at,2.902018085,3.028691476,3.10084853,3.062622517,3.008389601,2.988881615,2.894855787,2.95987134,3.102884575,3.187511524,3.039112177,3.118200162
AT1G70940,PIN3,262263_at,5.135237821,5.443866919,4.687295819,4.646401641,9.136281351,7.261809753,5.022994601,4.900679097,9.580780903,5.092487537,6.469173939,4.345004122
AT1G70950,WDL7,262305_at,3.470759031,3.360850553,3.475371123,3.740876686,3.258498602,3.246332355,3.19248237,3.456587903,3.471015779,3.515737193,3.679190147,4.026225725
AT1G70985,,262290_at,4.484320678,3.663060079,3.604579626,3.700453027,4.029288222,4.04286885,3.940777138,3.900724997,4.935850148,4.072581154,4.444343224,4.257719959
AT1G70990,,262315_at,5.057361254,3.9456938,4.189926647,4.028149288,4.277947848,4.313932521,4.103912438,4.072771623,5.181614124,4.627843541,4.354779558,4.629371462
AT1G71000,,262307_at,4.066392706,7.523805786,8.373057864,9.521147635,3.506338817,3.701361446,8.290046098,9.547263293,3.436623793,4.149929903,4.649656611,8.868093657
AT1G71010,FAB1C,262308_at,5.745222388,7.695713828,7.888045595,7.967545583,7.316434535,7.309935836,8.00574414,8.564844442,7.626657532,6.13142698,5.93255379,7.292836777
AT1G71020,PUB10,259741_at,5.160004477,7.238237973,7.01313576,6.25368181,6.872924614,6.959326853,6.794705702,6.243722015,8.243875375,5.588977717,5.368344291,6.537480606
AT1G71030,ATMYBL2,259751_at,11.1260118,7.859617824,7.516807112,6.394190021,11.05358968,12.14719123,8.24704866,6.807392914,11.78635991,11.66010533,9.562478862,7.199903735
AT1G71040,LPR2,259752_at,9.20768467,5.322603603,5.623258831,5.526653553,8.683506896,9.380170345,5.220850316,5.836124779,9.259515588,9.264753536,7.982400955,5.789050368
AT1G71050,HIPP20,259753_at,4.71866126,4.744416713,4.644377195,4.543355682,4.747665771,3.548339657,4.060075727,5.346025836,4.520068788,4.961911624,5.64214703,4.713761877
AT1G71060,,259746_at,3.231813757,3.252885743,3.209708178,3.203664067,3.738903683,3.164157216,3.38408448,2.983222952,3.189292208,3.216575532,3.17478395,3.412220475
AT1G71070,,259755_at,6.736425694,6.759452621,7.141004596,5.981634392,7.24037986,7.287980968,6.510505466,6.800120937,6.534766158,6.821447296,7.123289789,6.408325796
AT1G71080,,259756_at,6.929846276,7.168799821,6.75766501,8.734717603,8.712234973,8.148421322,7.173470838,9.28811064,7.995487397,7.366961513,7.370232563,8.494832232
AT1G71090,PILS2,259754_at,9.193636025,7.650863995,7.552350968,7.267579912,8.806316973,8.960479349,7.591104384,6.960299443,8.540568962,8.902464286,9.281799977,7.763543206
AT1G71100,RPI1,259749_at,8.254576739,8.159233473,8.054839221,7.646959446,6.884070794,7.037051125,7.576579928,7.638664559,6.575526686,7.978448729,9.131015844,7.607919754
AT1G71120,GLIP6,259742_at,4.015340526,4.019878499,3.872938297,4.269971125,3.843155904,3.861909766,4.084275018,3.912346258,3.977669784,4.025056454,4.091797139,4.093494682
AT1G71130,ERF070,259750_at,7.68471129,5.677399586,6.733926947,6.633083571,6.631623209,6.733027606,6.046497098,6.609394909,6.68150701,7.809032098,7.718979493,7.12583244
AT1G71140,DTX14,259743_at,6.98971214,4.255337242,5.006172251,6.309873085,6.013743659,5.247820512,4.612733395,5.202939591,4.811242244,7.150052769,6.899365989,6.42591867
AT1G71160,KCS7,259744_at,3.411579089,3.488022167,3.602168794,3.889750727,3.366836934,3.36382647,3.436579168,3.631511744,3.482179784,3.433806584,3.488878718,3.396202028
AT1G71170,,259747_at,6.440349725,5.538760908,5.66636775,6.560551343,6.270993958,6.192432519,5.467624865,6.135853683,6.360808152,6.687842189,6.634729559,5.974986148
AT1G71180,,259748_at,5.760866288,5.401712851,5.633212066,5.500214078,5.978741441,5.485213656,5.308363304,5.570773996,5.755053859,6.065723082,5.903087743,5.514632889
AT1G71190,SAG18,259745_at,8.810681526,9.057039985,9.185098291,8.707590798,7.254728614,8.05138533,8.792783103,8.80750982,7.561957265,8.643602689,8.641893532,9.147609719
AT1G71200,,259898_at,3.611740676,3.38467568,3.549518614,3.374187605,3.431950802,3.70659365,3.326335512,3.379348764,3.419340204,3.654322853,3.547918158,3.431787769
AT1G71210,,259899_at,3.511177921,4.705483092,4.855393576,5.020368402,5.584426888,4.923333849,4.748704609,5.76284382,4.900308408,3.365955791,3.936038645,4.525003878
AT1G71220,EBS1,259936_at,5.747114823,5.874764068,5.648666148,5.835305666,7.894800007,6.912337611,6.026740927,6.106119162,6.337164478,5.396818491,5.660708677,5.4840494
AT1G71230,CSN5B,259900_at,5.280861969,6.123956076,6.556006012,6.229541356,5.086060758,5.371551371,6.364867378,6.374048525,5.103600497,5.446575569,5.064150927,6.444341092
AT1G71250,,259935_at,3.653309655,3.479758458,3.443966392,3.448952858,3.152231983,3.280326317,3.292887594,3.558579766,3.227039594,3.139856822,3.381701652,3.422753663
AT1G71260,WHY2,259942_at,4.974240529,6.879414871,6.634993822,6.179716132,7.849846272,6.759644552,6.696777737,6.461159257,6.846647984,5.183633663,6.299081814,6.148849972
AT1G71290,,259940_at,2.849785817,3.258979483,3.068506297,3.342809708,3.078077533,3.049352048,3.101311143,3.022864476,3.067024409,2.98230987,3.103129521,3.231334056
AT1G71310,RAD52-1,259938_at,7.47401396,7.263177924,7.477869256,7.542770372,6.73202471,7.072494239,7.076884949,7.232885762,6.62614896,7.426560403,7.967444454,8.017805122
AT1G71340,GDPD4,259934_at,5.487560952,5.867199506,6.771247159,6.573147032,6.053913985,5.849857681,6.309649257,6.283741805,5.738890532,5.703360421,5.654514852,6.055050327
AT1G71380,CEL3,259897_at,3.439610593,3.394887657,3.22970806,3.38531648,3.274936523,3.33600329,3.160916698,3.371783975,3.243292721,3.277649158,3.211647549,3.711971181
AT1G71390,AtRLP11,259893_at,3.358972948,3.244308481,3.454952516,3.484528697,3.24950931,3.360239846,3.137299883,3.231626133,3.112021599,3.121043369,3.51560489,3.364304949
AT1G71400,RLP12,259952_at,3.410343364,4.586941718,5.167493392,4.132761736,4.992603609,5.519990288,5.348804977,3.46629163,4.432313945,3.367837565,3.711748023,4.307235993
AT1G71410,,259950_at,6.847129554,8.341036637,8.374824139,7.788453407,8.062545655,8.516533367,8.179458566,7.480332059,8.455725211,6.785053739,6.238509616,7.40963742
AT1G71420,PCMP-H70,259949_at,3.283546334,3.530843322,3.679535616,3.56307482,3.507363274,3.328669724,3.485756595,3.496878969,3.372645572,3.431295246,3.302334362,3.61482418
AT1G71430,,259894_at,7.280923056,5.419100468,5.623286464,6.11222971,6.401647733,6.039297306,5.620178916,6.174693731,6.095441005,7.184263228,7.282594736,5.954001875
AT1G71440,TFCE,259895_at,5.741488199,6.62644863,6.55635464,5.644645712,6.789028449,6.896952115,6.28671015,5.949441823,6.268198324,5.873259227,6.104587961,6.009328731
AT1G71450,ERF021,259946_at,4.682015617,4.373533898,4.488974788,4.603232354,4.213968693,4.310505291,4.469678073,4.292969854,4.374154351,3.961729086,4.547209422,4.841819627
AT1G71460,PCMP-A3,259945_at,3.548165305,3.839119546,3.792868886,3.642388141,4.297160935,3.802531707,4.175596412,3.991325749,3.434804617,3.388716613,3.415771262,3.979452113
AT1G71470,,259944_at,3.548696027,3.685057467,3.291067233,3.646462443,3.35785518,3.377485103,3.458931326,3.480709034,3.316063314,3.526637526,3.500876313,3.311173481
AT1G71480,,259943_at,6.700165835,7.9011672,6.906847233,7.883942969,7.908295892,7.398587571,7.129336359,7.78143375,6.866267571,7.498598776,8.115320414,7.867704327
AT1G71490,PCMP-E67,259951_at,3.74346992,3.717169041,4.003620055,3.751989432,3.797670104,3.630439972,3.967931996,3.50064822,3.728954792,3.739027762,3.742231481,3.806906675
AT1G71500,,259896_at,8.283670398,9.563543704,9.477280326,8.485186597,9.693014626,9.731361678,9.494968338,7.789707711,9.611166016,9.167748952,8.793434426,8.550064299
AT1G71530,,259947_at,3.800529602,4.759996269,5.506355413,6.510998096,3.595460992,3.49459727,5.116182438,4.979089108,3.742609136,3.739032242,3.914574535,5.419760691
AT1G71680,,261532_at,3.414731648,3.480781582,3.371417074,3.496192686,3.433826275,3.469358049,3.487719009,3.219763972,3.300039638,3.412640309,3.910829223,3.32883597
AT1G71690,,261533_at,4.505396454,4.448062467,4.380189274,4.521267489,4.160262462,4.228057812,4.321289713,4.901449366,4.451078313,4.561674762,4.684168568,4.382332437
AT1G71691,,261503_at,4.158243157,3.889054059,3.958057579,3.909911868,3.758263234,3.665910452,4.168148635,3.931168473,3.797896654,4.229712835,3.88497928,4.564502483
AT1G71692,AGL12,261504_at,3.527019737,3.226634431,3.081739892,3.213470097,3.183553392,3.209121886,3.226327883,2.996274249,3.066064105,3.139541971,3.169847367,3.061635086
AT1G71695,PER12,261518_at,4.662844663,3.751986052,3.451260143,3.501153335,6.733167179,6.150294391,3.920354304,4.04528869,6.797218035,4.946410646,4.465031235,3.549711705
AT1G71696,SOL1,261505_at,5.521511422,4.854559611,4.811553331,4.903701526,4.936998908,4.89001381,5.135135405,5.098250514,4.956810781,5.499315721,5.059886921,4.63414436
AT1G71697,CK1,261506_at,8.900070279,11.20536873,11.28761005,11.74718268,7.66479395,9.096156638,11.42543633,11.80068336,8.179183819,8.704539566,8.180707609,10.94940498
AT1G71710,IP5P3,261522_at,5.598380681,7.23336432,6.481711889,5.019029913,7.239254906,6.644253491,6.858930051,6.028619865,7.276380749,5.871677333,5.955759229,5.299129364
AT1G71720,,261507_at,4.990405346,6.911355004,6.88515548,6.73026519,6.80724833,6.634496734,7.516389989,6.648633153,7.225828769,5.599860913,5.124809006,5.593934472
AT1G71730,,261508_at,7.541161532,7.090279111,7.111370129,7.530299325,7.478522763,7.992993318,7.390931928,7.08578376,8.240778016,8.018384335,7.238890093,7.549073373
AT1G71740,,261509_at,5.07769393,4.895036217,4.819578549,5.165229674,4.521277312,4.685964385,4.591772419,5.25333588,4.694617467,4.98745874,4.916843648,4.943525229
AT1G71750,HGPT,261516_at,6.37467975,6.872329373,7.012982045,6.633014517,5.30740307,5.762693891,6.792039945,6.548514123,4.92755707,6.349220711,6.853594466,6.679543841
AT1G71760,,261510_at,3.473014718,3.383412619,3.568233982,3.462681556,3.315736691,3.594209302,3.383681487,3.601440617,3.392351817,3.537197631,3.807660317,3.702266063
AT1G71770,PAB5,261511_at,4.926250958,6.108514269,6.116758822,7.017115957,3.924744435,4.395268469,5.899544124,7.100734945,4.054571318,5.036535043,4.64851413,7.055599125
AT1G71780,,261517_at,8.29079892,8.871743321,9.113352079,9.249027194,7.416209638,7.330622437,8.723286393,8.858388015,7.43506395,7.949857622,8.412197522,9.714715316
AT1G71790,,261512_at,6.9302137,4.798275447,5.403922823,5.427008343,6.486151892,6.371020783,4.666132363,4.993024588,7.07792937,7.463954305,7.043068478,5.50026772
AT1G71800,CSTF64,261515_at,6.770270697,6.589703685,6.467931179,6.063464041,7.504474077,7.470578204,6.564394105,6.146917223,7.28277991,7.086372142,6.876242662,6.433657845
AT1G71810,,261519_at,5.088099344,5.400844818,5.26657767,5.694603631,6.338097626,5.281831201,5.165448033,5.808300839,4.998878233,4.775983135,5.628513632,5.137317143
AT1G71820,SEC6,261520_at,6.679601215,8.351874045,8.01990024,7.793537932,8.138380304,7.973733248,8.056824872,8.376146041,7.970435957,5.832614914,6.823884338,7.203231336
AT1G71830,SERK1,261521_at,3.237635595,4.922772248,5.100878156,4.125453732,3.548867845,3.176012269,3.897903644,3.644117776,3.423975138,3.344484928,3.232805717,4.55350881
AT1G71840,,261513_at,7.706594099,8.86896193,9.069196515,10.37683912,8.110843905,8.093363114,8.95374446,9.580087966,8.020425939,8.094791593,7.566150511,10.72445606
AT1G71850,,257487_at,3.547852812,4.923056584,4.948265454,4.470354935,4.716843222,4.32767321,4.563462686,4.397564213,4.373577739,3.289709486,3.815105107,4.425976661
AT1G71860,PTP1,261523_at,8.836153972,9.294678436,9.186964541,8.289530963,8.919590694,9.366684653,9.2004972,8.170436988,9.508591169,9.049830994,8.385465751,8.370146297
AT1G71870,DTX54,261514_at,3.891249562,5.446797326,4.560748351,4.556478432,4.34040199,4.238466081,4.606687984,4.4302069,4.101738201,3.799309804,4.372668782,4.161438024
AT1G71880,SUC1,260143_at,8.642230166,7.484799048,7.099946867,5.479554131,10.77400313,10.0072621,6.805869575,6.007896015,10.17495169,8.525756987,10.29062958,5.699453005
AT1G71890,SUC5,260170_at,4.371140983,3.519584575,3.80400071,3.653890727,3.758250411,3.735750632,3.727382652,3.741559361,3.893033149,4.985891394,4.521800822,3.808156866
AT1G71900,,260142_at,6.832516598,7.197131389,7.372733881,6.875596079,6.597069377,6.932227843,7.142995803,6.872261155,6.756370025,6.745614114,6.859287387,7.380708724
AT1G71910,,260171_at,8.097663146,4.515825603,4.445695708,6.155603454,4.50006567,4.858012368,4.575795507,5.182587469,4.7795929,7.476155052,7.867553149,6.685174391
AT1G71930,NAC030,260173_at,3.727197758,3.032112993,3.224126441,3.307240883,3.357497127,3.158227278,3.185741061,3.339916877,3.345337464,3.373109687,3.238032135,3.399486975
AT1G71940,,260174_at,8.633107759,7.842052047,7.628554652,9.002760473,6.546105102,6.727267644,7.579236922,8.96621808,6.419511814,8.360135532,8.652723142,9.02539451
AT1G71950,,260176_at,10.6950819,9.60408675,10.48899127,11.47713926,8.758681761,9.57195668,10.3873299,10.68794073,9.193928531,10.66358261,10.36946498,11.39309129
AT1G71960,ABCG25,260144_at,6.894588054,4.744752628,4.630502462,7.689314923,5.08425373,4.717173246,4.608485782,8.130780479,5.015734983,6.792317519,6.708966946,7.662797199
AT1G71970,,260167_at,8.118876223,6.129251882,5.571765083,5.087684956,8.073093495,8.003453278,5.370864969,4.999647814,8.367364772,7.570017026,7.228135203,5.094594889
AT1G71980,RMR2,260168_at,8.215171011,9.107978958,8.591734219,8.239039023,8.715133914,9.014576017,8.675678183,8.212099323,9.582477703,8.132955703,7.940975053,8.699269122
AT1G71990,FUT13,260169_at,5.330524911,5.699311441,5.723722181,5.183420882,5.712527019,5.223467236,5.497856869,5.173082968,5.785944851,5.102778839,5.466725488,5.483047043
AT1G72000,INVF,260175_at,4.827954262,4.325677564,4.642733664,4.826679775,4.300221216,4.415899247,4.332471096,4.578838187,4.546110836,5.184803153,5.022706681,4.932632401
AT1G72020,,256342_at,11.20275625,10.16669653,9.674068065,9.645659637,10.7058484,10.09312183,9.835797364,9.650036348,10.05605923,10.82070098,11.81774488,10.07408483
AT1G72030,,256336_at,8.068816305,4.844327594,4.823931052,7.777795595,7.538530605,6.699570058,4.46031784,8.023406029,6.447953735,7.976643332,8.179163677,7.67941246
AT1G72040,,256341_at,5.01878872,7.544999054,6.83908091,8.405782953,7.502023676,6.758550949,7.368571992,7.467648703,6.783366846,6.024411354,6.439957392,7.81260554
AT1G72050,TFIIIA,256344_at,6.4972299,7.638107706,7.743959299,8.109380079,6.784570352,7.516356411,8.372610865,8.1699469,7.387060206,6.517999655,6.318740801,7.663802267
AT1G72060,,256337_at,10.80486722,5.901574827,7.497996276,6.076638401,8.498750733,10.32179441,7.764339866,6.000561396,9.533362464,10.2462801,8.220578513,7.409658474
AT1G72070,,256340_at,6.51871433,5.762096151,5.945451813,6.174916696,4.628433152,5.738267331,6.077583631,6.675946792,5.993872861,5.974389181,4.916581511,6.364092158
AT1G72080,,256339_at,3.670821283,3.60046337,3.473998162,3.92575769,3.525604397,3.596286578,3.672584822,3.959437841,3.675652473,3.772707446,3.639768245,3.972700826
AT1G72090,,256343_at,3.890697205,3.993452448,4.336084475,3.774668135,5.49514586,5.458027047,4.273089253,3.459948562,5.454639243,3.586347972,4.061192509,3.822661739
AT1G72100,,256338_at,3.469770245,3.295734313,3.536404038,3.849175294,3.433210439,3.545686684,3.484893067,3.737468749,3.230799512,3.277649158,3.426262657,4.2465488
AT1G72110,,256335_at,3.89616974,3.379579581,3.306119082,3.40371843,3.629448772,3.447889971,3.58730681,3.811493428,3.26424574,3.901597637,3.544037387,3.410916736
AT1G72125,NPF5.13,256334_at,3.867075924,3.317259102,3.439048674,3.838064329,3.528691091,3.536934436,3.458895042,4.046013524,3.314800738,3.748079738,3.889658931,3.689495954
AT1G72140,NPF5.12,259846_at,7.478029293,3.540604549,3.690989848,3.916627633,4.408729776,4.330488189,3.766217131,3.88767495,3.398599481,7.996490641,7.418133427,4.823689767
AT1G72150,PATL1,259803_at,11.4951795,9.712079734,9.799396966,9.110555501,12.3323764,12.62206061,9.857458314,9.684156751,13.00994781,11.53455155,11.16000249,9.013660808
AT1G72160,PATL3,259804_at,7.869831087,5.587328026,5.940246936,4.370022176,9.231016599,8.933609417,5.956698673,5.382011896,9.172737282,8.17193848,7.863078052,4.947954126
AT1G72170,,259847_at,8.922652547,6.754926393,7.188122298,6.861582458,8.39368132,8.059898259,7.281041153,6.668639602,8.008214835,8.62530156,9.444821896,7.007377788
AT1G72175,,259800_at,7.606514482,6.85291643,6.913511004,7.567515709,6.723097597,7.334785794,6.969546718,7.149062737,7.024959185,7.767515121,7.69612894,7.46518498
AT1G72180,CEPR2,259848_at,7.275118996,8.354385387,7.617880362,5.466525549,9.613689984,9.169902003,7.145070411,6.665693231,9.373441773,7.72170539,7.702320622,6.38399404
AT1G72190,,259849_at,4.553671009,4.204119886,4.337098311,5.070163387,5.382625153,4.847869382,4.42874319,4.980158569,4.865864364,5.018445569,4.882106774,4.822569084
AT1G72200,ATL11,259854_at,4.632160593,3.412768762,3.506943682,4.686823583,3.101709531,3.476865379,3.72287495,4.039088428,3.147017466,3.670586866,3.542603537,5.723294732
AT1G72220,ATL54,259828_at,4.610457239,4.486069008,4.631355406,4.421550773,4.321674104,4.30811418,4.408186151,4.390698573,4.277422033,4.483000409,4.870336197,4.649111292
AT1G72230,,259801_at,3.736408501,3.686475278,3.67496657,3.770477114,4.243268564,3.704117089,3.74429172,3.731003302,3.535837713,3.461326024,4.390162051,3.575468003
AT1G72240,,259850_at,9.658677911,4.520697535,4.475559739,7.273668827,3.793109977,4.983286419,4.36972568,7.4640829,4.592611397,9.401707216,9.473395849,6.33773132
AT1G72250,,259851_at,3.566794721,3.161026617,3.451777361,3.604427333,3.264144316,3.520642421,3.33939175,3.555802658,3.731750561,3.442627021,3.336838758,3.617893275
AT1G72260,THI2.1,259802_at,4.303744513,3.921235573,3.705992287,3.930475549,4.411965964,3.851652915,3.687497306,4.52756588,3.791699246,4.091323519,4.118768658,4.353098178
AT1G72270,,259827_at,3.547860422,3.481215999,3.488788895,3.672716583,3.39902358,3.097576941,3.499149099,3.566920314,3.3335628,3.640638484,3.605229601,4.314576535
AT1G72280,AERO1,259852_at,5.479587641,7.337942354,7.792660209,6.557361146,6.139788884,5.330961517,7.426100253,7.453092004,4.205302015,5.537143293,6.006657315,5.84185412
AT1G72290,WSCP,259799_at,3.419620819,3.250016349,3.294680292,3.147058765,3.340522417,3.192929915,3.00584884,3.247407105,3.087960184,3.324208716,3.528181519,3.445926409
AT1G72300,PSY1R,259853_at,4.493319771,7.317993206,6.699211627,6.207947356,5.682858524,6.471596672,7.235041199,6.000844834,6.502457699,4.353458868,4.344759604,5.275894548
AT1G72310,ATL3,260454_at,6.599831757,6.229187925,6.286829029,5.832849088,5.967023601,5.716703267,6.457783222,5.879661742,6.00156774,6.473390384,6.902985006,6.442429377
AT1G72320,APUM23,260398_at,4.315106526,6.634560163,6.293657826,6.059926619,5.759400658,5.641567016,6.402987814,5.992408046,6.057258522,4.857903274,4.758504336,5.529651386
AT1G72340,,260428_at,8.222753458,6.794682685,7.301195101,6.542439375,7.655210591,8.214916899,6.777339303,6.586045596,7.790478705,8.152465144,8.027318802,7.31425513
AT1G72350,,260452_at,3.44159126,3.583975033,3.650986995,3.732013439,3.591525582,3.52730521,3.540264863,3.488950386,3.432957729,3.569164749,3.507825329,3.778557326
AT1G72360,HRE1,260451_at,5.467291975,7.550992179,8.416520531,6.605039034,6.285939295,7.810964499,8.016783969,6.258035134,7.710602152,5.211850169,5.146657407,6.858385051
AT1G72370,RPSAA,260426_at,10.62311478,10.19529266,10.0721997,9.617089771,11.62427513,10.74686287,10.01721025,9.175318181,10.65794144,10.38876691,10.92601746,9.611186482
AT1G72390,,260449_at,4.780770222,7.353339964,7.449021619,7.284666967,5.87490211,6.272931654,7.305354254,7.206980968,6.594082975,5.321933182,4.784109238,7.029721831
AT1G72390,,260450_at,3.68383132,4.573458511,4.27820019,4.13679996,3.795587308,3.791790405,4.200635568,3.860406617,4.215131986,3.728585163,3.812249409,4.226431688
AT1G72410,,260447_at,2.909112776,3.156779946,3.118260703,3.177904955,3.214181331,3.193745616,3.096642275,2.900882637,3.200527619,3.355286065,2.933163124,2.961567302
AT1G72410,,260448_at,4.202798001,4.448785908,4.554988382,3.917052404,5.44646962,5.872702121,4.280152049,4.149352274,6.372783293,4.07942184,4.210693978,4.281563794
AT1G72420,,260446_at,4.447955739,4.905153796,4.69458658,4.916195781,5.767239869,5.574975999,4.847506063,4.779171736,5.633936145,4.417217833,4.845272691,4.710878413
AT1G72430,,260427_at,9.21215295,6.602915742,7.577453998,5.594719274,8.705820841,10.15655594,7.072225589,5.380924014,10.54311664,8.912257095,8.696064781,6.10968699
AT1G72440,EDA25,260425_at,4.344052948,6.913454908,7.25322839,7.194422131,6.355286695,6.408780479,7.996427744,6.623106716,6.425589565,4.037971247,4.462965205,6.541478726
AT1G72450,TIFY11B,260429_at,9.692812267,7.161264146,6.275959963,5.771588016,9.696126264,10.26230183,5.904811995,6.991060081,10.06661169,10.17422606,9.690573033,5.996644338
AT1G72460,,260424_at,4.672591934,4.59584995,4.719939265,5.040174156,4.255625031,4.640800122,4.498653402,4.834051585,4.423722914,4.721003739,4.656217192,5.238932447
AT1G72470,ATEXO70D1,260423_at,5.957339219,7.933087088,7.134001718,7.83360554,5.269166366,5.150680599,6.834642912,8.471102719,5.221004263,5.920448225,6.437907556,8.007728907
AT1G72480,,260457_at,6.592174937,6.673472168,5.723240166,5.595406397,7.401112308,6.757244918,5.865599345,6.325803597,6.737925485,5.782760286,6.898039203,5.730685118
AT1G72490,,260456_at,3.295511949,3.145384534,3.230245243,3.173959608,3.222398567,3.084287127,3.360111496,3.184903691,3.085653482,3.33052121,3.176936997,3.462670418
AT1G72500,,260455_at,7.365827726,7.79152525,8.142191514,8.865615223,8.477614953,8.598219727,8.520825259,8.559667708,8.644903604,7.587807492,6.731078631,8.127545503
AT1G72520,LOX4,260399_at,7.073287147,7.782548734,8.929799778,8.642092696,5.67968315,6.415774826,8.290834639,7.528130517,5.520603517,7.932646218,7.446804656,9.074445769
AT1G72530,,257503_at,4.024605371,3.919716199,4.328641844,3.937614533,4.303514145,4.176423601,4.400289673,4.289007411,4.103395948,4.069256355,4.523056458,3.873770881
AT1G72540,,259921_at,3.561280693,3.667645617,3.816095735,3.694783561,3.589085585,3.554525632,3.740596476,3.68314794,3.660041849,3.279056237,3.62914774,4.150948559
AT1G72550,,259920_at,7.5587407,8.792087508,8.687881433,8.132948462,9.178998239,8.902981572,8.530959622,7.87511157,8.85798176,7.105238914,7.856379529,8.257226458
AT1G72560,PSD,259919_at,4.793764107,5.977448051,6.089209317,6.490730757,5.412628316,5.509324669,6.20345599,6.069316126,5.525050769,5.104345112,5.15581565,6.115074008
AT1G72570,AIL1,259918_at,2.909112776,3.258979483,3.319577085,3.259621669,3.170328271,3.087985578,2.962838533,3.378372999,3.12836898,3.440395464,3.275376577,3.07531351
AT1G72580,,259917_at,2.955770732,2.950286452,2.856880774,3.019035118,3.012185184,3.070435312,2.908520402,2.969179969,2.984521987,3.041090089,3.089715353,2.971697638
AT1G72600,,259916_at,3.224838245,3.601042609,3.702232452,3.351079707,3.126544369,3.134918186,4.004236144,3.341540947,3.549228883,3.547366716,3.5416849,3.397349487
AT1G72610,GLP1,259892_at,11.20833962,12.38469194,11.25431383,8.430594518,13.18225375,13.16699342,11.36422253,9.589547879,13.35640984,11.61754825,12.0982926,8.337501138
AT1G72630,EFL2,259863_at,7.963811163,5.007660915,5.844526948,3.763594384,7.41414441,7.694056642,5.402481096,4.046081249,7.616538061,7.829499025,8.306955344,4.605403712
AT1G72640,,259914_at,4.89493398,4.874946851,4.700394695,4.726375556,5.423478359,5.517765407,4.822681747,4.764299803,6.21345236,5.019099187,5.221889229,4.806810018
AT1G72650,TRFL6,259862_at,4.434882628,7.237616141,7.333516134,6.954152167,6.675339538,6.996075262,7.552502408,7.295866664,7.364294953,4.800845339,4.555140186,7.020146262
AT1G72660,DRG2,259913_at,4.543598356,6.184919991,7.342303097,7.09294665,4.170696351,4.01287321,7.7817926,7.707052219,4.035051399,4.45887032,4.418562321,6.406475396
AT1G72670,iqd8,259912_at,3.872452435,4.497607262,4.597267947,4.747171719,4.019931434,4.348623043,4.946335054,4.455669566,4.025340506,4.402350304,3.714500042,5.082293601
AT1G72680,CAD1,259911_at,10.02204323,9.739919114,9.514393693,10.128499,9.10262192,9.095490803,10.13878693,9.631979295,9.325965658,10.25731632,9.770922116,10.28645576
AT1G72700,ALA5,259910_at,6.826030103,8.868303688,8.612812195,8.643519206,6.424601247,6.31364667,8.562881611,8.901203598,6.393059239,6.416949323,6.365939239,8.463088271
AT1G72710,CKL2,259865_at,8.948136084,9.72901195,9.922743666,9.480025119,9.409188443,9.686871723,9.933896965,9.539986339,9.804507362,9.052645099,8.685634326,9.586604707
AT1G72730,TIF4A-3,259891_at,3.578458306,4.47003562,4.150399117,3.970512689,3.591958389,3.469162609,3.719506972,3.793094601,3.755756989,3.304235581,3.364395323,4.558708831
AT1G72740,,259924_at,7.677110243,7.205080403,7.080837734,6.847070961,6.828355194,7.239919127,7.310178871,7.04941143,7.606042267,7.748627103,6.99430722,6.865757448
AT1G72750,TIM23-2,259890_at,10.22729668,10.68895685,10.83059,10.52170459,8.370430079,8.635829967,10.61821952,10.35424495,9.266964954,10.00269291,10.48022029,10.38763324
AT1G72760,,259923_at,3.38836185,3.292780384,3.185514194,3.31065049,2.977408456,3.298841804,3.251681795,3.437860153,3.085125517,3.209031263,3.093285584,3.434510494
AT1G72770,HAB1,259922_at,9.074011621,7.460998195,6.783600471,10.94074897,6.503099546,7.067786646,7.420540795,11.03177011,7.595793574,9.241199484,8.685131681,10.36239855
AT1G72790,,259915_at,8.229070446,8.024424825,7.327720253,6.313188594,5.552848848,6.902348483,7.640033379,6.574915432,8.02555875,7.758888595,7.638924734,6.738047354
AT1G72800,,259864_at,8.883646485,6.334137789,7.157705583,7.983644359,7.018945452,7.09677139,6.310640495,8.173925279,6.623171473,8.971641581,9.240039057,7.951473012
AT1G72810,TS2,262380_at,5.248793293,4.835530771,4.917336367,5.022575895,6.07938167,6.140042852,4.624064687,4.45595029,6.135256774,5.530886129,5.573197949,5.127391691
