#devolpment stage,radicle emergence,,,,,,,,,,,,,
#ecotype,Ler-0,,,,,,,,,,,,,
#dose,20 (micromolar,,,,,,,,,,,,,
Gene ID,Gene Name,DesignElementAccession,Penfield_1-10_embryo-control_Rep1_ATH1,Penfield_1-4_endosperm-ABA_Rep1_ATH1,Penfield_1-12_embryo-control_Rep3_ATH1,Penfield_1-1_endosperm-control_Rep1_ATH1,Penfield_1-15_embryo-ABA_Rep3_ATH1,Penfield_1-13_embryo-ABA_Rep1_ATH1,Penfield_1-3_endosperm-control_Rep3_ATH1,Penfield_1-11_embryo-control_Rep2_ATH1,Penfield_1-5_endosperm-ABA_Rep2_ATH1,Penfield_1-2_endosperm-control_Rep2_ATH1,Penfield_1-14_embryo-ABA_Rep2_ATH1,Penfield_1-6_endosperm-ABA_Rep3_ATH1
AT3G53590,,251949_at,3.257201568,3.360015849,3.165358991,3.435098635,3.385097244,3.438393037,3.376860947,3.546266868,3.390632034,3.389594023,3.613457571,3.424304727
AT3G53600,,251950_at,3.042987917,2.951123579,3.005053194,2.933390691,3.00714332,3.169629496,3.005053194,3.153311107,3.082184489,2.983844099,3.274448434,3.043262361
AT3G53610,RABE1A,251960_at,6.973222816,6.394781764,7.120661589,6.909132626,5.847246018,5.73513238,7.278964421,6.948988649,6.524084404,7.217991789,5.621771045,6.777052689
AT3G53620,PPA4,251961_at,4.873897162,3.519046393,5.192575908,3.781976469,3.363813168,3.412326064,3.956831528,4.715954355,3.479725981,3.616582246,3.407244827,4.289252161
AT3G53650,,251952_at,5.606263834,3.038684306,5.050961022,2.902317557,3.247392934,3.395403289,2.836273898,5.400129205,3.323050365,2.86791662,3.295109685,3.160432576
AT3G53670,,251953_at,2.922960399,2.881428494,3.151975104,2.870829849,3.024216906,2.802286087,3.30827794,2.927170494,2.863499914,2.93295248,3.043984829,3.124260779
AT3G53670,,251954_at,7.977944783,6.930536976,8.113530734,6.970380261,7.292409982,6.959426013,7.747520937,7.92581587,6.787434073,7.021688026,6.420074338,6.268385532
AT3G53680,,251955_at,5.906892051,5.586360884,6.49236134,5.489927911,5.838394277,5.714035382,5.279118153,5.862635814,5.642769967,5.242888852,6.064542738,5.59171597
AT3G53690,,251957_at,5.879222867,7.712968683,6.15135164,7.26917594,7.113183932,7.006558407,7.303334448,5.821739325,7.810906126,7.2590022,7.19871818,8.330512661
AT3G53700,MEE40,251936_at,5.453854102,5.13750803,5.756602398,4.509107129,5.493812147,5.415130455,4.251015278,5.72528752,5.102169589,4.694298039,5.28190717,4.967116127
AT3G53710,AGD6,251905_at,5.221978163,5.246351666,5.149254916,5.381681974,4.862289744,4.893348149,5.04717213,5.211010722,5.069465628,5.044328084,4.897566965,5.171114515
AT3G53720,CHX20,251906_at,5.055293549,5.872025369,5.479785467,5.28128216,6.909958191,6.675014463,5.28672479,5.141651006,5.934697521,5.005238764,6.759110041,6.001325262
AT3G53730,,251924_at,11.15642062,10.88585322,11.17314575,10.63384786,10.5169235,10.76324813,10.71614772,11.12706639,10.81364645,10.70763543,10.47109643,10.12928163
AT3G53740,RPL36B,251926_at,10.98758238,10.93128433,11.00915175,10.13423105,11.10477453,11.17406272,9.808363242,11.20743427,11.22398528,10.69987637,11.32413312,10.57044293
AT3G53760,GCP4,251907_at,3.719718931,3.658678348,3.482301559,3.433176834,3.771796516,3.542416247,3.347819712,3.575506038,3.645220563,3.103639676,3.634540678,3.565564676
AT3G53770,LEA37,251908_at,3.264792142,3.386264696,3.066095088,3.408137156,3.245059057,3.492961889,3.656261369,3.112774718,3.279679598,3.256403482,3.50303137,3.45587841
AT3G53780,RBL4,251930_at,6.997253367,7.726061618,6.878693625,8.266678943,7.705492754,7.623841927,8.579094061,6.848909342,7.626611406,8.24089486,7.771976175,8.052808831
AT3G53790,TRFL4,251909_at,3.429028141,3.612385477,3.476487702,3.637856016,3.701599973,3.702085677,4.197798915,3.926070965,3.541752275,3.716566739,3.639463344,4.046033118
AT3G53800,Fes1B,251919_at,8.216023309,7.993357959,8.837417277,8.460637379,9.385629537,8.92239154,9.358555499,8.16811298,7.667186144,8.025508611,8.696789439,7.430399768
AT3G53810,LECRK42,251910_at,5.336813078,6.243645208,5.368367563,6.656282423,5.778027754,5.790709851,6.858186666,5.036390387,5.679086569,6.087168025,5.74869042,5.563609279
AT3G53820,,251911_at,2.926458152,2.895539963,2.872237697,3.09439753,2.918717323,2.95661995,2.802095038,3.100511051,2.954631453,2.962692968,2.897862627,3.057176564
AT3G53840,WAKL15,251912_at,3.117320573,3.258234328,3.311832937,3.113222196,3.298241167,3.337247066,3.037036978,3.1533179,3.271826098,3.272998953,3.391992381,3.158103073
AT3G53880,AKR4C11,251923_at,7.60861203,8.153298022,7.637900962,7.290732883,7.379598491,7.39698416,7.513419535,7.263526576,8.201587511,7.300529332,7.451866436,8.020701474
AT3G53890,RPS21B,251921_at,12.69135204,11.53029085,12.51105801,11.59196282,12.14757164,12.28590302,11.74869692,12.89656509,12.20722552,12.57372296,12.6774991,11.8793406
AT3G53900,UPP,251920_at,9.109728753,8.078340124,9.267980747,7.143185853,8.772658575,8.495743492,6.601546626,9.107056445,7.998258726,7.230617443,8.722620868,7.244682525
AT3G53910,,251913_at,3.143327376,3.001446983,2.980156765,3.014697604,3.1178939,2.998183362,3.051746926,2.888143615,3.042704821,3.102104284,3.128537469,3.123744103
AT3G53920,SIGC,251929_at,6.045206185,4.881494843,5.84633224,4.545965031,5.080075851,4.837501466,5.152414171,5.718905543,4.935177711,4.979950856,4.965053521,4.655952722
AT3G53930,,251914_at,4.712153492,5.259528975,4.951334699,6.030928212,5.108907892,5.354570694,7.474769079,4.444601275,5.304026495,6.156185284,4.962650847,5.492376294
AT3G53940,,251915_at,5.738792705,7.079483474,6.045694344,6.393447012,7.328965675,7.235983204,4.962226775,5.518104012,6.866773938,6.162053876,7.352722959,6.795743042
AT3G53950,,251931_at,4.949009067,4.49202049,4.823757315,4.606392236,4.780469346,4.691854367,4.660620736,4.623620657,4.324898222,4.297638305,4.411017016,4.448949897
AT3G53960,NPF5.7,251916_at,3.639458427,3.920493555,3.622636967,3.595188524,3.709754116,3.6362647,3.878481127,3.674985178,3.915119055,3.477921482,4.063285222,3.900272719
AT3G53970,,251917_at,7.450064596,9.384610371,7.595079904,8.987040509,9.699895007,9.66769786,8.922883943,7.517252035,9.451401423,9.260078019,9.873171886,9.859351504
AT3G53980,,251928_at,4.412129843,4.392342328,4.310705118,4.491476456,4.166389255,4.366097763,4.672600099,4.164222025,4.210734476,4.386603585,4.684172177,4.509859849
AT3G53990,,251927_at,8.129136871,7.472449349,7.805563984,6.989763427,6.822223594,7.147938485,8.108503931,8.129539938,7.621334598,7.923088793,7.202804385,8.253997002
AT3G54000,,251925_at,3.545649056,3.670083769,3.638826708,3.894764042,3.747418391,3.814439057,3.758952359,3.311640986,3.542065233,3.518353236,3.626868587,3.801592732
AT3G54010,PAS1,251932_at,8.688978194,9.730196281,8.688234955,9.049215683,9.160615402,9.325159274,8.905477361,8.551547022,9.517887812,9.014156235,9.301952007,9.374580881
AT3G54030,,251922_at,5.246927331,4.124047442,4.810118719,4.787910855,4.759670387,4.556440667,5.317197885,4.928226482,4.150117049,4.86085886,4.588064898,4.390079599
AT3G54040,,251918_at,5.443045511,4.111226405,4.193737864,4.254524171,4.03007433,4.157231835,4.358468511,5.020197982,3.772846908,4.027853939,4.311048571,4.12606185
AT3G54050,CFBP1,251885_at,6.13497282,5.35084041,5.565322139,4.086688594,3.976277849,4.27503821,4.158227099,5.664323749,5.152232785,4.336932579,4.438081166,3.599808205
AT3G54060,,251933_at,4.258211317,4.084052084,4.627410604,4.574932843,4.325559914,4.199395106,4.073528029,4.137854999,4.14214013,4.182660154,3.957165059,4.211266522
AT3G54070,,251934_at,2.875798494,2.903127121,3.126216332,3.067813514,3.303953798,3.029846387,3.197017596,3.107411987,3.018728149,3.070317031,3.100687267,3.080296578
AT3G54080,,251889_at,6.77457483,6.068936892,6.63366707,6.240131331,6.487472828,5.995697578,5.904182549,6.504898669,6.021445459,5.941647498,6.125595494,6.099156423
AT3G54090,FLN1,251935_at,9.557739992,7.503865692,9.869450879,6.657561305,8.972806406,8.660573035,6.018968059,9.555782698,7.62926367,6.876095507,8.830151444,6.672700805
AT3G54100,,251901_at,4.896814126,4.98034674,4.936567355,5.009496976,5.046014231,5.064838212,4.793500898,4.658911573,4.940743239,4.484449747,4.867855883,4.989534806
AT3G54110,PUMP1,251902_at,9.258816394,9.351456463,9.357732648,10.13694078,9.071219319,9.023582195,10.41851347,9.1915033,9.440033062,9.960435385,8.892207483,9.615596268
AT3G54120,RTNLB12,251903_at,3.702300079,3.290114561,3.648289776,3.606441673,3.526448538,3.337268,3.807208987,3.534196029,3.516018711,3.808565233,3.397135584,3.330947375
AT3G54130,,251904_at,7.112175975,7.151666974,7.057948656,7.042199939,7.484495627,7.528056064,7.646505482,6.923498778,7.092742301,7.363173346,6.990191263,7.588743075
AT3G54140,NPF8.1,251882_at,4.477721526,7.320805531,4.690622198,10.11661991,6.427460004,5.946472424,10.68964123,4.699951967,7.233293675,10.03216238,5.936558363,8.295068697
AT3G54150,,251884_at,3.319659141,3.391095734,3.298885782,4.66631031,3.228476658,3.408967704,5.858277848,3.249974243,3.342561819,4.36748375,3.302938749,3.449045659
AT3G54170,FIP37,251887_at,6.402119688,6.092692975,6.66998575,5.699595753,7.031993283,6.744279981,5.91791455,6.240572482,6.540019856,6.118044364,6.885748927,6.399247327
AT3G54190,,251888_at,6.700283907,6.736862004,6.748752381,6.629515295,7.008074718,6.793967042,6.794788624,6.534180875,6.797142834,6.482788191,6.68261924,6.877520841
AT3G54200,,251879_at,6.459356495,6.41729186,6.331563565,6.835232558,6.400699545,6.511815444,6.461890585,6.290681348,6.50803001,7.140649385,6.40391539,6.988645383
AT3G54210,RPL17,251883_at,10.35563148,8.551824629,10.18313953,8.492867701,9.337605152,9.239139304,8.711005748,10.40468492,8.463807399,9.050366122,8.992289085,7.648176856
AT3G54220,SCR,251890_at,7.409719628,7.240481376,7.086193634,7.15209374,6.82124048,7.047213005,7.051779493,7.147721445,7.002376034,7.042755109,7.169194614,7.197560258
AT3G54230,SUA,251873_at,6.132624874,6.888850769,6.506127987,6.715665181,6.690446987,6.837517537,6.872578071,6.198418287,6.752368098,6.593608881,6.373683938,6.750043001
AT3G54240,,251874_at,4.797402243,5.209017343,4.913493778,5.099337214,5.249958658,5.158004651,5.307589434,5.126905696,5.163502609,5.123604285,5.464734501,5.128208295
AT3G54250,MVD2,251881_at,6.529936004,5.999718061,6.736941541,6.131419679,5.840227435,5.735541195,5.762040701,6.511303755,6.097291484,5.830067799,5.798608424,6.18029818
AT3G54260,TBL36,251886_at,4.688594181,4.973694369,4.893291396,4.681787191,4.350663316,4.464686935,4.635104394,4.94928963,4.592103051,4.719503939,4.276773775,4.545865216
AT3G54270,SPP3A,251875_at,3.471231616,3.630313533,3.836476243,3.669798436,3.902195577,3.624982061,3.813910241,3.462748073,3.826796596,3.716294437,3.814771801,4.023763768
AT3G54280,RGD3,251876_at,5.566912794,6.451832638,5.853023232,5.706506539,6.783688353,6.350325565,5.648348987,5.367769262,6.370100061,5.954046526,6.356929187,6.083984077
AT3G54290,,251880_at,6.74409397,6.982135816,6.748382089,7.312535411,7.295538186,7.360642126,7.68216398,6.662723188,7.023064333,7.556328799,7.221384342,7.418247523
AT3G54300,VAMP727,251877_at,7.364468221,7.609149179,7.19050776,7.745217575,7.669533883,7.690320501,8.474731514,7.213182033,7.760444578,7.936935961,7.878363509,8.288163698
AT3G54310,,251878_at,2.953816798,2.847502447,3.040749498,2.930803635,2.801365877,2.968267384,3.193684293,3.005278562,2.956382356,3.039970905,2.995463671,2.832319886
AT3G54320,WRI1,251891_at,3.492602192,3.842301698,3.570403597,3.635893574,3.959325015,4.109534764,3.686627943,3.841441627,3.942490556,3.663890102,4.036077007,3.515843826
AT3G54320,WRI1,251892_at,3.517467701,3.351616828,3.320088185,3.202404363,3.451142854,3.304925506,3.257167193,3.418654988,3.295229785,3.12042927,3.418654988,3.157498789
AT3G54340,AP3,251898_at,3.135011296,3.1146647,3.07502858,3.153625899,2.937798988,3.029364245,3.084192351,3.040920448,3.038672995,3.050554566,3.153949373,2.988927476
AT3G54350,emb1967,251866_at,7.287662475,7.516180504,7.45160191,7.259196426,8.387111279,7.970416137,7.294772708,7.079738323,7.674046738,7.060019643,8.050215564,7.636529589
AT3G54360,NCA1,251897_at,8.584653877,8.710017463,8.510000488,8.851430364,8.816558903,8.871655184,9.485625149,8.666085428,8.773285328,8.921690294,8.9246034,8.712155348
AT3G54380,SAC3C,251893_at,8.748795333,9.155024888,8.849315381,8.698114963,9.495532013,9.410400762,8.89755085,8.568160681,8.839382463,8.731220799,9.295891999,9.155639244
AT3G54380,SAC3C,251894_at,4.151688292,4.639840941,4.57442034,4.433522929,5.011525049,4.720997317,4.615550344,4.465201303,4.260882517,4.547363409,4.984895359,5.022431886
AT3G54390,,251896_at,4.105689305,3.598847001,3.884663183,3.537375647,3.756903054,3.614176452,3.393427974,3.7669119,3.531225445,3.401342694,3.636175153,3.15023642
AT3G54400,,251899_at,9.028699893,5.719914859,8.379686557,5.819077982,6.553515839,6.914866759,4.787108502,8.993124081,5.762540025,6.057699013,6.77953883,4.809729126
AT3G54420,EP3,251895_at,3.250238956,3.655827089,3.454212533,6.495919873,3.371766781,3.61727434,6.900458696,3.849082991,3.583570593,6.552857119,3.464230736,4.56352079
AT3G54430,SRS6,251900_at,4.614223044,4.098463713,4.323735677,4.25096199,4.221962018,4.650816699,3.852829286,4.449039038,4.016725774,4.332936624,4.395983569,4.100720364
AT3G54480,SKIP5,251867_at,9.232002741,9.598755335,9.267020419,10.00973932,9.68116846,9.600533539,10.2517321,9.260445406,9.878248222,10.14722144,9.731365962,10.14948607
AT3G54490,NRPE5C,251868_at,3.311813482,3.349742433,3.675066118,4.027250722,3.400301946,3.477217096,3.35883695,3.272932552,3.324682849,3.598060088,3.260262964,3.643836609
AT3G54500,,251869_at,5.671615586,6.330309408,5.753381515,6.480797046,5.499263455,5.655344094,6.509042598,5.676791721,6.276251535,6.525726014,5.339034789,5.600990018
AT3G54510,,251870_at,5.62731533,7.762168556,6.077161512,8.048699821,7.469524467,7.40679835,7.717274567,5.171162001,7.342966569,7.967564101,7.482714122,7.224161503
AT3G54520,,251871_at,2.890281837,2.649391569,2.757530075,2.791290887,2.818689652,2.786221967,2.828914325,2.784931431,2.822574337,2.901812613,2.669786934,2.578799919
AT3G54540,ABCF4,251845_at,8.302784291,9.013834059,8.425682361,8.582008968,9.24058259,9.138877227,8.653395236,8.323129251,9.231553146,9.115556376,8.991308487,8.985872383
AT3G54560,H2AV,251846_at,10.7584341,7.065085319,10.73905796,6.406771516,7.83848888,8.305453949,6.036306359,10.97717378,7.046907654,6.596577408,8.016312338,6.446279315
AT3G54570,,251872_at,2.781487378,2.794607623,2.597996142,2.72444314,2.689652376,2.756319228,2.754178972,2.80979155,2.738660511,2.655356206,2.723345646,2.727573009
AT3G54580,,251842_at,5.303940252,5.767922174,5.280269151,5.780982379,5.315928513,5.652438781,4.852595499,4.783031861,4.733438854,4.678724533,4.843382916,5.091471685
AT3G54590,EXT2,251843_x_at,6.249992115,5.366743574,5.807169138,5.595932336,4.897660375,5.314701405,5.833429202,5.71139575,4.747873161,4.852451571,5.033594027,5.842450074
AT3G54610,HAG1,251849_at,5.708611215,6.013800716,6.022509397,6.161080861,6.225337733,5.982528329,5.904698519,5.300265038,6.009180437,6.225198577,6.040013906,5.779564433
AT3G54620,BZIP25,251848_at,5.696167982,6.399033061,6.040318063,6.896340984,6.351736225,6.323336929,7.779537962,5.704207022,6.300584039,7.021688026,6.706397363,7.086387012
AT3G54630,,251844_at,6.666429089,6.427063941,6.732338058,5.950998501,7.279058196,7.327254953,5.255915382,6.498349332,6.090201734,6.19668086,7.384969528,6.010137378
AT3G54640,TSA1,251847_at,9.112518613,8.938722627,9.174289333,8.654695241,8.7424853,8.991567191,8.633339834,9.220059358,8.94432255,8.837728413,8.864706544,8.930579548
AT3G54650,FBL17,251850_at,6.318837772,6.392156883,6.856963747,6.063976246,6.436331181,5.899108669,5.789825234,6.315014053,6.507342667,6.261505239,6.224362933,6.822981106
AT3G54660,EMB2360,251860_at,8.495461977,8.649337639,8.441606513,8.686415742,8.476084201,8.42831735,8.455067891,8.377337127,8.438854444,8.587477721,8.318661538,8.424475099
AT3G54670,SMC1,251851_at,7.416984891,7.746923932,7.589207744,7.340278088,8.181199946,7.981805523,7.387868257,7.265752561,7.428823596,7.310865205,7.766827123,7.434035568
AT3G54680,,251859_at,5.092360515,5.531072894,5.480448029,5.521113768,5.481894032,5.191984009,6.453424616,4.61416427,5.885854108,5.92806573,5.512129655,6.129973424
AT3G54690,SETH3,251855_at,6.77029115,6.340275538,6.904780585,6.621137091,5.894977134,5.777643672,6.509872605,6.744352015,5.962152596,6.748884218,5.558308536,6.517028625
AT3G54720,AMP1,251856_at,5.355436236,5.355921279,5.393349399,4.354234926,6.509809702,6.80620783,3.765911938,5.27959029,5.030754285,4.350663316,6.398151145,4.831205573
AT3G54750,,251852_at,8.13571341,7.002528388,8.311151906,6.529251945,7.039206613,7.269798531,6.688837627,8.159232435,7.473902,6.953577095,7.264112727,6.610327714
AT3G54770,ARP1,251857_at,5.246985317,3.539167822,5.041739123,3.798331759,3.609893231,3.682210288,3.450012024,5.525339198,3.381448924,3.345105078,3.705592751,3.394130989
AT3G54790,PUB3,251853_at,6.641037881,6.438803901,6.832939526,6.009482525,6.65208648,6.392076247,6.343781952,6.70529871,6.260997808,6.013395655,6.290106265,6.06735107
AT3G54800,,251854_at,2.588109011,2.816001496,2.832987478,2.937262101,2.910554283,2.7762498,2.938420284,2.876634631,2.800542376,2.86399232,2.91113385,2.92462215
AT3G54810,GATA8,251861_at,5.154074091,4.8484504,5.240133891,5.151474587,4.785368623,4.832629565,5.089733217,5.19821706,4.712609705,4.92609046,4.435111952,4.702316516
AT3G54820,PIP2-5,251858_at,7.515120907,6.526356983,7.487754722,6.459413636,7.959490192,7.845036154,5.603512578,7.308337847,6.485069709,6.403905745,8.12345324,5.877474942
AT3G54840,RABF1,251817_at,8.433366399,8.713818671,8.447451175,8.863497597,8.757611813,8.834082102,9.394622428,8.377364711,8.887240194,8.832661382,8.741479023,8.700053881
AT3G54850,PUB14,251862_at,4.866229116,5.206374543,4.992495714,5.443003539,5.298284628,5.267050371,5.314506684,4.858202797,5.165165227,5.092255793,4.864591475,5.236292137
AT3G54860,ATVPS33,251818_at,6.878532435,7.307752649,6.946852656,7.31351175,7.461973858,7.499063583,7.872136359,6.580212139,7.203021896,7.49587846,7.25476881,7.242396942
AT3G54870,KINUC,251863_at,3.621896918,3.343003362,3.594129331,3.356547154,3.079415569,3.378229035,3.403068287,3.655422879,3.12365881,3.343416223,3.284566465,3.405885434
AT3G54890,LHCA1,251814_at,9.283342273,10.02766369,8.40536366,8.180591825,4.863487785,9.443766563,9.036723039,9.298626128,10.02977167,8.454595788,9.030965051,5.057903311
AT3G54900,GRXS14,251815_at,7.049968126,6.504966829,6.504679324,5.813652002,5.950546379,6.561692704,6.12194714,6.665832223,6.71181665,6.364971993,6.398956213,6.362575133
AT3G54920,PMR6,251864_at,8.353885533,6.945250511,8.141583643,7.049333421,6.586320624,7.011725747,5.951480958,8.410895475,6.914308858,7.021002658,6.592480355,6.034164102
AT3G54930,B'EPSILON,251865_at,3.987147851,3.960877048,4.042962308,4.143422508,3.762223466,3.975895474,4.077345424,3.941492709,4.025597814,4.111196458,4.229172405,3.962117082
AT3G54940,RD19D,251838_at,8.554097988,12.07515434,9.043216617,10.32719504,12.0388656,12.03498768,8.430244123,8.867349289,12.21234893,10.37313541,12.28680665,12.06375264
AT3G54950,PLP7,251839_at,4.628724839,5.6739966,4.796709746,5.307441513,5.474946338,5.351532152,5.172584966,4.809563589,5.49627062,4.900597301,5.589561333,5.188601731
AT3G54960,PDIL1-3,251840_at,9.133297857,8.969625977,9.258002646,9.493986114,7.617839652,8.212730213,9.862173797,9.293959529,9.200267848,9.799441086,7.87560848,8.799860117
AT3G54970,,251812_at,7.506774007,7.387010964,7.445495627,7.085692377,7.567335298,7.313373364,6.923200153,7.334589048,7.015864618,7.012173426,7.256463653,7.030429125
AT3G54980,,251841_at,5.136681192,5.549884808,5.207914148,5.73193945,5.84821635,5.697265749,5.165389482,5.229301309,5.681690609,5.462679534,5.953261535,5.473889346
AT3G54990,SMZ,251811_at,5.777587783,5.274351366,5.489992455,5.332809601,4.699889697,4.701782001,5.76021485,5.72021279,5.238820385,5.827292236,4.444819715,5.566144741
AT3G55000,TON1A,251813_at,5.904479168,5.906898102,6.446032483,5.623959597,6.821043002,6.303298896,5.946551759,5.837754658,6.171822956,6.015657515,6.447490809,6.04564345
AT3G55005,TON1B,251816_at,6.443495154,5.757268466,6.386187582,6.359018075,5.533413275,5.626425626,6.816512284,6.335895809,6.008020773,6.528667738,5.43421161,5.903406675
AT3G55010,PUR5,251830_at,8.412828978,8.82710077,8.449213667,8.15905637,8.880471961,8.626919877,7.025509947,8.198842748,8.469277702,7.886772747,8.976375002,8.399141159
AT3G55020,,251829_at,3.12844853,3.15821309,3.215970587,3.232400766,3.361559008,3.352115361,3.450802098,3.138438418,3.246152309,3.235757667,3.219138991,3.502324665
AT3G55030,PGPS2,251819_at,7.254691778,7.347148242,7.663873396,6.939577707,8.012761076,7.845935845,6.962427275,7.222330095,7.455922979,7.143920378,8.138521025,7.52182349
AT3G55040,GSTL2,251820_at,7.295640225,6.594195372,7.379110662,6.351491804,7.105000082,7.018229669,6.560200705,7.226861196,6.974354142,6.610320837,7.106682281,6.931772638
AT3G55050,PP2C6,251821_at,7.147901865,7.281430899,7.324600622,7.795259084,7.083750904,7.254627862,8.155687778,7.167141263,6.925151189,7.817168318,7.093368627,6.87589204
AT3G55060,,251822_at,3.295773523,3.254376532,3.555976381,3.162991418,3.374396606,3.438393037,3.263867234,3.209306827,3.451083821,3.128277599,3.44621903,3.30476842
AT3G55070,,251828_at,6.723135906,7.502005222,6.752942633,7.396984509,6.967228228,7.029728991,7.977969693,6.75831888,7.645655731,7.504133795,7.151203335,7.71515319
AT3G55080,,251823_at,5.901431744,5.707479863,6.225150911,5.697647874,5.975784573,6.040864148,5.46385178,5.819221595,6.043566028,5.398329138,5.971126221,5.37710599
AT3G55090,ABCG16,251824_at,2.875412127,3.134974629,2.978667803,3.043011637,2.955617482,3.088947722,3.531057016,2.953238931,3.006074562,3.095308765,3.202876937,3.31350426
AT3G55100,ABCG17,251825_at,3.155657265,3.180788318,2.936724227,3.162483232,3.203215,3.241319102,3.204820167,3.21443618,3.195017654,3.289154794,3.636101419,3.385235905
AT3G55110,ABCG18,251826_at,4.865890966,4.025494191,4.511521386,4.294792876,4.372585345,4.338147433,4.56147338,5.093930448,4.265833738,4.325669528,4.37767791,4.533726128
AT3G55120,CHI1,251827_at,6.933378898,4.372918007,6.834666175,4.540346295,4.581900263,4.490282097,4.519383753,6.597761581,4.52900153,4.776274268,4.406217499,4.57236424
AT3G55130,ABCG19,251785_at,5.931000948,5.064232319,5.316901226,4.70837092,4.55289662,4.794654448,4.585211045,5.983494319,4.879307682,4.623907799,5.133992606,4.898194649
AT3G55140,,251831_at,7.067925355,7.183750368,7.046272737,7.490218,7.034737736,6.918171931,7.626785231,6.816211649,7.176061196,7.467997129,6.651531138,7.593617095
AT3G55150,ATEXO70H1,251832_at,3.33348873,3.150333198,3.058747095,3.951705372,3.141624037,3.12453337,3.854888979,3.255153451,3.000848263,3.780296703,3.175470851,2.973615824
AT3G55160,,251833_at,4.248398638,4.68347536,4.438241019,4.395807908,4.590228023,4.465719228,4.11633573,4.51494612,4.692015115,4.359245818,4.506514187,4.355508885
AT3G55170,RPL35C,251834_at,4.843941302,3.916335433,4.805566054,3.723821639,4.358146917,4.426026376,3.905156834,5.052029003,4.798146588,4.113218269,4.458196393,4.313710786
AT3G55180,,251835_at,3.739365491,3.729116533,4.133511247,3.454318542,3.702481173,3.420670108,3.67959097,3.870405412,3.777853983,3.420543333,3.31710284,3.713072019
AT3G55190,,251836_at,3.208385254,3.336320387,3.190935063,3.379965641,3.406474531,3.44537568,3.607043713,3.447142732,3.256267666,3.398777417,3.379965641,3.524352401
AT3G55250,PSA3,251810_at,9.702943349,7.078875343,9.394338925,9.059917708,8.408075599,8.267133479,10.13828594,9.555084123,7.088985763,9.390789682,8.405944554,7.197875554
AT3G55260,HEXO1,251782_at,8.239863639,7.244389046,7.819086961,7.79600474,7.470610501,7.477979304,8.85736568,7.939060057,7.368912904,7.972245148,7.536861327,7.030663674
AT3G55270,MKP1,251786_at,3.662611273,4.660598892,3.967473645,4.156361763,4.523795599,4.14120203,4.152367678,3.438335981,4.175850361,4.528159085,4.156361763,4.253519823
AT3G55280,RPL23AB,251783_at,10.75234301,10.22823951,10.89287324,9.54518113,10.62126542,10.66242001,8.894067874,10.90920775,10.57050066,9.932509867,10.85520784,10.02376311
AT3G55320,ABCB20,251781_at,5.097617416,4.943479105,4.999619209,5.243874397,5.313224948,5.447194361,5.436133428,4.979615893,5.079083961,5.736607311,5.502175913,4.868162308
AT3G55330,PPL1,251784_at,7.696948092,5.767080553,7.531981964,5.513327651,6.757950082,6.179435928,5.350254435,7.290050515,5.854982699,5.677662753,6.263311996,5.159792467
AT3G55350,,251803_at,5.919023682,5.243587634,5.772160388,6.250180587,5.162830953,5.202070695,6.334401668,5.913105731,5.240514097,6.552198662,5.094769542,5.390872944
AT3G55360,ECR,251796_at,7.87032188,5.851307344,8.500891272,5.661504335,7.008314824,6.530396667,5.227782126,7.718620642,5.969693759,5.90934948,5.980849383,5.869394348
AT3G55370,OBP3,251806_at,3.545328233,3.760839099,3.964904885,3.858482477,3.896526581,3.941975861,4.108618353,4.153179535,3.915560158,4.096576815,3.882341891,3.976727435
AT3G55380,UBC14,251802_at,9.575845382,9.187685649,9.565247224,9.184971357,9.505983619,9.609505178,9.187243121,9.578133833,9.305011621,9.193644921,9.481508712,9.609069083
AT3G55390,,251795_at,6.801802244,8.312791991,6.611679213,8.711121744,6.556494632,6.739336107,9.041313236,6.898434528,8.531055986,9.04706986,6.399070217,8.643031688
AT3G55400,OVA1,251807_at,8.223419558,7.70136668,8.196430772,6.898707253,8.332355465,8.122223366,5.674887648,8.169402482,7.69282765,6.936532419,7.600587425,6.961089904
AT3G55410,,251787_at,7.084280614,7.353641648,7.025691459,7.581471623,6.676199046,6.745346276,7.533332442,7.028017068,7.844177977,8.02353305,6.504912708,7.202063552
AT3G55420,,251788_at,6.260005073,6.348677536,6.338269709,6.634674646,6.233983849,6.423633696,6.341630993,6.417832631,6.84639483,6.856936962,6.109967887,6.720293565
AT3G55430,,251804_at,6.407973057,7.906099428,6.340366372,8.697024777,7.856384171,8.02726823,8.826514795,6.260862015,7.80796224,8.952965574,8.105211292,7.810438335
AT3G55440,CTIMC,251801_at,11.43737015,11.80748133,11.48740965,11.88537293,11.03934571,11.06244039,11.9141231,11.47279582,11.65921229,11.84067399,11.24438506,11.79505768
AT3G55450,PBL1,251789_at,6.968280345,7.012423127,6.869040196,7.279490896,7.387227619,7.658226749,8.472322866,6.953524749,7.106678827,7.630650096,7.606237444,7.451870713
AT3G55460,SCL30,251798_at,8.407554194,9.441185924,8.798050583,8.827488494,9.152102332,9.071505161,8.42631977,8.487512193,9.082111721,8.468261457,9.001222134,8.939058938
AT3G55470,,251790_at,4.052321131,3.902478013,4.202942487,4.597680139,3.573927314,3.532423877,6.178762885,4.042906289,3.736343306,4.532321269,3.619672163,4.22327794
