#devolpment stage,radicle emergence,,,,,,,,,,,,,
#ecotype,Ler-0,,,,,,,,,,,,,
#dose,20 (micromolar,,,,,,,,,,,,,
Gene ID,Gene Name,DesignElementAccession,Penfield_1-10_embryo-control_Rep1_ATH1,Penfield_1-4_endosperm-ABA_Rep1_ATH1,Penfield_1-12_embryo-control_Rep3_ATH1,Penfield_1-1_endosperm-control_Rep1_ATH1,Penfield_1-15_embryo-ABA_Rep3_ATH1,Penfield_1-13_embryo-ABA_Rep1_ATH1,Penfield_1-3_endosperm-control_Rep3_ATH1,Penfield_1-11_embryo-control_Rep2_ATH1,Penfield_1-5_endosperm-ABA_Rep2_ATH1,Penfield_1-2_endosperm-control_Rep2_ATH1,Penfield_1-14_embryo-ABA_Rep2_ATH1,Penfield_1-6_endosperm-ABA_Rep3_ATH1
AT1G77030,RH29,264948_at,3.37568641,3.559680555,3.119168749,3.653034334,3.31169435,3.517491864,3.291960091,3.222999952,3.343681771,3.278887307,3.588252393,3.506872332
AT1G77060,,264954_at,7.138557548,5.320367603,7.516698064,5.146561255,6.639361224,6.181033328,4.402950588,7.215130642,5.15934822,4.817670348,5.779915302,4.276366393
AT1G77080,MAF1,264945_at,5.417188477,4.976638951,5.179135864,4.764675869,5.298159549,5.084256284,5.296969085,5.529938671,5.18358804,5.352287215,5.038662037,5.465972583
AT1G77080,MAF1,264949_at,2.995488406,3.043130083,3.134734976,3.048846874,3.114280424,3.158623262,3.210922337,2.956537465,2.961977562,3.088050567,3.085870943,2.982923566
AT1G77090,PPD4,264959_at,6.269603196,6.443149628,6.30205126,5.082982396,6.591151658,6.072410951,5.260273012,6.400209695,6.490826263,5.100786315,6.203167869,5.747416875
AT1G77110,PIN6,264962_at,4.105689305,3.987599329,4.176016647,4.236615685,4.013907543,4.029633475,4.121101511,4.345200046,3.896331362,3.819641176,4.56239745,4.356705771
AT1G77120,ADH1,264953_at,7.645758406,9.471985359,7.589238705,10.08856621,9.833468777,10.14712467,9.248522023,7.703330783,9.289682541,10.20507753,10.05784225,9.740883398
AT1G77130,GUX3,264476_at,5.695462667,6.133069809,5.809622621,6.060925732,6.153493019,6.033900972,6.098344638,5.924848187,6.460890205,6.363857066,6.091751247,6.226326034
AT1G77140,VPS45,264487_at,4.735174556,5.168613534,5.247142997,5.263634142,5.170150695,5.202013318,5.624394128,5.002662616,5.023105042,5.318926589,5.199250737,5.454775489
AT1G77180,SKIP,264486_at,7.941100816,9.514104758,8.101802082,9.129977756,9.18059213,9.081935285,8.720069256,7.833542671,9.081752899,8.947650128,8.969492197,8.724841331
AT1G77200,ERF037,264481_at,6.278351357,4.855609993,5.113917387,4.825575307,5.474355601,5.209228565,4.691098283,5.666725643,5.093191726,4.901095949,5.116980654,4.697627657
AT1G77210,STP14,264482_at,3.856267959,5.62535665,3.985054878,7.514640474,4.122904362,4.003033667,8.091129359,4.162534536,5.449491698,7.433734158,4.610700408,5.989745654
AT1G77220,,264485_at,6.097589692,6.221493741,7.072533226,6.308549009,7.23532095,6.867179091,6.796128825,6.14784751,6.540019856,6.405876494,7.225941217,6.809159091
AT1G77230,,264483_at,4.255269223,4.502133012,3.965753313,4.658698813,4.761014837,4.814568018,4.017145606,4.209396743,4.375239342,4.640469189,4.95739669,4.526596088
AT1G77240,AEE4,264477_at,3.097097121,3.091981242,2.856334825,2.935393078,3.108026646,3.40756841,3.274070303,3.086589684,3.285441753,2.996326469,3.026299847,3.159038093
AT1G77250,,257420_at,7.689533076,6.603489252,7.973488267,6.758811889,7.364422443,7.25134912,7.033829022,7.858852405,6.644101934,7.014351306,7.614475277,6.718702341
AT1G77260,,264484_at,6.753174609,7.628586344,6.79289707,7.483974552,6.711159193,6.914628357,7.198490168,6.774259812,7.526611091,7.378646088,6.756068529,7.748987009
AT1G77270,,264478_at,3.126306956,3.138136653,3.091357696,3.129216402,3.373096068,3.238909563,3.124769312,3.27444055,3.032882953,3.06730984,3.183952038,3.434681826
AT1G77280,,264479_at,3.76888425,7.048128794,3.49179506,7.937082001,4.838742389,4.433303753,8.190070749,3.446006137,6.753254362,7.679476645,4.278892418,7.713066999
AT1G77300,EFS,264480_at,4.584138952,4.696671441,4.553822872,4.888874918,4.539585072,4.898116052,4.775214781,5.043264424,4.613920269,4.640103109,4.690459155,4.701590855
AT1G77310,,246413_at,4.046136871,4.649761629,4.162704301,4.069129176,5.089967224,5.019674055,4.028668006,4.10101835,4.445234437,4.288715549,4.668692633,4.544412285
AT1G77330,,246390_at,10.53978536,4.829699075,10.39416168,6.301999266,5.594654193,6.011541638,6.794021191,10.82880056,5.108509369,6.120940424,5.928275226,5.437990523
AT1G77340,,246414_at,2.94043001,3.00472322,3.130600019,2.960089689,3.0950712,2.777203455,3.054655078,2.893796669,3.005730713,3.022438099,3.170034559,3.217848019
AT1G77350,,246391_at,8.795639272,8.419298058,9.012651487,8.634204621,8.318450579,8.163152265,8.685119077,8.970229451,8.42966452,8.657525179,8.422196297,8.604049892
AT1G77360,,246383_at,5.654972665,5.997046498,5.734480808,5.371842812,6.913578331,6.505557015,4.500169264,5.56697383,5.803097395,5.285153661,6.342047183,5.972604061
AT1G77370,,246384_at,7.832477803,9.154466203,8.026676399,9.062912773,9.125244986,9.228310874,9.54288109,8.01253514,9.166744378,9.390495832,9.311092686,9.342611493
AT1G77380,AAP3,246389_at,5.721512057,3.716845232,5.237757537,3.436789146,3.53965928,3.705889834,3.652469102,5.924399351,3.486993334,3.350384477,3.418474116,3.472203375
AT1G77390,CYCA1-2,246385_at,4.409044605,4.622514175,4.390782136,5.115071041,4.585581639,4.385575873,5.463856414,4.075975018,4.70482006,5.256768165,4.575084746,4.990676283
AT1G77400,,246387_at,4.067616329,4.104915495,3.825212592,4.462928349,3.832222782,3.840683973,4.446343656,3.984209887,4.193313988,4.071645459,4.009327756,4.270396605
AT1G77405,,246388_at,4.159581205,4.400989548,4.257864967,4.166443278,4.861717107,4.58680826,3.99499098,4.186845088,4.288264164,3.784267039,4.64453627,4.517881883
AT1G77410,BGAL16,246386_at,3.825326267,7.580797674,4.219991379,5.65512137,4.119042585,4.064906287,5.561053319,3.912783423,7.431849157,6.151827336,4.087911,7.459806764
AT1G77420,,259708_at,5.539942947,5.70698954,5.569907746,5.389997915,4.99542409,5.017023526,5.861349846,5.538807925,5.928337363,5.416828441,4.708241157,6.225144567
AT1G77440,PBC2,259712_at,8.217490706,8.942673975,8.469220672,9.104955634,9.157978122,9.338985246,9.217753482,8.019033945,9.103109756,9.429407739,9.3405422,9.408046352
AT1G77450,NAC032,259705_at,8.18214757,7.93403794,7.777163119,7.509056444,9.737248847,9.453583028,5.986281614,8.171050022,7.994282104,7.366945198,9.704820786,8.281027864
AT1G77460,CSI3,259731_at,5.450824209,5.164093052,5.454405171,5.394947048,5.43403348,5.29463101,5.487285454,5.466813706,5.590952141,5.573780863,5.270216382,5.535081481
AT1G77470,RFC5,259732_at,7.043037587,7.341666355,7.346461471,6.554967198,7.42381444,7.472972865,6.119114761,7.072175323,7.558558626,6.580743485,7.607970391,7.268042542
AT1G77480,,259733_at,4.72872441,5.879379655,5.205751459,6.673459451,5.751035321,5.250909957,6.946831418,4.828463834,5.813971933,6.891603307,5.512850781,5.745482127
AT1G77490,APXT,259707_at,6.419637597,5.768710093,6.058851336,5.590455791,5.49950158,5.890487021,5.531070411,6.118613587,5.658516113,5.266945169,5.574481952,4.748477801
AT1G77500,,259734_at,5.201230846,5.064705163,5.167527793,4.457974192,5.664216673,5.403809548,4.758364637,5.050750219,5.044371005,4.798056426,5.385782961,5.029978633
AT1G77510,PDIL1-2,259757_at,8.634663298,9.575591085,8.843510972,8.999253622,9.698740834,9.713312526,9.571455482,8.656730412,9.867947738,9.538119568,9.722247579,10.04750062
AT1G77540,,259706_at,8.317803968,7.918763094,8.048365063,8.632284029,7.917498318,8.42159482,9.015928798,8.186299811,8.628498892,9.49680987,8.228993771,8.444088878
AT1G77550,,259759_at,7.524040003,8.27916333,7.894882352,7.081309893,8.450260734,8.46606423,5.870997441,7.173585465,8.024551644,7.078128959,8.255370592,7.541502922
AT1G77570,,259711_at,6.936057116,5.789773766,7.257205322,5.180375518,7.166239142,7.305408533,5.007742473,6.993509216,5.761978823,5.805475114,7.612055051,6.062593186
AT1G77580,FPP1,259760_at,5.468884221,4.663853301,5.062385838,4.221277517,5.128393688,5.160016347,4.199223859,5.374223353,5.040335377,4.474802856,5.205006437,4.418100628
AT1G77590,LACS9,259761_at,4.932485196,4.504835596,4.800886528,4.354480515,3.931922333,4.267174835,3.70757195,4.629344822,4.078706236,3.877626721,4.103084062,3.587933911
AT1G77600,,259762_at,5.951151738,6.209338222,6.030289912,6.223316242,6.355567996,6.563343763,5.790524695,6.060083933,6.424449964,6.119945333,5.796530877,6.571538099
AT1G77610,UDP-GALT1,259713_at,6.565021582,7.484483827,7.09218467,7.531555151,7.526693834,7.211075851,6.854456701,6.144819266,7.258761496,6.945675105,7.185897095,7.611147328
AT1G77630,LYM3,259763_at,7.095539843,5.03956831,7.022527436,4.939896035,6.056912468,5.83853974,3.954069848,7.0274653,5.082084825,5.078278186,6.136258845,4.596172077
AT1G77640,ERF013,259729_at,3.20061856,3.121598277,3.277359152,3.16085209,3.252763342,3.255166361,3.147183789,3.277570022,3.116172142,3.130384317,3.180422631,3.637831879
AT1G77655,,259709_at,5.246927331,5.207178733,5.231471315,5.265809495,5.194736799,5.247417389,5.176595082,5.403674642,5.38771401,5.034956926,5.258757538,5.662408091
AT1G77660,,259730_at,4.21190956,3.579674617,3.960877048,3.61798998,3.552876939,3.101309056,3.221482739,3.715049228,3.399837989,3.414720602,3.351576248,3.629468001
AT1G77670,,259710_at,8.545279386,8.55495372,8.713542143,8.679819987,8.565582067,8.642921884,9.177683182,8.399729004,8.79492718,8.95177561,8.834283984,8.789996084
AT1G77680,SOV,259704_at,5.380988043,5.985006162,5.794384218,5.459837371,6.234922679,5.870104444,5.43670364,5.14506694,5.523730519,5.437194657,5.84694795,5.756938481
AT1G77690,LAX3,259680_at,7.119263873,3.336761974,5.37770039,3.695522411,3.212945855,3.037692851,3.023039586,7.263420649,3.210876002,3.608743941,3.353511571,3.184068438
AT1G77700,,259674_at,4.658748694,3.521504738,4.875128986,3.609574515,3.496792029,3.62493736,3.967793661,4.983795071,3.461472104,3.674639546,3.870500722,3.653115197
AT1G77710,,259675_at,10.05938363,9.999716494,9.652190103,10.37878457,9.754952935,9.778156296,10.90868858,10.14362859,10.55154598,10.84320943,9.746635258,10.23677206
AT1G77720,PPK1,259679_at,5.869600481,5.513295601,6.093188643,5.115574505,6.010600349,6.280086898,4.760907368,5.934251276,5.852459364,5.493750634,5.754540535,5.323675392
AT1G77730,,259676_at,3.58124229,3.605282839,3.480190974,3.700807353,3.559411016,3.543719398,4.026137694,3.484894117,3.758707897,3.865941775,3.398647039,3.914545685
AT1G77740,PIP5K2,259677_at,4.96236054,5.122098723,5.25850471,5.598185458,5.195834451,4.474248459,5.55015879,4.797988573,4.86207406,5.247404186,4.764865075,5.024435712
AT1G77750,RPS13,259678_at,9.630636638,8.403508614,9.329778966,8.022943108,8.545285326,8.795407937,7.508134908,9.713861921,8.579709655,8.456917358,9.045625704,8.240964667
AT1G77760,NIA1,259681_at,8.456075305,10.68111777,8.354296179,10.42080845,8.348902747,8.912423269,10.59076939,8.500855899,10.68347194,10.56955803,8.544978429,10.64025131
AT1G77770,,259701_at,6.298101667,6.470530372,6.203488856,7.182962078,6.786541343,6.831403703,8.004835595,6.611925054,6.662439634,7.741623271,6.944010962,7.213627726
AT1G77780,,259702_at,3.419136628,3.307385138,3.263683797,3.477546168,3.34958185,3.538434207,3.414005385,3.611758121,3.778022669,3.376312378,3.287449941,3.699328801
AT1G77790,,259703_at,3.546401212,3.614332854,3.541213187,3.65497991,3.65082792,3.470624824,3.762368658,3.69727208,3.523009539,3.577474144,3.714828825,3.703397343
AT1G77800,,259673_at,4.881258194,5.583295545,4.879787648,5.547448368,5.874040663,6.204817691,5.52534758,4.669037046,5.744319309,5.361357353,6.342101958,5.594960846
AT1G77810,,262188_at,6.543371074,6.726958029,6.669094396,6.960574007,6.917413726,7.022084856,7.161325689,6.430549132,6.868413365,7.044410239,6.886379887,6.998362605
AT1G77830,,262192_at,3.164680826,3.496494248,3.421252525,3.401489456,3.498977526,3.40768602,3.704901771,3.553739323,3.465402326,3.560195608,3.570393909,3.910311152
AT1G77840,,262193_at,8.383501188,9.367161741,8.231685021,9.174947607,9.00509391,9.255920269,9.217800019,8.203445587,9.337497735,9.144421691,9.153719159,9.341894311
AT1G77850,ARF17,262136_at,3.762707892,4.793377073,3.735473932,5.34098535,3.482901084,3.725829642,5.062932863,3.726476168,4.703434498,4.690877786,3.942487945,4.98035672
AT1G77860,KOM,262178_at,4.483138094,4.644184859,4.723135051,4.771395266,4.340207535,4.769688176,5.33181023,4.95413179,4.895602307,4.662070602,4.617516357,5.02603518
AT1G77870,MUB5,262196_at,3.520518345,2.912490485,3.445260087,2.948043005,2.917058098,2.940571922,2.999455721,3.064928481,2.822750627,3.106689134,2.909562059,3.089888553
AT1G77890,,262183_at,4.556810089,4.727856191,4.495183661,5.524270384,5.035827188,4.894694506,6.461890585,4.623631985,4.95667027,5.702999436,5.073710292,5.169771757
AT1G77920,TGA7,262137_at,7.844372924,6.639139909,8.224810091,6.163448551,6.485069921,6.214292501,7.115283735,8.049421411,6.702280471,6.602147173,5.803736193,6.534565417
AT1G77930,,262194_at,5.858427284,6.804169375,6.153912501,6.971654607,7.067189239,6.686229171,7.718013603,6.02027986,7.003584235,7.211192286,6.822686418,6.979342341
AT1G77940,RPL30B,262163_at,12.00915206,11.92728203,12.00339265,11.33853255,12.12247978,12.02501078,10.48678194,12.12773129,12.17556509,11.59953858,12.28432258,11.63240037
AT1G77950,AGL67,262185_at,3.237020127,4.914522,3.378278349,4.09439612,5.14589451,4.997254896,3.750859548,3.553243253,4.981694259,4.022312642,5.005556578,5.035125239
AT1G77960,,262186_at,4.688247483,4.57773931,4.420986881,4.946779565,4.43757031,4.747430694,4.685965508,4.395657399,4.66874882,4.482698359,4.745780281,4.883829352
AT1G77960,,262187_at,4.251624956,4.251900998,4.216389254,4.303415942,4.265347399,4.169347989,4.13482166,4.400452896,4.347635343,4.250435521,4.063648609,4.147625293
AT1G77980,AGL66,262179_at,3.210957781,3.144869517,3.140931835,3.360766463,2.959190845,3.372438392,3.293088087,3.436318938,3.181264243,2.979009472,3.264857416,3.246277915
AT1G77990,SULTR2;2,262134_at,4.393346018,3.615170097,4.445974925,3.295449762,4.038840255,4.109412661,3.691082233,4.486602831,3.380307141,3.817244822,4.108772037,3.370234284
AT1G78000,SULTR1;2,262133_at,4.206305088,3.813555129,3.877172484,4.146667739,4.227881098,4.237992856,4.889070461,4.008457616,3.864908402,4.500255033,4.018288318,4.116880143
AT1G78010,,262189_at,7.179615194,6.842374929,7.077262345,6.625314078,7.454550501,7.301302913,6.43444647,7.210063504,7.171359087,6.787806771,7.089322719,6.614061416
AT1G78020,,262162_at,5.404103309,4.645427213,4.834803732,5.138799042,3.490345581,4.425315429,5.927073622,5.687696847,4.995126508,5.272501482,4.982535449,4.857688139
AT1G78030,,262190_at,3.198267285,3.043234929,3.178815987,3.067227292,3.036346027,3.028318329,3.249738358,3.16245914,3.015690483,3.129396243,3.14526124,2.954978487
AT1G78040,,262195_at,13.45123091,12.2432174,13.26277016,12.73803255,12.41754114,12.39781923,12.53539295,13.13513823,12.08567736,12.52131808,12.24751156,12.26176432
AT1G78050,PGM,262180_at,5.597852079,7.03975946,5.548686018,8.691280065,6.623898577,6.93701333,9.225857867,5.73732221,7.151816866,8.701282422,6.603312523,7.478443896
AT1G78060,BXL7,262181_at,9.066258541,7.781811526,9.256679387,7.08649293,8.977273192,8.940115509,5.749025783,9.082834089,7.699153997,6.850428365,8.68092643,5.877727577
AT1G78070,,262164_at,3.323201546,3.748897678,3.563562881,3.446181496,3.746693657,3.649951218,3.32875777,3.373269372,3.840876482,3.539904371,3.59484917,3.77642298
AT1G78080,RAP2-4,262135_at,6.980845458,7.748649866,7.27616236,7.917975677,7.283984948,6.649819072,7.525261071,6.877644093,7.121370469,7.816164255,6.40737357,7.445721599
AT1G78090,TPPB,260059_at,3.658691488,3.564569067,3.651291861,3.702530925,3.667773306,3.785988989,3.372147685,3.527873215,3.574412668,3.166076342,3.705592751,3.48016397
AT1G78100,,260058_at,6.793587145,6.7757894,6.598513457,7.878672309,5.389543589,5.711003966,7.150673063,6.979125314,6.058258874,7.271684932,6.023554231,6.455472049
AT1G78110,,257502_at,3.902958514,3.09856138,3.865800072,3.221343938,3.761671715,3.631785302,3.399018725,3.62704613,3.376354541,3.318426336,3.431494727,3.355655393
AT1G78120,TPR12,260053_at,4.912384856,4.459548248,4.651223654,4.660094269,4.660318532,4.6275047,4.744112076,4.839133594,4.84626975,4.635828008,4.891448649,4.467644108
AT1G78130,UNE2,260054_at,5.362915769,6.598836957,5.393968672,6.846000736,6.398755484,6.446159125,6.732537792,5.131767549,6.638985563,6.92181,6.386061324,6.936660955
AT1G78140,,260056_at,7.7446949,7.391915128,7.560905869,7.728993976,7.64555673,7.740151099,8.128977718,7.444553726,7.559787915,7.968533908,6.98763568,7.463908483
AT1G78150,,260055_at,7.180176177,7.040112221,7.211867052,6.197984016,7.562429538,7.437858216,6.495922961,7.027236233,7.303156281,6.747936523,7.324876845,6.91799324
AT1G78160,APUM7,260080_at,3.350281781,2.968015992,3.263560865,3.157403708,3.182514416,3.266298316,3.419656981,3.407373268,3.265664591,3.059010354,3.410846006,3.233283839
AT1G78170,,260081_at,7.951480265,5.95034296,7.758545025,8.041154518,5.696105411,6.445803625,9.478697931,7.639560861,6.013887437,8.495719875,6.125506967,6.835416449
AT1G78180,,260082_at,7.570622885,6.304893909,7.633801581,6.402407354,7.370237334,7.037734611,6.388025079,7.514208919,6.384267775,6.389268646,7.260809287,6.486270417
AT1G78200,,260057_at,5.555135606,5.383444299,5.685706301,5.773110139,5.721864215,5.612238238,6.271139461,5.255617815,5.300718968,5.986417141,5.410954379,5.503440131
AT1G78210,,260051_at,6.767557314,4.187434284,6.473818424,4.535189296,4.35520229,4.331852086,4.47981637,6.817684362,4.426614194,4.659191144,4.481338309,4.252896675
AT1G78220,GF14 PI,260052_at,3.034712282,3.192954537,3.028293588,3.243150102,2.973324506,3.096477989,3.11889245,2.952725615,3.058053714,3.130085828,3.0658722,3.126499949
AT1G78240,QUA2,260800_at,7.681787,7.673143705,7.922605484,8.310662681,7.641705138,7.398335304,8.112991068,7.797291069,7.710999179,8.033296993,7.543174493,8.094699647
AT1G78260,,260806_at,4.751550004,3.617598654,3.964087365,4.190916509,3.743122823,3.581625149,4.180317002,3.880295182,3.381153546,4.365635244,3.412032123,3.524145682
AT1G78270,UGT85A4,260799_at,5.406457355,5.236382207,5.169675913,5.415986469,5.117334949,5.119626474,5.128550636,5.275745749,4.873580915,5.665272687,5.239408477,5.127035846
AT1G78280,,260798_at,6.002664721,6.483820265,5.88357483,7.179188122,6.803555476,6.597689581,7.193934233,5.997935304,6.700598314,7.266277024,6.399426769,6.670414838
AT1G78290,SRK2C,260774_at,6.581695142,8.46410553,6.993295247,8.873462422,6.099567408,5.442796513,9.187939417,6.590896204,8.400387616,9.097153922,5.881444623,8.463194997
AT1G78300,GRF2,260775_at,8.771130814,7.750230445,8.726348882,8.654595784,7.227846005,7.163989908,9.074771884,8.841809785,7.893460466,8.920743428,7.028747178,8.041167328
AT1G78310,VQ9,260807_at,5.735536887,6.805181497,5.820167967,6.939664045,6.57214277,6.541564601,6.220471002,5.673766837,6.458816483,6.338213278,6.312542438,6.419826941
AT1G78320,GSTU23,260805_at,3.869481492,3.031277361,3.328449673,3.139566141,3.285974147,3.239223713,3.180217059,3.475895003,3.173802745,3.325962774,3.247538248,2.999225669
AT1G78340,GSTU22,260803_at,7.757168889,5.10459743,7.584142921,8.011616655,7.500552385,7.480365553,9.05147101,8.044038261,5.34492945,8.27084718,7.357026148,6.804124925
AT1G78360,ATGSTU21,260796_at,3.657557369,3.26241085,3.782862663,3.402478265,3.599228781,3.538827451,3.458683115,3.368080561,3.216664569,2.944528061,3.362501808,3.226686984
AT1G78370,GSTU20,260745_at,9.53562075,6.982509168,9.321101233,6.468969259,8.094010751,8.428289833,5.544280957,9.610074667,7.231637724,6.56487803,8.550263398,5.688661613
AT1G78380,GSTU19,260746_at,11.89536839,11.43004302,11.94967474,11.39239488,11.78556024,11.9793083,11.74208123,12.07727095,11.57806098,11.51615708,12.02682402,11.14727553
AT1G78390,NCED9,260797_at,3.746269935,4.675405564,3.535317832,4.559470292,3.813858257,3.924330173,4.570932846,4.065470802,5.076656547,5.030396372,3.894636062,4.626639775
AT1G78400,,260802_at,2.962013671,2.969643712,3.12061853,3.114617995,2.895555062,3.135355049,3.228525296,3.157613602,3.038459103,3.095308765,3.240404498,3.34810215
AT1G78410,VQ10,260804_at,3.335867248,3.28998167,3.238152532,3.466196729,3.31607851,3.474455441,3.174128421,3.257197397,3.31549295,3.379398026,3.354235637,3.356833345
AT1G78420,,260747_at,7.990801978,8.801405806,7.813315803,8.720193283,9.599145733,9.564241382,9.153823655,7.942330067,8.960857385,8.987973249,9.692650476,9.502728365
AT1G78430,ICR4,260801_at,4.415480279,3.464703662,4.089558924,3.848712416,3.448097798,3.525155328,3.657900757,4.176609173,3.457872171,4.227681054,3.718845397,3.361574863
AT1G78440,GA2OX1,260773_at,3.518464204,3.621003224,3.460182812,3.516333184,3.433123981,3.569564524,3.585105822,3.578602578,3.509339073,3.619541157,3.546882541,3.611239135
AT1G78450,,263133_at,3.824523394,3.732934247,3.828933798,4.158488693,3.952071458,3.521264634,4.596653449,3.788495394,3.859060234,4.013990849,3.792925287,3.577922357
AT1G78460,,263126_at,4.834160108,4.270215024,4.281299184,3.999796153,3.866867672,4.097369395,3.616384794,4.450993119,4.115755533,3.627230405,3.933692252,3.836633579
AT1G78470,,263125_at,3.42748773,3.60934185,3.664611291,3.488371284,3.479051994,3.519976123,3.470270902,3.480417265,3.417152722,3.21378713,3.237329841,3.531789497
AT1G78480,,263124_at,5.367947749,3.741754317,4.465803095,3.733942874,4.210192798,4.522481388,3.652469102,4.855760097,3.6577672,3.515832138,4.310202079,3.616030901
AT1G78490,CYP708A3,263120_at,4.533884337,3.500225989,4.10274978,3.470517504,3.419985202,3.231993815,3.662881871,4.463384406,3.556743697,3.200006463,3.714497139,3.43401192
AT1G78500,PEN6,263123_at,3.18233865,3.082063941,3.086418329,3.029074627,3.267008748,3.114748121,3.213304722,3.250025204,3.381997616,3.273930602,3.170037176,3.213304722
AT1G78510,SPS1,263122_at,6.029397444,6.138757382,5.853657351,6.32802302,5.722378549,5.732419855,6.395912463,5.675812076,5.853710409,6.22087958,5.217284011,5.681425567
AT1G78530,,263121_at,3.041025278,3.158009245,3.317881652,6.205335192,3.089654368,3.195161055,8.04783071,3.191072143,3.209146433,6.471009941,3.397128804,3.582336347
AT1G78550,,263135_at,6.704033138,6.550620559,6.543954584,6.295542146,6.53138532,6.50914558,6.933326938,6.709288527,6.857233966,6.251002964,6.21580696,6.455123315
AT1G78560,BASS1,263132_at,6.67477913,7.061271484,6.605148972,6.477073125,6.858447106,6.619159765,5.961729514,6.493498793,6.743737548,6.42157109,6.730107734,6.45578124
AT1G78570,RHM1,263134_at,8.761358436,7.037926954,8.363433563,7.325783888,6.408953233,6.512207941,7.324777084,8.676058088,7.335507954,7.670677422,6.633037835,7.566053048
AT1G78580,TPS1,263136_at,6.103257158,6.22563879,5.712449061,5.889988595,6.284032889,6.530863316,5.677338721,5.98590737,6.435994838,6.318540651,6.674152026,6.376508476
AT1G78600,LZF1,263128_at,6.075770338,6.676426285,5.868090133,6.165260912,6.847070755,6.975873068,6.224369427,5.887227173,6.799526162,6.299282845,6.958440957,6.513232971
AT1G78610,MSL6,263127_at,5.791933528,5.764296582,5.888020566,5.238507264,6.292397235,5.863348258,4.850953885,5.704690595,5.957666389,5.136555597,5.933779889,5.057903311
AT1G78620,,263129_at,7.591145265,7.116121067,7.672728431,7.489029693,7.336684945,7.296071609,7.82366126,7.491815746,6.987996246,7.593623577,7.122679164,7.625693382
AT1G78630,RPL13,263131_at,10.64442439,8.92283839,10.71223632,8.639094831,10.03849091,9.838026486,8.575124466,10.88991154,9.150031587,8.936232454,9.996634158,8.168811162
AT1G78650,POLD3,263130_at,5.786374449,5.529719732,5.809622621,4.886793337,5.457369083,5.473001373,4.811396738,5.924230271,5.509433812,5.46533229,5.003116842,5.438984171
AT1G78660,GGH1,263137_at,6.832635058,4.093042703,7.06818202,5.247820591,4.123274181,4.035410985,5.356820185,6.774759437,4.309761134,5.29714981,3.974097279,4.060440257
AT1G78670,GGH3,264300_at,7.539854847,8.224975225,6.895686253,10.4037056,3.981710035,4.209609488,11.16821412,7.280451252,8.36018737,10.65916444,3.981436,8.863673061
AT1G78680,GGH2,264250_at,7.189021386,4.834229494,7.118608798,6.565292911,3.492458267,4.400667798,8.21133237,7.328467405,4.793790119,6.272772022,4.383383018,4.226966205
AT1G78690,,264298_at,6.839738076,6.873599576,6.806037141,6.904306609,7.024113451,7.082367107,6.845558125,6.945556894,6.989845283,6.766771111,6.801571234,7.12528258
AT1G78710,TBL42,264297_at,3.480839724,3.590525286,3.718803463,4.108428659,3.811666292,3.629409797,4.100549125,3.690904483,3.973795702,3.737404109,3.911394868,3.803254486
AT1G78720,,264296_at,4.17564902,4.326597672,4.092283266,4.145897589,3.85479555,3.999818922,4.003596747,4.054490569,3.896270219,3.968613446,3.926134346,4.178048905
AT1G78740,,264295_at,4.115338007,4.185725076,4.163188166,4.21302599,4.180969644,4.15297195,4.26891282,4.215186325,3.840880148,4.156118021,4.441997623,4.170330317
AT1G78750,,264294_at,3.525298224,3.261916765,3.470159824,3.389865709,3.638376206,3.386311647,3.624941546,3.431824034,3.292484417,3.434732432,3.709440283,3.521908341
AT1G78770,APC6,264293_at,6.427006602,6.127954006,6.611679213,5.660458754,6.167972311,6.054608824,4.753139556,5.957785359,5.827639812,5.434256157,5.594468248,5.591984377
AT1G78780,,264301_at,5.463585616,9.467629415,5.84486521,7.904724237,8.307828137,8.114505717,8.184105448,5.764241267,9.731843488,8.208876482,8.127286775,9.623989777
AT1G78790,MHF2,264292_at,6.256166223,5.51165493,6.633881722,6.038488917,6.213041742,6.222079107,5.874398175,6.348298416,5.682012396,5.719137583,5.834978515,5.588935643
AT1G78800,,264291_at,6.094763639,6.85265594,6.595485611,6.262290269,6.924789786,6.532178572,6.758047803,6.126070735,6.996344061,6.610367293,6.814523824,7.240424847
AT1G78810,,264290_at,6.718889361,6.85500799,6.979085253,6.925586046,6.840364163,6.755921727,6.913396306,6.576116346,7.11403015,6.652190659,6.665428806,6.686599183
AT1G78815,LSH7,264305_at,3.360839036,3.231213947,3.245560863,3.33571651,3.245674611,3.435557389,3.508992204,3.292106072,3.21724814,3.306833893,3.27278208,3.509099038
AT1G78840,,257424_at,3.327020841,3.566261285,3.203007508,3.275755179,3.592647339,3.372632543,3.482650715,3.320713527,3.63786876,3.383216224,3.617029786,3.751302808
AT1G78890,,264306_at,7.42945161,8.098242229,7.691896663,8.129301503,8.620359701,8.319948284,8.341963814,7.510269984,8.188502794,8.28863986,8.269459647,8.504678943
AT1G78895,RTNLB22,264304_at,4.815255678,5.250645235,4.943023418,5.243540567,5.338283775,5.314787426,5.801277956,4.781963894,5.399488816,5.385032827,4.93593416,5.141684494
AT1G78900,VHA-A,264302_at,9.543203404,9.681083684,9.397689876,9.724328885,9.012943807,8.909359964,9.837387723,9.654375416,9.884161841,10.03273116,9.186263189,9.673638942
