#development stage,seedling,,,,,,,
#organism part,aerial tissue,,,,,,,
#ecotype,Col-0,,,,,,,
#,,,,,,,,
Gene ID,Gene Name,DesignElementAccession,Sakakibara_1-2_TZ-treatment-wild_Rep2_ATH1,Sakakibara_1-9_DMSO-treatment-wild_Rep3_ATH1,Sakakibara_1-7_DMSO-treatment-wild_Rep1_ATH1,Sakakibara_1-1_TZ-treatment-wild_Rep1_ATH1,Sakakibara_1-8_DMSO-treatment-wild_Rep2_ATH1,Sakakibara_1-3_TZ-treatment-wild_Rep3_ATH1
AT2G24830,,263526_at,7.186418261,7.213292925,7.414717718,7.226364435,7.431865987,7.21382806
AT2G24840,AGL61,263525_at,4.636286974,4.603791553,4.321515895,4.787691717,4.504387383,4.579650312
AT2G24850,TAT3,263539_at,6.632974159,5.131754822,5.367658926,5.443308928,6.463694765,5.713330801
AT2G24860,,263541_at,9.290302507,8.902202019,9.354900156,9.252382212,9.223836958,9.16839769
AT2G24880,,257440_at,3.514434579,3.786899359,3.506528393,3.537205926,3.518882881,3.518066626
AT2G24960,,263521_at,6.520471993,6.858272923,6.812176764,6.492092485,6.747667529,6.111900672
AT2G24970,,263535_at,5.861447909,5.505124744,5.451288256,5.60038936,5.423645527,5.63543027
AT2G24980,,263552_x_at,4.672278385,5.052687763,4.91016556,5.337182874,5.074482209,4.737699508
AT2G25000,WRKY60,263536_at,4.691868388,5.390020021,4.90649481,4.542205703,5.218263569,4.562156462
AT2G25010,MAIL1,263538_at,6.649148345,7.144586106,7.578547326,6.405421523,7.5227782,6.619245622
AT2G25060,ENODL14,264377_at,9.491023843,7.485745432,7.446400368,9.812782855,7.685001794,9.645994965
AT2G25070,PPC4-2,264376_at,8.547105156,9.768422679,9.96936177,8.597432032,9.829786018,8.622792462
AT2G25080,GPX1,264383_at,10.62053609,11.59381669,11.68215091,10.90299566,11.70815546,10.93585108
AT2G25090,CIPK16,264375_at,4.574382986,4.818139072,4.875158849,4.681073497,4.820065201,4.878068377
AT2G25100,,264381_at,7.489925566,6.516807189,6.330149313,7.683256861,6.33556626,7.874238674
AT2G25110,SDF2,264382_at,9.789309886,8.462196263,8.326188692,9.66512886,8.333152101,9.671757765
AT2G25140,CLPB4,264402_at,6.092270971,6.36391512,6.291945198,6.363948776,6.673826717,6.18378173
AT2G25150,SCT,264403_at,3.65266745,3.811199445,3.6657795,3.948251103,3.725078047,3.946252412
AT2G25160,CYP82F1,264404_at,4.922687612,4.847707077,4.678784588,4.802424234,4.893080003,4.686872773
AT2G25170,PKL,264384_at,8.243024085,8.589446891,8.436536151,8.333057127,8.422145002,8.194490277
AT2G25180,ARR12,264374_at,7.843062049,7.083974352,6.812979719,7.853085901,7.03175619,7.884477142
AT2G25190,,264380_at,7.833546253,8.581407901,8.669224936,7.667841977,8.484722432,7.920495171
AT2G25200,,264379_at,7.175968136,7.944519921,8.168258786,6.639651559,8.219670835,6.908084593
AT2G25210,,263585_at,10.86298909,9.525258423,9.476482548,10.85418118,9.450766309,10.95956825
AT2G25220,,264378_at,5.631966489,6.148742025,5.959598221,5.728265094,6.139212115,5.67620023
AT2G25230,MYB100,263615_at,3.520521378,3.441118048,3.672482432,3.573401715,3.635588947,3.471816365
AT2G25240,,263614_at,4.058111138,4.070489007,4.0858315,4.029554171,4.026587847,4.006187837
AT2G25250,,263613_at,8.05896099,7.021820673,7.025770371,7.972258873,7.001522514,8.01962085
AT2G25270,,263640_at,7.196990613,7.912722082,7.43107642,7.374098242,7.716191019,7.58072396
AT2G25280,,263589_at,7.578567762,8.440747263,8.586874664,7.581930241,8.501194251,7.533700477
AT2G25300,HPGT3,263639_at,6.629397704,6.793972564,6.778013923,6.569325844,6.757229591,6.687259484
AT2G25310,,263638_at,7.913579682,7.851602358,7.917613096,8.007301181,7.853353612,8.262296166
AT2G25340,VAMP712,263587_at,3.712629545,3.68214049,3.418675416,3.799476721,3.683791229,3.8968483
AT2G25350,,263586_at,5.20239583,5.328426533,5.874533937,4.983439393,5.425898176,4.902554801
AT2G25355,,265614_at,7.471694796,8.198194772,7.889235477,7.56095707,8.207790004,7.52192796
AT2G25360,,265635_at,3.834142329,3.729808296,3.778301659,3.690924153,3.723121416,3.692467368
AT2G25370,,265607_at,3.833819709,4.03829109,3.922799386,3.826037053,4.017950172,3.804020002
AT2G25420,,265609_at,5.959824694,6.15574936,6.159885849,5.950839162,6.074847413,5.972911129
AT2G25430,,265610_at,9.776729716,8.978563833,9.188818418,9.554221404,9.176049797,9.728852286
AT2G25440,AtRLP20,265659_at,3.819947976,4.101673148,3.798355082,3.870122955,3.80849309,4.000107563
AT2G25450,GSL-OH,265615_at,11.06053137,11.17656577,10.84764818,11.01942867,11.48503626,10.95474663
AT2G25460,,265618_at,3.671537815,3.872508749,3.703762009,3.802063806,3.725770133,3.815275877
AT2G25470,AtRLP21,265660_at,3.81026815,4.123804416,3.903749509,4.012268893,4.286503974,3.97553049
AT2G25490,EBF1,265633_at,10.17895731,10.152552,9.683517304,10.33817431,9.990489759,10.24303799
AT2G25500,,265616_at,3.519844737,3.556983052,3.538821329,3.416150834,3.484390693,3.512806806
AT2G25510,,265611_at,13.43389106,12.95152497,13.11267338,13.54562544,13.06690656,13.47278714
AT2G25520,,265617_at,10.07147299,9.047085025,8.857737811,9.990685153,8.960919955,9.995092771
AT2G25530,,265634_at,5.77450825,6.704962654,6.683726409,6.370624989,6.489328226,5.635609193
AT2G25540,CESA10,265605_at,4.569524302,4.507221751,4.671770999,4.559112677,4.80396724,4.417134145
AT2G25560,,265613_at,7.770832436,8.891534731,8.896114977,7.821780332,8.820586716,7.847690762
AT2G25570,,265912_at,8.081026197,7.536103405,7.495904031,8.088137051,7.272255114,7.922675111
AT2G25580,PCMP-H75,265901_at,5.888114079,5.583343602,5.911516872,5.521480669,5.891114241,5.779325126
AT2G25590,,265902_at,6.014088563,7.643298295,7.613632232,6.614035887,7.51252071,6.504857687
AT2G25600,AKT6,265903_at,3.950150818,4.150356286,4.032252556,4.071301624,3.970274547,4.053501609
AT2G25610,,265910_at,9.972001996,9.644495729,9.905378107,10.06999557,9.858023608,10.01544165
AT2G25620,AtDBP1,265886_at,7.578565237,7.521125744,7.347790373,7.499931492,7.511545475,7.461931233
AT2G25625,,265913_at,7.02463909,7.054212978,6.676639658,7.279408004,6.833984399,6.904126476
AT2G25630,BGLU14,265904_at,3.588532746,3.609682589,3.507267571,3.616683903,3.608922132,3.664327665
AT2G25640,,265905_at,6.469930109,6.689714674,6.3933011,6.613997914,6.474052725,6.390246029
AT2G25650,GPL1,265907_at,5.315072011,5.441608256,5.238163582,5.189620353,5.533244726,5.208495224
AT2G25660,emb2410,265896_at,7.568521001,8.769649411,8.884998592,7.545371908,8.617981254,7.530806366
AT2G25670,,265911_at,8.676489539,8.719291409,8.609218417,8.710696033,8.645701413,8.598532535
AT2G25680,MOT1,265897_at,5.455534385,5.838194513,5.578993776,5.583847634,5.734752545,5.561527368
AT2G25690,,265898_at,4.789070089,4.873873563,4.751210549,5.117292041,4.812240088,4.906907404
AT2G25710,HCS1,265887_at,7.401292534,7.597422941,7.759680181,7.70342322,7.350802946,7.634992034
AT2G25720,,265909_at,6.602123681,6.932010786,7.20062195,6.62495259,6.971743356,6.755617934
AT2G25730,,265900_at,8.455935692,9.496769696,9.543022942,8.112660796,9.661146044,8.388465938
AT2G25735,,266658_at,7.853083968,7.013289725,7.62819217,6.898029987,7.038263714,7.531263537
AT2G25740,,266653_at,7.932330726,8.395124522,8.164746807,7.972084588,8.469159979,7.983232317
AT2G25760,,266651_at,6.571840395,6.16154641,6.20922417,6.538180554,6.134415224,6.677016172
AT2G25760,,266652_at,7.790658163,8.171272273,8.204753898,7.942858608,8.265938823,7.900654978
AT2G25780,,257367_at,3.878944497,3.949532618,3.867980785,3.746611097,4.006332412,3.739010147
AT2G25790,,266663_at,6.93108282,8.03897807,7.724605929,7.116861876,7.871363635,6.966648165
AT2G25800,,266650_at,8.076236056,8.941585521,9.025393458,8.013541453,8.878696967,7.885144036
AT2G25810,TIP4-1,266649_at,6.011388342,5.854319366,5.59531959,6.157484341,5.846204084,5.906516061
AT2G25820,ERF042,266661_at,4.640800186,4.755277833,4.817635158,4.781371337,4.904179349,4.830928889
AT2G25830,,266662_at,9.393958116,9.957929042,9.933920009,9.375917948,9.880097371,9.398101287
AT2G25840,OVA4,266648_at,9.524886347,8.900688828,9.11063708,9.482780608,8.861854971,9.524559732
AT2G25850,PAPS2,266659_at,7.270940833,6.831256302,6.906569322,7.147484812,7.031981304,7.309310729
AT2G25870,,266647_at,7.194002347,6.528921316,6.426798532,7.123888978,6.289219675,7.277050514
AT2G25870,,266678_at,9.933890889,10.35474715,10.16409106,9.95252637,10.12806191,10.01124875
AT2G25880,AtAUR2,266655_at,7.777767922,8.376558761,8.451530163,8.134946871,8.337558312,8.024921013
AT2G25890,,266654_at,3.95375036,3.969204995,4.102183481,3.966881012,4.013024236,3.895786439
AT2G25900,ATCTH,266656_at,8.468560026,7.149708426,7.120512326,8.801550056,7.213380693,8.802979046
AT2G25910,,266657_at,8.757417229,7.380521623,7.220062883,8.691734856,7.504868701,8.68799027
AT2G25920,,266660_at,7.472797714,7.446615585,7.472715659,7.370362132,7.248583161,7.313585209
AT2G25930,ELF3,266839_at,8.367858441,8.571779493,8.439321474,8.31451863,8.613426674,8.140824827
AT2G25940,ALPHA-VPE,266849_at,4.492865988,4.818139072,4.76457347,4.51413139,4.836251096,4.596620171
AT2G25950,,266848_at,8.171793474,7.157325096,7.013495153,8.167362946,7.276733386,8.412071013
AT2G25970,,266846_at,8.871815236,9.207283605,9.014523843,8.7477481,9.300458984,8.946758215
AT2G25980,JAL20,266838_at,5.205139626,5.329791362,4.858627948,5.114796991,5.145036369,5.194963869
AT2G25990,,266837_x_at,4.881065842,5.218746931,6.249000865,4.586368244,5.357387471,4.768135157
AT2G26000,BRIZ2,266836_at,4.30850372,4.153959189,4.276031173,4.33281797,4.141707079,4.233435746
AT2G26020,PDF1.2B,257365_x_at,11.47392787,8.320383955,7.81682482,9.852313365,9.100038836,9.219377871
AT2G26040,PYL2,266895_at,6.4104634,6.367799626,6.036498198,6.513473405,6.164990914,6.319473485
AT2G26050,,266894_at,3.914773384,4.029512681,3.841429681,4.125093528,3.904452689,3.97789285
AT2G26060,CIA1,266847_at,8.785522787,9.069371015,9.089987545,8.740144844,9.063743453,8.909816255
AT2G26070,RTE1,266893_at,7.536136391,7.150613993,7.485714544,7.642600889,7.379035063,7.515962369
AT2G26080,GLDP2,266892_at,11.79146934,12.17019913,12.14019289,11.94452532,12.09873388,11.79279672
AT2G26110,,266845_at,6.812095021,6.348206026,6.332380451,6.721836817,6.361179465,6.832403137
AT2G26120,,266844_at,4.265850378,4.563527738,4.295309485,4.259587793,4.287636366,3.978897043
AT2G26135,,266843_at,3.66679953,4.153594238,3.826580144,3.751053262,3.888175692,3.728428215
AT2G26140,FTSH4,266842_at,8.498621474,8.112017587,7.912529161,8.628265614,8.033413568,8.511366861
AT2G26150,HSFA2,266841_at,4.914624477,4.561577535,5.143814935,4.629294909,6.053999018,4.577292075
AT2G26160,,266840_at,3.532257599,3.791439797,3.609141973,3.57151378,3.697113,3.574265817
AT2G26170,CYP711A1,267380_at,7.52089147,8.483612801,8.860963426,7.412913933,8.417264945,7.504642418
AT2G26180,IQD6,267402_at,7.340695374,7.25255278,7.339115345,7.623702493,7.248319636,7.504442047
AT2G26190,IQM4,267381_at,7.959947882,7.698408052,7.715173107,7.785908874,7.72441419,8.034226714
AT2G26200,,267378_at,6.724616816,7.316508024,7.316550391,6.861214777,7.380885458,7.096353514
AT2G26210,,267401_at,6.899610784,6.18615952,5.728527376,6.9041894,5.842702117,6.718095964
AT2G26230,,267374_at,8.16705696,7.624630326,7.694727811,8.024355092,7.674909981,8.081869515
AT2G26240,FAX7,267400_at,9.081287179,7.612562886,7.716959609,9.041704962,7.552909459,9.098901533
AT2G26250,FDH,267377_at,10.57051506,10.77859901,11.19735734,10.61427376,10.73270301,10.71719124
AT2G26260,3BETAHSD/D2,267434_at,6.331795187,6.364308949,6.344676227,6.309089887,6.015213588,6.15889041
AT2G26280,CID7,267373_at,8.38220898,8.052040676,8.094057007,8.36770736,8.131892635,8.320863361
AT2G26290,PBL12,267372_at,3.641300322,3.916470698,4.030986362,3.750202034,3.887524858,3.868485769
AT2G26300,GPA1,267375_at,7.743763197,8.112017587,8.465763283,7.738485568,8.368429998,7.711313614
AT2G26320,AGL33,267403_at,3.219492916,3.353054362,3.411178107,3.391548882,3.503232774,3.347638651
AT2G26330,ERECTA,267376_at,9.77731434,10.81525668,10.74111614,9.737817927,10.80821548,9.674461381
AT2G26340,,267379_at,9.231406358,9.460454186,9.348212554,9.323304184,9.199240578,9.041577656
AT2G26350,PEX10,267433_at,7.015805225,7.251975181,7.365451585,6.965830205,7.43689412,7.025292216
AT2G26360,,245031_at,4.519831327,5.28788363,4.909086462,4.774497323,4.960065044,4.793792339
AT2G26380,,245033_at,4.568971775,4.852926702,4.568906251,4.643547072,4.900030437,4.674192255
AT2G26390,,245034_at,4.800702105,4.941840991,4.822491025,4.751104503,4.529623956,4.509605174
AT2G26400,ARD,245035_at,6.858564659,6.832660964,6.770250358,6.89100581,6.948133805,6.954406341
AT2G26410,Iqd4,245036_at,3.53498574,3.392909006,3.490773699,3.719813683,3.515775317,3.542597598
AT2G26420,PIP5K3,245037_at,4.021085428,4.197522675,3.883632345,4.090341131,3.928623758,3.954319627
AT2G26430,CYCL1-1,245043_at,7.804863021,7.154472633,7.399334121,7.352963597,7.690492451,7.948916598
AT2G26440,PME12,245052_at,9.792412668,8.581465243,8.638985785,8.909041932,8.90027856,9.187570863
AT2G26450,PME13,245053_at,4.556364885,4.622494416,4.56379103,4.700251114,5.020417259,4.613380151
AT2G26460,SMU2,245054_at,6.891095312,6.802865061,7.040294656,7.054684923,6.884185178,7.129858494
AT2G26470,,245055_at,5.42684469,5.902693739,6.176259109,5.447309321,5.945380663,5.693237396
AT2G26480,UGT76D1,245056_at,4.705465247,5.018250955,4.673385398,4.773046535,5.026889023,4.734017451
AT2G26490,JGB,245057_at,4.585318397,4.528248319,4.481367473,4.505047646,4.745571884,4.480838578
AT2G26500,,245044_at,13.33584076,12.63950478,12.47696192,13.27937273,12.47948403,13.33265076
AT2G26510,NAT3,245046_at,8.683741187,8.843440269,8.703534672,8.732849815,8.760584632,8.746836136
AT2G26520,,245040_at,5.854387804,5.184121423,5.202444203,6.147954841,5.432899338,5.795327264
AT2G26530,AR781,245041_at,6.097244466,5.350408755,5.354998549,5.603162772,5.147516778,6.099692351
AT2G26540,UROS,245042_at,8.913955706,8.342058093,8.240192604,9.101404228,8.384396415,9.01993648
AT2G26550,HO2,245027_at,7.285957934,6.216732644,6.125586738,7.452943065,5.865524113,7.319998767
AT2G26560,PLP2,245038_at,8.765558601,7.612414358,7.419693055,7.523148081,7.794897306,7.76209791
AT2G26570,WEB1,245028_at,7.135565233,8.135935345,7.801756716,7.321903173,8.123411267,7.543389424
AT2G26580,YAB5,245029_at,7.820128685,5.926908087,6.030816671,7.82638621,5.819803361,7.843570619
AT2G26590,RPN13,245045_at,8.895626348,9.318138291,9.47086054,8.757759333,9.181263635,9.141388233
AT2G26600,,245039_at,7.761863762,8.032864182,8.208050466,7.771692245,8.148731996,7.80359868
AT2G26620,,245030_at,3.267480035,3.394549812,3.390387804,3.285800498,3.496917275,3.260439347
AT2G26640,KCS11,267606_at,8.473600592,8.51089189,8.361395796,8.278191018,8.62392723,8.455539442
AT2G26650,AKT1,267610_at,6.077582473,6.230192249,6.164268387,5.977585854,6.319083345,5.907900259
AT2G26660,SPX2,267611_at,7.997154782,7.481154364,7.46714689,7.942350189,7.759253697,8.189844354
AT2G26670,HO1,267617_at,10.31419773,9.249062085,9.30183096,10.12313054,9.216852676,10.25022268
AT2G26680,,267616_at,6.967744299,6.985542487,7.511442282,6.778800074,7.211930866,6.727229153
AT2G26690,NPF6.2,267612_at,9.108020019,8.963072496,9.008785488,9.36168717,9.039885244,9.188790427
AT2G26700,PID2,267613_at,4.43165521,4.321966435,4.299242555,4.486426611,4.429185038,4.542535334
AT2G26710,CYP734A1,267614_at,4.87545056,5.028997786,5.387726361,4.806912327,5.475995802,4.958134921
AT2G26720,,267615_at,3.837303037,3.776820889,3.540723054,3.487795592,3.699016613,3.653517051
AT2G26730,,267619_at,8.613766579,8.223031584,7.907626866,8.570419669,8.127976943,8.499444134
AT2G26760,CYCB1-4,267618_at,7.189848841,8.168233126,7.993093454,7.629374135,8.122113721,7.285023123
AT2G26770,SCAB1,267608_at,8.564320009,8.08417262,7.617272286,8.836508059,7.912704988,8.68478253
AT2G26780,,267609_at,8.01630043,8.627990082,8.275464858,7.980067357,8.502541509,7.858933713
AT2G26790,,266853_at,4.038985692,4.16499266,3.981896668,4.048471181,3.881802863,4.21212584
AT2G26800,HMGCL,266864_at,8.633181918,9.042959171,9.085047106,8.827033905,8.851205743,8.781566361
AT2G26810,,266852_at,6.833832379,6.998914449,7.019168329,6.897274969,7.025342411,6.851809637
AT2G26820,ATPP2-A3,266851_at,3.702846281,3.718473738,3.82062141,3.560386422,3.840715675,3.618291546
AT2G26830,EMB1187,266861_at,7.343566236,8.555924286,8.540885764,7.345311717,8.586578575,7.319799351
AT2G26850,,266850_at,3.847697085,3.978490415,4.115309059,4.107935314,4.114803168,3.81969817
AT2G26870,NPC2,266860_at,6.940518062,6.486889112,6.570053057,6.548458551,6.661866772,6.768984154
AT2G26880,AGL41,266859_at,3.738858826,3.844470592,3.731529867,3.758799283,3.822257672,3.724390996
AT2G26890,GRV2,266858_at,8.018718586,8.091782398,7.922183125,7.947418785,7.932991937,7.99018
AT2G26900,BASS2,266857_at,10.76601425,10.34497845,10.26107018,10.88857111,10.31677642,10.91970819
AT2G26910,ABCG32,266856_at,9.356237163,9.730415156,9.602938161,9.453457971,9.627688338,9.419403509
AT2G26920,,266855_at,7.755459302,7.207741077,7.104887343,7.804183227,7.299439765,7.699466976
AT2G26930,ISPE,266863_at,8.69408732,8.47786139,8.652170975,8.611581892,8.332482571,8.827391183
AT2G26940,,266854_at,4.38140385,4.615657735,4.44629821,4.674740321,4.436496403,4.456459486
AT2G26950,MYB104,266862_at,4.201303802,4.273947005,4.300759528,4.240685601,4.246566685,4.255100789
AT2G26960,AtMYB81,266301_at,4.418345317,4.417639031,4.410604737,4.48161599,4.53853312,4.697067139
AT2G26970,,266306_at,7.67737792,6.738931283,7.079458718,7.687009301,6.771712882,7.639725538
AT2G26980,CIPK3,266313_at,8.32291333,8.204540944,8.153510886,8.275815215,8.434826133,8.533640892
AT2G26990,CSN2,266310_at,7.870225437,8.226423797,8.548737247,7.919527794,8.328326352,7.929441061
AT2G27000,CYP705A8,266307_at,3.551153621,3.433242318,3.617951914,3.658555927,3.683929272,3.422402179
AT2G27010,CYP705A9,266308_at,3.684391505,3.718473738,3.708848703,3.54112682,3.748801504,3.610872014
AT2G27020,PAG1,266312_at,10.51826762,10.4116339,10.34116558,10.53946484,10.31216394,10.54652839
AT2G27030,CAM5,266317_at,10.2516561,9.454310161,9.658877122,10.34187737,9.557230153,10.30958883
AT2G27040,AGO4,266314_at,8.953562125,9.540609146,9.355791697,8.954445684,9.405576126,8.97289957
AT2G27050,EIL1,266302_at,8.867325932,9.481438469,9.224751054,8.762488964,9.327037579,8.798795466
AT2G27060,,266303_at,7.294920316,8.439170771,8.256410493,7.392719578,8.358012739,7.352651522
AT2G27080,NHL13,266316_at,7.766174177,5.526844409,5.728846011,6.688872132,5.508406653,7.445222139
AT2G27090,,266304_at,7.396725207,7.484019507,7.134622613,7.271841257,7.358675151,7.274319908
AT2G27100,SE,266315_at,7.416179432,6.723295708,6.702574576,7.418605759,6.601950118,7.215071283
AT2G27110,FRS3,266318_at,6.440213121,6.205246653,6.261715523,6.246135621,6.289589213,6.35150542
AT2G27120,POL2B,266305_at,3.902604641,3.905497142,3.884352854,3.988814339,3.848181273,3.884036549
AT2G27130,XYP11,266311_at,8.032366792,7.315070912,7.514625098,8.052379336,7.296795116,7.986630552
AT2G27140,,266309_at,6.246472667,4.621570838,4.594450386,6.065541489,4.956522804,5.999250271
AT2G27150,AAO3,263570_at,6.283915012,7.603197539,7.554917291,6.520040525,7.488797239,6.296183301
AT2G27160,,263568_at,3.810509612,3.76951937,3.768313231,3.652281796,3.832987718,3.51516546
AT2G27170,SMC3,263569_at,5.313771194,5.686719758,5.402180569,5.219058098,5.371284916,5.472123268
AT2G27180,,263084_at,4.437766161,4.521023979,4.704125913,4.295354122,4.425371685,4.368016625
AT2G27190,PAP12,263083_at,9.141915469,9.396335212,9.117179567,8.820360304,9.51459959,9.087336629
AT2G27200,LSG1-1,263082_at,6.973495748,7.080139333,6.84278806,7.065465222,7.230244244,6.865427922
AT2G27220,BLH5,263081_at,3.919847556,4.131536581,3.887505905,3.880831999,3.983314971,3.90239635
AT2G27230,LHW,265629_at,7.900858645,8.72336873,8.760755698,7.97686152,8.813870737,7.802722601
AT2G27240,ALMT7,265625_at,3.623118543,3.747805706,3.575093817,3.574198675,3.920762927,3.665009609
AT2G27250,CLV3,265624_at,4.025662086,4.27121333,4.220100672,3.901433693,3.970170498,3.934113455
AT2G27260,,265626_at,9.356237163,8.294182807,8.103086613,9.350155545,8.503991345,9.361073775
AT2G27270,,265623_at,4.443582824,4.835904966,4.393138453,4.437569762,4.439793634,4.11744686
AT2G27280,,265622_at,3.514632138,3.514690513,3.495359351,3.380610348,3.542378798,3.53743355
AT2G27285,,265627_at,7.097233638,7.109226611,7.390906186,7.228567596,7.09216803,7.26909367
AT2G27290,,265628_at,10.49883501,9.25276962,9.370238566,10.51001817,9.015607607,10.35556001
AT2G27300,NTL8,265621_at,4.048120627,4.371605015,4.403195438,4.127162032,4.341664528,4.044311718
AT2G27310,,265620_at,4.44393722,4.270671866,4.297654025,4.326750261,4.46795894,4.481380989
AT2G27320,,265619_at,4.611756235,5.193969236,4.543391654,4.917937671,4.78937089,4.672359981
AT2G27330,,265641_at,6.906457719,6.383981382,6.424064988,6.966523461,6.476085423,6.92520892
AT2G27340,,265638_at,5.683812767,6.492917471,6.644341899,5.711799756,6.607540469,5.549183217
AT2G27350,,265630_at,8.243608615,8.105596534,8.069263503,8.301236576,7.970469001,8.136900222
AT2G27360,,265646_at,7.828416271,7.672668217,7.819189972,8.105133132,7.584705492,7.829450822
AT2G27370,CASP3,265645_at,4.433938254,4.801404579,4.277333516,4.535798273,4.413013045,4.180485878
AT2G27380,EPR1,265644_at,5.054520308,5.359828479,4.913296361,5.031485718,5.203174341,4.83928212
AT2G27390,,265643_at,3.618736819,3.827404504,3.834420442,3.691158407,3.897594193,3.667884002
AT2G27410,,265647_at,4.583665141,4.57624205,4.692316697,4.753989088,4.53356985,4.654760541
AT2G27420,,265665_at,6.736638213,5.882525106,6.434850329,7.242183183,6.180371946,6.949767613
AT2G27450,CPA,265642_at,9.423426888,9.995147759,9.863096903,9.296390127,9.985660273,9.411888554
AT2G27460,,265650_at,7.994929416,9.312382496,9.228454235,7.932278189,9.324206064,7.833209549
AT2G27470,NF-YB11,265667_at,6.415939995,6.65681359,6.456337478,6.435701697,6.64650148,6.357088934
AT2G27480,CML48,265636_at,5.348050341,5.812513495,5.867004163,5.268006502,5.829559771,5.493225998
AT2G27490,COAE,265637_at,7.259473378,7.624630326,7.611884855,7.468958143,7.572073709,7.212670635
AT2G27500,,265648_at,7.730350596,6.681048162,7.446089235,7.221343754,7.32270106,7.873356387
AT2G27510,FD3,265649_at,10.09971151,10.05734769,9.911878822,10.0228795,10.08053747,9.937712074
AT2G27520,,266252_at,4.028056043,4.383009326,4.236452883,4.124480875,4.169611306,4.132128544
AT2G27530,RPL10AB,266210_at,11.97552574,12.22708512,12.053856,12.02665912,12.09288453,12.02011151
AT2G27550,CEN,266209_at,5.129397975,5.335758936,5.216196948,5.43890691,5.36151063,5.126497213
AT2G27570,SOT4,266263_at,3.845515537,3.992848993,3.767447222,3.803679723,3.917680222,3.937354536
AT2G27580,SAP3,266261_at,7.439858246,7.650215456,8.095844043,7.334153102,7.839694467,7.441475217
AT2G27590,,266262_at,7.561991338,7.562706022,7.608457453,7.520071268,7.432451583,7.563469656
AT2G27600,SKD1,266260_at,10.04020825,9.443761819,9.488317893,9.944634025,9.335092979,9.919535177
AT2G27610,PCMP-H60,266255_at,4.660404782,5.197137001,5.183748263,4.57864607,5.312742433,4.6432275
AT2G27630,,266249_at,3.455727411,3.72796714,3.53115893,3.589939991,3.505807536,3.526557475
AT2G27650,,266248_at,4.021340569,4.036662126,4.123983259,3.943162597,4.132881855,3.915788323
AT2G27660,,266247_at,6.243518838,5.705843501,5.577368606,5.71939562,5.540061429,5.717786546
AT2G27680,,266207_at,10.54778364,10.31573178,10.33906526,10.66499827,10.25556815,10.71225886
AT2G27690,CYP94C1,266246_at,8.042438629,7.01495354,8.383246689,6.37511329,8.192386903,7.341656772
AT2G27700,,266245_at,3.515931305,3.499388272,3.349285926,3.499388272,3.509173782,3.565269775
AT2G27710,RPP2B,266256_at,12.38994925,9.683652355,9.45171167,12.43134562,9.48952853,12.4775559
AT2G27720,,266258_at,12.19932936,10.58836941,10.5949686,12.27016507,10.67887028,12.24958892
AT2G27730,,266206_at,10.47226856,8.832478552,8.426020761,10.43717831,8.457619038,10.20234854
AT2G27740,,266244_at,5.306027394,5.318352334,5.894789848,5.170678531,5.512125244,5.791988201
AT2G27750,,266243_at,3.532097559,3.583036847,3.580697504,3.712093332,3.673824086,3.664899868
AT2G27760,IPT2,266208_at,6.094009713,6.810980749,6.943036951,5.828975793,7.057831411,6.087537467
AT2G27775,,266264_at,7.760458774,5.680576445,5.990937579,7.65555992,5.865440568,7.693335789
AT2G27790,,266242_at,5.326553618,5.14553777,5.337838737,5.37068732,5.365218625,5.361903427
AT2G27810,ATNAT12,266254_at,8.67232631,8.623401484,8.528402142,8.724552453,8.555089236,8.693290656
AT2G27820,ADT3,266257_at,8.216600945,7.318677548,7.131859936,8.436418758,7.469426482,8.464779678
AT2G27830,,266259_at,6.303496701,6.521857453,6.465210175,6.096233645,6.382551231,6.076211595
AT2G27840,HDT4,266253_at,9.316192687,7.802101063,7.786498192,9.175302845,7.672737012,9.463005675
AT2G27880,AGO5,264066_at,4.853946271,5.055788062,4.974545657,4.887461135,4.911826241,4.876664153
AT2G27900,,264063_at,7.480345467,7.253866522,7.326631561,7.383360144,7.329658501,7.47481893
AT2G27900,,264064_at,6.176532212,6.160435635,6.028847584,6.207287586,6.111176429,6.380363621
AT2G27900,,264065_at,4.498918535,4.842880659,4.585340632,4.68529983,4.623895659,4.636877337
AT2G27920,SCPL51,264071_at,6.410143399,6.499260131,6.493522623,6.308467916,6.586951916,6.446046215
AT2G27940,ATL57,257429_at,4.03847938,4.23177519,4.46789222,4.283473639,4.267080681,3.924575552
AT2G27950,,264062_at,5.85099545,5.889341044,5.932214968,6.055400963,5.779530447,5.907234664
AT2G27960,CKS1,264070_at,9.248528993,7.855550147,7.866757635,9.414720038,8.058004763,9.427132717
AT2G27970,CKS2,264061_at,8.969038433,7.195547285,7.373434604,9.014003871,7.485522701,9.02424931
AT2G27980,,264060_at,6.877087524,6.854935446,6.652807008,6.877481668,6.750026161,6.847357908
AT2G27990,BLH8,264068_at,5.225865337,5.651212698,5.391352948,5.352273957,5.463610118,5.236280066
AT2G28000,CPN60A1,264069_at,12.40296991,12.74385128,12.44395975,12.36153465,12.62838342,12.36348399
AT2G28010,,264067_x_at,4.102435001,4.57848565,4.244011104,4.386661276,4.243338605,4.20117787
AT2G28030,,266159_at,3.480284528,3.43243389,3.536596047,3.555745533,3.639959809,3.433361322
