#development stage,seedling,,,,,,,
#organism part,aerial tissue,,,,,,,
#ecotype,Col-0,,,,,,,
#,,,,,,,,
Gene ID,Gene Name,DesignElementAccession,Sakakibara_1-2_TZ-treatment-wild_Rep2_ATH1,Sakakibara_1-9_DMSO-treatment-wild_Rep3_ATH1,Sakakibara_1-7_DMSO-treatment-wild_Rep1_ATH1,Sakakibara_1-1_TZ-treatment-wild_Rep1_ATH1,Sakakibara_1-8_DMSO-treatment-wild_Rep2_ATH1,Sakakibara_1-3_TZ-treatment-wild_Rep3_ATH1
AT4G21400,CRK28,254409_at,6.047746512,7.207161009,7.688802943,5.826915174,7.299101715,5.964908032
AT4G21410,CRK29,254410_at,6.127002302,7.174512319,7.643805703,5.623228394,7.3910547,6.044926073
AT4G21430,B160,254412_at,5.595235687,6.07257809,5.712491731,5.646882254,5.835414186,5.538372484
AT4G21440,ATMYB102,254413_at,3.778951178,3.912513693,3.975574776,3.924213644,3.752775929,3.844423533
AT4G21450,,254425_at,8.831035501,7.499902675,7.495026497,8.876571168,7.468195605,8.865131899
AT4G21470,FHY,254417_at,9.20839427,9.489008481,9.23588329,9.060724424,9.367252216,8.892503253
AT4G21480,STP12,254418_at,5.474899763,6.047660506,6.948729991,5.507469434,6.58921142,5.269609931
AT4G21490,NDB3,254419_at,5.468050735,5.735482311,5.70810868,5.662542148,5.771107935,5.428803897
AT4G21500,,254420_at,4.936594472,5.399215779,5.247938048,5.044086372,5.193918169,4.897441143
AT4G21510,SKIP27,254424_at,5.367970466,5.7186601,5.83740277,5.640600767,5.80466138,5.455621074
AT4G21550,VAL3,254421_at,4.743626705,5.711692774,5.436781923,4.941198694,5.394070531,4.791719307
AT4G21560,VPS28-1,254422_at,8.778929253,8.528190701,8.609148455,8.531942582,8.392297326,8.711202659
AT4G21580,,254393_at,8.4775578,8.323387905,8.021872544,8.391283553,7.942912723,8.294001458
AT4G21590,ENDO3,254391_at,4.962387971,5.340602626,5.235914879,5.037918344,5.462580457,5.151077952
AT4G21600,ENDO5,254392_at,3.956718144,4.240082061,4.002184129,3.954082527,4.323121735,3.895324259
AT4G21610,LOL2,254423_at,7.358250154,7.858511533,7.677546767,7.395642263,7.814864893,7.332344433
AT4G21620,,254372_at,9.575517407,10.02295469,10.02900291,9.499915118,10.03646889,9.412186788
AT4G21630,SBT3.14,254394_at,3.733174816,3.898484658,3.676690327,3.734287862,3.803000331,3.783188753
AT4G21650,SBT3.13,254377_at,5.724058413,6.041359075,6.35590004,5.646392408,5.993825292,5.928906802
AT4G21680,NPF7.2,254396_at,7.887330085,6.068573472,6.343793083,4.553722157,6.93640377,6.412830172
AT4G21690,GA3OX3,254397_at,4.536823624,4.792002964,4.935510468,4.813046285,4.622337414,4.595015376
AT4G21700,,254367_at,5.717153097,6.614076008,6.575204484,5.795091029,6.477563202,5.921325144
AT4G21710,NRPB2,254368_at,9.06107431,9.458956122,9.326696577,9.070303313,9.349825915,9.20527864
AT4G21720,,254369_at,6.958339907,6.848440211,6.871041345,6.803152922,6.966560077,6.77498526
AT4G21750,ATML1,254370_at,9.211616315,9.732195439,9.54303886,9.407412776,9.54754165,9.386425435
AT4G21760,BGLU47,254371_at,7.48314456,7.490201674,7.570096446,7.58426607,7.506991591,7.698228592
AT4G21780,,254374_at,5.001757088,5.219188846,4.995805117,5.081861187,5.080512291,5.391326111
AT4G21790,TOM1,254376_at,9.565951532,8.757287225,8.676516695,9.635269281,8.677428129,9.346954868
AT4G21800,QQT2,254375_at,7.703035619,6.474074219,6.400561487,7.735691078,6.439826822,7.72117183
AT4G21810,DER2.1,254378_at,7.927465038,8.437036829,8.959606396,7.944771252,8.903593746,8.021010253
AT4G21820,,254379_at,4.854030898,5.971558571,5.776990631,5.070792582,5.787178511,4.801750954
AT4G21850,MSRB9,254387_at,9.748317191,8.407182406,9.013935287,8.759290075,9.085489658,9.54125198
AT4G21860,MSRB2,254388_at,11.4674964,10.59678465,10.46884752,11.52496204,10.58288929,11.4096047
AT4G21865,,254380_at,5.485989446,5.471294681,5.432251901,5.499645796,5.4686784,5.350339275
AT4G21870,HSP15.4,254384_at,11.28227137,10.87397416,11.76478734,11.07197063,11.14250422,11.62912713
AT4G21890,,254382_at,5.684473869,5.609896646,5.281065542,5.777423816,5.602592104,5.784235575
AT4G21940,CPK15,254390_at,4.471539537,4.359471188,4.428340852,4.601738277,4.272724159,4.411149035
AT4G21950,,254383_at,3.499900312,3.704015667,3.625593364,3.480546148,3.616304972,3.471816365
AT4G21960,PER42,254386_at,13.32811325,13.1102938,12.81888218,13.24739596,13.14045089,13.26360018
AT4G21980,APG8A,254346_at,7.940341324,6.959500742,7.276614165,7.512603516,6.917435848,7.824808702
AT4G21990,03-Apr,254343_at,10.290595,9.325137146,9.200809867,10.34596611,9.600604699,10.51723705
AT4G22000,,254345_at,8.512662371,8.484725977,8.388265013,8.546561829,8.261126813,8.808891507
AT4G22010,sks4,254363_at,9.71761564,9.292483385,9.31288487,9.639236752,9.317447037,10.03552568
AT4G22030,,254365_at,4.542711373,4.707762876,4.647542713,4.820121147,4.986875906,4.738628697
AT4G22050,,254336_at,4.137846004,4.347575083,4.209952581,4.053595294,4.170624707,4.042488864
AT4G22060,,254337_at,3.960237162,4.045856038,3.915074144,4.188479507,4.084045786,3.770066704
AT4G22070,WRKY31,254347_at,4.190237721,4.338558669,4.457715591,4.210469489,4.142599179,4.08846517
AT4G22100,BGLU3,254339_at,4.035068189,4.140806588,4.041190407,3.999016793,4.190366984,4.041355991
AT4G22110,,254344_at,4.448303196,4.979450875,4.66949005,4.695655217,4.75397651,4.51746831
AT4G22120,CSC1,254340_at,7.070709559,8.010774668,7.941895246,7.255422357,7.933644885,7.151659925
AT4G22130,SRF8,254341_at,7.250868901,7.01346555,6.707806122,7.264363601,6.956484092,7.17539597
AT4G22140,EBS,254342_at,7.885746419,7.643181488,7.73270645,8.001909446,7.763775705,8.090304074
AT4G22150,PUX3,254348_at,8.530443593,9.464123565,9.369520761,8.450551951,9.441723241,8.434562669
AT4G22160,,254362_at,5.712705613,5.02047638,5.108698171,5.693938624,5.114102134,5.789327123
AT4G22190,,254356_at,7.966982357,8.586860728,8.809812964,8.334130972,8.56900871,8.361759826
AT4G22200,AKT2,254305_at,7.293673819,6.940834534,6.982615351,7.644402231,6.966591566,7.433245539
AT4G22212,,254361_at,4.694153775,4.789306825,4.702300447,4.523807877,4.868043967,4.613056766
AT4G22220,ISU1,254357_at,10.12078355,8.085169323,8.004545587,10.146131,8.131026911,10.28264614
AT4G22250,,254349_at,5.836001492,5.605084228,5.852980207,6.007072425,5.602562159,5.80104986
AT4G22260,AOX4,254335_at,7.823643262,6.84002659,7.503285615,7.77246913,7.166648713,7.570556233
AT4G22270,MRB1,254304_at,5.155812464,5.762673365,5.674799063,5.761422829,5.881372187,5.377048403
AT4G22280,,254350_at,4.59376395,5.16495956,5.016494998,4.642843241,4.746276296,4.646708726
AT4G22300,SOBER1,254351_at,6.814537729,5.781413548,5.544361126,6.728522421,5.98941048,6.693641422
AT4G22310,MPC4,254358_at,10.02485941,9.912716788,9.975393555,10.04819828,9.943037136,10.03935072
AT4G22320,,254352_at,6.567637733,6.030924186,6.412336773,6.624606494,6.166921523,6.679916996
AT4G22330,ATCES1,254306_at,9.040273493,7.565405978,7.544682361,8.921614256,7.445862499,8.868637103
AT4G22340,CDS2,254360_at,6.756012895,6.559948502,6.548730633,6.824496637,6.421004732,6.801014914
AT4G22360,,254359_at,7.399505915,8.024596728,8.157175573,7.643452717,8.063722648,7.637985563
AT4G22370,,254354_at,3.564497951,3.514914818,3.539250233,3.648130544,3.520226308,3.527806197
AT4G22380,,254355_at,8.26056795,6.99419956,6.687667263,8.321881765,6.567685268,8.399822249
AT4G22390,,254309_s_at,3.949663471,3.990255994,3.983560138,3.86587204,3.870918606,3.829656813
AT4G22400,,254307_at,4.151004335,4.169358842,4.221097506,4.384292129,4.272480338,4.151455818
AT4G22410,,254308_at,5.195262942,5.478022792,5.455944496,5.25272935,5.191531166,5.255806605
AT4G22430,,254310_at,4.039769238,4.397137645,4.208738491,4.085668641,4.286332944,4.244409848
AT4G22440,,254311_at,3.753559359,3.855190033,3.783823301,3.776614309,3.874759376,3.767117578
AT4G22460,,254313_at,4.409068703,4.293808809,4.569017979,4.601734697,4.344650312,4.789707659
AT4G22470,,254314_at,7.921772899,5.399109293,5.064678222,5.392718629,6.02995802,6.481935968
AT4G22490,,254327_at,11.21986169,8.690337177,9.409433505,11.29887575,9.009108258,11.22841228
AT4G22510,,254317_at,5.214001788,6.581788496,6.96579937,4.989782894,6.401449971,5.319713823
AT4G22530,,254318_at,6.966281744,5.713048663,5.904702119,6.520420279,5.901052836,6.658936943
AT4G22540,ORP2A,254329_at,7.687917391,7.273645834,7.24950482,7.59912492,7.093883608,7.61242704
AT4G22560,,254319_at,7.602833933,8.0992728,8.190407567,7.635526333,8.155485722,7.745746517
AT4G22570,APT3,254328_at,10.48637946,10.2724831,10.30675604,10.74978176,10.1728651,10.58716707
AT4G22580,GT19,254320_at,6.436830539,5.037154538,5.277700368,6.2354249,5.293008408,6.436196909
AT4G22590,TPPG,254321_at,7.719075379,7.772286,8.149726239,7.19683118,7.951074854,7.431483396
AT4G22600,INP1,254322_at,3.959847249,4.018322002,4.148611013,4.053321012,3.983157631,4.006233722
AT4G22610,,254326_at,4.899216098,4.791616911,4.692596751,4.885005054,4.686531207,4.674192255
AT4G22620,,254323_at,4.43187562,4.401106487,4.319477423,4.472340854,4.656811053,4.138935589
AT4G22640,,254324_at,4.11578623,4.016243741,4.236064136,4.194161234,4.324018026,4.2418169
AT4G22650,,254325_at,4.08894843,4.305847536,4.051886453,3.942631898,4.3450283,4.02764305
AT4G22670,AtHip1,254275_at,11.11727543,11.56553482,11.42981332,11.08985736,11.56230088,10.80430686
AT4G22680,MYB85,254277_at,3.657786601,3.590323142,3.673323332,3.51483898,3.587826614,3.579427371
AT4G22700,LBD32,254330_at,4.069197204,4.310617563,4.306396779,4.537351242,4.333328447,4.190302034
AT4G22720,,254273_at,8.36063204,9.041093215,9.265290712,8.319162913,9.109490736,8.392470891
AT4G22730,,254332_at,5.459873536,6.641631313,6.540091732,5.694788711,6.453665378,5.880183013
AT4G22740,,254278_at,8.84822345,9.63949581,9.74707855,8.838138005,9.754176011,8.873119105
AT4G22750,PAT13,254279_at,8.421409536,9.291387861,9.345893307,8.520289691,9.28108392,8.539936058
AT4G22756,SMO1-2,254280_at,6.956367444,7.191083476,7.164158403,7.215522897,6.946406011,7.062056467
AT4G22760,PCMP-E6,254334_at,4.333330809,4.512863683,4.383271441,4.393943296,4.436522997,4.47873807
AT4G22770,AHL2,254274_at,6.134360661,6.666791338,6.511832285,6.17367582,6.366922176,6.047706069
AT4G22780,ACR7,254300_at,5.990169949,6.519613518,6.614759378,5.402131991,6.489328226,5.865786817
AT4G22790,DTX56,254301_at,5.763554549,6.555186934,6.356914828,5.981118204,6.500636427,5.753444703
AT4G22820,SAP9,254276_at,7.731620783,8.226354924,8.7859672,7.529940488,8.64297038,7.748485815
AT4G22830,,254303_at,7.648796501,6.497055911,6.11989759,7.601220855,6.129785707,7.488059006
AT4G22840,BASS6,254281_at,5.198561761,5.220141299,5.280070074,5.203915062,5.169599555,5.128010894
AT4G22850,,254272_at,5.953589652,5.80073393,6.149241715,5.947315411,6.070121764,6.208123029
AT4G22860,,254282_at,5.402278419,5.916908669,5.582008533,5.517080841,5.799998188,5.475601051
AT4G22890,PGRL1A,254298_at,12.47855142,11.9721414,11.98810103,12.55814539,12.0580672,12.441692
AT4G22910,FZR2,254284_at,6.48731683,5.515115644,5.639087638,6.328395874,5.668581189,6.785946777
AT4G22920,SGR1,254299_at,7.214773772,7.576348359,7.664459736,7.283047307,7.6533327,7.256770579
AT4G22930,PYR4,254267_at,8.929627783,9.760869951,9.640296977,9.014726499,9.677800089,9.029878951
AT4G22940,,254285_at,4.200713873,4.187157203,4.216654427,4.110547321,4.228082734,4.115866756
AT4G22950,AGL19,254286_at,3.384283713,3.647125692,3.380977197,3.490936454,3.474609507,3.390597751
AT4G22960,,254287_at,5.095392064,5.233445874,5.257793627,5.101636312,5.561391852,5.113317206
AT4G22970,ESP,254288_at,4.365453006,4.480204676,4.454870946,4.421930525,4.541212774,4.403133431
AT4G22980,,254289_at,4.278458849,4.129194149,4.579413916,3.910979917,4.456981029,4.262445678
AT4G23000,,254290_at,5.651119447,5.824905687,5.509404036,5.577781514,5.618046552,5.52281406
AT4G23010,UTR2,254291_at,9.375856829,9.037277596,9.280639983,8.992370201,9.396268302,9.162981484
AT4G23030,DTX49,254292_at,4.146241486,4.140537176,4.459575729,3.953243822,4.414397358,4.213770036
AT4G23040,PUX13,254268_at,6.097696826,6.496166768,6.70889832,5.983555391,6.643946244,6.107439128
AT4G23050,,254269_at,6.94299034,7.909223112,8.001220807,7.140819143,8.014478279,6.991980171
AT4G23060,IQD22,254293_at,6.640829608,6.672674161,6.476364648,6.41422301,6.815745225,6.603385102
AT4G23070,RBL7,254294_at,5.196104019,5.260508646,5.390992659,4.957945728,5.178916006,5.130129219
AT4G23080,,254295_at,3.794542658,3.827404504,3.814754709,3.835117245,3.849864403,3.813778377
AT4G23090,,254296_at,4.767662576,4.811121795,4.729902892,4.723158044,4.672792731,4.52596681
AT4G23100,GSH1,254270_at,10.81496821,11.337368,11.25459156,10.77956872,11.39333597,10.94281863
AT4G23110,,254297_at,3.499008892,3.523357759,3.402712289,3.283368671,3.278106419,3.435630107
AT4G23130,CRK5,254266_at,5.610613916,5.440961726,5.693768338,5.091424151,5.769134742,5.214073269
AT4G23150,CRK7,254271_at,4.006187837,4.122958846,4.028707808,3.73176594,3.950039259,3.795319658
AT4G23180,CRK10,254256_at,9.735400998,9.98244853,10.07197801,9.434257937,10.18896362,9.642341816
AT4G23190,CRK11,254241_at,5.631405961,4.880032391,5.322638904,4.894335102,5.333991705,5.396772286
AT4G23200,CRK12,254242_at,7.521074665,7.942559134,8.609652749,7.075580386,8.339645723,7.143637652
AT4G23210,CRK13,254243_at,4.227723009,4.105182273,4.20046438,4.005293569,4.130594087,3.862593224
AT4G23220,CRK14,254255_at,6.471243006,6.67571342,7.833729686,5.499925216,7.500329973,5.935241908
AT4G23230,CRK15,254244_at,4.085878779,4.278143903,4.012773514,3.92833087,4.247626539,4.160104103
AT4G23240,CRK16,254245_at,5.928534924,6.71738919,7.171868756,5.748737959,7.005374643,5.916477223
AT4G23250,EMB1290,254246_at,4.732314893,4.759065836,4.889883633,4.865754488,4.911521978,4.810689522
AT4G23260,CRK18,254247_at,6.918633119,7.554735237,7.896389648,6.563760833,7.810481095,6.888022731
AT4G23270,CRK19,254248_at,7.581913014,7.809467097,8.227306643,7.226577527,8.192386903,7.644443063
AT4G23280,CRK20,254249_at,3.64759917,3.938871878,3.692561077,3.553932388,3.949933726,3.676045955
AT4G23290,CRK21,254250_at,8.356302435,9.166937047,9.214532797,8.581238072,9.001537282,8.402670904
AT4G23300,CRK22,254251_at,5.964404516,6.389284553,6.291068295,5.770604197,6.498834911,5.955502348
AT4G23310,CRK23,254252_at,3.818112121,4.396340196,4.35019741,3.933091834,4.366508213,3.866072337
AT4G23320,CRK24,254253_at,4.905081394,5.126470484,5.076973266,4.858814044,5.358014362,4.949397744
AT4G23330,,254254_at,5.464754481,5.442174258,5.379609249,5.487718317,5.249535402,5.629368372
AT4G23400,PIP1-5,254239_at,10.57427318,10.60955244,10.77433649,10.53847169,10.60315081,10.5171911
AT4G23410,TET5,254258_at,5.949237296,6.324382856,6.255171649,5.89653537,6.157853468,5.887575676
AT4G23440,,254260_at,6.360088683,7.091244452,7.161333388,5.873883536,7.168373739,6.1704076
AT4G23450,AIRP1,254210_at,4.214713173,4.587342689,4.398212372,4.365945771,4.376916109,4.27832448
AT4G23460,BETAC-AD,254261_at,8.139302076,8.575441303,8.433163067,8.12617688,8.548360653,8.246896344
AT4G23470,,254262_at,10.07939394,8.474715479,8.772822969,9.770102009,8.62768364,9.921262916
AT4G23490,,254209_at,6.477148584,7.157713099,7.072978287,6.394600551,6.99981249,6.403034165
AT4G23493,,254263_at,4.121142233,4.083924241,4.259606861,4.276405714,4.156678129,4.076912447
AT4G23496,SP1L5,254240_at,4.708573693,4.78447933,4.483262926,4.670228072,4.712357026,4.575293353
AT4G23510,,254264_at,3.835917151,3.699506989,3.817808139,3.636931013,3.75178138,3.926831584
AT4G23520,RDL6,254237_at,4.089783887,4.639382899,4.675625921,4.339481248,4.312469397,4.252895159
AT4G23540,,254238_at,6.630505632,6.4480698,6.483729521,6.599454052,6.726552346,6.292549818
AT4G23570,SGT1A,254211_at,9.670619101,9.126488607,9.640457936,9.374710593,9.806886177,9.591347412
AT4G23580,,254212_at,3.76396655,4.470781571,4.240208938,4.097487431,4.083707823,3.865105816
AT4G23590,,254213_at,3.899455554,3.881070843,3.883025179,3.807651197,4.034032963,3.782125681
AT4G23600,CORI3,254232_at,10.78995388,8.494285036,8.361748788,10.64297719,9.271437376,10.63803756
AT4G23610,,254229_at,4.954296815,4.867151515,4.865055175,4.811753935,4.79920515,4.790122563
AT4G23620,,254228_at,8.206583376,8.33037817,7.856766675,8.167957667,8.227229485,8.085181987
AT4G23630,RTNLB1,254227_at,11.13200552,9.817558167,9.932595161,11.30995135,10.04548641,11.13971154
AT4G23640,POT3,254214_at,7.77854745,7.713927216,7.477575265,7.825725175,7.498092584,7.813684948
AT4G23650,CPK3,254224_at,10.4372084,9.938553791,10.15073747,10.29117192,9.907755552,10.19295083
AT4G23660,AtPPT1,254230_at,5.914381067,7.014723036,6.880361207,6.025473163,6.999052337,5.92340214
AT4G23670,,254225_at,12.46514363,12.3691387,12.49436264,12.54015112,12.4072365,12.48654218
AT4G23680,,254234_at,9.300956471,8.112017587,8.393512613,8.319601253,9.235906731,9.169377176
AT4G23690,DIR6,254226_at,6.040187875,6.145229954,6.032048996,5.896249588,5.837513014,6.235268976
AT4G23700,CHX17,254215_at,5.047450267,5.289137169,5.383424724,4.827328257,5.932688155,5.048876024
AT4G23710,VHA-G2,254216_at,8.231075741,6.584359253,6.91663371,8.341934909,6.889135206,8.501453624
AT4G23720,,254217_at,4.816071997,4.983056978,4.991866281,4.737552777,4.96491641,4.637896971
AT4G23730,,254223_at,7.983386341,7.926594162,8.345844833,8.19164283,8.072230996,8.133819642
AT4G23740,,254218_at,8.436755496,8.347777041,8.507579714,8.438592668,8.303009764,8.542079695
AT4G23750,CRF2,254235_at,9.567784465,7.486571412,7.49556928,9.565622507,7.410995815,9.627948865
AT4G23780,,254220_at,3.550199226,3.576642297,3.461637958,3.641783988,3.543838546,3.559513717
AT4G23800,HMGB6,254233_at,9.436718388,9.145053977,9.196649592,9.502495564,9.065400173,9.579742346
AT4G23810,WRKY53,254231_at,7.321231545,7.351181413,7.9378156,6.216390009,7.529762861,7.118674956
AT4G23820,,254221_at,9.551411224,9.405427408,9.53080448,9.416953402,9.597154505,9.748541636
AT4G23840,,254222_at,4.865806464,5.262404807,4.995312313,5.065246865,5.204185775,4.808063279
AT4G23840,,254236_at,6.484770612,6.301330074,6.274629509,6.484416227,6.502381824,6.613761674
AT4G23850,LACS4,254192_at,11.05425748,11.50412713,11.51548976,10.99682238,11.51100002,10.92846953
AT4G23860,,254177_at,6.071628038,5.64031242,5.427671067,6.197205684,5.816391228,6.119173707
AT4G23870,,254193_at,4.349261519,4.829706908,4.871201536,4.471673372,4.488057288,4.536281524
AT4G23880,,254178_at,4.691558247,4.397146552,4.627847463,4.432619469,4.526746421,4.563919209
AT4G23885,,254190_at,6.38424488,6.142513596,6.532351661,6.118091208,6.028455472,6.354603749
AT4G23890,ndhS,254187_at,11.21991963,11.05340968,10.80440093,11.49339289,10.95251065,11.15381236
AT4G23910,,254179_at,6.982192552,6.759347234,6.815150055,7.122559811,6.789408612,6.923343249
AT4G23920,UGE2,254188_at,6.720259951,6.452007965,6.773335826,6.793834564,6.565993299,6.770836864
AT4G23930,,254180_at,5.882213297,5.661133543,5.340230657,5.865122841,5.369646399,5.984994781
AT4G23940,FTSHI1,254181_at,9.101701115,9.300147822,9.278119557,9.171718276,9.25245902,9.165121676
AT4G23950,,254182_at,6.664631274,6.537329285,6.334378384,6.736213439,6.220625472,6.518325815
AT4G23960,,254183_at,4.514227322,4.56190887,4.324642518,4.48466458,4.566433877,4.269730813
AT4G23970,,254184_at,4.340196418,4.502504449,4.306328289,4.343834575,4.343906737,4.399325069
AT4G23980,ARF9,254194_at,6.872758353,6.794758677,6.782149516,6.869578643,6.824300741,6.884315817
AT4G23990,CSLG3,254185_at,7.287103336,6.747283367,6.661750275,7.682086421,6.569285224,7.188320972
AT4G24000,CSLG2,254189_at,3.742610847,3.947757129,3.601754154,3.6193648,3.67390665,3.747375101
AT4G24010,CSLG1,254186_at,5.706120749,6.302095018,6.370130994,5.855669415,6.337296327,5.930063679
AT4G24020,NLP7,254195_at,8.069261301,8.364472545,8.254074428,8.091007251,8.325066183,7.811913264
AT4G24030,,254196_at,4.313368688,4.67627282,4.607943044,4.675911507,4.514641689,4.590642074
AT4G24040,TRE1,254197_at,6.429338479,7.062695907,7.002869194,6.348868859,6.897071113,6.15889041
AT4G24050,,254175_at,4.234448146,4.937038736,4.89771994,4.695533611,4.742267987,4.573570688
AT4G24060,DOF4.6,254207_at,5.928179473,5.409482852,5.816742556,5.983999067,5.535003239,5.936009677
AT4G24090,,254198_at,8.499250362,8.919285421,9.104449563,8.717388446,8.734694212,8.675770259
AT4G24100,,254199_at,5.393495285,5.421553303,5.526451293,5.498986988,5.643812954,5.291656503
AT4G24110,,254200_at,5.153071108,5.381435454,5.16120485,4.887441767,5.360368235,5.141025828
AT4G24120,YSL1,254174_at,6.743290855,7.231762832,6.903431054,6.612974118,6.62242111,6.953057397
AT4G24130,,254201_at,6.566478185,6.943948509,6.950330139,6.49340831,6.803396231,6.480673036
AT4G24140,BDG3,254202_at,6.012329266,6.028809037,5.689677263,5.929017815,5.950361757,5.836237797
AT4G24150,GRF8,254203_at,3.819726353,4.097113726,3.907751741,3.778585001,4.102044449,3.907456989
AT4G24160,,254204_at,9.141548857,9.5227744,9.834794101,8.950672492,9.827224703,9.234944342
AT4G24170,KIN7I,254205_at,3.566949837,3.641313416,3.419652578,3.544589578,3.628465025,3.493657059
AT4G24175,,254208_at,7.192304023,6.644182606,7.115572771,7.19256113,6.547494378,7.37224962
AT4G24180,TLP1,254206_at,4.739740791,5.142503687,5.026010354,4.589055629,5.106535728,4.688995052
AT4G24190,HSP90-7,254166_at,11.78463758,12.24584323,12.21496983,11.75938073,12.33456238,11.72808198
AT4G24200,,254176_at,7.419264582,7.479779827,7.218521098,7.467012709,7.314739408,7.359630918
AT4G24210,GID2,254160_at,7.903316271,8.031679432,8.123878356,7.980245703,8.211227094,7.94234389
AT4G24220,VEP1,254157_at,10.0868071,8.778085046,8.963639264,10.02594803,8.89112149,10.09608814
AT4G24240,WRKY7,254159_at,7.254421739,6.174700332,6.61052317,6.810247926,6.334266037,6.901500455
AT4G24250,MLO13,254168_at,4.320506641,4.343308196,4.518912318,4.335518717,4.362242621,4.175610909
AT4G24260,KOR3,254146_at,5.896469319,6.178699607,6.089848613,5.899592735,5.963993939,5.750304635
AT4G24270,EMB140,254147_at,6.308763546,6.299063169,6.481969515,6.347331031,6.514429216,6.333316867
AT4G24280,HSP70-6,254148_at,11.47443058,12.02863416,12.04513546,11.47644336,11.87706982,11.47457206
AT4G24290,,254169_at,7.280840304,6.445014009,6.971662343,7.116337782,6.8161756,7.153626247
AT4G24300,,254149_at,4.766303352,4.983721843,4.87106435,4.967486974,4.962224824,4.79570477
AT4G24330,,254165_at,9.268914545,8.322164451,8.308717237,9.23915878,8.368855434,9.290821491
AT4G24350,,254150_at,7.794757431,6.063179234,6.242261227,7.919374303,6.140657608,8.161994394
AT4G24370,,254161_at,6.925149095,6.688478984,7.529196129,6.999153003,7.02238244,7.160398215
AT4G24380,,254158_at,8.281822058,7.943617926,8.455511675,7.435310224,8.208132885,7.874295414
AT4G24390,FBX14,254151_at,7.521975585,8.132332469,7.93300017,7.488060304,7.959979195,7.593741669
AT4G24400,CIPK8,254167_at,8.024839563,8.091491189,8.282896397,7.961835212,8.157981901,7.971972874
AT4G24410,,254152_at,3.461314728,3.329304913,3.286377779,3.337259525,3.28208318,3.353694613
AT4G24430,,254170_at,4.701258969,4.474959312,4.746349165,4.34878623,4.867157949,4.284549724
AT4G24440,TFIIA-S,254162_at,8.332867871,7.573578955,7.707629507,8.10868408,7.460515892,8.416455865
AT4G24450,GWD2,254153_at,6.969011833,7.27597247,6.953460557,6.826628023,6.921313444,6.654577454
AT4G24460,CLT2,254154_at,8.136922241,7.739844625,7.689017544,8.232712283,7.745802601,8.222077353
AT4G24470,ZIM,254164_at,8.60830583,8.920629348,8.92984642,8.590861128,8.977338185,8.679881947
AT4G24480,,254155_at,5.741715754,6.441970762,6.413941112,5.555582686,6.501049294,5.595844881
AT4G24490,RGTA1,254156_at,7.668102404,8.042929836,8.009224613,7.739414019,8.160117904,7.621639997
AT4G24500,,254124_at,6.609351337,6.627750029,6.235449747,6.550549973,6.438746334,6.523357936
AT4G24510,CER2,254122_at,8.83738723,9.307370993,9.282182857,8.973433426,9.102874889,8.97737083
AT4G24520,ATR1,254127_at,8.861949071,8.197957617,8.133941683,8.856873913,8.299083225,8.822300609
AT4G24530,,254171_at,6.613709625,7.493168192,7.356363326,6.760040768,7.21922565,6.558707493
AT4G24540,AGL24,254130_at,6.174786434,6.43964276,6.436158175,6.377766904,6.206265184,6.427317992
AT4G24550,AP4M,254172_at,9.85949567,10.03009266,9.946394447,9.849995217,9.930637655,9.922645457
AT4G24560,UBP16,254128_at,7.911484742,7.795439382,7.576730703,7.950730385,7.536965916,7.8954865
AT4G24570,PUMP4,254120_at,9.048379907,6.643580944,7.312299861,7.413838957,7.094441619,8.785542077
AT4G24580,REN1,254173_at,4.37615768,4.184996328,4.405429464,4.240707557,4.273916667,4.214713173
AT4G24600,,254139_at,3.838602449,4.00146745,3.872022609,3.874058985,3.961226339,3.711553868
AT4G24610,,254140_at,7.298186445,8.267762949,8.163536017,7.383941062,8.163157882,7.444891309
AT4G24620,PGI1,254141_at,9.978538468,10.03469137,10.06977384,9.82516597,9.751974478,9.486054427
AT4G24630,PAT08,254142_at,5.247819658,5.300208108,5.080696783,5.240114173,5.36138065,5.186903673
AT4G24640,APPB1,254123_at,4.024958998,4.05620692,4.049623612,4.087959998,3.888258485,4.245649758
AT4G24650,IPT4,254129_at,3.846117649,3.982918471,3.750628667,3.762431853,3.980017857,3.709790144
AT4G24660,ATHB22,254132_at,7.825339093,6.334606847,6.834751344,7.879943443,6.661670969,7.731593161
AT4G24670,TAR2,254125_at,7.277866866,8.376667021,8.053765116,7.395697593,8.058024858,7.320025413
AT4G24680,MOS1,254143_at,7.262286675,7.523297218,7.323207113,7.585156657,7.401957501,7.577281837
AT4G24690,NBR1,254144_at,10.45204634,9.998714669,9.935480094,10.39920016,10.08831718,10.31438815
AT4G24700,,254145_at,7.111191932,7.899572899,7.925536539,7.836271476,7.897393051,7.283896352
AT4G24710,,254115_at,5.839864322,6.406477766,6.206453996,5.688175858,6.025262269,5.776705609
AT4G24730,,254116_at,8.454328065,7.490201674,7.531740468,8.147050018,7.484616733,8.44212297
AT4G24740,AFC2,254131_at,8.592702872,8.080387664,8.251422568,8.691336755,8.306938029,8.651997096
AT4G24750,STR11,254117_at,10.17414849,9.715501448,9.725540785,10.29065932,9.7692151,10.33555439
AT4G24760,,254121_at,7.497675085,7.430466629,7.603988642,7.138041428,7.414593134,7.394634075
AT4G24770,CP31A,254126_at,12.19580881,11.59477981,11.56592009,12.17321893,11.72770349,12.33833232
