#development stage,vegetative stage,,,,,,,
#age,21 (day),,,,,,,
#genotype,Col-0,,,,,,,
#organism part,whole organism,,,,,,,
#compound,,,t-zeatin,t-zeatin,none,none,t-zeatin,none
Gene ID,Gene Name,DesignElementAccession,NO.20-2,NO.19-2,NO.11,NO.10,NO.21-2,NO.12
AT1G07610,MT1C,261410_at,12.18921632,12.18149826,12.24330894,12.30705409,12.12276052,12.31416777
AT1G07615,ATOBGM,261435_at,6.6320777,6.909370404,6.189373508,6.046813889,6.690962972,6.366935622
AT1G07630,PLL5,261413_at,6.832157998,7.018263097,8.002798902,8.044999763,7.177853708,7.983963486
AT1G07640,OBP2,261409_at,7.591827921,7.494876988,7.587510769,7.604596681,7.637562172,7.569921108
AT1G07650,,261434_at,8.390705617,8.492602872,8.648579039,8.55577136,8.520197652,8.60257083
AT1G07680,,261432_at,4.733377305,4.748934048,4.865204075,5.018545802,4.815268869,4.983846592
AT1G07690,,261466_at,4.748502147,4.721773378,4.874180646,4.915969795,4.798271292,4.765735972
AT1G07700,,261417_at,9.614428352,9.575812883,9.867448052,9.885163615,9.626942913,9.832332786
AT1G07705,,261465_at,7.714190752,7.756783698,7.25771609,7.149358568,7.709339361,7.047253942
AT1G07720,KCS3,261420_at,8.483660378,8.465601094,8.404046604,8.365750741,8.499338772,8.455545441
AT1G07740,,261463_at,5.337897292,5.455430489,5.128216792,5.262103347,5.216962671,5.094747192
AT1G07745,RAD51D,261437_at,5.75196986,5.994957415,6.122793631,5.998316622,6.089814011,5.957662549
AT1G07750,,261415_at,9.679315,9.577004122,9.28439959,9.257685074,9.583843269,9.357897619
AT1G07770,RPS15AA,261416_at,12.61411564,12.64456979,12.51814919,12.51361884,12.58986623,12.54169361
AT1G07790,HTB1,261411_at,9.212885148,9.154509432,8.576326208,8.521709569,9.064778799,8.7641798
AT1G07795,,261414_at,6.854558536,6.940706264,6.99546664,6.921621367,6.811405316,6.96292179
AT1G07830,,261418_at,9.82155142,9.69105511,9.18492434,9.068749556,9.636036398,9.199712795
AT1G07840,,261419_at,8.958410036,8.989771404,7.964764198,7.880523616,8.907220665,8.078794997
AT1G07850,,261462_at,5.19738241,5.287274303,5.324897507,5.201168673,5.296201188,5.220958724
AT1G07870,,261436_at,7.059042305,7.033439026,8.149670628,8.207551532,7.11159384,8.205262943
AT1G07880,MPK13,261460_at,4.99218188,4.986767785,5.450652052,5.626696965,4.957232151,5.489556796
AT1G07890,APX1,261412_at,12.66478339,12.76568806,12.64396104,12.67850438,12.7192815,12.65955731
AT1G07910,ATRNL,260677_at,6.588458359,6.673054228,6.43005716,6.416520923,6.618101423,6.490727967
AT1G07960,PDIL5-1,257495_at,9.195528275,9.190873644,8.833541314,8.683917563,9.135024726,8.729265642
AT1G07970,,260678_at,8.514844825,8.469210743,8.16133383,8.128092319,8.416741054,8.130569657
AT1G07980,NF-YC10,260622_at,7.377052429,7.458064057,7.116579465,6.949172221,7.404832045,7.345730035
AT1G07990,,260679_at,7.13897194,6.979440311,7.267361571,7.265750308,7.125639118,7.326058574
AT1G08030,TPST,260647_at,7.582896115,7.551193282,7.295195,7.211040471,7.657473833,7.084156183
AT1G08030,TPST,260681_at,4.52825467,4.595321157,4.39356502,4.527720431,4.487446848,4.299046549
AT1G08040,,260626_at,7.820936057,7.788390944,8.263821727,8.165994765,7.894760785,8.248045312
AT1G08050,,260648_at,5.661934111,5.551205024,5.742017565,5.771959793,5.688188252,5.821258479
AT1G08060,MOM,260625_at,7.190447349,7.209294888,7.385112498,7.343640151,7.335612074,7.169490935
AT1G08065,ACA5,260621_at,4.317782925,4.456082707,4.720164369,4.393906434,4.448626568,4.336772342
AT1G08070,PCMP-H12,260620_at,4.601757661,4.583874187,4.587108564,4.589643876,4.49324684,4.636120724
AT1G08080,ACA7,260649_at,5.666669302,5.442956525,5.505356488,5.228321352,5.401364168,5.230074098
AT1G08090,NRT2.1,260623_at,6.362953741,5.861926609,6.598637973,6.496885963,6.071930012,6.476506567
AT1G08100,NRT2.2,260624_at,5.578636296,5.634064124,5.666971404,5.810891934,5.498709386,5.647499431
AT1G08110,,260619_at,10.43958835,10.51426218,10.48042249,10.59844137,10.42179932,10.61798758
AT1G08130,LIG1,261810_at,8.157908641,7.973612903,7.030948992,7.015951484,8.210809529,6.91716051
AT1G08135,CHX6B,261816_at,5.796494951,5.680403362,5.426053258,5.632523226,5.371232932,5.216669238
AT1G08170,,261755_at,5.896061466,5.975901541,6.042503218,6.051708923,5.900143904,5.998543973
AT1G08180,SMR2,261817_at,5.681957656,5.554308293,5.753494411,5.751968566,5.551187359,5.943694983
AT1G08190,VPS41,261783_at,9.132379995,9.16057718,9.153667488,9.290014745,9.175088002,9.100574273
AT1G08210,,261757_at,8.416620879,8.296081694,8.448907102,8.39359779,8.461603355,8.426899183
AT1G08220,,261784_at,8.093915454,8.136398443,7.477628972,7.412241604,8.056451137,7.520617363
AT1G08230,GAT1,261785_at,6.058132027,6.157000157,6.254240932,6.371071943,6.256374854,6.415147304
AT1G08250,ADT6,261758_at,7.101302435,7.027273061,6.493682633,6.48696451,7.139032276,6.499394244
AT1G08260,POL2A,261811_at,4.01809394,4.062310242,3.992896478,3.890784007,4.227977522,3.897385237
AT1G08270,,261812_at,3.968627538,4.037039235,4.084206497,3.88780877,3.860181414,4.048305497
AT1G08280,GALT29A,261813_at,8.172714242,8.104271678,7.333913574,7.166044565,8.191569981,7.138280452
AT1G08310,,261814_at,6.616325531,6.576408908,7.595503029,7.574453246,6.498884425,7.591750301
AT1G08315,,261756_at,7.726749359,7.771071766,8.651676623,8.649372875,7.835787227,8.815383807
AT1G08320,TGA9,261815_at,7.211912579,7.440918341,8.09986252,7.845997,7.397516088,7.770779626
AT1G08340,ROPGAP5,261809_at,5.859921669,5.893022674,6.095464211,5.970911872,5.908931801,6.049448861
AT1G08350,TMN5,261747_at,6.859262886,6.837595811,6.822780496,6.818894695,6.962325677,6.856732292
AT1G08360,RPL10AA,261694_at,11.91502964,11.87809293,11.42514006,11.33825306,11.77841163,11.44535473
AT1G08370,DCP1,261693_at,9.134901312,9.053698778,8.906307661,8.904182469,9.125356326,8.948487948
AT1G08380,PSAO,261746_at,13.13640945,13.14060707,13.46584739,13.43384074,13.05140435,13.43381187
AT1G08390,,261742_at,7.265295277,7.317232731,7.013928305,7.153866504,7.189686875,7.160318384
AT1G08410,LSG1-2,245227_s_at,7.274185914,7.320767535,6.239143826,6.239328498,7.273306929,6.269919001
AT1G08430,ALMT1,257481_at,5.325999662,5.369423261,6.033008671,6.064896004,5.217277231,6.12176312
AT1G08450,CRT3,261692_at,9.488279724,9.552786529,9.883470506,9.847980305,9.521660024,9.956841746
AT1G08460,HDA8,261720_at,8.590610535,8.468547754,9.008701445,8.997682777,8.527581058,8.898542246
AT1G08470,SSL3,261696_at,8.651549322,8.571393239,8.619332874,8.680012847,8.659268919,8.643765388
AT1G08480,SDH6,261721_at,10.04160915,9.962315267,10.1410224,10.07177835,9.921702637,10.10730751
AT1G08490,NFS2,261744_at,8.368926019,8.404369766,8.509030125,8.701230457,8.392986578,8.630031672
AT1G08500,ENODL18,261745_at,7.120978908,7.232474874,7.562538544,7.413496764,7.167686807,7.62631617
AT1G08510,FATB,261722_at,10.13372588,10.26166051,10.37091146,10.27082957,10.21480449,10.25171537
AT1G08520,CHLD,261695_at,9.019482156,9.159777174,9.688820389,9.696357195,9.184265398,9.634968416
AT1G08540,SIGB,264781_at,8.402714339,8.487422711,8.406137188,8.504704275,8.445494778,8.430678005
AT1G08550,VDE1,264799_at,8.331886513,8.502291544,9.014695087,8.968906236,8.504135916,9.039534646
AT1G08560,KN,264802_at,7.893998683,7.765812579,8.054426597,8.25983016,7.843089754,8.345201302
AT1G08570,ACHT4,264779_at,9.938555581,9.909060426,10.32332055,10.22129377,9.868769545,10.28438167
AT1G08580,,264803_at,9.692797086,9.519547847,8.367663257,8.315027139,9.528230729,8.374701804
AT1G08590,PXL1,264804_at,7.431969196,7.255894399,7.357002521,7.454873541,7.242473817,7.252430069
AT1G08600,ATRX,264805_at,6.823397818,6.881255217,6.369026341,6.641369077,7.078047652,6.320276962
AT1G08610,,264806_at,8.008847761,8.090633871,5.837852191,6.067318294,8.280604834,5.907397257
AT1G08620,PKDM7D,264792_at,7.383649505,7.384206489,6.992963639,7.220601679,7.379067827,7.020889876
AT1G08630,THA1,264777_at,6.702138175,6.757234842,6.729718786,6.498495554,6.50436008,6.566536777
AT1G08640,CJD1,264811_at,10.27927942,10.31925259,10.01279294,10.07993382,10.29286564,9.979046552
AT1G08650,PPCK1,264783_at,7.747729166,7.684697928,7.366744619,7.47097024,7.705705344,7.517864891
AT1G08660,SIA1,264793_at,8.171102989,8.243327419,7.780548835,7.838948603,8.223019665,7.974127093
AT1G08670,,264794_at,4.363540894,4.31242011,4.379329845,4.339820329,4.253779326,4.510410482
AT1G08680,ZIGA4,264795_at,6.072817185,5.907344329,6.28663425,6.125150225,6.010932995,6.251447805
AT1G08680,ZIGA4,264796_at,8.144786041,8.108936844,8.317907349,8.40948781,8.085629553,8.325293556
AT1G08700,PS1,264807_at,8.671089563,8.635564757,8.189005647,8.191716388,8.71392099,8.283998051
AT1G08710,SKIP24,264797_at,6.289165738,6.347606474,6.160433949,6.238788576,6.358754351,6.361563901
AT1G08720,EDR1,264780_at,6.946440901,6.918114167,7.37565162,7.338041225,7.082682568,7.403582402
AT1G08730,XI-C,264798_at,4.620241105,4.573305812,4.6856402,4.677251346,4.625985375,4.680276559
AT1G08750,,264810_at,8.527125717,8.541875694,8.25871767,8.131035451,8.532857404,8.217492693
AT1G08770,PRA1E,264808_at,9.076285866,9.096995002,8.893692734,9.060273112,9.193621654,9.064899379
AT1G08780,AIP3,264778_at,8.724607903,8.617928296,8.146934528,8.195861198,8.679801991,8.452206188
AT1G08800,MYOB1,264800_at,5.744075924,5.521847388,5.817753332,5.803337686,5.630868093,5.950547196
AT1G08810,MYB60,264782_at,6.72695414,6.612404705,6.765439095,6.590626924,6.595489715,6.73883816
AT1G08830,CSD1,264809_at,9.560053915,9.525053716,10.22685987,10.10202435,9.410820369,10.1106891
AT1G08840,emb2411,264801_at,6.719799976,6.860419992,6.653114335,6.790446869,6.753275878,6.681932171
AT1G08860,BON3,264646_at,5.695734443,5.75332512,5.827618334,5.962817469,5.688395494,5.739785716
AT1G08880,HTA5,264651_at,10.34837495,10.16115966,9.68440129,9.696605131,10.19385831,9.694865371
AT1G08920,ESL1,264652_at,8.004123716,8.016955005,8.152497024,8.267493334,8.035387047,8.227082726
AT1G08930,ERD6,264624_at,11.83540568,11.86561856,12.50924053,12.56822723,11.86207544,12.40543855
AT1G08940,,264645_at,7.215521955,7.347338576,7.307095218,7.237999158,7.228608383,7.474121893
AT1G08960,CCX5,264644_at,7.861028957,8.022707909,7.900322601,7.906399311,8.17134656,7.789762294
AT1G08970,NFYC9,264650_at,9.540656635,9.515038562,9.281598004,9.222174035,9.476042297,9.394493383
AT1G08980,AMI1,264653_at,9.521529132,9.41682876,10.23924971,10.2019483,9.447968646,10.30394159
AT1G08990,GUX5,264643_at,5.26294707,5.326759681,5.459578439,5.199363295,5.214856956,5.242292074
AT1G09000,ANP1,264623_at,5.536170164,5.906502821,5.723575512,5.864773341,5.738589038,5.895799542
AT1G09010,EBM,264656_at,7.901026756,7.728176756,8.471250987,8.435981756,7.777985572,8.398679961
AT1G09020,SNF4,264625_at,7.363776712,7.304973886,6.998433845,7.298292682,7.600807194,7.071496768
AT1G09030,NFYB4,264642_at,4.156126544,4.249001241,4.226588995,4.145441781,4.085407285,4.228655154
AT1G09060,,264649_at,7.86262555,7.960262771,8.278680931,8.348469197,8.058197045,8.238004012
AT1G09070,SRC2,264655_at,10.73286879,10.77008983,12.24541267,12.3205443,10.71926369,12.31753843
AT1G09080,MED37B,264648_at,4.182481561,4.178664545,4.422369714,4.230066058,4.232717137,4.357457725
AT1G09090,RBOHB,264647_at,5.837186436,5.476630303,6.104763468,6.212673482,5.644373113,6.314167878
AT1G09100,RPT5B,264657_at,8.912987826,8.700482383,8.405508359,8.260816938,8.843791523,8.46393834
AT1G09130,,264641_at,10.31700367,10.33106895,10.59559126,10.54385993,10.35863744,10.53947163
AT1G09140,SR30,264255_at,9.051220915,9.207093287,8.847801643,8.716168024,9.140982751,8.739365794
AT1G09150,,264254_at,9.181776443,9.134026337,8.707999601,8.815102,9.054701022,8.95244059
AT1G09155,PP2B15,264263_at,4.449228254,4.229855558,4.340411507,4.358557824,4.39989986,4.297056297
AT1G09160,,264266_at,8.474028719,8.385006712,8.440344503,8.382299693,8.405416163,8.405377287
AT1G09170,,264253_at,5.008889734,4.94068815,5.095073854,4.894362731,4.928167539,4.758534222
AT1G09180,ATSAR1,264252_at,6.167035085,6.176643122,5.945069993,6.103130372,6.218112498,5.94133377
AT1G09190,PCMP-E70,264251_at,4.826426788,4.64871365,4.503611399,4.585493306,4.809966689,4.692065229
AT1G09200,HTR1,264262_at,9.829706977,9.879351072,9.676542824,9.634387257,9.782244502,9.760273608
AT1G09210,CRT2,264260_at,11.04286815,11.09839987,10.33497342,10.40830709,11.06504011,10.51730709
AT1G09220,PCMP-E25,264258_at,4.288333181,4.258892045,4.18395393,4.237021282,4.284430696,4.09267125
AT1G09230,SNRNP65,264257_at,6.671330879,6.747169907,6.514238829,6.036628624,6.808329067,6.233052391
AT1G09240,NAS3,264261_at,6.919912305,6.958136599,7.204980331,7.176765722,7.030532673,7.345247647
AT1G09250,BHLH149,264264_at,8.586464944,8.408464113,8.358247495,8.509269551,8.505090709,8.645831313
AT1G09270,IMPA4,264256_at,9.752569579,9.77517788,9.362563698,9.267451874,9.735433988,9.32353827
AT1G09280,STR6,264265_at,8.352471569,8.340609508,8.507595745,8.444951255,8.333507336,8.52048703
AT1G09290,,264259_at,6.593597581,6.518023499,6.259858635,6.289808492,6.677204139,6.329289866
AT1G09300,,263707_at,7.341407894,7.454619392,6.789932748,6.789920744,7.291184453,6.87620164
AT1G09310,,263709_at,13.0665784,12.9791579,12.70736217,12.74725712,12.98636369,12.72056707
AT1G09320,,263708_at,6.636746854,6.790809417,6.477095783,6.456382205,6.775291644,6.575549855
AT1G09330,ECH,263710_at,10.55919457,10.56899686,10.08600891,10.18016728,10.55464121,10.22792801
AT1G09340,CRB,263676_at,11.76227531,11.79807759,12.41957392,12.42978813,11.77517572,12.37877794
AT1G09350,GOLS3,264511_at,6.078306781,5.932159287,5.60951239,5.7638583,5.861808718,5.352217005
AT1G09360,,264555_at,5.785329543,5.983467719,6.157453835,5.940427306,5.992388061,5.961644556
AT1G09370,,264500_at,4.071962099,4.071962099,4.146634121,4.250776306,3.862004973,4.092377224
AT1G09380,,264505_at,6.724138662,6.728299494,6.814197166,6.74206229,6.727410879,6.718079851
AT1G09390,,264501_at,7.979192327,8.019458969,7.662884035,7.689339885,7.969490472,7.747209141
AT1G09400,,264502_at,5.218512543,5.243640397,5.241412953,5.270009042,5.214526067,5.17581983
AT1G09410,PCMP-H18,264503_at,4.195932038,4.42170492,4.416324491,4.46955638,4.307185639,4.439323661
AT1G09415,NIMIN-3,264507_at,7.141380328,7.025838349,7.975877964,7.865489111,6.892357655,8.183979986
AT1G09420,G6PD4,264513_at,5.665767386,5.943886507,5.936732861,5.917040301,5.690629316,5.977804337
AT1G09430,ACLA-3,264504_at,9.83781035,9.793876418,9.954228935,9.918371831,9.83418106,9.879876522
AT1G09440,,264549_at,5.121071299,5.291306735,5.381496891,5.291928808,5.311424144,5.285301942
AT1G09450,HASPIN,264550_at,5.077861085,5.160967555,5.456208408,5.431891038,5.134369111,5.359125302
AT1G09460,,264551_at,7.134701763,7.268284505,6.792812446,6.702970114,7.015045177,6.605195862
AT1G09500,,264514_at,5.078188807,4.966410037,5.663070427,5.588381774,5.151542488,5.992810408
AT1G09510,,264554_at,4.833986575,4.918079687,5.08782761,5.112470246,4.870074033,4.867908016
AT1G09520,,264509_at,9.142579206,9.257053164,9.084049863,9.139124511,9.097790836,9.143440948
AT1G09530,PIF3,264510_at,7.571124843,7.654845222,7.667419468,7.682228329,7.601784534,7.880168028
AT1G09540,MYB61,264556_at,5.089226177,5.14253839,5.23585144,5.337334706,5.103689301,5.372144046
AT1G09550,PAE1,264557_at,5.608886318,5.705355234,5.941699417,6.061296154,5.703556723,5.631102735
AT1G09560,GLP4,264506_at,10.95070786,10.98286012,11.52899654,11.39566493,10.98188657,11.48770348
AT1G09570,PHYA,264508_at,8.679885374,8.723293805,8.531478915,8.485895674,8.878276135,8.488279018
AT1G09575,,264512_at,6.648778104,6.736718043,7.253657023,6.955880432,6.51570646,7.168120852
AT1G09600,,264558_at,4.289560075,4.4150315,4.441888035,4.520230837,4.414790319,4.538522289
AT1G09610,GXM1,264559_at,5.180479176,5.159129684,5.23710495,5.151145953,5.199355306,5.251436998
AT1G09620,,264705_at,9.814349463,9.793255007,9.025893817,9.345338556,10.00399782,9.055639624
AT1G09630,RABA2A,264669_at,8.932910417,8.999691738,8.786704676,8.761692809,8.933836832,8.802623487
AT1G09660,,264664_at,7.780136797,7.694057212,7.213598293,7.154315346,7.771833802,7.315943338
AT1G09660,,264665_at,8.130295993,8.141443654,7.84778388,7.862894514,8.099375752,7.715155941
AT1G09680,,264666_at,6.628167649,6.516178668,6.616974097,6.637452965,6.573833737,6.617102782
AT1G09700,DRB1,264677_at,4.750116612,4.584611988,4.479114728,4.651196283,4.815993319,4.485181049
AT1G09720,NET2B,264706_at,3.97503438,4.129309496,4.052289254,4.006006175,3.893355104,3.964656878
AT1G09730,,264707_at,7.822004625,7.903993573,7.822773119,7.86676268,7.807364986,7.710692797
AT1G09740,,264708_at,9.210277399,9.128434518,9.427987789,9.428215187,8.95709325,9.471302733
AT1G09750,AED3,264672_at,10.80708068,10.79590964,10.44365302,10.46139349,10.97654825,10.29947499
AT1G09760,U2A',264678_at,8.714159022,8.751840203,8.229240422,8.233962198,8.770585434,8.297341225
AT1G09770,CDC5,264709_at,8.74389524,8.764179896,8.492586835,8.546152878,8.915199596,8.510755401
AT1G09780,PGM1,264668_at,11.16525476,11.20423742,10.54923904,10.68896477,11.32833646,10.61342149
AT1G09790,COBL6,264710_at,6.278215229,6.372234278,6.449615176,6.611752311,6.285703158,6.368842213
AT1G09795,HISN1B,264673_at,8.691888273,8.828549024,8.94886891,8.933616387,8.729997898,8.87741959
AT1G09800,,264711_at,7.590497036,7.635891269,7.150022438,7.11415545,7.486622486,7.277820921
AT1G09810,ECT11,264712_at,7.661710799,7.841826515,6.838737799,6.64712982,7.634593241,6.938066659
AT1G09815,POLD4,264674_at,9.935080711,9.941916096,9.357959605,9.322103818,9.764159359,9.421882703
AT1G09820,,264713_at,6.029306079,5.981091875,5.781532812,5.541370299,6.056748155,5.70207656
AT1G09830,PUR2,264675_at,8.648876883,8.663514222,7.887440837,7.838393924,8.785148781,7.941193325
AT1G09840,ASK10,264686_at,8.453814169,8.453366137,8.455611044,8.465244128,8.479178449,8.545759615
AT1G09850,XBCP3,264687_at,9.311693107,9.291724676,9.209127962,9.31795306,9.367598761,9.386450261
AT1G09870,,264676_at,8.262814041,8.240610302,8.170751692,8.045222613,8.261444039,8.184099538
AT1G09890,,264688_at,5.307960604,5.396469803,5.445842395,5.496157848,5.335702466,5.214529886
AT1G09900,,264689_at,9.113802228,9.06258415,7.656275052,7.77462119,9.194485086,7.769917393
AT1G09910,,264658_at,7.085001903,7.099532267,7.542627695,7.573979546,7.253439833,7.570069401
AT1G09920,,264671_at,8.578340818,8.556917616,8.92287413,8.901484145,8.56704931,9.040387749
AT1G09930,OPT2,264659_at,4.927578709,4.748140007,4.963227582,4.985126624,4.971690676,5.078142795
AT1G09940,HEMA2,264660_at,7.418627346,7.437205499,8.371215782,8.31617269,7.391119769,8.362408852
AT1G09950,RAS1,264661_at,5.149499503,5.191791922,5.106041067,5.144827174,4.935744354,5.128752689
AT1G09960,SUC4,264662_at,6.482838566,6.355613071,6.806424538,6.636356017,6.327763291,6.858934351
AT1G09970,LRR XI-23,264663_at,10.44822628,10.49094263,10.72715868,10.80604932,10.50937652,10.61252297
AT1G09980,,264518_at,5.434127863,5.729391306,5.074363184,5.03714827,5.447839213,4.936166754
AT1G10000,,264519_at,5.668144519,5.689915111,5.727688531,5.977510244,5.719323157,5.766386911
AT1G10010,AAP8,264520_at,5.839724095,5.825459955,5.798554963,5.766130712,5.827186367,5.773817884
AT1G10020,,264521_at,8.456293332,8.440972199,9.363880576,9.553276215,8.536570333,9.479984783
AT1G10030,ERG28,264523_at,8.952484925,8.908335896,8.755290595,8.703817698,8.897610125,8.953526697
AT1G10050,,264522_at,6.477040987,6.819424774,6.778301026,6.800310413,6.839254174,6.884315261
AT1G10060,ATBCAT-1,264525_at,7.546253167,7.63038495,7.726638609,7.551835081,7.666527256,7.67003818
AT1G10070,BCAT2,264524_at,8.302823588,8.246677841,8.218142427,8.334245177,8.209365141,8.22983705
AT1G10090,,264515_at,8.052284407,7.998508591,7.946776268,8.215127013,8.038607476,8.139178729
AT1G10090,,264516_at,7.350981072,7.279138167,7.641842879,7.654625096,7.324963927,7.504483239
AT1G10110,,257417_at,5.006261546,5.204843622,4.833965619,5.180254404,4.981980037,4.905700838
AT1G10120,BHLH74,264517_at,6.053347245,6.09806968,7.050811329,7.154073362,6.145436954,7.2785118
AT1G10130,ECA3,264526_at,7.804829003,7.854003157,7.380570009,7.506064859,7.952526261,7.296549033
AT1G10140,,264467_at,8.10864548,8.146074924,8.379365168,8.350460537,7.887367902,8.44111767
AT1G10150,PP2A10,264463_at,8.018259451,8.03363214,8.825596246,8.858401494,8.115127204,8.967042714
AT1G10170,ATNFXL1,264460_at,8.160232754,8.060270468,8.278828213,8.233278134,8.290420235,8.196136125
AT1G10180,EXO84C,264407_at,8.190566003,8.151223522,7.854004864,7.833178094,8.134639324,7.787961391
AT1G10200,WLIM1,264462_at,9.990651954,10.01929134,10.18391916,10.16703645,9.999484484,10.33331697
AT1G10210,MPK1,264405_at,6.904356548,6.672254069,7.123012152,7.216673413,6.746553629,7.342889299
AT1G10230,ASK18,264465_at,8.344241525,8.195851405,7.572383134,7.678281333,8.22589679,7.803692672
AT1G10240,FRS11,264408_at,7.222800269,7.245318066,7.077119878,6.900276151,7.445910301,6.845205508
AT1G10270,GRP23,264452_at,7.641758015,7.658043151,6.207741137,6.095217932,7.898801851,6.038271826
AT1G10290,DRP2A,264406_at,8.220070717,8.314714431,8.022571218,8.009190019,8.431933998,7.903595209
AT1G10300,,264453_at,4.782542764,4.799740201,4.785083036,4.723011848,4.864128897,4.77190465
AT1G10310,,264468_at,8.466480348,8.396519972,8.200243852,8.114581262,8.2898644,8.281331459
AT1G10320,,264454_at,4.694424908,4.949466072,4.496941116,4.523932948,5.059285647,4.572787421
AT1G10330,PCMP-E71,264455_at,6.761279492,6.64326486,6.697943672,6.969731343,6.750993383,6.819639428
AT1G10340,,264434_at,7.092144922,7.036087391,8.111280651,8.190832468,7.135827468,8.489933198
AT1G10350,,264464_at,8.214466904,8.072988417,8.32918676,8.339361453,8.169696578,8.253910408
AT1G10360,GSTU18,264435_at,8.443880539,8.526658011,9.558414249,9.581397523,8.456798591,9.619822268
AT1G10370,GSTU17,264436_at,9.050767795,9.085471992,8.60749438,8.52274835,8.985093606,8.699235057
AT1G10380,,264466_at,7.026865202,7.028731748,7.238469354,7.401663963,7.050035803,7.40031741
AT1G10390,NUP98A,264456_at,7.521764804,7.664318306,6.704632551,6.887663978,7.734708429,6.813506722
AT1G10400,UGT90A2,264457_at,5.423373713,5.554808787,5.74041439,5.738654997,5.501743338,5.7493575
AT1G10410,,264458_at,7.788116827,7.697590158,7.732394497,7.780825819,7.733547463,7.787502933
AT1G10417,,263234_at,4.11959991,4.171684828,4.201201491,4.190210357,4.116148115,4.068391298
AT1G10430,PP2A2,263235_at,8.795633273,8.762400852,8.732171451,8.799976289,8.877973015,8.746573696
AT1G10460,GLP7,263211_at,6.717073444,6.934123496,6.527151809,6.388770257,6.76692159,6.413537468
AT1G10470,ARR4,263236_at,11.5421555,11.56786272,9.663436036,9.735959059,11.57332042,9.715046766
AT1G10480,ZFP5,263208_at,7.210900535,7.297669154,6.771694492,6.466912875,6.921104415,6.780534187
AT1G10490,,263255_at,8.430910139,8.517978574,7.27764889,7.447696359,8.513403857,7.267924295
AT1G10500,ISCA,263256_at,10.08017096,10.1201738,10.04321962,10.02611777,10.05366551,9.961268586
AT1G10510,emb2004,263212_at,7.652127469,7.870884767,7.273670613,7.526517078,7.665343001,7.583394941
AT1G10520,POLL,263257_at,4.593723444,4.866745601,4.671004634,4.932273837,4.778503422,4.624979671
AT1G10522,PRIN2,263209_at,8.950996001,9.033736297,7.944517318,7.98517789,8.989641491,8.175284748
AT1G10530,,257450_at,5.27872369,5.410341425,5.653882408,5.554955537,5.348150415,5.489044914
AT1G10540,NAT8,263258_at,5.095265627,5.305994441,5.439445027,5.319015562,5.326014482,5.491513398
AT1G10550,XTH33,263207_at,7.82559874,7.634387645,8.755193003,8.70753817,7.635051836,8.707014035
AT1G10560,PUB18,263259_at,5.9409537,6.099409765,6.249314282,6.211986554,6.080689233,6.239482281
AT1G10570,ULP1C,263260_at,7.527130195,7.633115061,7.506270467,7.503945377,7.56246205,7.447387292
AT1G10580,,263261_at,8.295430635,8.328314872,7.759019703,7.594403909,8.460914477,7.596001681
AT1G10585,BHLH167,263210_at,8.582643141,8.516706291,5.883873649,5.547514218,8.443469023,5.75770516
AT1G10590,,263206_at,11.39935033,11.31853747,10.9446562,10.89163002,11.23891793,10.97162448
AT1G10610,BHLH90,263237_at,4.805237424,4.973743965,5.250244933,5.409397372,5.128683287,5.159437814
AT1G10620,PERK11,261830_at,4.469465592,4.442767358,4.484124631,4.505490614,4.442595323,4.359725643
AT1G10630,ATARFA1F,261831_at,10.89808379,10.9647863,10.34876217,10.41411574,10.92534577,10.52724062
AT1G10640,,261834_at,6.38230685,6.565781261,6.724050892,6.731043669,6.349730116,6.662606408
AT1G10650,,261832_at,7.246686337,7.369930193,7.309210128,7.39273846,7.283581179,7.425442044
AT1G10660,,257477_at,8.556260891,8.59653034,8.958762306,8.944665775,8.570076394,8.991612931
AT1G10670,ACLA-1,261833_at,11.06752345,11.03054511,10.7548684,10.89690618,11.02995067,10.89509936
AT1G10680,ABCB10,261829_at,4.846846379,4.780793643,4.777917186,4.772979999,4.796564935,4.809457535
AT1G10690,SMR8,262788_at,5.496929431,5.395609184,5.67240918,5.725733003,5.320000686,5.622098154
AT1G10700,PRS3,262762_at,8.613510598,8.584417322,8.576385088,8.624975339,8.602964012,8.725012875
AT1G10710,PHS1,262792_at,5.01927318,5.235859289,5.587126002,5.529549103,5.094420821,5.212810165
AT1G10720,,262761_at,7.869364204,7.933072154,8.386120812,8.45954797,7.868011484,8.440577947
AT1G10730,AP1M1,262787_at,6.984517144,7.028636782,6.87366062,6.782429105,7.033083231,6.961322132
AT1G10740,,262786_at,8.037613936,8.023389662,9.222311966,9.301766408,8.16476146,9.307978814
AT1G10750,,262785_at,5.836419536,5.739538332,6.102260953,6.105929081,5.832091299,6.073312271
AT1G10760,GWD1,262784_at,9.430204627,9.524533646,10.19980977,10.20095972,9.583131293,10.09930926
AT1G10770,,262760_at,4.605316643,4.456921015,4.608182167,4.874716168,4.65646219,4.810517063
AT1G10780,,262758_at,5.607742704,5.523778117,5.736185497,5.633551769,5.655748488,5.842032628
AT1G10800,,262759_at,5.775775265,5.765991568,5.699473063,5.723150864,5.541603709,5.568324493
AT1G10810,,262789_at,5.303051799,5.476112804,5.275557645,5.255747947,5.287355895,5.251668284
AT1G10830,Z-ISO,262791_at,8.469158346,8.471437413,8.595325864,8.707946161,8.502973816,8.607620814
