#development stage,vegetative stage,,,,,,,
#age,21 (day),,,,,,,
#genotype,Col-0,,,,,,,
#organism part,whole organism,,,,,,,
#compound,,,t-zeatin,t-zeatin,none,none,t-zeatin,none
Gene ID,Gene Name,DesignElementAccession,NO.20-2,NO.19-2,NO.11,NO.10,NO.21-2,NO.12
AT5G51100,FSD2,248493_at,8.141904454,8.100602526,8.512190206,8.652097412,8.224112532,8.668361038
AT5G51110,,248449_at,10.94899907,10.92525377,11.47159047,11.49443841,10.93503055,11.4450482
AT5G51120,PABN1,248447_at,8.937263577,9.002943294,8.526310082,8.570678419,9.018887778,8.653323929
AT5G51130,,248463_at,7.277292268,7.203451793,6.801999304,6.830321389,7.106395635,6.734626159
AT5G51140,,248446_at,9.442253259,9.48695307,9.389613041,9.211709924,9.367343711,9.374241809
AT5G51160,,248464_at,5.585774984,5.835149457,6.067900764,6.077925961,5.699980342,5.729938094
AT5G51170,,248445_at,7.352459329,7.406077511,7.474586722,7.529242045,7.390080497,7.62397554
AT5G51180,,248451_at,8.489073802,8.72349923,9.039924159,8.837688999,8.496922288,8.793343357
AT5G51190,ERF105,248448_at,6.887477709,6.926939777,8.66404716,8.628683184,6.75894359,8.755484389
AT5G51200,,248465_at,7.894377582,7.904249763,7.790151401,7.865335988,8.005031503,7.859678741
AT5G51210,OL3,248435_at,4.840236091,4.746832314,4.734086858,4.714563771,4.803938274,4.650626947
AT5G51220,,248436_at,8.776378884,8.771239015,8.191140158,8.285237876,8.737697425,8.320682995
AT5G51230,EMF2,248437_at,6.467514374,6.662475811,6.597438482,6.620286778,6.481112201,6.603788587
AT5G51230,EMF2,248438_at,7.054429944,7.08382733,7.146561278,6.964635706,7.208909055,7.071976807
AT5G51250,,248439_at,5.545145445,5.676264444,5.700981749,5.832594002,5.619183092,5.766619847
AT5G51260,,248440_at,6.976516463,7.055401347,6.894217696,6.516171226,6.984212708,6.85791248
AT5G51270,,248441_at,5.229607466,5.140556859,5.313800196,5.26933557,5.146163917,5.021685372
AT5G51280,RH35,248442_at,8.162701588,8.165181532,7.540457128,7.523912961,8.16474547,7.627446665
AT5G51290,CERK,248450_at,7.182450285,7.324859915,7.52117666,7.551677829,6.858704558,7.561816506
AT5G51300,,248452_at,8.557525562,8.627992191,8.36794384,8.37336822,8.754575611,8.221116176
AT5G51310,,248443_at,4.925043261,4.977728771,5.242601357,5.140922224,5.170710479,5.296587908
AT5G51340,SCC4,248453_at,7.824241427,8.010946394,7.741823437,7.921264681,8.13207725,7.778770691
AT5G51350,,248454_at,6.946734516,6.75646661,6.489932246,6.703863802,7.034966324,6.42224285
AT5G51360,,248455_at,4.780843472,4.839560856,4.883744653,4.948238844,4.786384589,4.729199598
AT5G51380,,248456_at,5.397442658,5.456829601,5.506240226,5.392491371,5.335698806,5.323159137
AT5G51390,,248432_at,5.038596371,5.014093587,5.554701878,5.449052965,5.079221236,5.712429872
AT5G51400,,248433_at,10.2567158,10.20643671,10.25101748,10.25720958,10.1804539,10.34994655
AT5G51410,,248403_at,8.609818226,8.814670847,8.264989045,8.06443289,8.56808801,8.3620568
AT5G51420,,248457_at,6.389871951,6.610781594,6.857473056,6.890302156,6.436074051,6.465346008
AT5G51430,EYE,248458_at,8.891686129,8.954461806,9.244136337,9.217459687,9.047024571,9.201460118
AT5G51440,HSP23.5,248434_at,9.016821577,9.159593839,6.202355872,6.143760215,9.076528303,6.164816567
AT5G51460,TPPA,248404_at,8.394972585,8.461229452,8.587344418,8.609564327,8.385710127,8.677234217
AT5G51470,,248431_at,4.566003901,4.778394964,4.734835019,5.093334955,4.597553114,4.67792981
AT5G51480,SKS2,248405_at,4.882816494,4.856725269,4.976503005,4.997551928,4.881098892,4.873230238
AT5G51490,PME59,248406_at,5.960567943,5.691782468,5.904859819,5.863483398,5.800872523,5.673186082
AT5G51500,PME60,248407_at,5.13059176,4.984174619,5.070766955,4.931481571,5.059921996,4.828775788
AT5G51510,,248421_at,9.408235462,9.357580336,9.291408687,9.271561708,9.444247027,9.379984741
AT5G51520,,248408_at,5.474564435,5.68557393,5.792269073,5.902705952,5.437752433,5.670342184
AT5G51545,LPA2,248409_at,9.32875423,9.376973118,9.529895812,9.609122271,9.321812428,9.640662982
AT5G51550,EXL3,248419_at,10.48860884,10.48334144,11.54249883,11.649908,10.5296654,11.56764976
AT5G51560,,248420_at,8.057810298,7.973624603,7.643766376,7.766271796,8.0738541,7.604628181
AT5G51570,HIR4,248410_at,9.705182272,9.763441018,9.73955533,9.628898286,9.72501588,9.736402757
AT5G51580,,248411_at,3.889931232,3.872126494,3.873380971,3.788948094,3.930186311,3.771192683
AT5G51590,AHL4,248412_at,6.753106206,6.648825523,6.74642432,6.702701362,6.712558152,6.599060139
AT5G51600,MAP65-3,248413_at,5.571255446,5.5441946,5.70017511,5.795280135,5.835946669,5.663070427
AT5G51610,,248414_at,4.619249171,4.473755291,4.611335599,4.64456917,4.605245264,4.575414136
AT5G51620,,248415_at,7.380403496,7.255801501,7.299127006,7.432420951,7.26603075,7.326081135
AT5G51630,,248416_at,7.522002717,7.679382787,7.785148349,7.998489549,7.671635277,7.821958141
AT5G51640,YLS7,248422_at,8.310023784,8.192371015,8.111310911,8.089166145,8.32025903,8.284248404
AT5G51650,,248417_at,5.071173499,4.99309493,5.206304931,5.20459093,5.097419493,5.139471109
AT5G51660,CPSF160,248418_at,7.958151085,8.016802272,7.436298181,7.51315834,8.101065226,7.341659401
AT5G51670,,248423_at,6.335304783,6.334785578,6.327191316,6.236256044,6.3372863,6.254841179
AT5G51680,,248424_at,5.245025196,5.258566807,5.274502591,5.268084821,5.207906197,5.234944613
AT5G51690,ACS12,248425_at,6.103821967,6.435036232,6.362123762,6.471340306,6.266469676,6.457969875
AT5G51700,RAR1,248379_at,7.997794844,8.108691462,7.986793103,7.992291977,7.837733558,8.046548958
AT5G51710,KEA5,248375_at,7.549398339,7.600409965,7.555674242,7.57135537,7.469783682,7.566385662
AT5G51720,NEET,248377_at,9.143341274,8.992459137,10.6340694,10.5383447,9.030229817,10.64067411
AT5G51740,,248426_at,8.14437426,8.202503667,8.029956882,8.203360587,8.106837017,8.098254516
AT5G51750,SBT1.3,248427_at,8.691644183,8.595754106,8.633804533,8.979821269,8.807643624,8.582549065
AT5G51760,AHG1,248428_at,5.461385759,5.505657784,5.39829408,5.355584164,5.547507146,5.352959769
AT5G51770,,248429_at,7.314200573,7.374623152,7.187586547,7.261135514,7.449482101,7.194329858
AT5G51800,,248430_at,4.452481289,4.281649994,4.391858258,4.224408353,4.185896835,4.33978133
AT5G51810,GA20OX2,248371_at,5.514789464,5.385551137,5.284773525,5.300199923,5.593879709,5.164816152
AT5G51820,PGMP,248380_at,8.611025183,8.56976356,8.992199037,9.084743931,8.639667408,8.773793498
AT5G51830,,248381_at,8.250136554,8.219274392,7.962640513,8.026799089,8.135958433,8.14740197
AT5G51840,,248378_at,7.97645006,7.604598402,7.650408265,7.415121474,7.753237525,7.647160994
AT5G51850,,248372_at,4.423145677,4.408568408,4.265588074,4.231362549,4.509055777,4.347123296
AT5G51860,AGL72,248373_at,3.91983672,4.042679367,4.201101163,4.003514875,4.023854732,3.887465275
AT5G51870,AGL71,248374_at,5.128752689,5.094379103,4.977377005,4.969537454,5.137033413,4.994929117
AT5G51880,,248376_at,9.909642866,9.962111531,9.8384903,9.786552302,9.924393696,9.814869812
AT5G51890,PER66,248382_at,8.722860924,8.593065278,8.799409498,9.050800469,8.63444742,8.934887283
AT5G51900,,248383_at,4.136441362,4.103438675,4.205260224,4.011025679,4.106348134,3.955746916
AT5G51910,TCP19,248385_at,7.197595928,7.314851867,7.182998115,7.172215032,7.153932738,7.231772315
AT5G51930,,248384_at,4.463637623,4.378977497,4.534027605,4.584152427,4.371395274,4.410232057
AT5G51940,NRPB6A,248386_at,9.548577397,9.552947199,8.724457583,8.823312405,9.356498128,8.822549244
AT5G51950,,248368_at,4.128624777,4.181535678,4.178107781,4.119394609,4.211139695,4.164263691
AT5G51960,,248387_at,9.153048528,9.19518189,8.806027031,9.034421788,9.223410543,9.012442956
AT5G51970,SDH,248398_at,10.58812203,10.54358179,11.42768186,11.29351784,10.53399465,11.37631741
AT5G51980,,248388_at,8.894408113,8.985224774,8.530438194,8.553775345,9.025139075,8.557781795
AT5G51990,DREB1D,248389_at,4.866072066,4.720774077,5.00357042,4.834662149,4.824893637,4.989738299
AT5G52000,IMPA8,248390_at,4.167668884,4.17012845,4.288497982,4.331951148,4.284969815,4.263116349
AT5G52010,,248399_at,7.331810827,7.235612706,6.78988642,6.724036785,7.437736286,6.658106603
AT5G52020,ERF025,248400_at,5.869993454,5.452044166,5.498511874,5.602579579,5.544504982,5.628549592
AT5G52030,,248391_at,7.295616947,7.267298952,7.540127009,7.639971628,7.404815347,7.498699162
AT5G52040,ATRSP41,248369_at,10.55250227,10.47467748,9.822238304,9.651589618,10.34966557,9.844918657
AT5G52050,DTX50,248392_at,6.43513426,6.221044119,6.650550974,6.93699891,6.134189641,6.912572497
AT5G52060,BAG1,248393_at,9.636522138,9.724998372,9.650190228,9.594886383,9.671702296,9.783138579
AT5G52070,,248394_at,6.988412711,6.980149358,6.446356791,6.395445512,6.88155103,6.299774002
AT5G52100,DAPB3,248402_at,8.477638824,8.529755202,9.205609565,9.202360308,8.453651198,9.288210651
AT5G52110,CCB2,248401_at,7.241733662,7.430488851,7.562143656,7.384279279,7.317109449,7.4534834
AT5G52120,PP2A14,248395_at,5.502423377,5.474889852,5.584146056,5.634262603,5.477174386,5.648223118
AT5G52130,,248396_at,4.810316231,4.729653984,4.915535793,4.820070416,4.754624892,4.890653412
AT5G52140,,248397_at,4.508863914,4.616588868,4.779492444,4.755842255,4.46220721,4.649818529
AT5G52160,,248350_at,4.432283074,4.368017248,4.324928325,4.302118525,4.353593477,4.284915438
AT5G52170,HDG7,248370_at,5.407424596,5.444541971,5.770025531,5.453856917,5.296506575,5.40418486
AT5G52180,,248340_at,9.146417078,9.246139519,8.569573883,8.762604844,9.26282851,8.627411628
AT5G52190,,248348_at,9.178924162,9.176492211,9.090903595,9.124566253,9.168908611,9.0983497
AT5G52200,,248351_at,9.077973333,9.248330858,9.278891886,9.161614516,9.109699693,9.347618092
AT5G52210,ATARLB1,248346_at,8.325456143,8.33595267,8.787035601,8.546882438,8.257072671,8.823533901
AT5G52220,,248341_at,5.613428177,5.799846713,5.679168573,5.512736618,5.552244376,5.621292202
AT5G52230,MBD13,248342_at,6.489521378,6.493139612,6.64984702,6.567328417,6.41535265,6.56917484
AT5G52240,MSBP1,248349_at,11.14134143,11.0392726,11.0573244,11.0373681,11.02089208,10.95575639
AT5G52250,RUP1,248347_at,7.519090073,7.572290791,8.240099249,8.298633463,7.567868823,8.443684174
AT5G52260,AtMYB19,248343_at,4.323118905,4.550695384,4.883602288,4.9392528,4.341325229,4.698683992
AT5G52280,,248344_at,5.609356213,5.825565754,5.402779858,5.433655472,5.721308216,5.494775767
AT5G52290,SHOC1,248345_at,4.55358456,4.608731076,4.585787588,4.646887983,4.586852092,4.428686353
AT5G52300,LTI65,248352_at,5.309290756,5.31250847,5.532240646,5.5194414,5.626150914,5.560536399
AT5G52310,RD29A,248337_at,8.909204475,8.90536054,8.658686906,8.677293129,8.945782086,8.690383303
AT5G52320,CYP96A4,248353_at,6.738870598,6.514691007,6.333426947,6.268742048,6.738329143,6.343681936
AT5G52330,,248354_at,4.347916883,4.340417112,4.326759703,4.366865045,4.406042074,4.518016882
AT5G52340,ATEXO70A2,248355_at,4.557940758,4.881098892,4.310205517,4.308459845,4.507542298,4.385481185
AT5G52350,ATEXO70A3,248356_at,4.011641094,3.796616354,3.760679796,3.998656221,3.729547617,3.74803847
AT5G52360,ADF12,248367_at,5.507258336,5.430265666,5.682027574,5.638881235,5.555479304,5.497310457
AT5G52380,,248357_at,7.530334991,7.339905104,6.024563852,5.616234644,7.276263918,6.119890065
AT5G52390,,248333_at,5.591984773,5.505946594,6.205335874,6.035192905,5.468035077,5.99993508
AT5G52410,,248359_at,4.380206084,4.261352644,4.268995682,4.134443644,4.28952775,4.24914147
AT5G52420,,248336_at,9.283370653,9.295591222,8.674645696,8.62633497,9.207061226,8.669019073
AT5G52430,,248360_at,7.759072771,7.707168843,8.097795995,7.942486103,7.792864069,7.976732741
AT5G52440,TATB,248338_at,10.08483881,10.10393166,10.44213145,10.40304677,10.11779234,10.48144659
AT5G52450,DTX16,248335_at,9.050856594,9.092953119,8.933098528,8.850027177,9.026555308,8.994530771
AT5G52460,EDA41,248361_at,5.001945114,5.147923317,5.130554955,5.134035484,5.139840055,4.988620047
AT5G52470,MED36B,248362_at,12.33874756,12.34029865,11.18637728,11.2214247,12.34270738,11.24814023
AT5G52480,,248363_at,5.418495614,5.287732389,4.972822839,5.047404003,5.105129509,4.884367762
AT5G52490,FIB3,248364_at,5.194811134,5.254972404,5.388927606,5.315737733,5.343480196,5.301884172
AT5G52500,,248365_at,4.925347024,4.982727582,4.99194087,4.76059323,4.839138559,4.916222793
AT5G52510,SCL8,248366_at,8.794848465,8.762478451,8.686385192,8.645788988,8.76958862,8.607244873
AT5G52520,OVA6,248339_at,8.773338294,8.835620317,8.714792994,8.739566998,8.743903693,8.977355289
AT5G52530,,248308_at,7.666396187,7.651528853,7.608569821,7.673484218,7.656569892,7.67381061
AT5G52540,,248309_at,8.69468574,8.754772529,8.967165892,8.995275969,8.862377647,8.991171064
AT5G52550,,248310_at,7.634836556,7.629369375,7.941875047,8.052779922,7.636166077,8.027141398
AT5G52560,USP,248305_at,8.392203912,8.451151125,7.916023149,8.08163708,8.401073165,7.929454628
AT5G52570,BETA-OHASE 2,248311_at,8.173866486,8.390999925,9.042820009,9.19507109,8.238916282,9.367784466
AT5G52580,,248312_at,7.983829216,7.812367082,8.196970027,8.332456967,7.766803778,8.215158802
AT5G52580,,248313_at,8.790387994,8.727635661,9.018686529,9.124470563,8.740715059,9.099939037
AT5G52620,,248314_at,4.35818973,4.233946268,4.282650948,4.236214537,4.252297503,4.138014471
AT5G52630,PCMP-H52,248315_at,4.699097739,5.098790426,4.74002014,4.824021755,4.945587327,4.913974895
AT5G52640,HSP90-1,248332_at,9.810243587,9.735881898,6.97728453,6.958166361,10.03093989,6.768356472
AT5G52650,RPS10C,248331_at,12.36405589,12.47380235,11.75084381,11.79510531,12.42059122,11.91899046
AT5G52660,RVE6,248328_at,7.610450347,7.461000622,7.629931242,7.638422456,7.504039497,7.552543481
AT5G52670,,248316_at,4.158117773,3.974652536,4.253493843,4.22096314,3.988430992,4.32591772
AT5G52680,,248317_at,4.092493256,3.998158684,4.096801419,4.005215651,4.014443358,3.982825287
AT5G52690,,248318_at,3.81025278,3.901795813,3.937639694,3.942130354,3.897460775,4.112113353
AT5G52710,,248319_at,5.667311014,5.952534733,6.151247906,5.981833546,5.760106788,5.951392805
AT5G52720,,248320_at,4.420553493,4.052314853,4.414732438,4.377272698,4.266561102,4.489271522
AT5G52740,HIPP12,248321_at,4.718142275,4.562380786,4.717149758,5.104715112,4.614035883,5.013417849
AT5G52750,HIPP13,248327_at,8.638570685,8.641376219,9.515742821,9.560268955,8.563139577,9.691247259
AT5G52760,HIPP14,248322_at,7.466873361,7.339260235,8.658157606,8.826161975,7.203460868,8.839196399
AT5G52770,,248323_at,4.285239845,4.295672106,4.341792469,4.249255172,4.243512258,4.166439757
AT5G52780,,248329_at,10.0669949,10.05489704,9.437207654,9.490358865,9.983109236,9.682857717
AT5G52790,CBSDUF5,248324_at,5.458391051,5.377849483,5.685156925,5.793372704,5.457367374,5.621999022
AT5G52800,,248325_at,5.78896509,5.90297851,5.774472559,5.793012652,5.727426419,5.816346527
AT5G52810,,248330_at,7.692788603,7.464158472,8.175652612,8.258043875,7.485136558,8.106991089
AT5G52820,NLE1,248326_at,9.793842487,9.727688414,8.706063642,8.734286205,9.690623088,8.809928294
AT5G52830,WRKY27,248306_at,5.258790996,5.144204745,5.380618069,5.383174841,5.107878032,5.531483277
AT5G52840,,248288_at,10.77935892,10.85167815,10.8641043,10.72204246,10.77680115,10.86302002
AT5G52850,PCMP-H31,248307_at,4.992860342,4.904047469,4.725110583,4.695375327,4.987742266,4.877951004
AT5G52860,ABCG8,248277_at,6.06664175,6.121863075,6.333004214,6.466107888,6.203294707,6.232473191
AT5G52870,MAKR5,248286_at,4.911954192,5.112287889,5.262389595,5.086722882,5.060701664,5.281539007
AT5G52880,,248289_at,7.094471078,7.144890593,6.973889626,7.015308854,6.980797235,7.081649885
AT5G52890,,248278_at,5.478265536,5.694322028,5.649013003,5.344071574,5.466492315,5.546720073
AT5G52900,MAKR6,248282_at,8.527558967,8.404147371,8.930566495,8.97792826,8.299424429,8.942280972
AT5G52910,ATIM,248279_at,6.05520149,6.14494365,6.474942711,6.275766174,6.12343854,6.395008365
AT5G52920,PKP2,248283_at,10.31316119,10.29037016,9.825291732,9.896497651,10.4070841,9.734116175
AT5G52950,,248280_at,4.826360775,4.909510347,4.762001323,4.866293124,4.932596739,4.689609153
AT5G52960,,248285_at,10.12866606,10.05203787,10.29062587,10.32745486,9.999306259,10.31730117
AT5G52970,,248287_at,9.572729081,9.621790952,9.952671929,9.986756915,9.541540429,10.00904814
AT5G52975,,248284_at,5.792140497,5.687869897,6.027724823,5.839038353,5.710517146,5.855141986
AT5G52980,,248281_at,8.429081562,8.285193083,8.32224589,8.276729325,8.208850549,8.306611568
AT5G53000,TAP46,248300_at,8.786677748,8.766211848,8.624981684,8.385695908,8.722522347,8.440070546
AT5G53010,,248290_at,6.115953212,6.230331589,6.242997315,6.339252171,6.267952765,6.164497005
AT5G53020,,248291_at,6.27690493,6.259058899,5.867791978,5.83353255,6.259772134,5.699182995
AT5G53030,,248292_at,6.845832458,6.819038494,6.772845305,6.780916957,6.807481356,6.782635428
AT5G53050,,248293_at,8.85936592,8.800993028,9.311006535,9.355112866,8.753004093,9.315205415
AT5G53060,RCF3,248294_at,6.03169581,6.106164491,6.094284384,5.663241767,6.182074463,5.99462842
AT5G53070,,248295_at,7.507316859,7.417201001,6.687212508,6.574207795,7.566452788,6.79794848
AT5G53080,,248299_at,6.899005993,6.837899078,6.483232842,6.385499023,7.033469238,6.446463694
AT5G53090,,248296_at,6.936492929,7.140083286,7.190880435,7.0709956,7.255810799,7.167848312
AT5G53100,,248297_at,4.398786921,4.531345123,4.566900383,4.58308881,4.500266299,4.539291839
AT5G53110,,248298_at,7.226833145,7.152641764,7.322699699,7.41024727,6.937474601,7.444125672
AT5G53120,SPDS3,248248_at,8.845760865,8.783811096,8.641207293,8.754924984,8.88077778,8.726929761
AT5G53130,CNGC1,248250_at,8.608162231,8.514278547,8.621989244,8.59157499,8.583437521,8.670722359
AT5G53140,,248249_at,9.148735533,9.07411076,8.506567288,8.736722561,9.127632206,8.652456759
AT5G53150,,248301_at,7.059097551,7.208426137,7.187721827,7.117562426,7.302868142,7.130015325
AT5G53160,PYL8,248302_at,10.22254887,10.27693834,10.25780871,10.24573891,10.19622606,10.33076334
AT5G53170,FTSH11,248303_at,8.669666235,8.751374284,8.797228629,8.916935462,8.75821244,8.914049051
AT5G53180,ATPTB2,248304_at,9.263158496,9.072266138,8.664382554,8.604959436,9.206104678,8.597524308
AT5G53190,SWEET3,248245_at,5.178732855,5.203258911,5.241532401,5.401371571,5.208770034,5.248738234
AT5G53200,TRY,248246_at,5.925383948,6.084738711,5.879625332,5.932653086,5.95876862,5.900523563
AT5G53210,SPCH,248247_at,6.176711896,6.087317745,5.728497305,5.639516604,6.023957121,5.491007796
AT5G53220,,248251_at,5.47925949,5.645296041,5.292977088,5.303838605,5.528656942,5.32635206
AT5G53240,,248260_at,5.222279393,5.135523894,5.296955042,5.220367129,5.209633527,5.192597631
AT5G53250,AGP22,248252_at,8.060154539,8.146257284,8.458749398,8.305525133,8.174707236,8.449920041
AT5G53280,PDV1,248261_at,7.170397801,7.080675956,6.957316469,7.062789236,7.271595224,7.113432334
AT5G53290,CRF3,248253_at,5.522710949,5.310982016,5.099137292,5.138070013,5.50090869,5.11633715
AT5G53310,,248264_at,10.10840253,10.20232649,10.40967737,10.39449827,10.12969519,10.60328907
AT5G53320,,248254_at,5.701946211,5.636275407,5.850302371,5.830929171,6.099156954,5.91597397
AT5G53330,,248259_at,8.697865204,8.578041855,8.82653181,8.82499328,8.632055459,8.850570934
AT5G53340,HPTG1,248262_at,8.276937528,8.372625265,8.045443371,7.958542725,8.280662519,8.105917775
AT5G53350,CLPX1,248255_at,9.098782267,9.030068894,9.453448369,9.440318526,9.062267065,9.34485477
AT5G53360,,248256_at,7.105730319,7.262752599,7.761945317,7.806391686,7.119876951,7.782730319
AT5G53370,ATPMEPCRF,248263_at,9.371807525,9.423893174,10.2833531,10.26924202,9.413552866,10.24398234
AT5G53400,BOB1,248258_at,9.239625893,9.198885525,8.612758506,8.567363625,9.145682492,8.793133696
AT5G53410,,248257_at,5.117746225,5.330884991,5.019898749,5.046675226,5.067153426,5.187798983
AT5G53420,,248271_at,7.533441845,7.728908477,8.396949046,8.377663298,7.687084642,8.375274507
AT5G53430,ATX5,248265_at,6.408884477,6.525414516,6.536520211,6.54121802,6.487743831,6.233142545
AT5G53440,,248266_at,8.133009549,8.080194984,8.025184728,8.02074752,8.278546488,7.892389964
AT5G53450,PAP14,248270_at,9.756299898,9.833859151,9.407828268,9.318783534,9.833568423,9.481090056
AT5G53460,GLT1,248267_at,9.784198343,9.752738287,9.918277443,10.08323798,10.04412709,9.817061198
AT5G53470,ACBP1,248269_at,8.453854311,8.366006808,8.492510757,8.343476543,8.435585595,8.547324977
AT5G53480,KPNB1,248268_at,8.739730603,8.842548403,8.10944282,8.179226396,8.964161793,8.094915055
AT5G53480,KPNB1,248272_at,8.611963625,8.503683625,7.844387879,7.94893228,8.760582614,7.597880553
AT5G53490,,248224_at,10.22211126,10.30773681,10.6469923,10.73405515,10.24396117,10.6770876
AT5G53500,,248273_at,7.786978401,7.73984967,8.159921084,8.139943677,7.823816998,8.053239757
AT5G53510,OPT9,248274_at,4.635615201,4.571919177,4.713203761,4.789603365,4.783855529,4.568096646
AT5G53520,OPT8,248275_at,4.89472285,4.810755536,4.815856975,4.605864127,4.800020939,4.601278081
AT5G53530,VPS26A,248221_at,9.313975808,9.342771807,9.358551286,9.48522924,9.173162646,9.590202382
AT5G53540,,248220_at,8.737610227,8.915547703,8.582258803,8.561210285,8.790881035,8.594996734
AT5G53550,YSL3,248276_at,8.940557378,8.916658811,10.20729058,10.36078964,8.871100401,10.16692791
AT5G53560,CYTB5-E,248217_at,12.20756734,12.21721315,11.78757683,11.90726463,12.1750705,11.95648335
AT5G53570,,248222_at,8.039838667,8.077387273,8.242818417,8.162868851,7.975275609,8.117709432
AT5G53580,PLR1,248242_at,9.209318101,9.241758898,9.414977664,9.478603597,9.164491212,9.570147301
AT5G53590,,248243_at,8.20706496,8.186561004,8.126101256,8.075811679,8.192718345,8.099719558
AT5G53620,,248223_at,8.614843963,8.691238407,8.23690826,8.290325282,8.652979741,8.319784205
AT5G53635,,248244_at,5.38007463,5.408363698,5.498511874,5.663285837,5.493481702,5.477348656
AT5G53650,,248219_at,9.222869522,9.232326557,9.135072789,9.028913882,9.143266059,9.215012411
AT5G53660,GRF7,248213_at,6.06619814,5.7862578,5.855105501,5.85476498,5.829673181,5.748585894
AT5G53670,,248214_at,5.564329182,5.6731062,5.542714215,5.596662417,5.648351698,5.39715228
AT5G53680,,248215_at,4.263442406,4.202185474,4.176970847,4.268414911,4.100635093,4.203783602
AT5G53710,,248218_at,4.236181752,4.678447284,4.640570763,4.68773372,4.433823317,4.608281985
AT5G53740,,248225_at,6.675149799,6.699024015,6.839409539,6.778292626,6.584607374,6.741270575
AT5G53750,,248226_at,7.854533917,7.64081119,7.621959086,7.493544174,7.76430314,7.712067181
AT5G53760,MLO11,248232_at,6.425214255,6.67539895,6.357326717,6.371071943,6.60581208,6.462266275
AT5G53770,,248231_at,6.998330552,6.940174156,6.07996653,6.08284481,7.020483721,6.168372908
AT5G53800,,248228_at,6.346408242,6.49441457,6.18780408,6.30580174,6.587692055,6.428741409
AT5G53810,,248229_at,4.896263969,4.63336885,4.939449327,4.862328746,4.814276139,4.94068815
AT5G53820,,248227_at,4.587271143,4.873160877,4.915559749,4.760704784,4.661519785,4.792826023
AT5G53830,VQ33,248230_at,7.524817532,7.439535434,7.420999712,7.632630495,7.432525367,7.544020674
AT5G53840,,248233_at,4.693579821,4.632511669,4.649987743,4.695121498,4.625742994,4.775703098
AT5G53850,,248234_at,9.124174245,9.213723416,9.301354712,9.309508451,9.224304015,9.159786501
AT5G53860,emb2737,248235_at,9.187125043,9.163142405,9.464745364,9.341138478,9.17838705,9.374650358
AT5G53870,ENODL1,248236_at,6.413901556,6.336340753,5.737973061,6.033904036,6.580019386,5.68676545
AT5G53880,,248186_at,10.26205552,10.32484138,9.817089505,9.790882177,10.22816349,9.995507845
AT5G53890,PSKR2,248237_at,7.317496188,7.271117599,6.637785173,7.160116935,7.407676709,6.883500425
AT5G53900,,248238_at,8.154399328,8.245024512,8.027424203,8.071119659,8.16229416,7.922777757
AT5G53920,,248239_at,6.302989922,6.0569221,6.374589897,6.137219697,6.18476479,6.166316927
AT5G53940,,248187_at,9.182029953,9.303626116,9.238223493,9.036662347,9.092515481,9.33475103
AT5G53950,NAC098,248240_at,5.519392173,5.592797527,5.451190717,5.500383773,5.27977155,5.493117136
AT5G53960,,248241_at,4.182334119,4.192959671,4.167328445,4.15749232,4.243857582,4.101873101
AT5G53970,,248207_at,8.251703409,8.455329832,9.072495383,8.961312724,8.435435866,9.146272536
AT5G53980,ATHB-52,248208_at,5.563652289,5.700379774,5.674047083,5.946078459,5.235787353,5.859539314
AT5G53990,UGT79B9,248209_at,5.931773678,5.955268149,5.444053349,5.370707005,5.872172256,5.437634059
AT5G54000,,248210_at,4.463759082,4.576449644,4.574592173,4.573351408,4.783638384,4.533633057
AT5G54010,UGT79B6,248211_at,4.270953658,4.280402853,4.289873997,4.325114907,4.216620352,4.226205486
AT5G54020,,248212_at,5.032715774,5.011222878,5.31669175,5.301600383,4.987635216,5.35652276
AT5G54030,,248182_at,3.93257324,4.083335144,4.165867408,4.073499821,4.046181919,4.060676104
AT5G54040,,248183_at,5.544824772,5.454279339,6.064601585,5.906572825,5.300930203,5.742937616
AT5G54050,,248184_at,3.905277892,3.855679108,3.901662556,4.1397778,3.801585676,3.935364244
AT5G54060,A3G2XYLT,248185_at,7.213185289,7.261655438,7.383293034,7.520702288,7.267546741,7.461897742
AT5G54070,HSFA9,248188_at,4.055551986,3.973471321,4.014187354,3.888019813,4.012282235,3.924768992
AT5G54080,HGO,248193_at,8.60183201,8.643569928,9.636138775,9.782041962,8.545275921,9.76835976
AT5G54090,,248189_at,6.977954696,7.105382982,7.020432071,6.936603958,7.05638051,6.9205236
AT5G54095,,248194_at,4.070610593,4.068437904,4.030798339,4.052422797,4.119849759,3.94581083
AT5G54110,PVA41,248195_at,8.878966422,8.813808054,9.133944451,9.095623436,8.830838818,9.148414105
AT5G54130,,248190_at,7.289021104,7.387985323,7.022936623,7.184453911,7.337476341,6.980010558
AT5G54130,,248191_at,7.653798474,7.501832995,7.25622994,7.150986033,7.578958673,7.252150445
AT5G54140,ILL3,248192_at,7.016487285,7.154352501,7.193642251,7.258969116,7.104268929,7.271724514
AT5G54148,,248196_at,4.790161975,5.066696364,5.026824678,4.923870328,4.893920858,5.172393024
AT5G54160,OMT1,248200_at,11.4410594,11.40662377,11.23923086,11.20737026,11.31639034,11.25348375
AT5G54170,,248199_at,9.727453655,9.8216672,10.23135602,10.14135332,9.683566552,10.26727773
AT5G54180,MTERF8,248201_at,6.69158967,6.886077688,6.421570574,6.250175673,6.800595813,6.433523664
