#ecotype,columbia,,,,,,,
#development stage,seedling,,,,,,,
#age,7 (day),,,,,,,
#compound,,,none,none,indole-3-acetic acid,none,indole-3-acetic acid,indole-3-acetic acid
Gene ID,Gene Name,DesignElementAccession,GSM9571,GSM9573,GSM9574,GSM9572,GSM9575,GSM9576
AT1G01780,PLIM2B,261559_at,7.63620129,7.704542133,6.564504603,7.286650104,6.992138063,7.002258159
AT1G01790,KEA1,261536_at,8.097057963,7.793182899,7.836807981,7.687091242,7.731080615,8.101132756
AT1G01800,,261537_at,9.53169405,9.550245641,9.864512951,9.639001242,9.79229342,9.6449452
AT1G01820,PEX11C,261534_at,8.524990709,8.793144282,8.642901473,8.652134183,8.706980622,8.748710705
AT1G01830,,261538_at,5.679543758,5.553248594,5.661070402,6.061572316,6.24031924,5.926268631
AT1G01840,,261539_at,5.076196092,5.603758716,5.490797547,5.805987793,5.50293384,5.32579593
AT1G01860,PFC1,261652_at,7.205819057,7.644591928,7.359877878,7.49357932,7.139705316,7.657571085
AT1G01900,SBTI1.1,261653_at,6.526411217,7.004993889,6.153365389,6.404624123,6.373091509,6.750534541
AT1G01910,,261627_at,8.909703732,8.901677686,8.971860664,8.945155721,8.91594764,8.689815802
AT1G01920,,261654_at,5.836710489,5.995919715,6.152345271,5.874921925,5.675375832,6.073731434
AT1G01930,,261625_at,7.446676445,6.96433963,7.34468932,7.295177223,7.449887475,7.71023727
AT1G01940,CYP18-1,261655_at,8.058748802,8.348691607,8.360621358,8.33984573,8.489040567,8.334856721
AT1G01950,ARK2,261656_at,6.719729293,6.027771778,6.838247534,6.722598064,6.75718251,6.515347459
AT1G01960,BIG3,261621_at,9.056926631,8.801374667,9.259958785,9.391028591,9.174052644,9.089481787
AT1G01970,,261622_at,8.28618051,7.601717417,7.855988349,7.940716979,7.933479035,7.959178467
AT1G01980,SEC1A,261623_at,3.488769911,3.500443403,3.548635144,3.43223496,3.535038968,3.551068144
AT1G01990,,261626_at,7.362570755,6.998495023,7.357685831,7.835034534,7.379861886,7.726666781
AT1G02000,GAE2,261624_at,7.421094883,7.578655493,7.028256638,7.019649273,7.414822769,7.579200185
AT1G02020,,264169_at,6.614389006,6.977429519,6.568733728,6.877961881,6.608146675,7.030684315
AT1G02050,PKSA,264175_at,4.485619925,4.871313125,4.410678488,5.052514663,4.661609106,4.807392704
AT1G02060,,264167_at,5.161728701,4.632581888,5.115271079,5.025868883,4.956220202,5.27336422
AT1G02070,,264151_at,3.494687763,3.694275159,3.88417206,3.73785843,3.794348066,3.850095269
AT1G02080,,264168_at,9.464164406,9.395438997,9.364361852,9.260581324,9.419263685,9.40268661
AT1G02090,CSN7,264150_at,8.330976642,7.353411216,8.489918046,8.395917605,8.623460111,7.972870694
AT1G02100,,264171_at,8.634487149,7.885126181,8.551091685,8.670115422,8.659928581,8.554244842
AT1G02110,,264176_at,7.407640502,7.095003447,7.015075619,6.859807244,7.166114418,7.526978018
AT1G02120,VAD1,264172_at,7.612588207,7.351702155,7.885887144,7.835818559,7.535403846,7.575647564
AT1G02130,RABD2A,264122_at,8.143203654,8.30080089,8.185154232,7.96152168,8.088638574,8.417491098
AT1G02140,MEE63,264152_at,10.90128076,10.86800586,10.6564013,10.75701009,10.73191803,10.79473855
AT1G02150,,264177_at,9.999209777,9.881734995,10.02978317,10.24513281,9.839753242,10.23853137
AT1G02160,,264173_at,8.554252866,8.766977277,8.736281912,8.771411067,8.950856993,8.682008131
AT1G02170,AMC1,264178_at,8.38300974,8.46574102,8.511554492,8.594052166,8.478559515,8.739003691
AT1G02180,,264179_at,7.181967378,7.548862798,6.937955906,7.327747855,7.153000522,7.056865669
AT1G02190,,264180_at,3.999074152,3.983296183,4.008211927,4.040605032,3.96584698,4.047318952
AT1G02205,CER1,264146_at,6.828043918,6.865116165,6.071298243,6.51983257,6.399876326,6.593877472
AT1G02205,CER1,264147_at,5.594055724,4.83472089,5.257307614,5.364387464,5.200856237,5.70131419
AT1G02220,NAC003,264148_at,6.267599005,6.140945948,6.016314793,6.375220215,6.61548088,5.955445125
AT1G02250,NAC005,264149_at,3.877946784,3.851143815,3.852995075,3.853623184,3.713914594,3.900610522
AT1G02260,,264170_at,7.918930963,7.243456232,7.182832162,7.399468015,7.500911918,7.23270472
AT1G02270,,264123_at,8.46463435,8.253074047,7.934489101,8.387632391,8.594769347,8.333518325
AT1G02280,TOC33,264121_at,9.949054006,10.20752736,10.08917751,10.16624011,10.04461847,10.20233523
AT1G02300,CATHB1,259441_at,7.356259446,7.222165193,6.751410421,6.923000273,6.556624868,6.742366283
AT1G02305,CATHB2,259416_at,9.261482675,9.423921947,9.258064031,9.487690413,9.203179586,9.18362919
AT1G02310,MAN1,259442_at,4.601374293,4.686268911,4.383352745,4.833282237,4.685047158,4.377485892
AT1G02320,,259413_at,3.151876967,3.24508042,3.164320197,3.395296765,3.24725769,3.294782318
AT1G02330,,259415_at,7.795596165,8.168063107,7.805345579,7.413509679,7.879756584,8.181941924
AT1G02340,HFR1,259417_at,4.186243449,4.846305085,3.929391689,4.083183145,3.66352231,3.792511223
AT1G02360,,259443_at,7.810564275,7.318298849,8.562561399,8.014891342,8.739042565,8.423271186
AT1G02370,,259444_at,6.874229524,6.864312998,7.019242469,6.666348552,7.149707383,7.217962074
AT1G02390,GPAT2,259418_at,5.908584346,5.718194511,5.807059527,5.943724173,5.766119661,5.796947864
AT1G02400,GA2OX6,259445_at,7.38956842,7.060680031,8.905902964,6.928692101,8.834105328,8.698084348
AT1G02410,COX11,259446_at,8.082067278,7.853216391,8.235006683,8.255615179,8.311477844,8.250407979
AT1G02420,,259414_at,5.715248664,5.664666156,5.544476505,5.1460567,5.546260814,5.732940591
AT1G02450,NIMIN-1,260904_at,3.788548798,3.743562902,3.654708201,3.733280022,3.727706433,3.672249977
AT1G02460,,260903_at,6.367811737,6.451981614,6.373359475,6.856776261,6.302164622,6.026722108
AT1G02470,,260933_at,5.365733057,5.50785818,5.621139646,5.916290609,5.466294839,5.81408387
AT1G02475,,260916_at,9.060143623,9.261719733,9.229649302,9.068127284,9.123336117,9.139422379
AT1G02490,,260911_at,3.875687905,3.838184137,3.74926198,3.736274522,3.728810824,4.023948969
AT1G02500,SAM1,260913_at,11.65247881,11.10259761,11.58363009,11.74167343,11.67778998,11.52954338
AT1G02540,,260906_at,3.509457105,3.632617434,3.563385384,4.430886574,3.48275118,3.65029131
AT1G02550,,260931_at,4.565838935,4.448042619,4.459585159,4.935908729,4.498944065,4.609077076
AT1G02560,CLPP5,260912_at,11.01889152,11.24120516,11.08736687,11.03343316,11.07318034,11.16476453
AT1G02575,,260907_at,5.109309048,5.129923285,5.349736248,5.172823167,5.225796675,5.113128927
AT1G02580,MEA,260908_at,5.366735696,5.423359053,5.464809723,5.572151059,5.61180713,5.341023259
AT1G02620,,260930_at,5.752022492,5.446725494,6.258460167,6.116510496,5.854199607,5.520913555
AT1G02640,BXL2,260914_at,8.392329039,7.778332643,7.7134897,7.866255063,7.446703004,7.821414855
AT1G02660,,260915_at,5.372036837,5.348487631,6.836180661,4.879872236,6.420897688,6.927264112
AT1G02670,,260909_at,4.199420999,4.538937708,4.281388812,4.18395286,4.29673635,4.49279491
AT1G02680,TAF13,260929_at,6.763480013,6.828381665,6.607622951,6.34845447,6.670198369,7.041886199
AT1G02690,IMPA-6,260910_at,7.14448799,7.397894403,7.737387257,7.684939402,7.501918257,7.480674292
AT1G02700,,260917_at,4.001508939,3.8800664,3.979844189,4.159453092,4.078758074,3.967505406
AT1G02710,,260905_at,4.8626276,4.822071691,4.455742696,4.463556083,4.750495354,4.956866253
AT1G02720,GATL5,260928_at,7.765522625,7.748681312,7.618027683,7.684269631,7.723242623,7.680356212
AT1G02730,CSLD5,262109_at,8.292907684,8.780746221,8.074057604,8.378873817,7.770287036,7.913995641
AT1G02740,MRG2,262108_at,7.499003092,7.678819777,7.721176922,7.273240089,7.779421117,7.971258064
AT1G02750,DI19-2,262107_at,7.368681465,7.213627743,7.582261277,7.409204789,7.556243357,7.414219638
AT1G02780,RPL19A,262117_at,12.43505893,12.68654769,12.66521948,12.62027605,12.50142714,12.7090767
AT1G02790,PGA3,262122_at,4.185515549,4.251921649,4.305947589,4.138600149,4.296093893,4.095259648
AT1G02800,CEL2,262121_at,5.367191804,5.19753587,5.241259592,5.264052483,5.093075943,5.027984511
AT1G02810,PME7,262105_at,7.054202003,7.104742082,7.033954634,6.905885024,7.047402885,6.976608013
AT1G02813,,262115_at,4.207952528,4.197205262,4.276894194,4.189174907,4.394296287,4.081782285
AT1G02816,,262116_at,7.815602415,7.816378888,8.488603236,8.251534685,8.307861621,7.897371952
AT1G02820,LEA2,262113_at,6.779918163,6.33364684,6.637863736,6.516475598,6.637815918,6.845858771
AT1G02830,RPL22A,262132_at,3.369390747,3.211752118,3.481682202,3.69127943,3.571191145,3.510967142
AT1G02840,SR34,262110_at,9.164472636,9.139522342,9.290634485,9.349749563,9.32237615,9.688508841
AT1G02850,BGLU11,262118_at,7.234982281,7.0219725,8.325563532,7.778988983,8.668586139,7.796223737
AT1G02860,BAH1,262114_at,7.649991975,7.923398853,7.859860429,7.694380156,7.806661278,8.058181406
AT1G02870,,262112_at,9.271881328,9.414691898,9.264716031,8.997748472,9.41303185,9.615472933
AT1G02890,,262130_at,8.408687247,8.210306837,8.20698556,8.056506924,8.223650514,8.463937204
AT1G02900,RALF1,262131_at,9.496326681,9.022233637,10.40767421,9.410452067,10.46487693,10.07408911
AT1G02910,LPA1,262104_at,8.357964024,8.213882017,8.007491654,7.655721023,8.138359804,8.259144662
AT1G02940,ATGSTF5,262103_at,4.586765328,4.084115221,4.243171294,4.070104799,4.169952514,4.280987611
AT1G02950,ATGSTF4,262120_at,6.584878015,6.959814055,6.878718748,6.835500693,6.526429495,6.793703098
AT1G02960,,262111_at,7.407313606,7.480469711,6.956354147,7.021452628,7.211781598,7.210792228
