#ecotype,Col-0,,,,,,
#age,10 (day),,,,,,
#developmental stage,seedling,,,,,,
#organism part,whole organism,,,,,,
#age,10 (day),,,,,,
#development stage,seedling,,,,,,
#compound,,none,none,treated with 5 microMolar BA for 120 minutes,treated with 5 microMolar BA for 120 minutes,treated with 5 microMolar BA for 120 minutes,none
Gene ID,Gene Name,SRR797194,SRR797230,SRR797231,SRR797240,SRR797241,SRR833246
AT2G22240,IPS2,493,1224,220,460,615,959
AT2G22241,,0,0,0,0,0,0
AT2G22250,PAT,479,1184,377,641,1357,1084
AT2G22260,,62,108,28,67,111,139
AT2G22270,,275,626,211,241,661,678
AT2G22280,,0,0,0,0,0,0
AT2G22290,RABH1D,0,10,7,1,30,11
AT2G22300,CMTA3,1342,3540,926,1608,2875,3167
AT2G22310,UBP4,81,203,49,75,242,161
AT2G22320,,0,2,0,1,0,1
AT2G22330,CYP79B3,1121,3249,1296,2090,4825,2991
AT2G22335,,0,0,0,0,0,0
AT2G22340,,0,2,0,0,2,1
AT2G22345,,0,0,0,0,0,0
AT2G22350,,0,0,0,0,0,0
AT2G22360,DJA6,1402,2213,672,1210,2421,2027
AT2G22370,MED18,180,421,126,194,464,446
AT2G22380,,0,1,0,0,0,0
AT2G22390,,41,95,15,44,107,100
AT2G22400,,1099,2886,1083,1827,3526,2892
AT2G22410,PCMP-E28,58,145,63,91,162,136
AT2G22420,PER17,83,176,66,71,217,206
AT2G22425,,651,1371,402,464,1485,1164
AT2G22426,,1,0,0,1,1,0
AT2G22430,ATHB-6,4846,10025,2775,3714,8878,9527
AT2G22440,,0,0,0,0,0,0
AT2G22450,RIBA2,555,1299,390,578,1252,1241
AT2G22460,,1,19,2,3,8,14
AT2G22470,AGP2,845,2083,594,496,2319,2048
AT2G22475,GEM,729,1391,459,552,1605,1353
AT2G22480,PFK5,602,1585,527,684,1579,1484
AT2G22482,,13,51,10,22,52,48
AT2G22490,CYCD2;1,506,1057,411,644,1370,946
AT2G22496,MIR779A,8,6,1,6,8,7
AT2G22500,PUMP5,4555,8149,1814,2937,5936,5332
AT2G22510,,89,328,227,279,1097,334
AT2G22520,,0,0,0,0,0,0
AT2G22530,,199,470,173,222,515,440
AT2G22540,SVP,863,1841,354,647,1198,1633
AT2G22560,NET2D,450,1271,361,469,1053,1022
AT2G22570,NIC1,81,203,82,90,278,180
AT2G22580,,0,0,0,0,0,0
AT2G22590,UGT91A1,17,48,38,71,123,68
AT2G22600,,17,27,16,21,49,30
AT2G22610,,132,353,97,201,377,443
AT2G22620,,26,104,39,34,91,95
AT2G22630,AGL17,5,72,38,25,132,27
AT2G22640,BRK1,160,365,133,150,474,402
AT2G22650,,89,184,72,114,270,215
AT2G22660,GRDP1,637,2158,694,826,2306,1790
AT2G22668,MIR405A,0,0,0,0,0,0
AT2G22670,IAA8,3318,6726,1859,2780,7011,6497
AT2G22680,,125,364,84,112,350,328
AT2G22690,,175,343,101,188,344,294
AT2G22710,,0,1,0,0,0,1
AT2G22720,,1550,3328,965,1371,3600,3314
AT2G22730,,36,129,37,42,154,112
AT2G22740,SUVH6,433,997,266,342,921,879
AT2G22750,,2,12,15,9,60,15
AT2G22760,BHLH19,30,65,50,75,117,95
AT2G22770,NAI1,311,1244,1060,1628,3648,1289
AT2G22780,PMDH1,1681,3719,1231,1702,4499,3214
AT2G22790,,72,120,33,36,191,79
AT2G22795,,3276,8631,2405,3488,8390,8588
AT2G22800,HAT9,83,227,53,73,180,190
AT2G22802,,0,0,0,0,0,0
AT2G22805,,0,0,0,0,0,0
AT2G22807,,0,0,1,0,0,0
AT2G22810,ACS4,50,146,69,29,207,141
AT2G22820,,1,0,0,0,0,0
AT2G22821,,24,46,14,11,41,39
AT2G22830,SQE2,140,349,107,114,475,464
AT2G22840,GRF1,218,471,124,171,411,491
AT2G22850,AtbZIP6,73,160,74,118,270,159
AT2G22860,PSK2,597,1252,198,320,856,1044
AT2G22870,EMB2001,444,886,330,578,1130,918
AT2G22880,,1333,2594,603,766,1910,1796
AT2G22890,FAD4L2,140,354,68,64,209,300
AT2G22900,GT7,483,1035,277,350,919,929
AT2G22905,,6,21,5,4,21,20
AT2G22910,NAGS1,699,1428,404,584,1406,1305
AT2G22920,SCPL12,44,254,190,202,577,301
AT2G22930,UGT79B8,26,119,107,140,539,110
AT2G22940,,0,0,0,0,0,2
AT2G22941,,0,0,0,0,0,0
AT2G22942,,0,0,0,0,0,0
AT2G22950,ACA7,0,1,0,0,2,0
AT2G22955,,0,0,0,0,0,0
AT2G22960,,0,0,0,0,0,0
AT2G22970,SCPL11,196,725,422,465,1692,648
AT2G22980,SCPL13,230,550,149,252,479,497
AT2G22990,SNG1,3329,6283,2770,3674,8599,5954
AT2G23000,SCPL10,157,291,139,190,426,324
AT2G23010,SCPL9,61,164,45,85,142,139
AT2G23020,,0,0,0,0,0,0
AT2G23030,SRK2J,29,72,29,33,77,115
AT2G23040,,33,37,17,17,49,40
AT2G23050,NPY4,36,81,35,64,131,95
AT2G23060,,5,7,9,11,13,4
AT2G23067,,0,0,0,0,0,0
AT2G23070,CKA4,2538,5303,1797,2793,6252,4933
AT2G23080,CKA3,439,861,325,450,1009,911
AT2G23090,,5175,9851,3259,4214,11188,8676
AT2G23093,,79,203,63,89,229,222
AT2G23096,P4H13,3,9,4,2,11,5
AT2G23100,,485,896,299,356,1093,868
AT2G23110,,19,54,8,16,61,30
AT2G23118,,0,1,1,1,1,0
AT2G23120,,17647,28998,6872,9075,26694,26436
AT2G23130,AGP17,1863,2563,1222,1259,4421,3198
AT2G23140,,577,1296,362,521,1184,1193
AT2G23142,SPH10,0,0,0,0,0,0
AT2G23148,SPH11,0,0,0,0,0,0
AT2G23149,,0,0,0,0,0,0
AT2G23150,NRAMP3,377,774,200,342,703,654
AT2G23160,,0,0,0,0,0,0
AT2G23170,GH3.3,346,470,78,134,355,689
AT2G23171,,0,0,0,0,0,0
AT2G23180,CYP96A1,119,226,87,131,281,253
AT2G23190,CYP81D7,8,8,3,6,9,11
AT2G23200,,216,459,126,146,395,416
AT2G23210,,1,1,1,1,1,1
AT2G23220,CYP81D6,0,1,0,0,0,0
AT2G23230,,0,1,0,0,1,0
AT2G23240,MT4B,1,2,0,0,0,1
AT2G23250,UGT84B2,0,0,0,0,1,0
AT2G23260,UGT84B1,0,0,0,0,0,0
AT2G23270,,0,1,0,0,2,1
AT2G23290,AtMYB70,431,950,284,387,1051,750
AT2G23300,,280,627,208,290,585,489
AT2G23310,RER1C,736,1520,468,677,1712,1514
AT2G23320,WRKY15,1253,2185,602,1295,1766,1523
AT2G23321,,1,0,2,1,2,1
AT2G23330,,271,440,135,237,432,441
AT2G23340,ERF008,541,866,255,342,987,840
AT2G23347,MIR844A,2,3,3,3,8,2
AT2G23348,,15,27,7,9,35,22
AT2G23350,PAB4,3684,7083,2519,4103,9918,7549
AT2G23360,FPP7,158,419,133,202,409,417
AT2G23370,,187,386,162,162,437,399
AT2G23380,CLF,386,937,341,471,1163,957
AT2G23390,,880,1457,521,753,1692,1448
AT2G23400,,0,1,1,1,3,2
AT2G23410,DPS,2,11,13,2,26,20
AT2G23420,NAPRT2,1055,1956,481,1062,1528,1584
AT2G23430,KRP1,207,366,116,145,393,341
AT2G23440,CEP3,0,0,0,0,0,0
AT2G23450,WAKL14,835,1844,618,703,1896,1580
AT2G23460,XLG1,938,2364,720,1020,2382,2287
AT2G23470,RUS4,91,221,97,156,286,256
AT2G23480,,0,0,0,0,0,0
AT2G23490,,0,0,0,0,0,0
AT2G23500,,0,0,0,0,0,0
AT2G23510,SDT,0,0,0,0,1,0
AT2G23520,,387,963,300,465,992,950
AT2G23530,,30,76,28,34,63,83
AT2G23540,,141,686,546,616,2258,650
AT2G23550,ATMES6,12,29,18,25,53,33
AT2G23560,MES7,70,172,58,68,209,153
AT2G23570,MES19,1,0,0,0,0,2
AT2G23580,MES4,2,10,6,3,9,4
AT2G23590,MES8,25,38,11,17,50,28
AT2G23600,ACL,3980,6678,3247,4456,11529,6737
AT2G23610,MES3,856,1728,652,958,2371,1869
AT2G23620,MES1,42,228,175,110,654,290
AT2G23630,sks16,23,34,10,5,34,27
AT2G23640,RTNLB13,3,9,0,0,35,3
AT2G23650,,0,0,0,0,0,0
AT2G23660,LBD10,0,0,0,0,0,0
AT2G23670,YCF37,81,149,52,94,146,120
AT2G23672,,5,7,5,4,6,8
AT2G23673,,12,5,3,5,7,7
AT2G23680,,279,546,195,372,567,446
AT2G23690,,180,372,145,117,714,408
AT2G23700,,143,357,99,201,339,398
AT2G23710,,0,0,0,0,0,0
AT2G23720,,0,0,0,0,0,0
AT2G23740,SUVR5,618,1798,601,845,1875,1702
AT2G23755,,33,72,39,32,112,80
AT2G23760,BLH4,510,1104,438,569,1470,1156
AT2G23770,LYK4,360,1185,462,548,1813,1230
AT2G23780,,682,1580,415,620,1660,1340
AT2G23790,,485,1101,283,382,1095,939
AT2G23800,GGPPS2,0,0,1,0,0,0
AT2G23808,,0,0,0,1,1,2
AT2G23810,TET8,2642,5966,1313,2738,3989,3915
AT2G23820,,502,960,282,481,1143,963
AT2G23830,PVA31,1,1,0,0,2,0
AT2G23834,,0,0,0,0,0,0
AT2G23840,,531,1012,282,418,809,901
AT2G23850,,2,0,0,0,4,3
AT2G23860,,0,0,0,0,0,0
AT2G23870,,0,0,0,0,0,0
AT2G23880,,1,1,0,1,1,0
AT2G23890,,253,620,250,380,826,756
AT2G23900,,0,0,0,0,0,1
AT2G23910,,123,261,169,142,683,281
AT2G23920,,0,0,0,0,0,0
AT2G23930,SNRNP-G,1332,2334,914,1321,3282,2401
AT2G23940,,442,911,287,379,1016,862
AT2G23945,,10,26,6,16,16,12
AT2G23950,,471,1009,281,496,1029,999
AT2G23960,GGP4,11,52,21,29,97,43
AT2G23970,GGP5,5,17,5,1,8,13
AT2G23980,ATCNGC6,835,1972,682,796,2107,1975
AT2G23985,,139,278,99,122,371,347
AT2G23990,ENODL11,0,0,0,0,1,0
AT2G24000,SCPL22,1,2,0,1,0,0
AT2G24010,scpl23,6,15,2,10,15,11
AT2G24020,,2167,3716,1173,1601,4507,3554
AT2G24030,,14,31,5,10,37,30
AT2G24040,,94,211,87,103,291,214
AT2G24050,EIF(ISO)4G2,1639,3812,1503,2414,5375,3805
AT2G24060,IF3-2,1200,2053,610,1023,2232,2130
AT2G24070,QWRF4,5,31,17,23,44,32
AT2G24080,,2,10,4,5,10,2
AT2G24090,RPL35,4556,6464,2047,2960,8720,6947
AT2G24100,,3183,5525,1547,2523,4646,4936
AT2G24103,MIR831A,3,6,0,4,3,5
AT2G24110,,35,72,29,60,104,63
AT2G24120,RPOT3,863,2368,824,1472,2988,2493
AT2G24130,,10,39,8,12,11,21
AT2G24140,,16,35,7,22,34,36
AT2G24150,HHP3,711,1319,439,707,1527,1240
AT2G24160,,42,61,19,34,55,82
AT2G24165,,5,14,2,6,9,10
AT2G24170,TMN10,176,526,162,199,576,486
AT2G24180,CYP71B6,459,932,384,426,1240,860
AT2G24190,,144,265,96,157,288,299
AT2G24200,LAP1,3416,7497,2295,3494,8237,6554
AT2G24205,,0,0,0,0,0,0
AT2G24210,TPS10,0,0,0,0,0,0
AT2G24220,ATPUP5,80,138,30,41,86,140
AT2G24230,,306,633,175,323,597,665
AT2G24240,,118,317,73,78,241,225
AT2G24250,,61,108,43,49,126,125
AT2G24255,,0,1,0,0,1,1
AT2G24260,BHLH66,100,383,49,46,196,254
AT2G24270,ALDH11A3,3933,7010,1306,2768,4331,5807
AT2G24280,,987,1889,404,747,1380,1837
AT2G24285,,2,1,1,0,0,3
AT2G24290,,185,374,113,143,498,440
AT2G24300,,93,319,85,97,283,294
AT2G24310,,10,24,13,19,23,32
AT2G24320,,7,21,6,7,11,13
AT2G24330,,1077,1853,516,890,1620,1671
AT2G24340,,0,1,0,0,1,0
AT2G24350,,33,88,22,52,88,106
AT2G24360,,2511,5456,1533,2299,5059,4836
AT2G24370,,0,1,1,2,3,1
AT2G24380,,0,0,0,0,0,0
AT2G24390,AIG2LD,180,265,97,162,301,264
AT2G24395,,257,432,138,164,570,406
AT2G24400,,9,28,3,4,14,11
AT2G24410,,0,0,0,0,3,2
AT2G24420,,893,1739,580,926,1972,1891
AT2G24430,ANAC038,31,95,53,99,217,132
AT2G24440,,79,130,40,66,140,139
AT2G24450,FLA3,1,1,2,0,1,2
AT2G24460,,1,1,0,0,1,0
AT2G24470,,0,0,0,1,2,0
AT2G24480,,4,6,0,3,5,11
AT2G24490,RPA2A,397,766,228,520,660,751
AT2G24500,REIL2,3069,6238,2024,3804,6380,5139
AT2G24510,,0,0,0,0,0,0
AT2G24513,,0,0,0,0,0,0
AT2G24520,AHA5,326,874,278,354,888,758
AT2G24530,,169,417,90,184,395,406
AT2G24540,AFR,10,18,5,6,14,22
AT2G24545,,6,2,2,1,6,7
AT2G24550,,414,1457,521,481,2299,1302
AT2G24560,,447,907,177,299,533,842
AT2G24570,WRKY17,382,1403,644,745,2813,1233
AT2G24580,,752,1417,552,607,2598,1243
AT2G24590,RSZ22A,723,1574,387,634,1764,1402
AT2G24592,,78,150,71,98,210,164
AT2G24600,,1333,2156,599,1071,1484,1893
AT2G24610,ATCNGC14,41,208,63,54,210,144
AT2G24615,,0,0,0,0,0,0
AT2G24617,,0,0,0,0,0,0
AT2G24620,,0,0,0,0,0,0
AT2G24625,,0,0,0,0,0,0
AT2G24630,CSLC8,173,365,125,165,358,431
AT2G24640,UBP19,700,1484,477,763,1453,1370
AT2G24645,,40,80,22,37,84,99
AT2G24650,REM13,275,729,233,296,774,764
AT2G24660,,0,2,0,2,4,4
AT2G24670,,0,0,0,0,0,0
AT2G24680,,17,46,17,27,49,48
AT2G24681,REM11,2,10,3,8,12,14
AT2G24683,,2,2,0,0,5,5
AT2G24690,,249,638,226,319,725,730
AT2G24692,,0,2,0,0,3,3
AT2G24693,,0,0,0,0,0,0
AT2G24696,,0,1,0,0,0,1
AT2G24700,REM10,46,84,13,24,74,117
AT2G24710,ATGLR2.3,0,0,0,0,0,0
AT2G24720,GLR2.2,0,0,0,0,1,0
AT2G24730,,0,0,0,0,0,0
AT2G24735,,0,1,0,0,0,0
AT2G24740,SUVH8,0,0,1,0,0,3
AT2G24748,,0,0,0,0,0,0
AT2G24750,,66,114,38,56,112,131
AT2G24755,,2,0,0,4,6,0
AT2G24760,,12,27,8,19,31,28
AT2G24761,,0,0,0,0,0,0
AT2G24762,GDU4,262,544,122,189,634,782
AT2G24765,ARF3,1059,2178,749,834,2566,2209
AT2G24780,,0,1,0,0,0,0
AT2G24790,COL3,6543,11241,3431,4420,12076,10315
AT2G24791,,0,2,0,1,1,0
AT2G24800,PER18,4,13,2,2,14,14
AT2G24810,,2,0,0,0,0,0
AT2G24820,TIC55,1946,3009,857,1540,2537,2734
AT2G24830,,303,721,225,337,770,673
AT2G24834,,0,0,1,0,0,0
AT2G24840,AGL61,0,2,0,0,1,3
AT2G24850,TAT3,206,949,498,724,2177,339
AT2G24860,,718,1020,339,442,1289,1063
AT2G24870,,0,1,0,2,1,2
AT2G24880,,0,0,0,0,0,0
AT2G24890,,0,0,0,0,0,0
AT2G24900,,0,0,0,0,0,0
AT2G24910,,0,0,0,0,0,0
AT2G24915,,0,0,0,0,0,0
AT2G24920,,0,0,0,0,0,0
AT2G24930,,0,0,0,0,0,0
AT2G24940,MP3,1,4,0,1,2,7
AT2G24945,,0,0,0,0,0,0
AT2G24950,,0,0,0,0,0,0
AT2G24960,,162,364,170,213,504,380
AT2G24970,,34,76,35,35,120,92
AT2G24980,,30,507,168,99,756,272
AT2G24990,,500,1071,486,714,1714,1182
AT2G25000,WRKY60,78,121,36,27,129,103
AT2G25010,MAIL1,265,551,151,262,556,510
AT2G25011,MIR836A,0,0,0,0,0,0
AT2G25015,,0,0,0,0,0,0
AT2G25020,,0,0,0,0,0,0
AT2G25025,,0,0,0,0,0,0
AT2G25030,,0,0,0,0,2,0
AT2G25040,,0,1,0,0,0,0
AT2G25050,,238,558,206,304,721,643
AT2G25052,,0,0,0,0,0,0
AT2G25060,ENODL14,438,719,205,389,770,906
AT2G25070,PPC4-2,731,1596,503,621,1695,1536
AT2G25080,GPX1,5762,7862,2969,4517,8622,7269
AT2G25090,CIPK16,11,31,9,7,43,19
AT2G25095,MIR156A,12,27,3,10,21,19
AT2G25100,,185,404,133,220,481,431
AT2G25110,SDF2,1139,2456,721,1110,2672,2631
AT2G25120,,1,0,0,0,0,0
AT2G25130,,44,77,32,44,95,93
AT2G25140,CLPB4,1282,2471,612,1674,1974,1908
AT2G25150,SCT,5,60,587,408,3158,35
AT2G25160,CYP82F1,14,96,705,577,2845,65
AT2G25169,,1,3,3,3,8,6
AT2G25170,PKL,1213,3158,1081,1684,3626,3240
AT2G25171,MIR862A,0,2,0,0,0,0
AT2G25180,ARR12,589,1516,541,729,1669,1312
AT2G25185,,0,0,0,0,0,0
AT2G25190,,503,1380,436,568,1344,1270
AT2G25200,,99,186,72,67,302,211
AT2G25210,,1365,2774,908,1246,3433,2653
AT2G25220,,59,222,104,81,288,222
AT2G25230,MYB100,0,0,0,0,1,0
AT2G25240,,16,74,17,12,79,44
AT2G25250,,980,1566,393,615,1411,1460
AT2G25255,,0,1,1,0,2,2
AT2G25260,HPAT2,60,378,106,93,482,321
AT2G25270,,105,215,56,162,296,252
AT2G25280,,411,1000,341,456,1129,981
AT2G25290,Phox1,255,591,186,275,652,528
AT2G25295,LCR81,0,0,0,0,0,0
AT2G25300,HPGT3,137,325,90,132,297,302
AT2G25305,,0,0,0,0,0,0
AT2G25310,,666,1395,459,566,1594,1373
AT2G25312,,0,1,0,2,0,0
AT2G25320,,708,1771,534,877,1718,1695
AT2G25330,,1,1,0,0,1,1
AT2G25340,VAMP712,0,1,0,1,3,2
AT2G25344,LCR14,0,0,0,0,0,0
AT2G25350,,164,416,124,147,463,403
AT2G25355,,206,396,185,263,605,424
AT2G25360,,0,1,0,0,1,0
AT2G25370,,0,0,0,0,0,0
AT2G25380,,0,0,0,0,0,0
AT2G25390,,0,0,0,0,0,0
AT2G25400,,0,0,0,0,0,0
AT2G25409,,0,0,0,0,0,0
AT2G25410,ATL22,0,1,1,1,4,2
AT2G25420,,92,232,69,127,277,258
AT2G25430,,4304,9823,2707,3625,9914,8559
AT2G25440,AtRLP20,2,1,4,3,3,2
AT2G25450,GSL-OH,6146,8331,3312,5440,10114,7228
AT2G25460,,157,412,134,162,415,309
AT2G25470,AtRLP21,16,35,15,13,37,24
AT2G25480,,304,581,201,330,791,621
AT2G25482,,0,2,0,1,1,0
AT2G25490,EBF1,2109,5050,1342,2000,5128,4213
AT2G25500,,0,0,0,0,0,0
AT2G25510,,2536,2331,485,1004,2083,1917
AT2G25520,,1728,3858,1031,1675,3351,3003
AT2G25530,,182,393,170,213,549,414
AT2G25540,CESA10,0,4,0,0,5,2
AT2G25550,,0,0,0,0,0,0
AT2G25560,,217,574,217,314,748,567
AT2G25565,,0,3,0,0,0,3
AT2G25570,,121,310,100,146,356,309
AT2G25580,PCMP-H75,248,614,233,366,716,648
AT2G25590,,140,399,131,155,507,427
AT2G25600,AKT6,1,5,3,1,1,3
AT2G25605,,414,728,215,313,779,696
AT2G25610,,690,1344,456,630,1586,1255
AT2G25620,AtDBP1,818,1481,500,820,1694,1471
AT2G25625,,182,188,41,79,131,146
AT2G25630,BGLU14,0,0,0,0,0,2
AT2G25640,,328,784,366,651,1245,836
AT2G25650,GPL1,376,954,263,367,815,843
AT2G25660,emb2410,973,2451,695,1224,2354,2215
AT2G25670,,2430,5457,1748,2911,6272,5197
AT2G25680,MOT1,94,140,30,65,88,64
AT2G25685,SCRL17,0,0,0,0,0,0
AT2G25687,,1,0,0,0,1,0
AT2G25690,,148,329,93,105,284,347
AT2G25697,,0,0,0,0,0,0
AT2G25700,ASK3,0,0,0,0,0,0
AT2G25710,HCS1,315,786,326,458,1063,893
AT2G25720,,149,321,124,192,430,348
AT2G25730,,1540,4346,1313,2046,4080,4154
AT2G25735,,406,922,347,342,978,732
AT2G25737,,421,975,221,378,725,726
AT2G25740,,414,828,283,362,915,872
AT2G25760,,1218,3045,1089,1434,3421,2968
AT2G25770,,17,31,8,12,58,28
AT2G25780,,49,87,47,44,139,78
AT2G25790,,479,1211,168,350,737,1085
AT2G25800,,1865,4247,1437,1751,4800,4387
AT2G25810,TIP4-1,43,334,73,67,429,190
AT2G25820,ERF042,0,23,6,4,27,12
AT2G25830,,788,1352,450,774,1630,1380
AT2G25840,OVA4,668,1203,348,664,1336,1193
AT2G25850,PAPS2,760,2005,594,825,1967,1851
AT2G25870,,1769,3338,1169,1788,3986,3296
AT2G25880,AtAUR2,121,213,62,96,255,252
AT2G25890,,3,30,1,1,65,7
AT2G25900,ATCTH,194,498,170,140,672,447
AT2G25910,,973,1773,587,763,2222,1815
AT2G25920,,169,347,103,142,391,366
AT2G25930,ELF3,981,2629,1019,1417,3703,2881
AT2G25940,ALPHA-VPE,11,64,24,23,93,51
AT2G25950,,292,728,252,337,898,776
AT2G25964,,59,140,57,82,194,162
AT2G25970,,2288,5490,1915,2647,6610,5105
AT2G25975,,0,0,0,0,0,0
AT2G25980,JAL20,207,853,196,255,733,546
AT2G25990,,0,0,0,0,1,0
AT2G26000,BRIZ2,189,394,127,186,394,362
AT2G26010,PDF1.3,466,91,72,50,237,71
AT2G26020,PDF1.2B,20,16,1,1,9,17
AT2G26030,,231,527,123,159,495,534
AT2G26040,PYL2,43,81,26,39,70,65
AT2G26050,,0,0,0,0,0,0
AT2G26060,CIA1,658,1254,465,783,1693,1251
AT2G26070,RTE1,173,335,94,148,382,398
AT2G26080,GLDP2,15122,27793,7632,12325,28477,26569
AT2G26090,,0,0,0,0,0,0
AT2G26100,B3GALT12,311,596,228,298,674,651
AT2G26110,,472,1022,303,406,928,1112
AT2G26120,,1,0,0,0,0,0
AT2G26130,,0,2,0,0,1,2
AT2G26135,,3,7,0,4,1,3
AT2G26140,FTSH4,3975,8715,2170,4000,6963,6947
AT2G26150,HSFA2,5033,8481,1558,4195,5794,6034
AT2G26160,,10,14,6,14,12,14
AT2G26170,CYP711A1,665,1585,270,521,909,1377
AT2G26180,IQD6,107,241,52,107,192,284
AT2G26190,IQM4,542,1419,384,653,1326,1102
AT2G26200,,328,873,293,440,970,872
AT2G26210,,469,989,313,374,1100,959
AT2G26211,MIR825A,4,10,0,3,8,11
AT2G26215,,17,40,11,22,23,46
AT2G26220,,2,21,4,3,12,10
AT2G26230,,802,1821,592,788,2009,1627
AT2G26240,FAX7,284,563,136,220,640,446
AT2G26250,FDH,7634,16805,6868,8254,22017,17557
AT2G26260,3BETAHSD/D2,217,485,179,270,553,499
AT2G26267,,8,24,7,8,10,24
AT2G26270,,56,94,39,65,156,163
AT2G26280,CID7,2091,4328,1440,2141,4992,4353
AT2G26290,PBL12,48,367,207,220,1092,347
AT2G26300,GPA1,831,1852,566,965,2039,1699
AT2G26310,FAP2,63,147,47,69,172,111
AT2G26320,AGL33,0,0,0,0,0,0
AT2G26330,ERECTA,961,2148,530,899,1794,2607
AT2G26340,,1103,1711,580,821,2148,1614
AT2G26350,PEX10,243,478,131,233,527,482
AT2G26355,,91,255,114,98,403,253
AT2G26360,,33,101,50,44,203,102
AT2G26370,,28,190,131,139,606,130
AT2G26380,,6,29,11,16,52,30
AT2G26390,,17,32,8,9,24,25
AT2G26400,ARD,7,22,2,9,22,17
AT2G26410,Iqd4,12,100,34,17,139,80
AT2G26420,PIP5K3,6,49,26,33,86,36
AT2G26430,CYCL1-1,759,1671,535,679,1912,1597
AT2G26440,PME12,556,1176,339,571,1202,935
AT2G26450,PME13,3,1,0,0,2,3
AT2G26455,,0,0,0,1,0,2
AT2G26460,SMU2,489,1114,320,490,1138,1017
AT2G26470,,157,351,131,204,482,359
AT2G26480,UGT76D1,11,45,59,41,178,32
AT2G26490,JGB,0,0,0,0,0,0
AT2G26500,,13347,18684,6608,8971,22947,16559
AT2G26510,NAT3,552,1207,358,530,1294,1232
AT2G26511,,0,0,0,0,0,0
AT2G26520,,7,19,4,6,22,17
AT2G26530,AR781,1935,3729,993,1832,3033,2585
AT2G26540,UROS,655,1327,439,663,1569,1357
AT2G26550,HO2,476,916,274,415,1103,947
AT2G26560,PLP2,555,712,221,299,496,590
AT2G26570,WEB1,638,1453,409,609,1359,1234
AT2G26580,YAB5,909,1530,515,654,1903,1740
AT2G26590,RPN13,845,1787,581,890,1942,1774
AT2G26600,,282,675,206,305,711,647
AT2G26610,,3,3,0,2,3,6
AT2G26620,,0,1,0,1,1,1
AT2G26630,,8,26,12,6,24,21
AT2G26640,KCS11,475,981,343,480,1138,1048
AT2G26650,AKT1,664,2240,639,836,2390,2247
AT2G26660,SPX2,506,1047,345,490,1116,989
AT2G26670,HO1,2196,3704,1528,1993,4841,3699
AT2G26680,,770,1427,467,691,1615,1755
AT2G26690,NPF6.2,1617,3028,1038,1748,2891,2953
AT2G26692,,2,5,2,5,4,7
AT2G26695,,157,277,28,63,146,238
AT2G26700,PID2,37,61,15,32,99,61
AT2G26710,CYP734A1,75,209,29,46,143,207
AT2G26720,,0,0,0,0,0,0
AT2G26730,,1494,3230,972,1605,3151,3169
AT2G26740,ATSEH,1538,2522,553,985,1770,2039
AT2G26750,,12,20,9,9,12,8
AT2G26760,CYCB1-4,128,271,79,114,273,307
AT2G26770,SCAB1,1297,2801,924,1403,2995,2733
AT2G26780,,731,2052,698,1042,2173,1913
AT2G26790,,45,151,44,69,124,129
AT2G26800,HMGCL,1302,2345,707,1130,2440,2201
AT2G26810,,92,267,99,110,322,287
AT2G26820,ATPP2-A3,3,52,22,9,142,68
AT2G26830,EMB1187,477,1149,445,575,1317,1174
AT2G26840,,168,292,111,161,399,342
AT2G26850,,0,0,0,0,0,0
AT2G26860,,216,458,202,326,603,513
AT2G26865,,0,0,0,0,0,0
AT2G26870,NPC2,264,431,95,112,328,471
AT2G26880,AGL41,0,0,0,0,0,0
AT2G26882,,0,0,0,0,0,0
AT2G26890,GRV2,2911,7560,2128,3175,6546,6363
AT2G26900,BASS2,2453,4783,1446,2452,4800,5020
AT2G26910,ABCG32,2476,6912,2534,3344,7945,7046
AT2G26920,,641,1507,428,681,1405,1314
AT2G26930,ISPE,773,1247,435,736,1495,1348
AT2G26940,,0,1,1,0,4,1
AT2G26950,MYB104,0,0,0,0,0,0
AT2G26960,AtMYB81,1,0,0,0,2,0
AT2G26970,,167,313,136,204,490,386
AT2G26975,COPT6,564,865,202,313,988,820
AT2G26980,CIPK3,2753,4845,3162,4169,8879,5420
AT2G26990,CSN2,1152,2592,952,1410,2963,2549
AT2G27000,CYP705A8,34,291,105,103,389,202
AT2G27010,CYP705A9,9,91,28,25,87,62
AT2G27020,PAG1,1951,3717,1125,1568,4496,3728
AT2G27030,CAM5,2338,5059,1613,2311,5795,5096
AT2G27035,ENODL20,8,27,5,16,42,28
AT2G27040,AGO4,621,1644,481,875,1790,1751
AT2G27050,EIL1,1328,3595,912,1072,3433,3531
AT2G27060,,553,1497,385,547,1132,1425
AT2G27070,ARR13,0,0,0,0,0,0
AT2G27080,NHL13,2340,3999,1033,1293,3759,3240
AT2G27090,,535,1351,431,705,1529,1209
AT2G27100,SE,1687,3812,1260,1884,4430,3597
AT2G27110,FRS3,452,1106,337,553,1117,1105
AT2G27120,POL2B,7,4,0,0,5,1
AT2G27130,XYP11,176,321,105,154,390,350
AT2G27140,,57,210,56,89,232,204
AT2G27145,LCR9,0,0,0,0,0,0
AT2G27150,AAO3,609,1290,625,973,1444,991
AT2G27160,,0,1,0,0,0,2
AT2G27170,SMC3,645,1871,635,953,1885,1869
AT2G27180,,3,21,6,2,14,6
AT2G27190,PAP12,728,1675,472,650,1681,1468
