#ecotype,Col-0,,,,,,
#age,10 (day),,,,,,
#developmental stage,seedling,,,,,,
#organism part,whole organism,,,,,,
#age,10 (day),,,,,,
#development stage,seedling,,,,,,
#compound,,none,none,treated with 5 microMolar BA for 120 minutes,treated with 5 microMolar BA for 120 minutes,treated with 5 microMolar BA for 120 minutes,none
Gene ID,Gene Name,SRR797194,SRR797230,SRR797231,SRR797240,SRR797241,SRR833246
AT2G37710,LECRK41,1498,3272,732,1230,2232,2165
AT2G37720,TBL15,2,2,1,1,1,2
AT2G37730,,0,0,0,0,0,0
AT2G37740,ZFP10,3,11,3,6,21,24
AT2G37750,,97,445,287,213,1400,399
AT2G37760,AKR4C8,968,1403,555,720,1493,1201
AT2G37770,AKR4C9,855,1066,530,637,1147,1014
AT2G37780,,0,0,0,0,0,0
AT2G37790,AKR4C10,157,376,153,244,547,427
AT2G37800,,0,1,0,0,1,0
AT2G37810,,2,0,0,0,0,3
AT2G37820,,4,37,4,10,41,44
AT2G37830,,0,3,0,1,3,0
AT2G37840,ATG1C,383,928,365,377,1109,1041
AT2G37860,RE,848,1558,535,939,1991,1609
AT2G37870,,14,57,19,15,108,29
AT2G37880,,3,6,3,6,12,12
AT2G37890,,208,444,131,238,513,388
AT2G37900,NPF5.6,10,39,5,15,9,29
AT2G37910,,0,1,1,0,2,2
AT2G37920,emb1513,483,856,266,373,1090,830
AT2G37925,COPT4,9,20,18,15,41,18
AT2G37930,,63,175,68,89,222,197
AT2G37940,IPCS2,1626,3259,865,1523,2622,2663
AT2G37950,,16,51,14,17,99,39
AT2G37960,,21,34,10,24,32,46
AT2G37970,SOUL-1,1555,2645,619,1134,2158,1798
AT2G37975,,208,413,151,182,501,421
AT2G37980,,49,227,167,165,534,202
AT2G37990,,1380,2840,1272,2091,3937,3052
AT2G38000,,511,1116,309,368,919,817
AT2G38010,,2132,5066,1148,1700,3555,3296
AT2G38020,VCL1,940,2438,901,1101,2718,2277
AT2G38025,,487,910,295,495,1150,930
AT2G38030,,0,0,0,0,0,0
AT2G38040,CAC3,5522,11817,3726,5488,13244,11300
AT2G38050,DET2,227,564,217,313,969,552
AT2G38060,PHT4;2,16,59,42,49,190,50
AT2G38070,,62,143,31,65,126,143
AT2G38080,IRX12,129,723,221,254,858,506
AT2G38090,,137,331,82,114,228,344
AT2G38100,,0,6,2,0,14,8
AT2G38110,GPAT6,162,425,179,204,833,428
AT2G38120,AUX1,811,2519,664,1039,2499,2642
AT2G38130,MAK3,356,768,282,367,1098,794
AT2G38140,RPS31,3907,5647,1630,2136,7452,6003
AT2G38150,,1,0,0,0,0,0
AT2G38152,,5,18,8,7,40,17
AT2G38160,,40,73,20,35,80,99
AT2G38170,CAX1,7695,13132,7701,12769,22031,11646
AT2G38180,,141,373,220,289,654,328
AT2G38185,,73,170,50,96,185,141
AT2G38195,,1,2,0,0,0,3
AT2G38210,PDX1L4,64,82,24,50,91,86
AT2G38220,,1,4,3,2,2,3
AT2G38230,PDX11,2717,3172,1056,1594,4007,2538
AT2G38240,ANS,17888,36285,9731,9679,35488,25257
AT2G38250,GT-3B,320,733,192,229,656,437
AT2G38255,,7,14,2,5,13,15
AT2G38260,,339,777,292,295,946,865
AT2G38270,GRXS16,1205,2271,634,906,2567,2072
AT2G38280,AMPD,3371,7694,2690,4428,8885,7533
AT2G38290,AMT2,2895,5856,1288,1867,4334,4274
AT2G38300,,99,350,112,139,347,241
AT2G38304,,0,0,0,0,0,0
AT2G38310,PYL4,6631,11497,3395,4320,13930,11578
AT2G38320,TBL34,67,324,83,158,336,235
AT2G38325,MIR390A,1,1,0,1,0,0
AT2G38330,DTX44,616,1324,384,539,1428,1296
AT2G38340,DREB2E,34,47,13,27,59,26
AT2G38350,,2,7,3,1,2,1
AT2G38360,PRA1B4,993,1776,421,629,1696,1441
AT2G38365,,0,1,0,0,0,0
AT2G38370,,173,382,108,180,384,384
AT2G38380,PER22,755,2694,1654,1775,5513,2889
AT2G38390,PER23,478,2282,1561,2695,5582,3930
AT2G38400,AGT3,902,1684,484,769,1483,1308
AT2G38410,TOL6,599,1530,386,575,1417,1212
AT2G38420,,104,219,87,149,298,239
AT2G38430,,29,83,16,39,73,72
AT2G38440,SCAR2,1900,4704,1519,2221,4472,4160
AT2G38450,,284,593,156,276,676,529
AT2G38460,IREG1,111,265,76,114,224,263
AT2G38465,,77,168,46,62,139,144
AT2G38470,WRKY33,3701,8320,1472,3799,4013,5131
AT2G38480,,134,244,74,102,317,231
AT2G38490,CIPK22,25,58,11,15,63,45
AT2G38500,,59,132,36,59,169,97
AT2G38510,DTX53,0,0,0,1,0,1
AT2G38520,,2,12,5,1,13,6
AT2G38530,LTP2,5382,11167,1658,2609,8029,9442
AT2G38540,LTP1,12633,23469,7169,10032,24966,21551
AT2G38544,,0,0,0,0,0,0
AT2G38550,FAX3,826,1646,494,863,1925,1659
AT2G38560,TFIIS,784,1674,559,911,1985,1646
AT2G38570,,108,207,77,99,251,205
AT2G38580,,511,1200,406,587,1460,1351
AT2G38590,,0,0,0,0,1,1
AT2G38600,,3,7,2,3,4,7
AT2G38610,,631,1384,476,570,1432,1260
AT2G38620,CDKB1-2,70,121,25,74,124,113
AT2G38630,,191,505,175,278,603,531
AT2G38640,,294,643,160,262,595,486
AT2G38646,,0,1,0,0,0,0
AT2G38650,GAUT7,1436,3088,1002,1367,3244,3273
AT2G38660,FOLD1,204,547,139,219,616,511
AT2G38670,PECT1,1047,2237,628,966,2157,2314
AT2G38680,,169,336,104,165,424,351
AT2G38690,,3,8,1,5,0,4
AT2G38695,,89,163,38,53,166,154
AT2G38700,MVD1,895,2591,1006,1322,3963,2431
AT2G38710,,363,778,284,421,1026,723
AT2G38720,MAP65-5,48,87,32,66,116,115
AT2G38730,CYP22,324,588,197,309,730,606
AT2G38740,SGPP,851,1500,535,793,1696,1305
AT2G38750,ANN4,1004,3372,3335,3950,13528,2286
AT2G38760,ANN3,276,891,701,903,2464,672
AT2G38770,EMB2765,1001,2691,897,1589,2758,2568
AT2G38780,,450,693,239,313,786,685
AT2G38790,,42,150,50,47,129,76
AT2G38800,,1447,4051,1491,2381,4461,3614
AT2G38810,HTA8,131,210,53,132,274,249
AT2G38820,,149,319,91,85,317,325
AT2G38823,,21,30,14,24,54,44
AT2G38830,,46,122,41,44,122,99
AT2G38840,,460,1114,385,484,1213,1104
AT2G38860,DJ1E,931,2806,841,1347,3458,2773
AT2G38870,,1129,2644,839,1007,3219,1961
AT2G38880,NF-YB1,330,729,238,360,791,666
AT2G38890,,3,2,2,0,2,2
AT2G38900,,0,0,0,0,3,0
AT2G38905,,1,6,0,0,14,2
AT2G38910,CPK20,0,0,0,0,0,0
AT2G38920,RF178,1,23,1,7,11,21
AT2G38940,PHT1-4,352,1761,242,378,992,1294
AT2G38950,JMJ19,703,1547,576,798,1629,1609
AT2G38960,ERO2,417,942,269,436,994,857
AT2G38970,,235,547,114,234,480,541
AT2G38980,,203,405,114,174,420,380
AT2G38990,,0,0,0,0,0,0
AT2G38995,,43,111,67,68,158,143
AT2G39000,,802,1276,424,558,1398,1229
AT2G39010,PIP2-6,13996,23818,8517,11069,28268,24819
AT2G39020,,1567,3172,1057,1596,4006,2710
AT2G39030,NATA1,6,20,3,2,9,9
AT2G39040,PER24,16,236,66,37,324,70
AT2G39050,EULS3,242,752,302,324,1413,560
AT2G39060,SWEET9,0,0,0,0,0,0
AT2G39080,,1025,1886,567,1004,2105,1971
AT2G39090,APC7,194,514,184,260,651,587
AT2G39100,,184,406,145,169,453,372
AT2G39110,,112,402,168,136,584,374
AT2G39120,,63,170,60,99,177,155
AT2G39130,AVT1C,2116,4234,1685,2128,5162,4563
AT2G39140,SVR1,571,1103,412,560,1753,1214
AT2G39160,,1,1,0,0,1,2
AT2G39170,,348,789,280,311,830,752
AT2G39175,MIR160A,2,2,0,2,2,3
AT2G39180,CCR2,394,1050,155,233,655,878
AT2G39190,ATATH8,1805,3318,1022,1662,3666,3298
AT2G39200,MLO12,1279,4689,1944,1884,7130,3938
AT2G39210,,1272,3590,1267,1513,4820,2657
AT2G39220,PLP6,247,509,209,372,727,561
AT2G39230,LOJ,54,122,45,81,104,108
AT2G39240,,20,48,23,49,67,59
AT2G39250,SNZ,501,838,438,812,1109,746
AT2G39260,UPF2,1156,3065,1041,1492,3134,2832
AT2G39270,,455,830,242,426,810,714
AT2G39280,,317,937,355,375,1314,1109
AT2G39290,PGPS1,643,1217,376,467,1396,1264
AT2G39300,,137,393,118,169,314,316
AT2G39310,JAL22,1389,7226,2652,3191,9324,6099
AT2G39320,,4,13,0,3,6,12
AT2G39330,JAL23,185,561,44,110,162,288
AT2G39340,SAC3A,920,2514,841,1116,2469,2553
AT2G39350,ABCG1,556,1423,301,455,764,1099
AT2G39360,,747,1733,588,675,1576,1316
AT2G39370,MAKR4,7,57,3,6,28,35
AT2G39380,ATEXO70H2,236,1154,635,681,2376,1139
AT2G39390,RPL35B,2224,4677,1747,2528,6763,4528
AT2G39400,,671,1485,394,499,1276,1533
AT2G39410,,12,129,66,40,216,114
AT2G39415,,2,19,1,2,3,20
AT2G39420,,1450,4267,1319,1867,5395,3628
AT2G39430,DIR9,48,455,128,60,530,247
AT2G39435,,189,470,154,249,443,453
AT2G39440,,133,254,91,112,302,271
AT2G39445,,56,117,48,72,131,128
AT2G39450,MTP11,718,1362,473,694,1405,1232
AT2G39460,RPL23AA,5862,11327,3566,5773,13792,12021
AT2G39470,PNSL1,2746,3771,1353,1920,4882,3535
AT2G39480,ABCB6,994,2239,602,971,1958,2064
AT2G39490,,0,3,7,5,7,4
AT2G39500,,214,441,166,172,579,369
AT2G39510,,38,287,111,93,465,219
AT2G39518,,359,754,306,462,818,738
AT2G39520,,0,0,0,0,0,0
AT2G39530,,57,212,90,67,244,296
AT2G39540,,0,0,0,0,1,0
AT2G39550,GGB,396,768,274,386,893,795
AT2G39560,,91,211,69,109,258,210
AT2G39570,ACR9,1185,2647,934,1139,3536,2453
AT2G39580,,1694,3894,1287,1762,4054,4030
AT2G39590,RPS15AC,0,0,0,0,0,0
AT2G39600,,0,0,0,0,0,0
AT2G39610,,0,0,0,0,0,0
AT2G39620,PCMP-E33,11,27,5,9,32,23
AT2G39630,,346,810,262,382,878,832
AT2G39640,,1,0,0,0,1,0
AT2G39650,,501,959,263,405,714,805
AT2G39660,BIK1,1368,2985,964,1325,3340,2484
AT2G39670,,1092,2078,623,1085,2573,2078
AT2G39675,TAS1C,196,465,163,237,510,435
AT2G39681,TAS2,368,779,380,552,1150,886
AT2G39690,,69,226,72,130,233,211
AT2G39700,EXPA4,781,1695,653,1087,2823,1674
AT2G39705,RTFL8,121,257,107,140,335,291
AT2G39710,,236,526,131,234,559,422
AT2G39720,RHC2A,1258,2687,691,918,2588,2268
AT2G39725,,85,218,69,105,217,217
AT2G39730,RCA,213664,274260,82783,120690,296503,228154
AT2G39740,HESO1,246,515,156,228,545,533
AT2G39750,,844,1684,526,680,1755,1696
AT2G39760,BPM3,781,1565,520,766,1663,1535
AT2G39770,CYT1,4448,10267,2417,4028,9289,8108
AT2G39780,RNS2,1019,2032,610,994,2312,1638
AT2G39782,,0,0,0,0,0,0
AT2G39790,,1,0,0,0,1,0
AT2G39795,,264,585,248,373,743,673
AT2G39800,P5CSA,752,2235,466,1010,1411,1500
AT2G39805,,391,772,268,414,853,730
AT2G39810,HOS1,608,1479,519,870,1750,1533
AT2G39820,EIF6-1,2,8,7,1,9,1
AT2G39830,DAR2,87,264,55,92,238,253
AT2G39840,TOPP4,491,1111,391,577,1186,1040
AT2G39850,SBT4.1,195,609,84,201,208,451
AT2G39851,,0,0,0,0,0,0
AT2G39855,,4,4,0,0,1,2
AT2G39860,,0,0,0,0,0,0
AT2G39865,,0,0,0,0,0,0
AT2G39870,,494,1142,371,511,1773,1235
AT2G39880,MYB25,47,129,28,58,160,113
AT2G39885,MIR393A,0,0,0,0,0,1
AT2G39890,PROT1,349,763,189,297,719,684
AT2G39900,WLIN2A,422,1001,325,365,1075,1121
AT2G39910,,110,294,114,142,324,313
AT2G39920,,45,98,77,94,182,104
AT2G39930,ISA1,651,1286,478,789,1521,1275
AT2G39940,COI1,871,1651,424,696,1473,1519
AT2G39950,,990,1819,613,987,2029,1821
AT2G39960,,1165,2271,774,1008,2634,2361
AT2G39970,PXN,1699,3592,952,1214,3454,3427
AT2G39975,,0,0,0,0,0,0
AT2G39980,,2595,5067,769,890,3545,5220
AT2G39990,TIF3F1,2029,3893,1409,2057,4921,4037
AT2G40000,HSPRO2,3035,6383,1676,1725,6602,5863
AT2G40004,,0,0,1,0,0,0
AT2G40008,,0,3,0,0,2,1
AT2G40010,RPP0A,105,181,91,140,327,230
AT2G40020,,171,298,92,117,342,245
AT2G40030,NRPE1,194,530,155,267,571,529
AT2G40050,,3,8,6,10,9,13
AT2G40060,CLC2,2821,5064,1621,2352,5730,5291
AT2G40070,,494,1269,334,546,1252,1276
AT2G40080,ELF4,273,722,211,310,863,583
AT2G40081,,0,0,0,0,0,0
AT2G40085,,28,53,15,36,73,70
AT2G40090,ATATH9,385,861,344,481,983,834
AT2G40095,,276,489,172,286,500,417
AT2G40100,LHCB4.3,563,490,221,282,786,481
AT2G40110,,114,488,233,196,925,397
AT2G40113,,44,254,48,52,208,141
AT2G40116,PLC6,0,2,0,1,2,1
AT2G40120,,58,176,69,126,209,211
AT2G40130,SMXL8,68,203,94,168,272,290
AT2G40140,CZF1,2171,5370,1097,2016,3596,3676
AT2G40150,TBL28,177,453,172,210,546,437
AT2G40160,TBL30,59,198,87,81,288,189
AT2G40170,EM6,3,16,1,2,15,5
AT2G40180,PP2C5,27,74,18,31,76,32
AT2G40190,ALG11,287,614,261,304,792,632
AT2G40200,BHLH51,92,222,82,129,214,148
AT2G40205,RPL41C,252,490,148,222,612,430
AT2G40210,AGL48,0,1,0,0,0,0
AT2G40220,ABI4,0,0,0,0,7,0
AT2G40230,,351,853,375,468,1451,673
AT2G40233,,0,0,0,0,0,0
AT2G40240,,154,287,87,115,287,234
AT2G40250,,1,6,2,2,26,3
AT2G40260,,97,366,122,171,456,352
AT2G40270,,1065,2244,569,995,1597,1858
AT2G40280,,888,1865,593,833,1916,1933
AT2G40290,,2092,4275,1357,2060,5102,4275
AT2G40300,FER4,706,1213,407,599,901,1024
AT2G40310,,0,0,0,0,0,0
AT2G40316,,329,713,231,315,715,683
AT2G40320,TBL33,59,321,100,140,397,224
AT2G40330,PYL6,1028,1893,704,730,2697,1759
AT2G40340,DREB2C,809,1712,378,675,1098,1167
AT2G40350,,8,9,1,5,4,7
AT2G40360,BOP1,2323,5904,2637,4551,8386,6074
AT2G40370,LAC5,46,154,110,101,475,169
AT2G40380,PRA1B2,1413,2523,655,907,2643,2355
AT2G40390,,49,184,52,127,146,192
AT2G40400,RER5,2644,4087,1214,1941,4492,3902
AT2G40410,CAN2,346,825,289,320,1065,903
AT2G40420,AVT6D,221,541,205,220,611,486
AT2G40430,,1804,4117,1840,3014,5747,4435
AT2G40435,,22,29,7,31,24,30
AT2G40440,,0,0,0,0,0,1
AT2G40450,,1,0,2,1,3,1
AT2G40460,NPF5.1,265,638,218,395,728,514
AT2G40470,LBD15,11,50,6,16,58,42
AT2G40475,,395,845,318,528,971,829
AT2G40480,,247,609,215,369,601,653
AT2G40490,HEME2,2480,5150,1712,2563,6035,5291
AT2G40500,,1,0,0,0,0,0
AT2G40510,RPS26B,1517,2950,862,1071,3469,2309
AT2G40520,,177,290,86,162,340,310
AT2G40530,CEP15,9,39,7,26,37,47
AT2G40540,POT2,828,1663,574,785,2280,1788
AT2G40550,ETG1,224,475,170,264,527,535
AT2G40560,,0,0,0,0,0,0
AT2G40570,,288,643,304,517,995,737
AT2G40580,,0,2,0,2,2,3
AT2G40590,RPS26A,796,1367,508,728,2110,1401
AT2G40600,,444,761,257,443,924,815
AT2G40610,EXPA8,96,385,106,53,439,431
AT2G40620,,289,676,184,206,730,569
AT2G40630,,358,888,377,502,1255,947
AT2G40640,PUB63,86,267,85,112,319,262
AT2G40650,PRP38,805,1701,616,1051,2422,1556
AT2G40660,,708,1391,626,992,2089,1498
AT2G40670,ARR16,52,91,361,448,1290,102
AT2G40680,,0,0,0,0,0,0
AT2G40690,GLY1,212,431,175,270,707,394
AT2G40700,,563,1184,587,907,1872,1260
AT2G40710,,4,10,3,4,11,4
AT2G40711,,38,78,21,41,66,61
AT2G40720,PCMP-E26,85,135,32,53,124,133
AT2G40730,,2342,5433,1764,2315,5542,5380
AT2G40740,WRKY55,6,9,3,3,4,5
AT2G40745,,0,1,0,0,0,1
AT2G40750,WRKY54,214,393,92,110,290,349
AT2G40760,STR7,372,755,223,399,883,736
AT2G40765,,842,1821,650,935,2415,1638
AT2G40770,,439,1218,358,601,1276,1214
AT2G40780,,189,463,197,245,634,472
AT2G40790,CXXS2,2,6,2,3,8,7
AT2G40800,,416,987,281,365,1051,973
AT2G40802,,1,0,0,0,1,2
AT2G40805,MIR319C,1,3,0,0,1,2
AT2G40810,ATG18C,115,269,71,96,268,243
AT2G40815,,121,235,62,87,242,256
AT2G40820,,388,1220,286,317,990,1215
AT2G40830,RHC1A,720,1251,324,573,1098,1159
AT2G40840,DPE2,1800,4118,1210,2289,3563,3468
AT2G40850,PI4KG1,291,551,95,178,294,396
AT2G40860,,679,1319,346,649,1126,1141
AT2G40880,CYS3,5955,11316,3743,4143,11798,10653
AT2G40890,CYP98A3,1896,4544,1124,1768,4278,3816
AT2G40900,,335,807,123,203,531,885
AT2G40910,,0,3,2,0,1,3
AT2G40920,,385,768,266,390,1011,795
AT2G40925,,2,7,3,5,0,6
AT2G40930,UBP5,513,1196,491,742,1392,1257
AT2G40935,PCR10,80,143,57,70,142,135
AT2G40940,ERS1,3638,8691,2398,2817,8545,9016
AT2G40950,BZIP17,849,1824,524,819,1649,1655
AT2G40955,,1,3,0,0,1,1
AT2G40960,,122,210,95,91,266,224
AT2G40970,MYBC1,281,798,109,150,419,597
AT2G40980,,495,1079,348,506,1170,962
AT2G40990,PAT02,0,0,0,0,0,0
AT2G40995,,0,0,0,0,0,0
AT2G41000,,121,223,70,86,289,261
AT2G41010,CAMBP25,552,933,138,279,561,772
AT2G41020,,172,412,163,219,546,454
AT2G41040,,475,696,269,414,868,694
AT2G41050,,142,317,63,131,198,231
AT2G41060,UBA2B,755,1588,524,809,1772,1657
AT2G41070,EEL,114,210,81,116,275,209
AT2G41080,PCMP-H29,137,240,51,96,225,239
AT2G41082,,0,8,0,3,12,8
AT2G41090,CML10,2922,4303,833,1791,2967,3915
AT2G41100,CML12,16653,33273,6457,12136,21195,29599
AT2G41110,CAM2,4966,9104,2622,3398,9009,8896
AT2G41120,,358,493,134,203,451,444
AT2G41130,BHLH106,135,271,44,87,201,292
AT2G41140,CRK1,921,1998,469,914,1711,1748
AT2G41150,,79,223,56,102,228,183
AT2G41160,RBL18,1116,1848,510,960,1687,1483
AT2G41170,,621,1311,589,665,1452,1262
AT2G41178,,1,4,0,0,0,2
AT2G41180,SIB2,310,583,128,173,357,520
AT2G41190,AVT1A,63,196,63,84,211,189
AT2G41200,,46,114,34,45,122,87
AT2G41210,PIP5K5,54,132,42,63,125,118
AT2G41220,GLU2,823,3454,1183,1350,4294,2910
AT2G41225,,1,0,0,0,0,0
AT2G41230,ORS1,48,120,11,24,72,132
AT2G41231,,0,0,0,0,0,0
AT2G41233,,0,0,0,0,0,0
AT2G41240,BHLH100,3,3,1,0,36,4
AT2G41250,,469,941,164,212,641,752
AT2G41260,M17,34,49,12,2,3,41
AT2G41270,,0,0,0,0,0,0
AT2G41280,M10,8,27,1,4,5,10
AT2G41290,SSL2,65,132,42,77,220,134
AT2G41300,SSL1,28,111,81,109,396,87
AT2G41310,ARR8,161,580,492,769,2073,608
AT2G41312,,73,197,59,93,273,143
AT2G41330,,231,438,178,217,454,355
AT2G41340,NRPD5B,43,90,25,38,120,96
AT2G41342,,11,14,6,9,29,14
AT2G41350,01-Aug,454,815,270,377,1028,858
AT2G41360,,0,0,0,0,1,0
AT2G41370,NPR5,349,555,203,290,638,639
AT2G41380,,469,1261,423,534,1525,760
AT2G41390,,0,0,0,0,0,0
AT2G41391,,0,0,0,1,0,0
AT2G41400,,0,2,0,0,0,0
AT2G41410,CML35,3932,7737,1432,2293,6037,6035
AT2G41415,ESFL4,0,0,0,0,0,0
AT2G41420,WIH2,3022,4859,1582,1801,5502,4990
AT2G41430,ERD15,26987,50099,13916,16864,51578,47029
AT2G41440,,243,461,158,164,424,404
AT2G41445,,0,3,1,1,2,3
AT2G41450,,15,45,10,24,49,41
AT2G41451,,2,1,2,4,8,4
AT2G41460,ARP,225,420,135,232,370,348
AT2G41470,,0,4,2,1,6,0
AT2G41473,,0,1,0,0,0,0
AT2G41475,ATS3A,1941,3941,1415,1779,4890,3811
AT2G41480,PER25,119,245,58,72,236,178
AT2G41490,GPT,303,566,174,240,646,577
AT2G41500,LIS,558,1162,412,662,1491,1177
AT2G41510,ATCKX1,45,116,46,89,148,166
AT2G41520,TPR15,442,1258,463,808,1568,1242
AT2G41530,SFGH,1042,1826,635,952,2022,1920
AT2G41540,GPDHC1,1272,3326,1424,1720,4600,3666
AT2G41550,,135,271,82,118,263,372
AT2G41560,ACA4,3517,6908,2537,3353,7743,7134
AT2G41570,,0,3,1,2,3,3
AT2G41580,,3,9,2,3,7,6
AT2G41590,,1,4,1,1,3,1
AT2G41600,,402,732,253,371,995,830
AT2G41610,,1,14,3,4,10,8
AT2G41616,MIR778A,0,0,0,0,0,0
AT2G41620,NUP93A,536,1290,466,774,1481,1340
AT2G41630,TFIIB1,1894,3897,999,1850,3503,3163
AT2G41640,,688,1416,394,551,1077,985
AT2G41650,,657,1239,430,814,1828,1309
AT2G41660,MIZ1,159,624,183,192,939,495
AT2G41670,SIN2,138,301,144,189,448,296
AT2G41680,NTRC,3480,5431,1755,2724,6637,5420
AT2G41690,HSFB3,4,48,22,26,85,32
AT2G41700,ABCA1,3300,8477,2647,3440,7716,8778
AT2G41705,,992,1906,634,764,1711,1771
AT2G41710,,336,723,227,391,834,775
AT2G41720,EMB2654,575,1213,346,698,1547,1312
AT2G41730,,165,265,96,241,277,183
AT2G41740,VLN2,2612,6904,2492,3035,7729,6980
AT2G41745,,2,5,3,3,8,7
AT2G41750,,197,339,81,122,361,303
AT2G41760,,161,316,116,133,377,322
AT2G41770,STL1,1003,2358,810,967,2522,2151
AT2G41780,,81,214,55,75,227,202
AT2G41790,PXM16,1297,3067,1028,1649,3225,2863
AT2G41800,,152,346,92,101,370,285
AT2G41810,,107,480,85,40,408,223
AT2G41820,PXC3,559,1313,321,548,1233,1737
AT2G41830,,725,1958,654,839,2163,2022
AT2G41835,SAP11,307,689,187,360,446,462
AT2G41840,RPS2C,8707,17434,4905,8311,20418,15999
AT2G41850,ADPG2,1,6,3,0,2,4
AT2G41860,CPK14,0,1,0,0,0,0
AT2G41870,,352,791,169,167,686,786
AT2G41880,GK-1,667,1450,365,585,1236,1280
AT2G41890,SD31,659,1538,281,454,1025,1373
AT2G41900,,2545,5659,1418,1825,4509,5333
AT2G41905,,35,47,5,17,42,33
AT2G41910,,0,0,0,0,0,0
AT2G41920,,0,0,0,1,0,1
AT2G41930,,0,0,1,0,0,2
AT2G41940,ZFP8,442,748,293,422,1265,870
AT2G41945,,165,376,131,197,437,351
AT2G41950,,291,656,243,431,980,753
AT2G41960,,1861,4307,1481,2264,4459,4134
AT2G41970,,5,151,14,18,138,59
AT2G41980,SINAT1,732,1478,428,621,1587,1411
AT2G41990,,161,373,267,255,1325,421
AT2G41997,LCR51,0,0,0,0,0,0
AT2G42000,,0,0,0,0,0,0
AT2G42005,AVT3B,9,13,3,3,9,4
AT2G42010,PLDBETA1,1397,3123,819,1192,2679,2767
AT2G42020,,0,0,0,0,0,0
AT2G42030,,606,1440,432,526,1536,1289
AT2G42040,,253,532,121,156,581,573
AT2G42050,,0,3,0,0,0,2
AT2G42060,,57,359,141,144,694,414
AT2G42070,NUDT23,662,1240,435,723,1385,1248
AT2G42080,,291,637,198,288,730,656
AT2G42090,ACT9,4,2,2,0,3,2
AT2G42100,ACT5,0,0,0,0,0,0
AT2G42110,,47,83,21,33,95,111
AT2G42120,POLD2,106,295,93,172,309,294
AT2G42130,PAP13,1001,1754,494,872,1810,1722
AT2G42140,VQ17,10,51,13,18,50,61
AT2G42150,,228,422,113,139,301,358
AT2G42160,BRIZ1,367,792,267,355,863,805
AT2G42170,,40,86,32,35,134,116
AT2G42180,,0,0,0,0,0,0
AT2G42190,,301,631,209,257,783,688
AT2G42200,SPL9,68,151,29,50,120,154
AT2G42210,ATOEP16-3,1908,3196,1189,1627,4305,3178
AT2G42220,STR9,4260,7761,2441,3662,8783,7718
AT2G42230,,851,1828,688,881,2157,2029
AT2G42240,,158,367,101,160,422,378
AT2G42247,,10,32,4,6,29,37
AT2G42250,CYP712A1,17,28,14,12,32,26
AT2G42260,PYM,37,75,23,35,68,84
AT2G42270,BRR2B,2049,4905,1374,1878,4029,4279
AT2G42280,,838,1997,745,938,2717,2040
AT2G42290,,111,169,72,99,310,245
AT2G42300,BHLH48,493,1118,298,397,1249,1246
AT2G42310,,1021,1816,610,772,2413,1789
AT2G42320,,1904,4389,1965,2101,6356,5110
AT2G42330,STIPL2,457,1083,318,430,1025,1069
AT2G42340,,16,17,5,8,24,21
AT2G42350,ATL40,154,421,127,152,555,336
AT2G42360,ATL41,152,342,75,95,301,255
AT2G42365,,28,69,22,31,64,72
AT2G42370,,34,107,24,31,77,108
AT2G42380,BZIP34,169,376,131,149,628,408
AT2G42388,,4,3,3,2,5,3
AT2G42390,,230,507,148,208,563,494
AT2G42395,,18,35,10,37,81,51
AT2G42400,VOZ2,477,1025,344,486,1133,1054
AT2G42410,ZFP11,0,0,0,0,0,1
AT2G42420,,0,0,0,0,0,0
AT2G42425,,0,0,0,0,0,0
AT2G42430,LBD16,14,79,7,7,29,67
AT2G42440,LBD17,5,34,0,2,8,13
AT2G42450,,133,313,105,161,341,377
AT2G42460,,0,0,0,0,0,0
AT2G42470,,0,0,0,1,0,0
AT2G42480,,2,11,0,2,4,2
AT2G42485,,46,87,19,31,76,83
AT2G42490,,3391,9001,2671,3333,9540,8567
AT2G42500,PP2A3,1900,3916,1246,1681,4079,3944
AT2G42510,,106,173,57,104,154,172
AT2G42520,RH37,1435,2942,819,1337,3008,2682
AT2G42530,COR15B,3711,7811,1641,2372,6096,6694
AT2G42540,COR15A,19496,32309,8233,10095,30201,31472
AT2G42550,,0,0,0,0,1,0
AT2G42560,,7,16,0,0,79,4
AT2G42570,TBL39,147,547,176,211,549,359
AT2G42580,TTL3,1405,3335,1108,1146,3951,3477
AT2G42590,GRF9,5801,10032,3117,4741,9711,9097
AT2G42600,PPC2,9284,17428,6722,10696,20814,15100
AT2G42610,LSH10,308,509,222,341,654,668
AT2G42620,MAX2,761,1699,450,569,1769,1589
AT2G42640,,60,161,53,90,211,194
AT2G42650,,245,594,250,391,845,567
AT2G42660,,7,48,15,9,35,41
AT2G42670,,202,426,128,189,432,397
AT2G42680,MBF1A,1901,3485,1105,1565,3911,3007
AT2G42690,,1081,1871,337,689,1537,1683
AT2G42700,,424,852,265,352,918,931
AT2G42710,,484,1070,378,656,1514,1145
AT2G42720,,8,31,10,20,34,23
AT2G42730,,51,120,33,58,90,98
AT2G42740,RPL11A,362,710,272,492,1029,742
AT2G42750,,1724,2725,684,1068,2443,2356
AT2G42760,,183,401,124,293,430,328
AT2G42770,,1185,1898,619,961,2170,1717
AT2G42780,,325,658,222,334,636,635
AT2G42790,CSY3,540,1205,484,528,1731,1115
AT2G42800,AtRLP29,45,63,18,29,50,101
AT2G42810,PAPP5,864,2021,770,1265,2637,2038
