#developmental stage,seeding,,,,,,,
#organism part,whole organism,,,,,,,
#genotype,columbia,,,,,,,
#compound,brassinazole,,,,,,,
Gene ID,Gene Name,DesignElementAccession,Col_BRZ_rep3,Col_mock_rep3,Col_mock_rep1,Col_mock_rep2,Col_BRZ_rep2,Col_BRZ_rep1
AT1G15920,CAF1-2,261841_at,7.931377738,7.872078507,7.365888503,7.684841318,7.761155548,7.684841318
AT1G15930,RPS12A,261789_at,11.29534742,10.98040941,10.96133597,10.85342367,11.13732814,11.16063377
AT1G15940,,261844_at,6.973546882,6.915083353,6.716162667,6.640913046,7.155224366,6.923724725
AT1G15950,CCR1,261792_at,8.966439096,9.225404374,9.122428239,9.303470729,9.146050245,9.132946603
AT1G15960,NRAMP6,261845_at,4.363203187,4.449336446,4.155482026,4.277731969,4.441102158,4.319396148
AT1G15980,PNSB1,261788_at,6.966127217,6.804809754,6.525541493,6.062857713,7.027040179,6.840997526
AT1G15990,CNGC7,261786_at,4.347067964,4.281945063,4.140854542,4.368016403,4.405706546,4.368016403
AT1G16000,,261790_at,6.085800992,6.026955739,6.06021929,6.514450695,6.203021064,6.126180129
AT1G16010,MRS2-1,261795_at,8.148304506,8.263896397,7.871899643,8.121056914,8.014753988,8.0556467
AT1G16020,CCZ1A,261787_at,6.316199141,6.367115293,6.089452226,5.834097949,6.443471851,6.457754329
AT1G16030,HSP70-5,261838_at,5.086735187,5.677672592,5.308226235,5.381482995,5.419624629,5.218171687
AT1G16040,,261839_at,6.144024101,6.144024101,6.244271393,5.581275986,6.031983216,5.757114587
AT1G16060,ADAP,261794_at,4.804281141,5.249546128,5.564386526,5.375672319,4.646678035,4.721251313
AT1G16070,TULP8,261840_at,4.316825523,4.33673969,4.221940274,4.316825523,4.346508899,4.343824885
AT1G16080,,261793_at,7.739824376,7.9978276,7.596684371,7.890855678,7.99190742,7.858827571
AT1G16090,WAKL7,261836_at,4.860115925,5.047348402,4.943330304,4.975159761,5.119968567,4.902272049
AT1G16130,WAKL2,257478_at,5.670339112,5.968538611,5.732297983,6.014479364,5.799699842,5.643017815
AT1G16150,WAKL4,257479_at,5.264848817,5.33596287,5.292888433,5.506128496,5.202863705,5.307138208
AT1G16160,WAKL5,261842_at,4.961530052,4.876450626,5.383954321,5.473207614,4.878151547,5.240829409
AT1G16170,,261791_at,9.273400343,8.9178984,8.462056797,8.806971105,9.343016241,8.962684112
AT1G16180,,261843_at,11.09241885,11.09241885,10.99324784,11.13406887,11.2276515,11.14794369
AT1G16190,RAD23A,262708_at,6.069836268,5.996541125,5.625379507,5.862927488,6.14296365,5.982180431
AT1G16210,,262710_at,9.832875827,10.03823493,10.16229836,10.16229836,9.975383287,9.949549676
AT1G16220,,262702_at,4.69132982,4.675245069,4.267138486,4.470697883,4.656824765,4.60652385
AT1G16240,SYP51,262709_at,10.90076671,10.88677255,10.60349207,10.75590403,10.61615331,11.06699085
AT1G16260,WAKL8,262705_at,7.754173991,8.009398684,7.937195264,7.700576483,7.898573034,7.774919716
AT1G16280,RH36,262706_at,5.826793973,5.848662642,5.568772561,5.174233267,6.074424024,5.828276272
AT1G16290,,262707_at,4.794320767,4.651935952,4.449879281,5.100577329,4.651935952,4.565765569
AT1G16310,MTP10,262751_at,4.465295955,4.609707968,4.465295955,4.605410758,4.591210987,4.465295955
AT1G16330,CYCB3;1,262752_at,4.679045168,5.080334488,5.217476231,5.682701548,4.886613075,4.779561059
AT1G16340,ATKDSA2,262753_at,5.721972771,5.478630435,5.336091865,5.208319794,5.479216379,5.790380318
AT1G16350,,262754_at,7.901136909,7.901136909,7.849116065,7.369480784,7.83100612,7.81634686
AT1G16360,,262755_at,4.471514981,4.471393948,4.897075256,5.162892005,4.541429785,4.493012108
AT1G16370,06-Oct,262756_at,7.746822193,8.453265089,8.25642563,8.541605979,7.899716057,7.586128352
AT1G16380,CHX1,262757_at,4.40280107,4.40280107,4.586447854,4.327285051,4.40280107,4.29341111
AT1G16390,03-Oct,262730_at,7.262971719,7.311260709,7.212638304,6.894444168,7.305734313,7.16522125
AT1G16420,AMC8,262731_at,4.041520758,4.050039551,4.083491568,4.349553599,3.864328885,4.083491568
AT1G16440,RHS3,262732_at,4.332494595,4.208932927,4.346817595,4.807693168,4.536573713,4.424322473
AT1G16460,STR2,262712_at,9.515453147,9.557120687,9.568385861,9.453157014,9.568385861,9.442239834
AT1G16470,PAB1,262716_at,8.81624274,8.707093665,8.46716044,8.51847105,8.631634092,8.888379986
AT1G16480,,262701_at,4.303126123,4.307060078,4.334043536,4.232932677,4.321065113,4.256352296
AT1G16490,MYB58,262715_at,4.512444911,4.10394007,4.024709774,4.187384452,4.392564815,4.435804058
AT1G16500,,262711_at,5.356289072,5.343543627,5.181236522,4.869958828,5.53078151,5.345259243
AT1G16510,SAUR41,262703_at,5.63553839,5.561595258,5.14106486,5.37425923,5.902734589,5.685636409
AT1G16520,,262713_at,6.253867855,6.562206617,6.885652283,6.53553406,6.586087299,6.492287365
AT1G16530,LBD3,262704_at,4.499903792,4.259665852,4.58337156,4.993988681,4.473360527,4.496850674
AT1G16540,SIR3,246325_at,5.881260124,5.886628598,6.1367314,5.155342629,5.806051045,5.886628598
AT1G16560,,246320_at,8.351110655,8.512894684,8.351110655,8.362410998,8.641686457,8.243520181
AT1G16570,,246351_at,8.366167721,8.577094187,8.246767851,8.348452422,8.450826974,8.500095214
AT1G16590,REV7,246326_at,4.773125816,4.60150432,4.60150432,4.324383307,4.780656469,4.825753581
AT1G16610,SR45,246324_at,7.445825475,7.535117937,7.511697562,7.535117937,7.694764295,7.535117937
AT1G16640,,246321_at,4.034445433,4.022881754,4.071066885,4.560951941,4.032238189,4.226681594
AT1G16650,,246350_at,5.854268057,6.009106899,5.813691617,5.427505161,5.854268057,5.729991149
AT1G16670,CRPK1,246327_at,7.860274519,8.112105737,7.980192261,7.750253394,7.909524573,7.840321984
AT1G16680,,246322_at,7.420599582,7.337263798,7.199045388,6.839462642,7.420599582,7.47446535
AT1G16690,,246323_at,5.904720765,5.776321916,5.38897441,5.290829455,5.946600455,5.969725093
AT1G16705,,255768_at,4.316825523,4.319501921,4.489391457,4.292355115,4.373823523,4.312510323
AT1G16710,HAC12,255762_at,7.454959686,7.608315428,7.430336634,7.099549303,7.661576382,7.575019593
AT1G16720,HCF173,255764_at,7.899061318,7.300215087,7.107436022,6.8085098,7.974268339,8.035199264
AT1G16730,UP6,255763_at,5.2995708,4.955915052,4.923034334,5.026002106,5.344051978,5.130559219
AT1G16740,,255767_at,7.996894611,8.074706276,7.996894611,7.583139972,8.053438663,8.03188405
AT1G16750,,255766_at,6.872056663,6.465641195,5.973496016,5.985371562,6.804995976,6.849186151
AT1G16760,,255765_at,3.999787437,3.929082459,3.999787437,4.063707086,3.986444025,3.943327303
AT1G16770,,255761_at,4.774510704,4.819123795,4.542016141,4.984374889,4.866008836,4.691541896
AT1G16780,AVPL2,255760_at,6.616364931,6.600986488,6.124370683,5.994924148,6.932019089,6.657628383
AT1G16790,,255759_at,5.836034206,5.675770405,5.94238499,7.148615657,5.767490579,5.726863956
AT1G16800,,255758_at,4.808699467,4.696340375,4.506982878,4.888235915,4.710041877,4.853521568
AT1G16810,,256113_at,10.23043649,10.05135876,9.779283067,9.918786295,10.06454324,10.03295125
AT1G16820,,256111_at,5.104706727,4.956707636,5.109472285,5.353808571,5.085054625,4.925207718
AT1G16830,,256107_at,4.540273483,4.504765846,4.54997269,4.606044519,4.734522994,4.480549001
AT1G16840,,256117_at,8.753103081,8.72606766,8.372133065,8.403540668,8.878254624,8.828088791
AT1G16850,,256114_at,7.027935867,7.798008191,7.305358381,7.589720345,7.31686348,6.909253966
AT1G16860,,256116_at,8.443141791,8.895208953,9.100180628,8.912204554,8.684127999,8.532816639
AT1G16870,,256106_at,8.200693029,8.156150889,7.976490748,7.911648157,8.225766349,8.156150889
AT1G16880,ACR11,256115_at,11.06785172,11.31674966,11.04148693,11.09086507,11.07940343,11.1249736
AT1G16900,ALG9,256110_at,6.619126681,6.619126681,6.607787238,6.136115652,6.708431484,6.646403306
AT1G16910,LSH8,256105_at,4.531124025,4.533436557,4.667496484,5.671789509,4.419504388,4.410275693
AT1G16920,RABA1B,256112_at,9.803760448,9.597106489,9.383942213,9.499740059,9.802253416,9.695043255
AT1G16940,,256108_at,3.967043021,4.115118104,3.994877742,3.807091199,4.136991653,4.061326557
AT1G16950,CEP13,256109_at,4.257284296,4.250145161,5.112314204,5.41475281,4.175780667,4.142487386
AT1G16970,KU70,256118_at,6.946136115,7.151509367,7.593077017,7.151509367,7.034031183,7.151509367
AT1G16980,TPS2,256104_at,3.951202864,4.059428046,4.059428046,4.079921931,4.059428046,4.059428046
AT1G17000,ATTPS3,262535_at,3.882885564,3.898029999,3.897391608,3.950700031,3.842211665,3.8441008
AT1G17010,,262527_at,3.875713947,3.888078232,3.85657336,4.443551409,3.8920986,3.921865059
AT1G17020,SRG1,262482_at,8.641938725,8.719250201,8.62165651,8.74901091,8.686730241,8.447434585
AT1G17040,SHA,262534_at,5.686507637,5.484753448,4.97113536,4.900419124,5.565937947,5.917345361
AT1G17050,SPS2,262526_at,6.202160169,6.214098157,5.913165911,5.628776645,6.202160169,6.271375222
AT1G17060,CYP72C1,262525_at,8.053284373,8.794464294,8.833726365,8.753154541,8.045604573,8.284144651
AT1G17070,STIPL1,262524_at,6.701152948,6.51894414,6.1920503,6.516055304,6.550696286,6.558518889
AT1G17080,,262481_at,10.10778366,10.26177939,10.29519508,10.20656316,10.29949859,9.987655455
AT1G17090,,262533_at,4.615651079,4.726921444,4.671598814,4.299654034,4.443495438,4.452846477
AT1G17100,,262536_at,7.8605283,8.596971188,8.304917287,8.270055938,7.818746223,8.007537538
AT1G17110,UBP15,262523_at,7.995601477,8.098410134,7.672011548,7.594324145,8.041166968,8.079792201
AT1G17120,CAT8,262522_at,7.857839734,7.765803404,7.559928875,7.77375774,7.687932272,7.674374531
AT1G17130,,262521_at,7.392343771,7.255750878,7.110637574,6.731761043,7.552852731,7.546286046
AT1G17140,ICR1,262538_at,6.077489602,5.883943199,5.565836026,5.849238232,6.188828932,6.109172645
AT1G17145,,262512_at,7.86104146,7.868015682,7.685002943,7.418443689,7.844386178,7.981330153
AT1G17150,,262520_at,4.427397558,4.384857638,4.655351387,5.160616394,4.470942519,4.392966232
AT1G17160,,262519_at,8.426173843,8.434139195,8.303745762,8.329886656,8.423876044,8.483115429
AT1G17170,GSTU24,262518_at,7.911338525,8.094166459,8.276164965,7.919868993,8.191051126,7.679964785
AT1G17180,GSTU25,262517_at,5.759380525,4.718032957,4.533493505,4.907169149,5.740766426,5.751186926
AT1G17190,GSTU26,262516_at,8.010062597,8.57213926,8.28921213,8.407160951,7.710069626,7.833878269
AT1G17200,,262539_at,9.411619053,9.247054553,9.00339669,9.163849536,9.468126864,9.117826531
AT1G17210,ATILP1,262532_at,8.980215501,8.972740401,8.980215501,8.980215501,8.966847351,8.993437246
AT1G17220,FUG1,262483_at,9.680854753,9.596305279,9.034472948,9.550438546,9.650469245,9.513170978
AT1G17230,,262531_at,7.227707508,7.198363619,7.056442719,6.425926623,7.350480253,7.578099477
AT1G17240,AtRLP2,262530_at,4.761583837,4.649105946,4.576780981,4.316388521,4.360081492,4.735354308
AT1G17250,AtRLP3,262529_at,5.009392585,4.991936172,5.110478908,5.037341771,5.250280474,5.137627896
AT1G17260,AHA10,262528_at,4.321065113,4.506531052,4.198022673,4.321065113,4.377670125,4.291568341
AT1G17300,,260846_at,4.017952159,4.271598723,4.463492405,4.436168482,4.045856918,4.140884402
AT1G17310,,260845_at,4.292061647,4.40280107,4.349813308,4.850964108,4.454303383,4.316415548
AT1G17330,,261029_at,5.478292277,5.883832071,5.894312959,6.765203538,5.737755442,5.852534419
AT1G17340,SAC5,261060_at,7.448211676,7.774550283,7.61470519,7.364877526,7.668944967,7.573693088
AT1G17350,,261087_at,6.695653438,6.363164117,5.982663573,6.006859001,6.659300326,6.459552937
AT1G17360,,261031_at,6.733166361,7.284235996,6.730852176,6.61497291,6.975972021,6.772349803
AT1G17370,UBP1B,261040_at,8.60363662,8.9225837,9.192218571,8.759576687,8.669845924,8.792647805
AT1G17380,TIFY11A,261033_at,4.590351694,4.805491088,5.053601666,5.422470232,4.643669651,4.755403538
AT1G17410,,261030_at,7.357382667,7.262028335,7.271158316,7.081829783,7.623442465,7.357382667
AT1G17420,LOX3,261037_at,4.138050129,4.352915883,3.787830912,5.063445388,4.175237319,4.215031933
AT1G17430,,261032_at,7.918069069,7.683399892,7.483772154,7.372377359,7.845831464,7.575771218
AT1G17440,TAF12B,261041_at,8.117773885,8.272249121,7.835858655,7.951700377,8.259319342,8.117773885
AT1G17455,EFL4,261039_at,5.821570812,5.560145556,5.390333015,5.42754667,5.550271971,5.569926044
AT1G17460,TRFL3,261086_at,5.554204237,5.886628598,5.662531249,5.328837279,5.49245877,5.871093362
AT1G17470,DRG1,261036_at,9.336616538,9.266657023,9.099423959,9.209641468,9.336616538,9.390674451
AT1G17480,IQD7,261085_at,5.042037516,5.424781556,5.11815818,5.3533477,5.137942129,5.15232214
AT1G17490,,261038_at,8.18646071,7.863548708,7.805078759,7.840239038,8.099242826,7.959625302
AT1G17500,ALA4,260731_at,7.892670623,8.050713256,7.816689201,7.916632942,8.316609387,8.131191341
AT1G17510,,260682_at,7.016170689,6.9745843,6.92250492,7.030587924,6.931798279,6.9745843
AT1G17520,,260732_at,6.300717395,6.419852326,5.846787597,5.972113823,6.483482262,6.49556184
AT1G17530,TIM23-1,260687_at,8.565616242,8.691385879,8.518253222,8.701246211,8.75567083,8.75567083
AT1G17540,,260737_at,4.37532196,4.293714284,4.355190654,4.441139142,4.43952567,4.285250264
AT1G17545,,260710_at,4.414870439,4.334554219,4.23394899,4.334554219,4.334554219,4.36726102
AT1G17550,HAB2,260712_at,7.389992282,7.523146846,7.069837396,7.417632257,7.543037283,7.543037283
AT1G17560,HLL,260683_at,4.993328341,4.899037008,4.607874206,4.826134767,4.668812132,5.189168028
AT1G17580,XI-1,260711_at,8.171706036,8.060818091,8.095674759,7.854813535,8.095674759,8.355719096
AT1G17590,NFYA8,260684_at,4.587425379,4.589360924,4.765270273,4.542337677,4.589360924,4.589360924
AT1G17600,,260734_at,4.114898893,4.081378614,4.409867863,4.911537429,4.14831786,4.026185344
AT1G17610,CHS1,260735_at,4.477831639,4.446186413,4.288811596,4.45463398,4.446186413,4.446186413
AT1G17615,,260713_at,3.854768879,3.894808137,3.881036269,3.881036269,3.830580731,3.826327918
AT1G17620,,260686_at,8.070997903,8.80671103,8.578255624,8.578255624,8.205884711,8.278315759
AT1G17630,PCMP-E72,260736_at,4.738641838,4.738641838,4.755973061,4.738641838,4.702570173,4.738641838
AT1G17640,,260733_at,6.597969059,6.597459842,6.453951094,7.099278228,6.667085573,6.828934871
AT1G17650,GLYR2,260685_at,5.965185753,6.052125238,5.679765933,5.562545914,6.168754641,6.119124123
AT1G17665,,260688_at,4.52042952,4.564820369,4.34030468,4.854409906,4.384814214,4.443635116
AT1G17680,,259397_at,7.205582341,7.204352203,7.175045046,7.066382831,7.048451189,7.209720178
AT1G17690,NOF1,259406_at,7.343032704,7.216034177,7.080701741,7.146741134,7.2203796,7.397692501
AT1G17700,PRA1F1,259398_at,8.865236927,8.183004745,7.731148008,7.634727528,8.993449223,8.885955459
AT1G17710,,259399_at,4.278059382,4.380534654,4.278059382,4.16853071,4.088439128,4.263810538
AT1G17720,PP2AB2,259404_at,7.894880225,7.905639624,7.786696406,7.546139915,7.970017504,7.963705644
AT1G17730,CHMP1A,259402_at,8.640758909,8.62823712,8.545391389,8.640758909,8.68145123,8.640758909
AT1G17744,,259405_at,4.375345361,4.44473048,4.440120811,5.317802756,4.400525718,4.517675832
AT1G17745,PGDH,259403_at,8.596764976,8.519029033,8.20538943,8.470013206,8.65823858,8.574564871
AT1G17750,PEPR2,259400_at,4.819817158,4.819817158,4.777852487,4.363061695,4.785196803,5.167878862
AT1G17760,CSTF77,259401_at,6.787700575,6.754858304,6.789089446,6.248091263,6.79021844,6.613107699
AT1G17790,GTE5,255906_at,6.12831618,6.011956996,5.77602005,5.224994895,6.318589887,5.984305044
AT1G17800,ENODL22,255896_at,4.182749517,4.084777729,3.734470673,4.923660363,4.180775603,4.180775603
AT1G17810,TIP3-2,255905_at,9.296337093,8.789447427,8.479449601,8.849984694,9.407650894,9.239342704
AT1G17830,,255900_at,4.799731853,5.123748676,4.813629584,4.373511508,4.905063265,4.891928778
AT1G17840,ABCG11,255889_at,9.933242213,10.38915752,10.41710063,10.42488287,10.25658958,9.805233722
AT1G17850,STR8,255890_at,5.544421004,5.79467219,5.846679638,5.244373096,5.544421004,5.687900694
AT1G17860,KTI2,255904_at,11.38274292,11.38077687,11.50834696,11.50834696,11.49409993,11.50834696
AT1G17870,EGY3,255891_at,5.094992143,5.496967125,4.76667068,5.070602915,5.312026508,5.101672584
AT1G17880,BTF3,255902_at,9.87202962,9.919451289,9.760726469,9.777976187,9.717606995,9.742918225
AT1G17890,GER2,255901_at,7.645406293,7.22317009,7.505439618,7.507850777,7.721555638,7.469064941
AT1G17910,WAKL13,255892_at,4.146379543,4.270175423,4.204450623,4.93427987,4.167562605,4.305677462
AT1G17920,HDG12,255907_at,4.686405303,4.729181876,4.88440133,4.792033013,4.699102359,4.701178104
AT1G17930,MAIN,255898_at,6.57791475,6.456388143,6.337436911,6.544237488,6.786911958,6.57791475
AT1G17950,MYB52,255903_at,4.09003207,4.083079493,4.099161055,4.266649051,4.12093218,4.10981719
AT1G17960,,255893_at,6.730829291,7.377382383,6.929269995,7.41577941,7.003246881,6.972369916
AT1G17970,,255899_at,6.057398655,6.251016272,5.948686232,5.56217049,5.907290388,6.000851552
AT1G17980,PAPS1,255894_at,8.174932396,8.125394108,8.097437126,7.575590217,8.023778127,8.02680456
AT1G18030,,255910_at,7.419289067,7.657472986,7.676319182,7.026150319,7.420281476,7.310358948
AT1G18040,CDKD-3,255909_at,5.69615736,5.865491359,5.099722925,5.211533481,5.575163696,5.490441768
AT1G18050,,256126_at,4.435391282,4.496892086,4.325508487,5.601757035,4.496892086,4.434540576
AT1G18060,,256076_at,5.794213834,5.679217913,4.996467484,5.544406517,5.652821338,5.648814758
AT1G18070,,256119_at,8.394892487,8.395530599,8.429688745,8.397254634,8.395530599,8.174511777
AT1G18080,RACK1A,256072_at,10.99314281,10.9102584,10.86475689,10.82671943,10.95179674,10.94077506
AT1G18090,,256077_at,5.584501067,5.657961321,5.584501067,5.653250993,5.676986427,5.608234923
AT1G18100,MFT,256073_at,5.283315706,5.160635235,5.018152429,5.881221759,5.283315706,5.349047816
AT1G18130,,256120_at,4.146336915,4.287029226,4.469020606,4.26813167,4.284286882,4.284286882
AT1G18140,LAC1,256128_at,4.131569326,5.049548032,4.626242834,4.676645594,4.094349435,4.274545334
AT1G18150,MPK8,256075_at,6.864118374,6.995241581,6.779243657,6.438028868,6.94194325,6.782759181
AT1G18160,,256121_at,9.381442695,9.353976345,9.447786735,9.244245188,9.260511541,9.641231268
AT1G18170,FKBP17-2,256130_at,6.871919821,6.861177289,6.671286649,6.476084371,7.180473634,6.799839894
AT1G18180,,256122_at,4.861685518,4.899037008,4.92935327,4.297327469,5.069760435,5.041816583
AT1G18190,GC2,256123_at,6.397223441,6.379167605,6.220352162,6.017284734,6.471772176,6.482460044
AT1G18210,CML27,256129_at,9.576189074,9.819230043,9.912990985,9.8648587,9.682380209,9.730079535
AT1G18220,ATPUP9,256124_at,3.740880238,3.770089286,3.944083017,4.000460962,3.789157842,3.851970836
AT1G18250,ATLP-1,256125_at,4.789302438,4.792471868,4.777051271,5.260417664,4.656979783,4.89784502
AT1G18260,HRD3A,256074_at,9.167889888,9.022274565,8.857069169,9.001029855,9.083805157,9.237033397
AT1G18270,,261674_at,9.835596648,9.910165565,9.877838921,9.811022147,10.15197466,10.17819121
AT1G18280,,261673_at,6.205456276,6.321748695,6.061894382,6.072558112,6.311428143,6.099324142
AT1G18290,,261675_at,6.279791048,5.972865911,5.735824605,5.898770069,6.47631073,6.179434995
AT1G18310,,261665_at,4.503015397,4.645184205,4.669662836,5.55671821,4.610813246,4.515876146
AT1G18340,TFB4,261671_at,6.731573399,6.928167901,6.286534813,6.357431374,7.083948432,6.694117938
AT1G18350,MKK7,261662_at,4.181220584,4.181220584,3.947803134,4.115641192,4.255707428,4.218011493
AT1G18360,,261661_at,6.519728276,6.519728276,6.2571126,6.188638293,6.585678608,6.519728276
AT1G18370,KIN7A,261660_at,5.051825061,5.257288945,5.039230273,4.978933224,5.005586357,5.051825061
AT1G18390,,261718_at,6.765975897,6.721954834,6.575062559,6.555615511,7.030346561,6.742499495
AT1G18390,,261719_at,5.482285509,5.36993886,5.333381012,4.775015975,5.508316737,5.675385308
AT1G18400,BEE1,261717_at,6.744422741,6.5065337,6.297137926,6.036930456,6.756382055,6.531952509
AT1G18410,,261716_at,4.034097114,4.014423375,4.11230416,4.556629385,4.144754288,4.102016539
AT1G18440,,261666_at,5.897579015,5.804525311,5.457970547,5.708927084,5.886982476,6.030120839
AT1G18450,ARP4,261672_at,8.965291687,8.721362033,8.391249227,8.433636427,9.016579617,9.107602438
AT1G18460,,261667_at,9.046337905,9.022863813,8.98508898,8.891904833,9.214136864,9.213329834
AT1G18470,,261677_at,8.853132997,9.318717579,9.024834176,9.226819168,8.784516707,8.903368997
AT1G18480,SLP2,261676_at,6.956288284,7.187672452,6.570146264,6.898298223,7.013328386,6.956288284
AT1G18485,PCMP-H8,261715_at,5.682344041,5.643356518,5.55825608,5.314633217,5.738537343,5.643356518
AT1G18490,PCO3,261669_at,6.613430662,6.575883662,6.46260394,6.214548178,6.762748487,6.613430662
AT1G18500,IPMS1,261668_at,8.512383169,8.286022858,8.298653335,8.457420285,8.26367884,8.454082935
AT1G18510,TET16,261714_at,4.055461553,4.108008251,4.198168605,5.048975625,4.086668035,4.101007119
AT1G18520,TET11,261670_at,4.655337014,4.695582062,4.401051615,5.395521287,4.727104636,4.57729765
AT1G18530,CML15,255772_at,4.042011946,3.990132052,4.042011946,4.727955724,4.042011946,4.074855028
AT1G18540,RPL6A,255776_at,10.08719083,9.803330261,9.808230802,9.788606936,10.15912246,9.95298982
AT1G18560,,255770_at,5.126763473,5.075205037,4.887534503,5.105232448,5.052384026,5.144937829
AT1G18570,MYB51,255753_at,6.808665696,6.620462157,5.937885481,6.035407135,6.870654832,7.053744526
AT1G18580,GAUT11,255780_at,6.621542452,6.71747968,6.714824207,5.886514587,6.76729465,6.870556735
AT1G18590,SOT17,255773_at,4.806764303,4.895456,4.597500599,4.785219766,4.478722353,4.436990822
AT1G18600,RBL12,255775_at,6.817088126,6.727224599,6.531935153,6.161948516,6.828386275,6.804703777
AT1G18610,,255769_at,4.994469217,4.951002532,5.039402161,4.994469217,4.985489679,4.994469217
AT1G18620,,255774_at,8.734071614,8.664844214,8.246633578,8.251396192,8.550242739,8.565425242
AT1G18630,RBG6,255777_at,5.829698816,5.946600455,5.336922377,5.709338253,5.975505586,5.74674651
AT1G18640,PSP,255778_at,6.504167304,6.297137926,6.394520484,5.874232558,6.554836811,6.753472177
AT1G18650,PDCB3,255779_at,8.598399208,8.749855535,8.648172388,8.394392364,8.641801877,8.625309656
AT1G18660,,261376_at,8.48689997,8.507179327,8.397420729,8.550010544,8.433173615,8.48689997
AT1G18670,IBS1,261427_at,6.487272185,6.25319977,6.289329848,6.215228779,6.434434876,6.513358996
AT1G18680,,261426_at,6.173841119,6.173841119,5.834642962,5.403901035,6.1527421,6.354986644
AT1G18690,XXT4,261404_at,5.328024541,5.048022229,5.067610833,5.792321838,5.048704451,5.170734171
AT1G18700,,261424_at,8.773669096,8.721482019,8.717898472,8.207563524,8.773669096,8.741376194
AT1G18710,AtMYB47,261431_at,3.940045318,4.028760016,4.173127897,4.419884441,3.956428408,3.922727705
AT1G18720,,261379_at,10.20028042,10.26028387,10.22904461,10.16229836,9.941565179,10.40766406
AT1G18730,PNSB4,261422_at,7.413373987,7.245376178,6.13030204,6.230763513,6.94726283,6.804422509
AT1G18740,,261405_at,7.773294193,8.509809778,8.332311394,8.702532169,7.509851982,8.132390429
AT1G18750,AGL65,261423_at,5.241500823,5.366927983,4.684653019,4.971322101,5.222068869,5.307138208
AT1G18800,NRP2,261406_at,6.086786789,5.987215693,5.689635209,5.467276555,5.935529166,5.950840115
AT1G18810,PKS3,261407_at,4.908456905,4.79439095,4.540856213,4.792771232,4.830243656,5.157198019
AT1G18830,SEC31A,261430_at,4.217850293,4.264147137,3.999787437,4.559648487,4.237855284,4.238048177
AT1G18840,IQD30,261421_at,7.343131097,6.898866597,6.819157803,7.04020525,7.320633568,7.235624533
AT1G18850,,261377_at,5.783641645,5.669209414,5.481401969,4.899037008,5.77330499,5.824269005
AT1G18860,WRKY61,261429_at,4.845379909,4.740244725,4.59740583,4.706231661,4.871364655,4.847847678
AT1G18870,ICS2,261428_at,5.220752943,5.22333385,5.637410246,5.363170344,5.067102816,5.220752943
AT1G18880,NPF2.9,261425_at,9.141517178,8.509340985,8.493575111,8.32779919,8.850864961,9.450160203
AT1G18890,CPK10,261378_at,7.720938029,7.636236463,7.600462006,7.52873438,7.720503529,7.750269988
AT1G18900,,259461_at,5.958478835,6.148679715,5.739876973,5.351900998,5.945919549,5.887644754
AT1G18910,,259472_at,6.265655959,6.490625435,6.548511481,6.548511481,6.158297885,6.548511481
AT1G18940,,259462_at,4.458200514,4.650753718,4.770377655,4.362061811,4.388838023,4.436593138
AT1G18950,,259463_at,6.50551671,6.3784516,6.657614648,6.341065308,6.392500324,6.182666195
AT1G18970,GLP1,259481_at,5.807737071,5.693041598,5.45054151,6.217280583,5.628129244,5.560909106
AT1G18980,,259478_at,6.166267052,6.110298194,5.886146203,5.225339527,5.848079645,6.277456961
AT1G18990,MYOB5,259464_at,3.848551815,3.962039463,4.255908795,4.019970274,3.924760631,3.943327303
AT1G19000,,259476_at,10.57938365,10.50045854,10.51129533,10.49354834,10.61794105,10.70053213
AT1G19010,,259480_at,6.01479631,6.023560682,5.971937769,4.976471049,5.810617348,6.175837897
AT1G19020,,259479_at,8.491186732,8.568901478,8.542931042,8.860485586,8.636525033,8.336218177
AT1G19025,,259473_at,4.369919603,4.534910743,4.565765569,4.947809337,4.583959462,4.463105119
AT1G19040,,259471_at,4.052035543,4.052035543,4.082581393,4.052035543,4.050349218,4.073668314
AT1G19050,ARR7,259466_at,5.67282418,5.240355244,5.169012794,4.60069594,5.649339688,5.866935139
AT1G19060,,259467_at,4.144453291,4.062084868,3.898497045,3.997924767,3.849472698,4.104778635
AT1G19090,RKF2,259482_at,4.136991653,4.062084868,4.419699127,4.244952321,4.164122016,4.270395764
AT1G19100,MORC6,259469_at,6.322377448,6.171482969,5.914195564,6.20635675,6.181760907,6.473897975
AT1G19110,,259470_at,10.3857888,10.42443289,10.2873376,10.30453902,9.933861739,10.37032835
AT1G19120,LSM1A,259477_at,9.017060893,8.656707685,8.055414219,8.466629693,8.827465754,8.529695356
AT1G19130,,259474_at,7.807655701,7.495864313,7.471937949,6.946383167,7.922138843,7.687166214
AT1G19140,,259475_at,6.365771288,6.471227241,5.886943239,5.917256238,6.471227241,6.646603527
AT1G19150,LHCA6,256015_at,8.336658764,8.271641231,7.956620611,7.745588374,8.271641231,8.469673631
AT1G19160,,256037_at,4.120290898,4.098135576,3.899079696,4.308718416,4.091181598,4.133648745
AT1G19170,,256038_at,6.439505757,6.433523423,6.136580167,6.299446765,6.832760079,6.439505757
AT1G19180,TIFY10A,256017_at,7.915412334,8.488688705,8.266762141,8.450457824,8.257673924,8.02616739
AT1G19190,CXE1,256039_at,4.200911303,4.308136508,4.238048177,4.502360576,4.238048177,4.131569326
