#organism part,whole organim,,,,,,
#age,12 (day),,,,,,
#dose,50 micromolar,,,,,,
#compound,,mock,mock,mock,abscisic acid,abscisic acid,abscisic acid
Gene ID,Gene Name,SRR1761506,SRR1761507,SRR1761508,SRR1761509,SRR1761510,SRR1761511
AT3G08740,,791,1052,2197,1296,1014,1094
AT3G08750,,0,0,0,0,0,0
AT3G08760,ATSIK,162,202,450,482,374,352
AT3G08762,,0,0,0,0,0,0
AT3G08770,LTP6,142,128,288,134,91,203
AT3G08780,,109,131,228,197,153,161
AT3G08790,TOL8,0,0,1,1,1,0
AT3G08800,SIEL,23,25,55,40,33,51
AT3G08810,,0,1,2,2,1,2
AT3G08820,PCMP-H84,14,9,29,9,11,14
AT3G08840,,142,187,429,423,336,313
AT3G08850,RAPTOR1,378,447,1030,890,694,661
AT3G08860,PYD4,79,108,187,673,485,525
AT3G08870,,1,1,5,18,10,16
AT3G08880,,60,46,115,99,80,99
AT3G08885,,2,4,19,29,11,16
AT3G08890,,89,110,228,224,175,165
AT3G08900,RGP3,1,3,4,1,2,3
AT3G08910,,66,89,160,157,127,97
AT3G08920,STR10,186,198,445,317,279,250
AT3G08930,,381,484,1083,777,583,604
AT3G08940,LHCB4.2,14850,15687,39254,36561,35826,30074
AT3G08943,,146,200,350,246,166,179
AT3G08947,,43,34,92,62,52,45
AT3G08950,HCC1,52,67,114,86,77,71
AT3G08960,,123,124,266,234,176,200
AT3G08970,ERDJ3A,20,21,46,115,68,67
AT3G08980,,4,9,27,17,13,10
AT3G08990,,32,28,73,70,45,58
AT3G09000,,174,193,518,465,348,394
AT3G09010,,25,31,55,41,36,23
AT3G09020,,16,41,59,22,19,15
AT3G09030,,135,148,409,334,285,257
AT3G09032,,11,19,37,31,21,15
AT3G09035,,91,112,293,202,120,144
AT3G09040,,4,5,20,12,6,6
AT3G09050,,147,211,522,297,303,239
AT3G09060,,1,8,12,3,6,7
AT3G09070,,114,140,276,153,128,146
AT3G09080,,3,2,11,3,2,1
AT3G09085,,39,37,78,102,70,64
AT3G09090,DEX1,295,342,670,541,461,437
AT3G09100,,183,201,457,449,345,339
AT3G09110,,0,0,0,0,0,0
AT3G09120,,0,0,0,1,0,0
AT3G09130,,0,0,0,0,0,0
AT3G09140,,0,0,0,0,0,0
AT3G09150,HY2,62,77,182,146,123,120
AT3G09160,,17,20,53,34,30,29
AT3G09162,,4,3,4,5,3,2
AT3G09165,,0,0,0,0,0,0
AT3G09170,,0,0,0,0,0,0
AT3G09180,MED27,105,122,280,244,201,188
AT3G09190,,17,22,33,22,25,13
AT3G09200,RPP0B,2359,2639,4774,2981,2276,2188
AT3G09210,PTAC13,363,490,1055,731,560,539
AT3G09220,LAC7,240,298,390,429,364,468
AT3G09230,MYB1,43,35,72,76,36,53
AT3G09240,,6,13,13,7,8,6
AT3G09250,,129,179,356,401,302,277
AT3G09260,BGLU23,3391,4295,6492,8855,6455,7453
AT3G09270,GSTU8,100,129,159,197,182,164
AT3G09280,,0,1,2,5,5,5
AT3G09285,,0,0,0,0,0,0
AT3G09290,TAC1,7,5,9,2,3,1
AT3G09300,ORP3B,513,656,1313,953,800,721
AT3G09310,,29,23,42,50,33,46
AT3G09320,PAT16,98,140,338,274,228,229
AT3G09330,AVT1G,3,2,12,3,3,3
AT3G09340,AVT1F,0,0,0,0,0,1
AT3G09350,Fes1A,78,108,205,260,205,160
AT3G09360,,72,98,190,171,139,137
AT3G09370,MYB3R-3,47,65,148,133,98,87
AT3G09375,,0,0,0,0,0,0
AT3G09380,AEL2,0,0,0,0,0,1
AT3G09385,,0,0,0,0,0,0
AT3G09390,MT2A,3672,4229,9332,17860,12796,12244
AT3G09400,PLL3,2,0,3,5,0,4
AT3G09405,PAE4,17,25,47,32,27,38
AT3G09410,PAE5,145,153,332,214,189,184
AT3G09430,,21,21,29,19,15,10
AT3G09440,HSP70-3,1091,1476,2562,2963,1798,1789
AT3G09450,,4,3,4,5,5,4
AT3G09470,,270,322,706,566,439,464
AT3G09480,,7,13,15,16,18,12
AT3G09490,,24,33,39,27,21,23
AT3G09500,RPL35A,1549,1991,3923,2891,1949,2378
AT3G09505,,0,0,0,0,0,0
AT3G09510,,0,0,0,0,0,0
AT3G09520,ATEXO70H4,0,4,3,20,14,18
AT3G09530,ATEXO70H3,0,0,0,0,0,0
AT3G09540,,28,39,90,80,61,44
AT3G09550,,17,11,36,47,22,32
AT3G09560,PAH1,115,137,261,302,208,245
AT3G09570,,120,141,351,302,227,232
AT3G09580,,119,125,383,197,152,157
AT3G09585,,0,0,0,0,0,0
AT3G09590,,0,1,0,0,0,0
AT3G09595,,0,0,0,0,0,0
AT3G09600,RVE8,6,9,8,21,17,12
AT3G09620,,0,0,0,0,0,0
AT3G09630,RPL4A,1679,2170,3681,2670,1842,2037
AT3G09640,APX2,3,1,4,38,39,35
AT3G09650,HCF152,81,112,234,177,132,139
AT3G09660,MCM8,19,23,48,34,24,42
AT3G09670,,72,96,175,153,127,135
AT3G09680,RPS23A,2,3,10,3,5,3
AT3G09690,,132,182,335,238,205,219
AT3G09700,TIM14-2,58,50,114,84,50,42
AT3G09710,IQD1,46,75,108,129,81,108
AT3G09720,RH57,67,112,147,70,57,82
AT3G09730,,28,28,44,25,22,35
AT3G09735,S1FA3,395,462,971,893,625,727
AT3G09740,SYP71,606,775,1586,1459,1097,1023
AT3G09750,,0,0,0,0,0,0
AT3G09760,,98,97,289,219,181,182
AT3G09770,LOG2,515,669,1336,1520,1190,1206
AT3G09780,CCR1,19,41,54,21,23,16
AT3G09790,UBQ8,7,4,6,11,2,12
AT3G09800,,99,110,296,238,200,227
AT3G09810,IDH6,128,147,270,232,178,184
AT3G09820,ADK1,1013,1144,2099,1831,1480,1350
AT3G09830,,67,85,161,194,151,136
AT3G09840,CDC48A,2333,2752,5703,6288,4396,4807
AT3G09850,,284,374,716,843,590,658
AT3G09860,,612,734,1858,1434,1145,1159
AT3G09863,,0,0,0,0,0,0
AT3G09870,,0,0,3,0,0,0
AT3G09880,B'BETA,160,205,374,320,239,280
AT3G09890,,63,85,175,137,86,114
AT3G09900,RABE1E,223,281,588,528,405,444
AT3G09910,RABC2B,12,11,24,215,112,145
AT3G09915,,0,0,0,0,0,0
AT3G09920,PIP5K9,114,132,293,210,190,160
AT3G09922,IPS1,0,0,3,0,0,0
AT3G09925,,33,50,57,41,31,32
AT3G09930,,0,0,0,0,0,0
AT3G09940,MDAR3,127,156,129,34,29,31
AT3G09950,,5,4,13,124,69,99
AT3G09960,,4,10,12,20,15,21
AT3G09970,,137,169,355,263,234,228
AT3G09975,,0,0,0,0,0,0
AT3G09980,,311,398,850,658,532,536
AT3G09990,ENT2,0,0,0,0,0,0
AT3G10000,EDA31,5,2,4,1,0,0
AT3G10010,DML2,48,63,101,104,77,80
AT3G10015,,0,0,0,0,0,0
AT3G10020,,1265,1529,3319,3266,2578,2450
AT3G10030,,279,376,543,509,371,458
AT3G10035,,0,0,0,0,0,0
AT3G10040,,43,55,90,54,72,70
AT3G10050,OMR1,178,237,457,194,166,143
AT3G10060,FKBP16-4,275,366,847,619,463,380
AT3G10070,TAF12,50,60,183,139,103,93
AT3G10080,,151,174,514,391,331,322
AT3G10090,RPS28A,97,115,257,255,163,127
AT3G10100,,4,3,14,6,5,9
AT3G10110,TIM22-1,28,30,50,38,29,30
AT3G10113,RVE7L,0,0,0,0,0,0
AT3G10114,,0,0,0,0,0,0
AT3G10116,,2,0,1,0,0,1
AT3G10120,,151,204,317,66,67,42
AT3G10130,,226,279,647,659,537,460
AT3G10140,RECA3,75,110,168,157,124,136
AT3G10150,ATPAP16,0,0,0,1,2,1
AT3G10160,FPGS2,270,290,630,481,383,404
AT3G10180,KIN7O,8,14,30,20,20,12
AT3G10185,,0,1,0,2,0,0
AT3G10190,CML36,47,53,101,84,49,59
AT3G10195,,0,0,0,0,0,0
AT3G10200,,12,17,27,45,41,47
AT3G10210,,104,159,299,317,248,226
AT3G10220,TFCB,140,177,371,342,294,256
AT3G10230,LCY1,253,316,676,587,470,419
AT3G10240,,0,0,0,0,0,0
AT3G10250,,134,166,375,513,380,365
AT3G10260,,161,202,399,485,319,328
AT3G10270,GYRB1,149,134,350,246,217,221
AT3G10280,KCS14,0,1,2,2,0,0
AT3G10282,,0,1,2,3,0,0
AT3G10290,,2,5,23,9,4,7
AT3G10300,,203,201,527,556,423,382
AT3G10310,,28,44,60,47,29,37
AT3G10320,,19,19,38,224,106,111
AT3G10330,TFIIB2,99,111,241,198,153,164
AT3G10340,PAL4,39,36,75,537,315,356
AT3G10350,,209,280,562,494,397,343
AT3G10360,APUM4,165,191,383,420,314,308
AT3G10370,SDP6,194,242,493,660,492,490
AT3G10380,SEC8,230,265,575,599,410,454
AT3G10390,FLD,97,113,243,206,156,166
AT3G10400,SNRNP31,39,40,99,72,46,50
AT3G10405,,378,396,970,834,699,634
AT3G10410,SCPL49,674,793,1657,2278,1745,1586
AT3G10415,,0,0,0,0,0,0
AT3G10420,SPD1,231,261,615,1863,1386,1070
AT3G10430,,3,6,21,22,10,10
AT3G10439,,0,0,0,0,0,0
AT3G10440,SGO1,45,36,91,80,51,68
AT3G10450,SCPL7,66,93,164,417,188,246
AT3G10460,,0,0,0,1,0,0
AT3G10470,,8,4,11,4,4,5
AT3G10480,ANAC050,195,288,492,420,319,339
AT3G10490,ANAC052,256,322,563,735,539,557
AT3G10500,NAC053,88,109,221,365,266,230
AT3G10510,,0,0,0,0,0,0
AT3G10520,AHB2,353,425,970,340,339,288
AT3G10525,SMR1,334,376,863,812,639,666
AT3G10526,,0,0,0,0,0,1
AT3G10530,,72,99,153,67,61,58
AT3G10540,PDPK2,101,118,269,234,177,209
AT3G10550,MTM1,115,112,283,321,215,232
AT3G10560,UNE9,0,1,1,2,1,3
AT3G10570,CYP77A6,31,34,92,54,51,21
AT3G10572,APEM9,98,142,273,225,171,202
AT3G10575,,0,0,0,0,0,0
AT3G10580,,0,0,0,0,0,0
AT3G10585,,0,0,0,0,0,0
AT3G10590,,0,1,1,3,1,1
AT3G10595,,0,0,0,0,0,0
AT3G10600,CAT7,0,1,0,0,1,1
AT3G10610,RPS17C,173,193,306,168,138,125
AT3G10620,NUDT26,105,128,269,290,204,214
AT3G10630,,55,73,165,102,81,85
AT3G10640,VPS60.1,296,373,690,869,519,611
AT3G10650,NUP1,278,378,665,476,356,356
AT3G10660,CPK2,42,44,66,49,38,35
AT3G10670,ABCI6,294,360,836,691,529,512
AT3G10680,,20,40,55,41,26,18
AT3G10690,GYRA,101,130,279,144,105,116
AT3G10700,GALAK,97,131,238,218,163,168
AT3G10710,PME24,22,28,29,13,5,9
AT3G10720,PME25,455,546,1463,1317,1032,780
AT3G10730,SUN2,84,96,200,186,129,111
AT3G10740,ASD1,756,877,1918,2964,1975,1485
AT3G10745,MIR158A,0,1,3,2,0,0
AT3G10750,,0,1,0,2,3,2
AT3G10760,,234,270,707,529,397,448
AT3G10770,,746,896,1829,1559,1117,1259
AT3G10780,,0,2,4,7,0,3
AT3G10790,,0,0,1,0,0,0
AT3G10800,BZIP28,217,266,604,630,486,507
AT3G10810,,253,299,677,616,452,446
AT3G10815,,5,15,16,99,70,73
AT3G10820,MED26A,36,38,56,118,117,106
AT3G10840,,48,91,139,112,102,80
AT3G10845,,0,0,0,0,0,0
AT3G10850,GLX2-2,1082,1434,2887,2822,2019,2190
AT3G10860,,972,1183,2131,1981,1636,1716
AT3G10870,MES17,45,42,99,71,54,47
AT3G10880,,7,7,11,7,2,14
AT3G10890,MAN3,1,0,0,0,0,0
AT3G10900,MAN4,0,0,0,0,0,0
AT3G10910,ATL72,0,0,0,0,0,0
AT3G10912,,0,0,0,0,0,0
AT3G10915,,132,158,311,299,223,265
AT3G10920,MSD1,855,1010,1965,2077,1703,1554
AT3G10930,,7,13,34,75,63,45
AT3G10940,LSF2,84,87,223,325,266,257
AT3G10950,RPL37AB,0,0,0,0,0,0
AT3G10960,AZG1,56,64,183,274,143,167
AT3G10970,,390,521,1221,1121,821,753
AT3G10974,,0,0,0,0,0,0
AT3G10980,,77,104,198,173,125,110
AT3G10985,SAG20,1239,1620,3493,2986,1792,2408
AT3G10986,,1,5,5,8,3,4
AT3G10990,,0,0,0,0,0,0
AT3G11000,,2,0,3,1,2,4
AT3G11010,AtRLP34,31,33,57,57,39,46
AT3G11020,DREB2B,17,17,59,55,60,46
AT3G11030,TBL32,136,187,300,248,219,234
AT3G11040,,29,44,70,62,35,40
AT3G11050,FER2,6,11,12,15,16,11
AT3G11060,,0,0,0,0,0,0
AT3G11070,,110,125,253,166,125,139
AT3G11080,AtRLP35,25,16,33,27,20,30
AT3G11090,LBD21,49,39,161,147,98,92
AT3G11100,,215,275,537,417,305,417
AT3G11110,ATL66,45,80,207,112,125,109
AT3G11120,RPL41C,347,400,739,523,379,416
AT3G11130,CHC1,783,976,1915,1539,1128,1105
AT3G11150,,4,10,10,21,4,4
AT3G11160,,0,0,0,0,0,2
AT3G11165,,2,0,0,0,1,0
AT3G11170,FAD7,799,1102,2586,1365,1125,996
AT3G11180,,0,1,1,0,0,0
AT3G11200,AL2,485,634,1199,1273,907,972
AT3G11210,CPRD49,66,78,174,268,163,170
AT3G11220,ELP4,52,49,107,87,57,87
AT3G11230,,151,162,408,422,315,286
AT3G11240,ATE2,48,70,136,141,94,112
AT3G11250,RPP0C,142,163,340,202,177,172
AT3G11260,WOX5,5,8,14,25,14,18
AT3G11270,RPN8B,89,132,208,210,158,163
AT3G11280,,315,518,905,558,448,494
AT3G11285,,0,0,0,0,0,0
AT3G11290,,100,121,272,229,210,177
AT3G11300,,0,0,0,0,0,0
AT3G11310,,0,0,0,0,0,0
AT3G11320,,84,120,150,161,146,125
AT3G11325,,2,1,1,2,0,1
AT3G11330,PIRL9,249,281,492,636,454,496
AT3G11340,UGT76B1,95,125,236,331,211,244
AT3G11350,,0,0,0,0,0,0
AT3G11370,,15,12,22,1,5,1
AT3G11380,,0,0,0,0,0,0
AT3G11385,,3,3,4,0,1,1
AT3G11390,,5,8,9,3,3,1
AT3G11395,,0,0,0,0,0,0
AT3G11397,PRA1A3,13,21,35,43,29,18
AT3G11400,EIF3G1,745,940,1744,1554,1039,1148
AT3G11402,,4,8,11,6,6,9
AT3G11405,,0,0,0,1,1,1
AT3G11410,PP2CA,115,184,362,4650,3368,3316
AT3G11415,,1,2,0,22,9,10
AT3G11420,,115,150,224,828,524,610
AT3G11430,GPAT5,15,27,60,229,134,156
AT3G11435,MIR172C,0,0,0,0,0,0
AT3G11440,ATMYB65,17,26,55,69,37,62
AT3G11450,,614,821,1535,1079,796,894
AT3G11460,PCMP-H52,14,11,20,9,6,12
AT3G11470,,40,33,96,110,77,84
AT3G11480,BSMT1,0,0,0,0,0,1
AT3G11490,ROPGAP4,101,112,244,262,179,197
AT3G11500,,142,143,349,300,225,221
AT3G11505,,0,0,0,0,0,0
AT3G11510,RPS14B,763,897,1732,1224,831,880
AT3G11520,CYCB1-3,31,36,50,32,16,29
AT3G11530,,172,201,483,423,292,335
AT3G11540,SPY,229,312,478,397,262,279
AT3G11550,CASP2,65,98,104,78,35,64
AT3G11560,,1029,1307,2785,1989,1516,1691
AT3G11570,TBL8,11,16,29,32,22,23
AT3G11580,,41,49,125,182,132,115
AT3G11590,,170,250,471,416,295,319
AT3G11591,,0,2,4,4,3,3
AT3G11600,,256,241,503,663,461,519
AT3G11620,,123,174,325,315,221,239
AT3G11630,BAS1,4374,5681,12725,9184,6669,6906
AT3G11640,,2,4,8,3,3,8
AT3G11650,NHL2,76,84,194,141,106,102
AT3G11660,NHL1,256,285,617,912,614,538
AT3G11670,DGD1,229,294,650,660,563,556
AT3G11673,,0,0,0,0,0,0
AT3G11680,,0,0,0,0,0,0
AT3G11690,,93,163,342,433,383,312
AT3G11700,FLA18,863,1147,2762,1765,1423,1472
AT3G11710,ATKRS-1,515,613,1250,874,730,604
AT3G11720,,24,34,95,82,58,47
AT3G11730,RABD1,271,335,697,696,491,542
AT3G11740,,0,0,0,1,0,0
AT3G11745,,17,17,33,39,23,40
AT3G11750,FOLB1,31,38,121,42,46,34
AT3G11760,,151,159,306,188,150,154
AT3G11770,,110,153,293,371,258,263
AT3G11773,,2,4,4,7,5,9
AT3G11780,,807,967,2077,2634,1779,1786
AT3G11800,,351,463,877,821,603,584
AT3G11810,,299,330,686,640,520,467
AT3G11820,SYP121,212,278,583,478,351,330
AT3G11825,,0,0,0,0,0,0
AT3G11830,CCT7,508,693,1205,946,625,723
AT3G11840,PUB24,23,26,37,60,59,39
AT3G11850,,35,56,101,69,72,57
AT3G11860,,0,1,0,0,0,1
AT3G11870,,0,0,1,0,0,0
AT3G11880,,135,159,354,376,305,289
AT3G11890,,117,140,245,230,178,186
AT3G11900,ANT1,54,81,147,202,160,129
AT3G11910,UBP13,395,506,1047,934,772,823
AT3G11920,,1,0,1,1,0,0
AT3G11930,,1239,1754,4035,5526,4154,3431
AT3G11940,RPS5B,2033,2375,4352,3374,2218,2542
AT3G11945,PDS2,138,182,448,312,273,208
AT3G11950,,30,42,91,86,76,75
AT3G11960,,195,201,409,417,336,365
AT3G11964,RRP5,140,166,265,122,118,118
AT3G11970,,0,0,0,0,0,0
AT3G11980,FAR2,1,1,4,0,0,0
AT3G11990,,0,0,0,0,0,0
AT3G12000,,0,0,0,0,0,0
AT3G12010,,0,0,0,0,0,0
AT3G12012,,0,0,0,0,0,0
AT3G12020,,179,209,408,403,270,335
AT3G12030,,92,118,262,187,150,144
AT3G12040,MAG,6,19,35,24,15,18
AT3G12050,,361,371,795,716,491,500
AT3G12060,TBL1,6,3,4,7,7,7
AT3G12070,RGTB2,16,26,26,35,28,18
AT3G12080,emb2738,677,915,1954,1286,970,1133
AT3G12090,TET6,86,114,218,184,149,146
AT3G12100,MTPC2,78,86,185,205,141,150
AT3G12110,ACT11,126,122,278,205,148,163
AT3G12120,FAD2,6500,7435,16190,18644,13486,15345
AT3G12130,,178,208,415,378,262,284
AT3G12140,,251,314,647,621,507,585
AT3G12143,,7,6,21,13,9,6
AT3G12145,FLR1,152,142,434,893,491,790
AT3G12150,,145,169,394,249,177,186
AT3G12160,RABA4D,0,1,2,0,0,0
AT3G12170,,19,16,15,18,13,9
AT3G12180,,39,49,74,71,68,55
AT3G12190,,1,0,2,0,0,0
AT3G12200,Nek7,142,182,328,254,199,233
AT3G12203,SCPL17,0,1,2,0,1,0
AT3G12210,,101,90,212,155,135,135
AT3G12220,SCPL16,5,5,4,9,5,1
AT3G12230,SCPL14,0,1,1,0,1,1
AT3G12240,SCPL15,5,5,3,2,4,0
AT3G12250,TGA6,62,59,116,75,82,84
AT3G12260,,559,619,1358,1308,1045,957
AT3G12270,PRMT3,85,109,201,98,82,66
AT3G12280,RBR1,153,145,374,334,272,269
AT3G12290,FOLD2,897,1118,2148,2230,1720,1740
AT3G12300,,68,76,189,237,147,157
AT3G12320,LNK3,14,11,35,67,62,43
AT3G12340,FKBP43,45,68,88,43,43,50
AT3G12345,,516,641,1526,1039,867,763
AT3G12350,,102,107,229,231,189,143
AT3G12360,ITN1,342,356,732,760,560,654
AT3G12370,,74,114,207,163,126,112
AT3G12380,ARP5,77,105,195,163,125,123
AT3G12385,,0,0,0,0,0,0
AT3G12390,,620,810,1428,1006,709,741
AT3G12400,ELC,223,305,547,563,373,469
AT3G12410,,4,1,4,0,1,2
AT3G12420,,0,0,0,0,0,0
AT3G12430,,0,0,0,0,0,0
AT3G12440,,0,1,0,0,0,0
AT3G12450,,0,0,0,0,0,0
AT3G12460,,0,5,11,3,9,3
AT3G12470,,1,0,2,0,1,1
AT3G12480,NF-YC11,276,347,689,664,487,536
AT3G12490,CYS6,905,1142,2161,3130,2092,2214
AT3G12500,CHI-B,738,798,1369,4491,2935,3384
AT3G12502,,1,1,2,4,3,3
AT3G12510,,24,24,52,207,121,159
AT3G12520,SULTR4;2,61,79,110,125,133,131
AT3G12530,GINS2,44,59,127,101,44,55
AT3G12540,,3,7,7,3,1,4
AT3G12545,,0,0,0,0,0,0
AT3G12550,FDM3,58,54,136,135,95,125
AT3G12560,TRP3,252,260,574,589,481,514
AT3G12570,FYD,529,690,1398,1202,923,1055
AT3G12580,MED37C,271,346,593,1459,1034,1020
AT3G12585,,0,0,0,1,0,0
AT3G12587,OST4A,29,39,118,121,79,67
AT3G12590,,126,161,324,235,218,262
AT3G12600,NUDT16,272,323,625,439,294,352
AT3G12610,DRT100,373,331,831,424,403,415
AT3G12620,PP2C38,196,232,492,451,337,355
AT3G12630,SAP5,631,817,1709,1525,1045,1099
AT3G12640,,159,221,421,419,311,324
AT3G12650,,128,127,300,247,170,182
AT3G12660,FLA14,0,0,0,0,0,0
AT3G12670,emb2742,228,321,562,359,253,275
AT3G12680,HUA1,229,296,561,564,378,427
AT3G12685,,60,73,180,106,94,91
AT3G12690,AGC1-5,58,55,134,62,53,62
AT3G12700,,272,284,692,601,442,436
AT3G12710,,109,141,283,196,162,141
AT3G12720,ATY53,7,8,19,28,16,17
AT3G12730,PHL12,69,56,149,136,155,122
AT3G12740,ALIS1,422,496,1057,1203,884,765
AT3G12750,ZIP1,45,44,90,107,78,78
AT3G12760,,364,448,902,820,642,663
AT3G12770,PCMP-H43,15,15,40,17,16,22
AT3G12775,,0,0,0,0,0,0
AT3G12780,PGK1,6371,7483,17652,14174,11425,10204
AT3G12800,SDRB,431,506,1101,1603,1073,1074
AT3G12810,PIE1,87,97,214,173,134,147
AT3G12820,AtMYB10,15,17,15,6,7,14
AT3G12830,SAUR72,17,20,26,53,26,33
AT3G12835,,1,0,4,7,1,3
AT3G12840,,0,0,0,1,0,0
AT3G12850,,0,0,0,0,0,0
AT3G12860,,55,59,59,33,28,31
AT3G12870,,43,49,83,62,43,37
AT3G12880,,0,2,1,1,3,0
AT3G12890,ASML2,0,0,0,1,0,0
AT3G12900,,0,3,1,4,3,5
AT3G12910,,0,0,0,2,6,0
AT3G12915,,51,59,140,103,99,90
AT3G12920,BRG3,324,386,786,544,543,465
AT3G12930,IJ,189,222,535,347,280,239
AT3G12940,,65,70,150,160,101,102
AT3G12950,,157,205,433,327,240,246
AT3G12955,,1,5,2,12,14,12
AT3G12960,,0,0,1,8,2,2
AT3G12965,,70,90,208,149,93,102
AT3G12970,,33,26,64,50,26,45
AT3G12977,,32,47,67,32,10,21
AT3G12980,HAC5,152,186,380,344,254,297
AT3G12981,,3,3,8,7,2,5
AT3G12990,RRP45A,71,77,202,115,102,103
AT3G13000,,232,257,696,363,243,278
AT3G13010,,0,0,0,0,0,0
AT3G13020,,7,6,9,20,8,10
AT3G13030,,84,110,237,192,166,171
AT3G13040,PHL6,187,249,494,626,485,554
AT3G13050,07-Oct,53,62,138,138,82,93
AT3G13060,ECT5,238,259,518,444,388,411
AT3G13061,,0,0,0,0,0,0
AT3G13062,,364,366,966,917,805,608
AT3G13065,SRF4,42,61,114,139,83,94
AT3G13070,CBSDUFCH1,177,281,530,385,287,262
AT3G13080,ABCC3,95,129,258,201,218,177
AT3G13090,ABCC6,13,11,16,11,7,7
AT3G13100,ABCC7,10,15,22,13,10,10
AT3G13110,SAT3,344,436,757,500,369,289
AT3G13120,RPS10,1546,1816,4527,2535,2148,2089
AT3G13130,,0,0,0,5,6,4
AT3G13140,,1,0,0,0,1,0
AT3G13150,,38,44,55,35,31,29
AT3G13160,,73,76,170,97,91,79
AT3G13170,SPO11-1,1,2,2,1,4,0
AT3G13175,,100,97,194,208,133,232
AT3G13180,,120,113,305,189,185,158
AT3G13190,,74,76,169,84,72,95
AT3G13200,EMB2769,626,777,1396,1480,1092,1053
AT3G13205,,0,0,0,0,0,0
AT3G13210,,2,5,12,14,5,8
AT3G13220,ABCG26,0,0,0,0,0,0
AT3G13222,GIP1,217,251,485,309,260,308
AT3G13223,,0,0,0,0,0,0
AT3G13224,,114,155,283,287,213,241
AT3G13225,,150,197,373,247,226,231
AT3G13226,,97,106,240,173,106,132
AT3G13227,,0,0,0,0,0,0
AT3G13228,,0,0,0,0,0,0
AT3G13229,,0,0,0,0,0,1
AT3G13230,,90,131,240,124,77,91
AT3G13235,,135,191,361,340,252,276
AT3G13240,,17,15,22,24,16,20
AT3G13250,,0,0,4,0,6,5
AT3G13260,,0,1,0,0,0,0
AT3G13270,,48,66,142,88,72,57
AT3G13275,,11,19,43,65,42,41
AT3G13277,,14,18,36,27,22,23
AT3G13280,,0,0,0,0,0,1
AT3G13290,VCR,171,190,373,249,232,235
AT3G13300,VCS,490,572,1166,1090,812,815
AT3G13310,,394,502,962,562,395,408
AT3G13320,CAX2,115,143,302,284,197,175
AT3G13330,PA200,145,165,289,407,321,310
AT3G13335,,0,0,0,0,0,0
AT3G13340,,391,525,1050,1068,741,785
AT3G13350,HMGB10,114,141,277,252,194,173
AT3G13360,WIP3,210,253,555,423,353,397
AT3G13370,,0,0,0,0,0,0
AT3G13380,BRL3,58,64,143,178,129,130
AT3G13390,sks11,0,0,0,0,0,0
AT3G13400,sks13,2,2,8,1,1,1
AT3G13403,,0,0,0,0,0,0
AT3G13404,,1,3,1,5,2,1
AT3G13405,MIR169A,0,0,0,0,0,0
AT3G13410,,446,595,1255,1142,905,845
AT3G13420,,5,10,14,10,6,8
AT3G13430,,56,71,169,136,90,86
AT3G13432,,6,7,5,11,6,8
AT3G13433,,0,2,1,4,1,1
AT3G13435,,19,27,55,29,11,19
AT3G13437,,7,11,33,32,28,36
AT3G13438,,3,6,12,2,6,5
AT3G13440,,113,137,231,187,152,178
AT3G13445,TBP1,179,252,581,458,362,352
AT3G13450,DIN4,910,1248,2669,2421,1492,1668
AT3G13460,ECT2,2570,3539,6992,4655,3152,4157
AT3G13470,CPN60B2,387,417,806,460,437,378
AT3G13480,,45,45,90,138,86,102
AT3G13490,OVA5,219,308,656,483,401,384
AT3G13500,,1,0,1,0,0,0
AT3G13510,,177,210,378,318,225,248
AT3G13520,AGP12,709,803,2121,2485,1794,1802
AT3G13525,,0,0,0,1,0,0
AT3G13530,M3KE1,139,167,428,365,317,334
AT3G13540,MYB5,4,8,8,14,7,12
AT3G13550,COP10,94,127,239,232,165,191
AT3G13560,,85,113,215,156,112,83
AT3G13570,SCL30A,355,498,900,647,442,551
AT3G13580,RPL7D,864,1186,2122,1453,1104,1230
AT3G13590,,7,8,19,9,11,0
AT3G13594,,0,0,1,1,0,0
AT3G13600,IQM2,4,14,30,37,29,33
AT3G13610,F6'H1,111,102,145,42,23,27
AT3G13620,,29,33,79,137,96,72
AT3G13624,,0,0,0,0,0,0
AT3G13630,,0,0,0,0,0,2
AT3G13640,ABCE1,1,3,4,3,1,1
AT3G13650,DIR7,95,105,212,218,177,171
AT3G13660,DIR22,1,2,0,3,2,3
AT3G13662,DIR8,0,0,0,0,0,0
AT3G13670,,333,418,760,687,569,516
AT3G13672,,16,25,32,227,121,125
AT3G13674,,22,21,53,29,26,19
AT3G13677,,20,21,76,48,43,32
AT3G13680,,1,0,1,1,0,2
AT3G13682,LDL2,22,20,48,25,35,26
AT3G13686,,0,0,0,0,0,0
AT3G13690,,283,299,680,422,355,389
AT3G13700,,0,0,1,5,0,2
AT3G13710,PRA1F4,0,0,0,0,0,0
AT3G13720,PRA1F3,189,217,521,739,418,398
AT3G13724,MIR823A,0,0,1,0,0,1
AT3G13730,CYP90D1,53,53,93,54,39,47
AT3G13740,,263,339,667,364,271,306
AT3G13750,BGAL1,4734,5957,10640,5615,3643,3401
AT3G13760,,25,39,44,6,4,3
AT3G13770,PCMP-H85,3,7,4,8,6,4
AT3G13772,TMN7,354,402,863,677,534,461
AT3G13780,,45,70,107,66,69,59
AT3G13782,NAP1;4,17,32,31,19,16,17
AT3G13784,CWINV5,1,0,0,22,28,24
AT3G13790,CWINV1,397,571,967,816,492,420
