#organism part,whole organim,,,,,,
#age,12 (day),,,,,,
#dose,50 micromolar,,,,,,
#compound,,mock,mock,mock,abscisic acid,abscisic acid,abscisic acid
Gene ID,Gene Name,SRR1761506,SRR1761507,SRR1761508,SRR1761509,SRR1761510,SRR1761511
AT1G38320,,0,0,0,0,0,0
AT1G38330,,0,0,0,0,0,0
AT1G38340,,0,0,0,0,0,0
AT1G38350,,0,0,0,0,0,0
AT1G38360,,0,0,0,0,0,0
AT1G38380,,0,0,0,0,0,0
AT1G38390,,0,0,0,0,0,0
AT1G38400,,0,0,0,0,0,0
AT1G38410,,0,0,0,0,0,0
AT1G38416,,0,0,0,0,0,0
AT1G38423,,0,0,0,0,0,0
AT1G38430,,0,0,0,0,0,0
AT1G38440,,0,0,0,0,0,0
AT1G38450,,0,0,0,0,0,0
AT1G38460,,0,0,0,0,0,0
AT1G38550,,0,0,0,0,0,0
AT1G38630,,0,0,0,0,0,0
AT1G38710,,0,0,0,0,0,0
AT1G38790,,0,0,0,0,0,0
AT1G38870,,0,0,0,0,0,0
AT1G38950,,0,0,0,0,0,0
AT1G39030,,0,0,0,0,0,0
AT1G39110,,1,0,1,0,0,0
AT1G39190,,0,0,0,0,0,0
AT1G39270,,0,0,0,0,0,0
AT1G39350,,0,0,0,0,0,0
AT1G39430,,0,0,0,0,0,0
AT1G39510,,0,0,0,0,0,0
AT1G39511,,0,0,0,0,0,0
AT1G39513,,0,0,0,0,0,0
AT1G39515,,0,0,0,0,0,0
AT1G39590,,0,0,0,0,0,0
AT1G39670,,0,0,0,0,0,0
AT1G39750,,0,0,0,0,0,0
AT1G39830,,0,0,0,0,0,0
AT1G39910,,0,0,0,0,0,0
AT1G39990,,0,0,0,0,0,0
AT1G40069,,0,0,0,0,0,0
AT1G40070,,0,0,0,0,0,0
AT1G40071,,0,0,0,0,0,0
AT1G40072,,0,0,0,0,0,0
AT1G40073,,0,0,0,0,0,0
AT1G40074,,0,0,0,0,0,0
AT1G40075,,0,0,0,0,0,0
AT1G40076,,0,0,0,0,0,0
AT1G40077,,0,0,0,0,0,0
AT1G40078,,0,0,0,0,0,0
AT1G40079,,0,0,0,0,0,0
AT1G40080,,0,0,0,0,0,0
AT1G40081,,0,0,0,0,0,0
AT1G40083,,0,0,0,0,0,0
AT1G40084,,0,0,0,0,0,0
AT1G40085,,0,0,0,0,0,0
AT1G40087,,0,0,0,0,0,0
AT1G40089,,0,0,0,0,0,0
AT1G40091,,0,0,0,0,0,0
AT1G40093,,0,0,0,0,0,0
AT1G40095,,0,0,0,0,0,0
AT1G40097,,0,0,0,0,0,0
AT1G40099,,0,0,0,0,0,0
AT1G40100,,0,0,0,0,0,0
AT1G40101,,0,1,0,0,0,0
AT1G40103,,0,0,0,0,0,0
AT1G40104,,0,0,0,0,0,0
AT1G40105,,0,0,0,0,0,0
AT1G40106,,0,0,0,0,0,0
AT1G40107,,0,0,0,0,0,0
AT1G40109,,0,0,0,0,0,0
AT1G40112,,0,0,0,0,0,0
AT1G40113,,0,0,0,0,0,0
AT1G40115,,0,0,0,0,0,0
AT1G40117,,0,0,0,0,0,0
AT1G40118,,0,0,0,0,0,0
AT1G40119,,0,0,0,0,1,0
AT1G40121,,0,0,0,0,0,0
AT1G40123,,0,0,0,0,0,0
AT1G40124,,0,0,0,0,0,0
AT1G40125,,0,0,0,0,0,0
AT1G40127,,0,0,0,0,0,0
AT1G40129,,0,0,0,0,0,0
AT1G40130,,0,0,0,0,0,0
AT1G40131,,0,0,0,0,0,0
AT1G40133,,0,0,0,0,0,0
AT1G40135,,0,0,0,0,0,0
AT1G40136,,0,0,0,0,0,0
AT1G40137,,0,0,0,0,0,0
AT1G40139,,0,0,0,0,0,0
AT1G40141,,0,0,0,0,0,0
AT1G40143,,0,0,0,0,0,0
AT1G40150,,0,0,0,0,0,0
AT1G40230,,0,0,0,0,0,0
AT1G40310,,0,0,0,0,0,0
AT1G40390,,0,0,0,0,0,0
AT1G40470,,0,0,0,0,0,0
AT1G40630,,0,0,0,0,0,0
AT1G41115,,0,0,0,0,0,0
AT1G41600,,0,0,0,0,0,0
AT1G41630,,0,0,0,0,0,0
AT1G41650,,0,0,0,0,0,0
AT1G41660,,0,0,0,0,0,0
AT1G41680,,0,0,0,0,0,0
AT1G41690,,0,0,0,0,0,0
AT1G41700,,0,0,0,0,0,0
AT1G41710,,0,0,0,0,0,0
AT1G41720,,0,0,0,0,1,0
AT1G41723,,0,0,0,0,0,0
AT1G41726,,0,0,0,0,0,0
AT1G41730,,0,0,0,0,0,0
AT1G41740,,0,0,0,0,0,0
AT1G41743,,0,0,0,0,0,0
AT1G41746,,0,0,0,0,0,0
AT1G41750,,0,0,0,0,0,0
AT1G41755,,0,0,0,0,0,0
AT1G41760,,0,0,0,0,0,0
AT1G41770,,0,0,0,0,0,0
AT1G41775,,0,0,0,0,0,0
AT1G41790,,0,0,0,0,0,0
AT1G41795,,0,0,0,0,0,0
AT1G41797,,0,0,0,0,0,0
AT1G41798,,0,0,0,0,0,0
AT1G41803,,0,0,0,0,0,0
AT1G41810,,0,0,0,0,0,0
AT1G41820,,0,0,0,0,0,0
AT1G41825,,0,0,0,0,0,0
AT1G41827,,0,0,0,0,0,0
AT1G41830,SKS6,334,380,616,734,602,461
AT1G41835,,0,0,0,0,0,0
AT1G41840,,0,0,0,0,0,0
AT1G41850,,0,0,0,0,0,0
AT1G41855,,0,0,0,0,0,0
AT1G41860,,0,0,0,0,0,0
AT1G41870,,0,0,0,0,0,0
AT1G41875,,0,0,0,0,0,1
AT1G41880,RPL35AB,927,993,1975,1188,973,893
AT1G41890,,0,0,0,0,0,0
AT1G41893,,0,0,0,0,0,0
AT1G41896,,0,0,0,0,0,0
AT1G41900,,0,0,0,0,0,0
AT1G41910,,0,0,0,0,0,0
AT1G41920,,0,0,0,0,0,0
AT1G41930,,0,0,0,0,0,0
AT1G42003,,0,0,0,0,0,0
AT1G42040,,0,0,0,0,0,0
AT1G42045,,0,0,0,0,0,0
AT1G42050,,0,0,0,1,0,0
AT1G42060,,0,0,0,0,0,0
AT1G42070,,0,0,0,0,0,0
AT1G42080,,0,0,0,0,0,0
AT1G42090,,0,0,0,0,0,0
AT1G42100,,0,0,0,0,0,0
AT1G42110,,0,0,0,0,0,0
AT1G42120,,0,0,0,0,0,0
AT1G42130,,0,0,0,0,0,0
AT1G42140,,0,0,0,0,0,0
AT1G42150,,0,0,0,0,0,0
AT1G42160,,0,0,0,0,0,0
AT1G42170,,0,0,0,0,0,0
AT1G42180,,0,0,0,0,0,0
AT1G42190,,0,0,0,0,0,0
AT1G42200,,0,0,0,0,0,0
AT1G42210,,0,0,0,0,0,0
AT1G42220,,0,0,0,0,0,0
AT1G42230,,0,0,0,0,0,0
AT1G42240,,0,0,0,0,0,0
AT1G42250,,0,0,0,0,0,0
AT1G42260,,0,0,0,0,0,0
AT1G42270,,0,0,0,0,0,0
AT1G42280,,0,0,0,0,0,0
AT1G42290,,0,0,0,0,0,0
AT1G42300,,0,0,0,0,0,0
AT1G42310,,0,0,0,0,0,0
AT1G42320,,0,0,0,0,0,0
AT1G42350,,2,3,4,1,1,0
AT1G42360,,0,0,0,0,0,0
AT1G42365,,0,0,0,0,0,0
AT1G42367,,0,0,0,0,0,0
AT1G42370,,0,0,0,0,0,0
AT1G42375,,0,0,0,0,0,0
AT1G42377,,0,0,0,0,0,0
AT1G42380,,0,0,0,0,0,0
AT1G42385,,0,0,0,0,0,0
AT1G42390,,0,0,0,0,0,0
AT1G42393,,0,0,0,0,0,0
AT1G42396,,0,0,0,0,0,0
AT1G42400,,0,0,0,0,0,0
AT1G42410,,0,0,0,0,0,0
AT1G42420,,0,0,0,0,0,0
AT1G42430,,125,158,345,201,173,168
AT1G42440,,144,189,367,227,187,177
AT1G42450,,0,0,0,0,0,0
AT1G42460,,0,0,0,0,0,0
AT1G42470,,116,153,357,320,257,272
AT1G42480,,186,178,418,367,272,235
AT1G42490,,0,0,0,0,0,0
AT1G42500,,0,0,0,0,0,0
AT1G42510,,0,0,0,0,0,0
AT1G42515,,0,0,0,0,0,0
AT1G42520,,0,0,0,0,0,0
AT1G42525,,0,0,0,0,0,0
AT1G42530,,0,0,0,0,0,0
AT1G42540,GLR3.3,110,94,210,241,184,184
AT1G42550,PMI1,517,686,1600,1064,879,894
AT1G42560,MLO9,1,0,1,2,1,0
AT1G42570,,0,0,0,0,0,0
AT1G42580,,0,0,0,0,0,2
AT1G42590,,0,0,0,0,0,0
AT1G42595,,0,0,0,0,0,0
AT1G42600,,0,0,0,0,0,0
AT1G42602,,0,0,0,0,0,0
AT1G42605,,0,0,0,0,0,0
AT1G42610,,0,0,0,0,0,0
AT1G42620,,0,0,0,0,0,0
AT1G42630,,0,0,0,0,0,0
AT1G42635,,0,0,0,0,0,0
AT1G42650,,0,0,0,0,0,0
AT1G42655,,0,0,0,0,0,0
AT1G42680,,0,0,0,0,0,0
AT1G42690,,0,0,0,0,0,0
AT1G42695,,0,0,0,0,0,0
AT1G42697,,0,0,0,0,0,0
AT1G42698,,0,0,0,0,0,0
AT1G42699,,0,0,0,0,0,0
AT1G42700,,0,0,0,0,0,0
AT1G42703,,0,0,0,0,0,0
AT1G42705,,0,0,0,0,0,0
AT1G42710,,0,0,0,0,0,0
AT1G42718,,0,0,0,0,0,0
AT1G42727,,0,0,0,0,0,0
AT1G42736,,0,0,0,0,0,0
AT1G42740,,0,0,0,0,0,0
AT1G42745,,0,0,0,0,0,0
AT1G42780,,0,0,0,0,0,0
AT1G42816,,0,0,0,0,0,0
AT1G42852,,0,0,0,0,0,0
AT1G42888,,0,0,0,0,0,0
AT1G42924,,0,0,0,0,0,0
AT1G42960,,1248,1469,3392,2811,2149,1913
AT1G42970,GAPB,3907,4667,11097,7433,5662,4981
AT1G42980,FH12,0,2,2,11,5,8
AT1G42990,BZIP60,134,185,420,562,389,426
AT1G43000,,2,0,4,0,3,0
AT1G43005,,0,0,0,0,0,0
AT1G43010,,3,3,0,1,1,0
AT1G43020,,10,8,10,6,4,2
AT1G43030,,0,0,0,0,0,0
AT1G43040,,0,1,1,0,0,2
AT1G43050,,0,0,0,0,0,0
AT1G43060,,1,2,0,5,0,1
AT1G43070,,0,0,0,0,0,0
AT1G43080,,0,0,0,0,0,0
AT1G43090,,0,0,0,0,0,0
AT1G43100,,0,0,0,0,0,0
AT1G43110,,0,0,0,0,0,0
AT1G43120,,0,0,0,0,0,0
AT1G43130,LCV2,258,302,654,649,463,444
AT1G43140,,0,1,0,0,0,0
AT1G43145,,0,0,0,0,0,0
AT1G43150,,0,0,0,0,0,0
AT1G43160,RAP2-6,68,112,209,1169,595,857
AT1G43170,ARP1,2700,3269,6260,4779,3026,3416
AT1G43171,,0,0,0,0,0,0
AT1G43180,,0,0,0,0,0,0
AT1G43190,PTB3,451,546,1214,907,692,662
AT1G43195,,0,0,0,0,0,0
AT1G43200,,0,0,0,0,0,0
AT1G43205,,0,0,0,0,0,0
AT1G43210,,0,0,0,0,0,0
AT1G43220,,0,0,0,0,0,0
AT1G43230,,0,0,0,0,0,0
AT1G43240,,0,0,0,0,0,0
AT1G43245,,43,52,123,89,70,84
AT1G43250,,1,0,0,0,1,2
AT1G43260,,0,0,0,0,0,0
AT1G43270,,0,0,0,0,1,0
AT1G43280,,0,0,0,0,0,0
AT1G43290,,0,0,0,0,0,0
AT1G43300,,0,0,0,0,0,0
AT1G43310,,0,0,3,1,0,0
AT1G43320,,0,0,0,0,0,0
AT1G43330,,0,0,0,0,0,0
AT1G43387,,0,0,0,0,0,0
AT1G43415,,0,0,0,0,0,0
AT1G43444,,0,0,0,0,0,0
AT1G43502,,0,0,0,0,0,0
AT1G43560,Aty2,253,220,718,436,327,280
AT1G43570,,0,0,0,0,0,0
AT1G43575,,0,0,0,0,0,0
AT1G43580,,239,313,631,435,307,340
AT1G43590,,3,2,16,16,11,6
AT1G43600,,0,0,0,0,0,0
AT1G43610,,0,0,0,0,0,0
AT1G43620,UGT80B1,111,113,244,269,219,195
AT1G43624,,0,0,0,0,0,0
AT1G43630,,0,0,0,0,0,0
AT1G43640,TULP5,1,2,6,2,7,2
AT1G43650,,40,53,105,165,131,113
AT1G43660,,0,0,0,0,0,0
AT1G43665,,0,0,0,0,0,0
AT1G43666,,0,0,0,0,0,0
AT1G43667,,0,0,0,0,0,0
AT1G43670,CYFBP,1361,1743,3858,2481,1801,1660
AT1G43675,,15,14,45,24,16,16
AT1G43680,,0,0,0,0,0,0
AT1G43690,,227,282,521,444,370,347
AT1G43700,VIP1,335,477,900,786,601,584
AT1G43710,SDC,329,361,697,618,456,492
AT1G43715,,0,0,0,0,0,0
AT1G43720,,0,0,0,0,0,0
AT1G43722,,0,0,0,0,0,0
AT1G43723,,0,0,0,0,0,0
AT1G43724,,0,0,0,0,0,0
AT1G43725,,0,0,0,0,0,0
AT1G43730,,0,0,0,0,0,0
AT1G43740,,0,0,0,0,0,0
AT1G43745,,0,0,0,0,0,0
AT1G43750,,0,0,0,0,0,0
AT1G43755,,0,0,0,0,0,0
AT1G43760,,0,0,0,0,0,0
AT1G43763,,0,0,0,0,0,0
AT1G43765,,4,5,7,11,7,11
AT1G43766,,0,0,0,0,0,0
AT1G43770,,19,30,81,70,48,45
AT1G43775,,0,0,0,0,0,0
AT1G43777,,0,0,0,0,0,0
AT1G43780,SCPL44,0,0,0,0,0,0
AT1G43781,,0,0,0,0,0,0
AT1G43785,,0,0,0,0,0,0
AT1G43790,TED6,41,47,83,187,133,31
AT1G43800,S-ACP-DES6,51,52,60,121,108,81
AT1G43810,,0,0,0,0,0,0
AT1G43820,,0,0,0,0,0,0
AT1G43830,,0,0,0,0,0,0
AT1G43835,,0,0,0,0,0,0
AT1G43840,,0,0,0,0,0,0
AT1G43845,,0,0,1,0,0,0
AT1G43850,SEU,342,527,954,832,638,706
AT1G43860,,101,117,180,154,125,126
AT1G43870,,0,0,0,0,0,0
AT1G43880,,1,0,0,0,0,0
AT1G43883,,0,0,0,0,0,0
AT1G43886,,38,38,76,83,64,88
AT1G43890,RABC1,364,407,760,892,643,589
AT1G43895,,0,0,0,0,0,0
AT1G43897,,0,0,0,0,0,0
AT1G43900,,185,284,496,454,375,402
AT1G43910,,75,92,110,214,138,127
AT1G43920,,0,0,0,0,0,0
AT1G43930,,0,0,0,0,0,0
AT1G43940,,0,0,0,0,0,0
AT1G43950,ARF23,0,0,0,0,0,0
AT1G43960,,0,0,0,0,0,0
AT1G43970,,0,0,0,0,0,0
AT1G43980,PCMP-E58,0,8,6,5,3,7
AT1G43990,,0,0,0,0,0,0
AT1G43995,,0,0,0,0,0,0
AT1G43997,,0,0,0,0,0,0
AT1G44000,SGRL,164,158,444,371,317,249
AT1G44010,,1,0,0,0,0,0
AT1G44020,,2,0,2,1,0,0
AT1G44030,,1,0,1,0,0,0
AT1G44040,,0,0,0,0,0,0
AT1G44045,,0,0,0,0,0,0
AT1G44050,,4,7,11,1,2,1
AT1G44060,,0,0,0,0,0,0
AT1G44070,,0,0,0,0,0,0
AT1G44075,,0,0,0,0,0,0
AT1G44080,,0,0,0,0,0,0
AT1G44085,,0,0,0,0,0,0
AT1G44090,GA20OX5,1,1,3,6,5,5
AT1G44094,,0,0,0,0,0,0
AT1G44100,AAP5,144,185,402,215,154,119
AT1G44110,CYCA1-1,31,36,69,52,42,41
AT1G44120,,4,14,14,10,5,14
AT1G44125,,3,5,16,8,15,8
AT1G44130,,6,6,14,6,9,13
AT1G44140,,0,0,1,0,0,0
AT1G44150,,0,1,1,1,1,0
AT1G44160,,22,36,35,67,42,49
AT1G44170,ALDH3H1,188,209,361,599,379,415
AT1G44180,,9,6,16,29,21,23
AT1G44191,,0,0,0,0,0,0
AT1G44224,,0,0,0,0,0,0
AT1G44286,,0,0,0,0,0,0
AT1G44318,HEMB2,0,0,0,0,0,0
AT1G44350,ILL6,88,88,236,179,127,148
AT1G44382,,0,0,0,0,0,0
AT1G44414,,3,3,6,10,6,1
AT1G44446,CAO,356,351,1023,1255,1060,819
AT1G44478,,0,0,0,0,0,0
AT1G44510,,0,0,0,0,0,0
AT1G44542,,1,1,2,1,3,1
AT1G44575,PSBS,2274,2287,6534,5251,4605,3611
AT1G44608,,19,26,82,76,41,54
AT1G44641,,0,0,0,0,0,0
AT1G44674,,0,0,0,0,0,0
AT1G44707,,0,0,0,0,0,0
AT1G44740,,12,17,32,21,12,12
AT1G44750,PUP11,141,194,388,350,309,312
AT1G44760,,128,166,336,387,235,311
AT1G44770,,229,259,729,686,491,435
AT1G44780,,49,61,120,72,68,70
AT1G44790,GGCT2;3,159,196,421,460,260,317
AT1G44800,,282,303,523,1138,769,758
AT1G44810,,192,262,446,353,282,320
AT1G44820,,194,220,566,442,370,368
AT1G44830,ERF014,12,12,19,33,20,18
AT1G44835,,135,160,321,235,170,148
AT1G44840,,0,0,0,0,2,0
AT1G44850,,0,0,0,0,0,0
AT1G44860,,0,0,0,0,0,0
AT1G44870,,0,0,0,0,0,0
AT1G44875,,1,0,0,0,0,0
AT1G44880,,0,0,0,0,0,0
AT1G44890,,9,15,47,22,21,15
AT1G44900,MCM2,69,85,143,94,76,79
AT1G44910,PRP40A,161,184,380,304,219,270
AT1G44920,,320,395,865,618,492,489
AT1G44935,,0,0,0,0,0,0
AT1G44940,,0,0,0,0,0,0
AT1G44941,,0,0,0,0,0,0
AT1G44960,,54,70,103,123,78,91
AT1G44970,PER9,23,55,37,17,9,24
AT1G44980,PME57,0,0,0,0,0,0
AT1G44990,,0,0,0,0,0,0
AT1G45000,RPT4B,403,485,1016,991,817,719
AT1G45010,,16,13,47,66,37,33
AT1G45015,,0,4,5,1,0,2
AT1G45020,,0,0,0,0,0,0
AT1G45030,,0,0,0,0,0,0
AT1G45035,,0,0,0,0,0,0
AT1G45040,,0,0,0,0,0,0
AT1G45050,UBC15,117,157,321,353,249,283
AT1G45063,,0,0,0,0,1,1
AT1G45070,,0,0,0,0,0,0
AT1G45080,,0,0,0,0,0,0
AT1G45090,,0,0,0,0,0,0
AT1G45100,,0,0,0,0,0,0
AT1G45110,,14,21,39,21,15,10
AT1G45120,,13,19,53,37,41,33
AT1G45130,BGAL5,153,142,333,277,263,222
AT1G45140,,0,0,0,0,0,0
AT1G45145,TRX5,180,306,651,1327,656,742
AT1G45150,,117,149,347,392,260,252
AT1G45160,,175,224,455,447,303,313
AT1G45163,,12,21,66,30,35,23
AT1G45165,,0,0,0,0,0,0
AT1G45170,OEP24A,79,106,205,148,120,137
AT1G45180,,61,82,175,135,99,101
AT1G45190,DD18,0,0,0,0,0,0
AT1G45191,BGLU1,13,19,39,34,20,26
AT1G45201,ATTLL1,255,302,613,825,772,843
AT1G45207,,62,69,178,116,97,86
AT1G45211,,0,0,0,0,0,0
AT1G45215,,0,0,0,0,0,0
AT1G45221,,0,0,0,0,0,0
AT1G45223,,0,0,0,0,0,0
AT1G45225,,0,0,0,0,0,0
AT1G45227,,0,0,0,0,0,0
AT1G45229,,23,28,43,48,38,44
AT1G45230,DCL,173,239,540,525,366,350
AT1G45231,,36,35,83,56,52,45
AT1G45233,THO5A,51,52,100,77,65,76
AT1G45234,,3,5,10,6,4,6
AT1G45236,,0,1,1,0,1,0
AT1G45238,,0,1,3,2,0,0
AT1G45240,,3,3,7,2,2,1
AT1G45242,,0,0,0,0,0,0
AT1G45243,,0,0,0,0,1,0
AT1G45244,,0,0,0,0,0,0
AT1G45246,,0,0,0,0,0,0
AT1G45248,,22,30,22,43,31,36
AT1G45249,ABF2,98,118,245,858,632,631
AT1G45256,,0,0,0,0,0,0
AT1G45332,MEFG1,144,253,446,223,210,165
AT1G45403,,0,0,0,0,0,0
AT1G45474,LHCA5,385,514,1219,1226,858,715
AT1G45545,,5,2,15,10,9,11
AT1G45616,AtRLP6,9,13,13,15,17,17
AT1G45688,,353,515,1107,967,749,679
AT1G45760,,0,0,0,0,0,0
AT1G45832,,0,0,0,0,0,0
AT1G45904,,0,0,0,0,0,0
AT1G45976,SBP1,240,291,591,692,435,511
AT1G46048,,0,0,0,0,0,0
AT1G46120,,1,1,1,0,0,0
AT1G46192,,0,0,0,0,0,0
AT1G46264,HSFB4,75,109,168,127,118,122
AT1G46336,,0,0,0,0,0,0
AT1G46408,AGL97,0,0,0,0,0,0
AT1G46480,WOX4,38,22,52,82,40,58
AT1G46552,,2,2,3,0,2,0
AT1G46554,,21,22,61,102,76,60
AT1G46624,,0,0,0,1,0,0
AT1G46696,,0,0,0,1,0,0
AT1G46768,RAP2-1,40,43,132,141,110,113
AT1G46840,,0,0,0,0,0,0
AT1G46912,,0,0,0,0,0,0
AT1G46984,,0,0,0,0,0,0
AT1G47056,VFB1,76,102,192,175,149,143
AT1G47128,RD21A,4015,4862,9909,16291,11680,10955
AT1G47200,WPP2,281,345,650,573,422,359
AT1G47210,CYCA3-2,72,67,118,96,75,72
AT1G47220,CYCA3-3,0,0,0,0,0,0
AT1G47230,CYCA3-4,36,36,96,57,51,47
AT1G47240,NRAMP2,63,78,163,140,114,113
AT1G47250,PAF2,123,144,295,266,202,215
AT1G47260,GAMMACA2,486,596,1133,1029,688,791
AT1G47265,,0,0,0,0,0,0
AT1G47270,TULP6,160,213,460,523,396,392
AT1G47271,,16,15,29,18,16,8
AT1G47278,,162,198,345,223,212,182
AT1G47280,,0,0,0,1,0,0
AT1G47290,3BETAHSD/D1,91,104,217,119,94,97
AT1G47300,,0,0,0,0,1,0
AT1G47310,,133,179,366,292,249,235
AT1G47317,,0,0,0,0,0,0
AT1G47320,,0,0,0,0,0,0
AT1G47330,CBSDUF7,174,183,345,399,267,261
AT1G47340,,24,36,58,41,29,40
AT1G47350,,0,0,0,1,0,0
AT1G47360,,0,0,0,0,0,0
AT1G47370,,1,0,0,1,0,1
AT1G47380,,94,101,209,173,112,141
AT1G47389,,0,0,0,0,0,0
AT1G47390,,0,0,0,0,0,0
AT1G47395,,2,0,3,4,17,13
AT1G47400,,0,1,1,4,4,4
AT1G47405,,0,0,0,0,0,0
AT1G47410,,40,45,85,78,67,42
AT1G47420,SDH5,822,1051,1907,1777,1369,1366
AT1G47430,,0,0,0,0,0,0
AT1G47435,,0,0,0,0,0,0
AT1G47440,,2,5,12,7,2,4
AT1G47450,,0,0,0,0,0,0
AT1G47460,,0,0,0,0,0,0
AT1G47465,,0,0,0,0,0,0
AT1G47470,,0,0,0,0,0,0
AT1G47480,CXE2,38,51,93,85,47,75
AT1G47485,CEP1,0,0,0,0,0,0
AT1G47490,RBP47C,264,317,649,517,390,392
AT1G47495,,0,0,0,0,0,0
AT1G47497,,0,0,0,1,0,0
AT1G47500,RBP47C',154,223,358,227,164,163
AT1G47510,IP5P11,6,4,41,162,81,92
AT1G47520,,36,53,164,114,95,72
AT1G47530,DTX33,199,241,470,486,344,327
AT1G47540,,0,0,0,0,0,0
AT1G47550,SEC3A,346,369,895,790,665,656
AT1G47560,SEC3B,6,13,20,25,29,18
AT1G47565,,17,16,35,55,50,52
AT1G47570,,76,103,192,132,144,117
AT1G47578,,0,3,12,6,4,5
AT1G47580,DYW1,69,109,257,156,102,81
AT1G47590,,5,5,10,5,3,2
AT1G47595,,0,0,0,0,0,0
AT1G47600,TGG4,46,79,67,15,11,13
AT1G47603,ATPUP19,0,0,0,0,0,0
AT1G47606,,0,0,0,0,0,0
AT1G47610,,0,0,1,0,0,1
AT1G47620,CYP96A8,1,3,4,1,0,0
AT1G47625,,0,0,0,0,0,0
AT1G47630,,3,1,4,0,2,0
AT1G47640,,266,271,554,479,345,342
AT1G47650,,0,0,0,0,0,0
AT1G47655,DOF1.6,30,28,87,49,37,41
AT1G47660,,0,0,0,0,0,0
AT1G47670,AATL1,102,97,204,117,86,107
AT1G47680,,0,0,0,0,0,0
AT1G47690,,0,0,0,0,0,0
AT1G47700,,0,0,0,0,0,0
AT1G47705,,0,0,0,0,0,0
AT1G47710,,143,159,356,329,294,258
AT1G47720,OSB1,33,52,78,41,34,33
AT1G47730,,0,0,0,0,0,0
AT1G47740,,299,375,791,581,396,501
AT1G47750,PEX11A,65,83,155,195,157,148
AT1G47760,AGL102,8,7,13,16,9,10
AT1G47765,,0,0,0,0,0,0
AT1G47770,,0,1,0,0,0,0
AT1G47780,,0,0,0,0,0,0
AT1G47783,,0,0,0,0,0,0
AT1G47786,,0,0,0,0,0,0
AT1G47790,,0,0,0,0,0,0
AT1G47800,,0,0,0,0,0,0
AT1G47810,,0,0,0,0,0,0
AT1G47813,,0,0,0,0,0,0
AT1G47816,,0,0,0,0,0,0
AT1G47820,,26,35,61,58,40,41
AT1G47830,AP17,136,181,369,324,243,194
AT1G47840,HXK3,54,72,77,23,8,9
AT1G47860,,110,129,210,145,114,109
AT1G47870,E2FC,45,53,112,74,75,83
AT1G47880,,0,0,0,0,0,0
AT1G47885,,0,0,0,0,0,0
AT1G47890,AtRLP7,1,0,3,2,0,1
AT1G47900,FPP6,127,160,269,236,167,196
AT1G47910,,0,0,0,0,0,0
AT1G47915,,0,0,0,0,0,0
AT1G47920,,0,0,1,0,0,0
AT1G47930,,1,0,3,0,3,0
AT1G47940,,0,0,0,0,0,0
AT1G47946,,0,0,0,0,0,0
AT1G47950,,0,0,1,5,5,4
AT1G47960,C/VIF1,112,116,291,1514,995,959
AT1G47970,,647,849,1635,1473,1031,1036
AT1G47980,,1,1,0,6,4,9
AT1G47990,GA2OX4,9,4,16,31,31,46
AT1G48000,MYB112,16,22,44,305,171,217
AT1G48010,,0,0,0,0,0,0
AT1G48020,PMEI1,1,1,1,2,1,0
AT1G48030,LPD1,1142,1401,3241,2745,2178,1916
AT1G48040,,37,39,89,78,53,68
AT1G48050,KU80,104,146,232,240,190,194
AT1G48060,,1,4,0,1,2,1
AT1G48070,,0,0,0,1,0,0
AT1G48080,,0,0,0,0,0,0
AT1G48090,,208,253,531,493,443,515
AT1G48095,,0,0,0,0,0,0
AT1G48100,,4,7,14,38,37,13
AT1G48110,ECT7,168,238,513,438,305,345
AT1G48120,MAIL3,34,30,66,65,70,51
AT1G48130,PER1,0,3,8,7,3,9
AT1G48140,DPMS3,87,87,213,160,131,126
AT1G48145,,0,0,0,0,0,0
AT1G48150,,0,0,0,0,0,0
AT1G48160,SRP19,335,384,804,652,496,561
AT1G48170,,45,78,197,119,97,107
AT1G48175,emb2191,85,94,189,162,145,167
AT1G48180,,0,0,1,0,0,0
AT1G48190,,0,0,0,0,0,0
AT1G48195,,0,0,1,1,1,1
AT1G48200,,56,66,160,131,93,81
AT1G48210,,308,347,786,851,573,561
AT1G48220,,0,0,0,0,0,0
AT1G48230,,255,296,620,487,344,405
AT1G48240,NPSN12,139,132,340,251,186,194
AT1G48250,,0,0,0,0,0,0
AT1G48260,CIPK17,28,32,68,187,105,110
AT1G48267,MIR161,0,0,0,0,0,0
AT1G48268,,1,0,0,2,0,0
AT1G48270,GCR1,32,47,95,78,62,77
AT1G48280,,44,63,104,95,58,57
AT1G48290,,0,0,0,0,0,0
AT1G48300,,795,924,2024,2996,2229,2326
AT1G48310,CHR18,46,33,88,71,64,59
AT1G48315,,10,7,31,32,19,30
AT1G48320,DHNAT1,71,70,130,559,307,258
AT1G48325,,4,18,13,33,20,15
AT1G48330,,53,52,132,94,86,104
AT1G48340,,0,0,0,0,0,0
AT1G48350,RPL18,1241,1570,3680,2514,1769,1815
AT1G48360,FAN1,41,36,66,76,57,61
AT1G48370,YSL8,31,36,55,100,60,62
AT1G48380,RHL1,43,73,122,126,73,98
AT1G48390,,5,3,17,16,12,14
AT1G48400,,1,2,3,1,0,3
AT1G48405,,0,0,0,1,0,0
AT1G48410,AGO1,814,962,1911,1833,1370,1553
AT1G48420,DCD,406,459,995,969,778,797
AT1G48422,,0,0,0,0,0,0
AT1G48430,,426,541,1002,805,587,674
