#organism part,whole organism,,,,,,,
#developmental stage,seeding,,,,,,,
#ecotype,columbia,,,,,,,
#compound,,,none,1 micromolar brassinolide,1 micromolar brassinolide,1 micromolar brassinolide,none,none
Gene ID,Gene Name,DesignElementAccession,GSM520749,GSM520758,GSM520757,GSM520756,GSM520750,GSM520748
AT1G02810,PME7,262105_at,5.498448572,5.594287774,5.175099985,5.549066193,7.121437573,5.53810229
AT1G02813,,262115_at,3.478784874,3.575638136,3.583898122,3.373378442,3.461544784,3.353972067
AT1G02816,,262116_at,8.692330329,8.841866605,8.578649787,8.725958363,8.308077699,8.416377708
AT1G02820,LEA2,262113_at,6.791085153,7.54484375,7.227717215,7.26247099,7.334845717,6.839006218
AT1G02830,RPL22A,262132_at,3.497523162,3.723465946,3.709308207,3.517091874,3.700969209,3.588522839
AT1G02840,SR34,262110_at,9.863917206,9.460048004,9.671662878,9.245647345,9.278841683,9.566382417
AT1G02850,BGLU11,262118_at,9.29715406,9.421862454,9.714880831,9.540875022,8.818382121,9.450513873
AT1G02860,BAH1,262114_at,8.830010348,8.886037365,8.938782502,9.019644418,8.699186724,8.949481466
AT1G02870,,262112_at,8.297821544,8.386605438,8.485342291,8.528788209,7.814359451,8.138273794
AT1G02890,,262130_at,8.3683013,8.12298979,8.464894979,8.356811795,8.862988957,8.575473034
AT1G02900,RALF1,262131_at,8.233423023,8.55972436,8.195443558,8.525053201,9.805289348,8.663354573
AT1G02910,LPA1,262104_at,8.205246365,8.132274189,8.21443319,8.137992234,8.611852611,8.14434884
AT1G02940,ATGSTF5,262103_at,3.622172196,3.688767943,3.624906521,3.946086699,5.465019661,3.874720298
AT1G02950,ATGSTF4,262120_at,4.532806959,4.694129237,4.557872933,4.834114138,5.307067695,4.780433348
AT1G02960,,262111_at,8.056079121,7.536235541,8.231572621,7.671202904,7.567362792,7.845687098
AT1G02970,WEE1,262106_at,4.176524465,4.336742783,4.07270902,4.164297879,4.162043218,4.266552102
AT1G02980,CUL2,262102_at,3.224333605,3.332051079,3.226351988,3.085451046,3.31335635,3.249245017
AT1G03000,PEX6,263170_at,7.604614293,7.476913392,7.595515251,7.397830551,7.055325798,7.392828765
AT1G03010,,263169_at,3.98953864,3.976873187,4.23391475,4.291257477,3.626812624,4.135673886
AT1G03020,GRXS1,263168_at,3.431115925,3.284258223,3.476150179,3.167158316,3.266576193,3.211385517
AT1G03030,,263167_at,8.336083539,8.323936298,8.212657695,8.400654313,8.313461128,8.355375334
AT1G03040,,263117_at,8.345221925,8.55762058,8.486554565,8.625529045,8.13706452,8.342439417
AT1G03050,,263166_at,3.412969616,3.190105643,3.221574403,3.074429706,3.647965219,3.438748675
AT1G03055,D27,263115_at,4.509869663,4.53802412,4.393836137,4.315341292,4.384956089,4.26204398
AT1G03060,SPI,263165_at,6.897745788,6.201351266,6.862222189,6.664893305,7.955432065,7.19479579
AT1G03070,,263164_at,5.881676421,6.845726541,6.835483619,6.498740426,6.112886015,5.293687983
AT1G03080,NET1D,263112_at,7.016680321,5.84672969,7.340573735,6.4754896,7.653545959,7.055620772
AT1G03090,MCCA,263118_at,11.70702144,11.17594137,11.685053,10.97064022,11.8293892,11.50981687
AT1G03100,,263143_at,4.058378172,3.97391609,3.945305549,3.923549331,3.900776084,3.994246795
AT1G03110,TRM82,263119_at,6.789246181,6.830020877,6.706709254,6.734471307,6.479942934,6.560728614
