#age,6 (day),,,,,,,
#development stage,seedling,,,,,,,
#ecotype,Col-0,,,,,,,
#compound,,,1 micromolar indole-3-acetic acid,1 micromolar indole-3-acetic acid,none,1 micromolar indole-3-acetic acid,none,none
Gene ID,Gene Name,DesignElementAccession,Hybridization6,Hybridization4,Hybridization2,Hybridization5,Hybridization3,Hybridization1
AT1G73710,,260062_at,7.286020727,7.418712697,7.625035006,7.617323225,7.450902549,7.358971483
AT1G73720,SMU1,260063_at,8.516174749,8.667397787,8.597032716,8.597787554,8.554317164,8.877559917
AT1G73730,EIL3,260064_at,7.871482312,7.82732443,8.068174063,8.245712203,7.989739301,8.338529806
AT1G73740,,260047_at,8.176086485,8.133168839,8.082267209,8.303800114,7.929530104,8.105548672
AT1G73750,,260048_at,7.561924189,7.993601883,7.674686766,7.767679929,7.709877807,7.780524488
AT1G73760,,260065_at,8.05144543,8.03560142,7.813708821,7.966933104,7.460042857,8.053496448
AT1G73780,,260067_at,3.451148528,3.565669939,3.42298381,3.680331967,3.46574796,3.435588945
AT1G73790,GIP2,260078_at,8.193170662,7.873483588,7.751732221,7.966080957,7.782177656,7.560947209
AT1G73805,SARD1,260046_at,6.865693894,7.111696078,7.599948559,7.032339594,7.140089533,7.512272214
AT1G73805,SARD1,260068_at,5.245357064,5.437430315,6.038283225,5.319354251,5.549888339,5.158128292
AT1G73820,,260069_at,8.163694382,8.356433969,8.218838068,8.27972467,8.208945314,7.606560001
AT1G73830,BEE3,260070_at,9.016998652,9.002482504,8.764913306,8.897050956,9.033413203,8.740244513
AT1G73840,ESP1,260071_at,8.950823665,9.213549055,9.038450322,9.183835127,9.119087671,9.454410567
AT1G73850,,260382_at,5.538585832,5.747514444,5.836182665,5.709574251,5.840731029,5.505328657
AT1G73860,KIN14P,260381_at,4.166176767,4.2007023,4.286278135,4.168205727,4.105162977,4.205764939
AT1G73870,COL7,260380_at,5.300015842,5.402908851,5.133252726,5.218180632,5.263994624,5.634427316
AT1G73880,UGT89B1,260379_at,9.044798119,9.315076171,9.145700122,9.245507966,8.847008286,9.249593425
AT1G73910,ATARP4A,260378_at,4.220901945,4.270442075,4.567225039,4.277365556,4.246908915,4.381479339
AT1G73920,,260393_at,10.67308458,10.57285423,10.51541541,10.7066882,10.57065935,10.62112753
AT1G73930,,260377_at,8.015437832,8.064086566,8.102291502,8.006607025,7.825502765,8.178284174
AT1G73940,,260390_at,8.909388786,8.891230872,8.938521556,8.996846523,9.055797875,8.878177164
AT1G73950,,260375_at,7.753645549,8.03341985,7.890981482,7.84098779,8.037261412,7.921768591
AT1G73960,TAF2,260374_at,8.906811295,9.022942603,8.860737587,8.845257167,8.950524673,9.014753012
AT1G73970,,260373_at,7.535380962,7.637887609,7.747382266,7.844087264,7.651681782,7.852249153
AT1G73980,,260372_at,9.419284464,9.352372172,9.309391257,9.345195825,9.476557844,9.731947589
AT1G73990,SPPA,260336_at,8.632751311,8.997429169,8.79114957,8.856589612,8.817413586,8.695881015
AT1G74000,SSL11,260335_at,5.59855147,5.382770548,5.491150717,5.413042036,5.389657398,5.540432867
AT1G74010,,260386_at,5.938496895,5.765478423,5.987462242,5.781088361,5.907117324,6.076735355
AT1G74020,SSL12,260391_at,9.35101289,9.422886886,9.27616586,9.596958172,9.18941226,9.640222471
AT1G74030,ENO1,260392_at,8.157796587,8.214253092,8.119073696,8.35858536,8.038377655,8.144040341
AT1G74040,IPMS2,260384_at,7.754121308,7.883878544,8.028550837,7.973652554,8.003402815,8.127313902
AT1G74055,,260389_at,6.026695667,6.745611756,6.159197684,6.667838961,5.790700157,5.964143441
AT1G74070,CYP26-2,260388_at,5.732031302,6.311588718,6.097029682,6.199027722,6.000014413,5.989362703
AT1G74080,MYB122,260394_at,6.039357901,6.133222631,7.093374387,6.299455881,6.637112419,6.506900901
AT1G74090,SOT18,260385_at,8.234004806,8.474174898,9.000622363,8.434622624,8.805449818,9.158977877
AT1G74100,SOT16,260387_at,8.701452619,8.933952344,9.390354259,9.236616019,9.244549446,9.274062585
AT1G74110,CYP78A10,260376_at,4.222208601,4.554539267,4.311767074,4.366900916,4.170313053,4.089817105
AT1G74120,MTERF15,259906_at,7.055495069,7.273968865,7.110819454,7.109093041,7.130441015,6.988142635
AT1G74150,,259904_at,5.391364649,5.676010673,5.52820398,5.737776534,5.377454651,5.44049724
AT1G74160,,259903_at,7.515475104,7.591736183,7.446472783,7.692713515,7.487962296,7.685289028
AT1G74170,AtRLP13,259902_at,6.984067161,6.932689809,7.054010944,7.125199027,7.174325867,7.487160809
AT1G74180,AtRLP14,259901_at,5.963054599,5.943832795,5.810104039,5.883310211,5.783212794,5.85511213
AT1G74190,AtRLP15,260253_at,3.824699725,3.770685505,3.695587685,3.697004359,3.786213443,3.786323723
AT1G74200,AtRLP16,260247_at,5.152306238,5.059503275,5.018331363,4.762995107,4.970851412,5.085871341
AT1G74210,GDPD5,260254_at,8.560253504,8.799164835,8.545725515,8.757053796,8.570256195,8.822404063
AT1G74220,,260246_at,4.748607795,4.48812157,4.592784722,4.688886224,4.720391977,4.633010334
AT1G74230,RBG5,260245_at,9.545242201,9.868005814,9.616697153,9.844434514,9.792107382,9.695905529
AT1G74240,,260252_at,7.150914067,7.455822905,7.194858539,7.265181699,6.727537772,6.804728162
AT1G74250,JJJ1,260251_at,8.292071648,8.399632392,8.032042381,8.369991134,8.158920744,8.449407839
AT1G74260,PUR4,260250_at,10.08357831,9.957201229,9.98095952,10.23641105,10.02963872,10.20016563
AT1G74270,RPL35AC,260258_at,10.58555174,10.49184425,10.57981345,10.47219731,10.70994545,10.1651143
AT1G74300,,260259_at,6.660704471,6.877249663,6.475133086,6.716833543,6.501235049,6.563086838
AT1G74310,CLPB1,260248_at,7.594919997,7.377851363,7.905020474,7.675974601,7.445244654,7.315338976
AT1G74320,,260244_at,8.272105226,8.478258056,8.192908882,8.248268927,8.270397893,8.390210894
AT1G74330,,260255_at,5.71716504,5.515469938,5.824319661,5.635600229,5.666212013,5.745373383
AT1G74340,DPMS2,260257_at,8.655794484,8.791021547,8.759290834,8.836751681,8.695764684,9.018341802
AT1G74350,,260256_at,4.881219826,4.917365201,4.751903974,4.881704557,4.218222527,4.522459065
AT1G74360,,260239_at,4.809205721,5.240190575,6.667905853,5.801255973,5.9100539,5.719910461
AT1G74370,,260229_at,8.683069058,8.911204938,8.986312462,8.8740729,8.896293809,9.052215453
AT1G74380,XXT5,260222_at,9.772628923,9.781407726,9.64510541,9.819557153,9.515389232,9.455643577
AT1G74390,NEN3,260223_at,6.201481596,6.36624334,6.422267047,6.642441932,6.347997292,6.325531275
AT1G74400,PCMP-E68,260224_at,4.867019663,4.523516405,4.477481721,4.590003902,4.617466084,4.465764944
AT1G74410,ATL24,260231_at,8.416437782,8.472758058,8.54643364,8.46838917,8.366431481,8.503601006
AT1G74420,FUT3,260210_at,5.612906708,5.482529944,5.438793901,5.371920922,5.208173166,5.373490808
AT1G74430,MYB95,260237_at,4.696474041,4.638919955,4.764979946,4.775779261,4.429934577,4.955198442
AT1G74440,,260211_at,7.563402125,7.777419038,7.039743791,7.5904126,7.136016396,7.275104068
AT1G74450,,260227_at,8.637636484,8.461326268,8.6408929,8.475398388,8.6107358,8.048107628
AT1G74460,,260234_at,6.18773605,6.183614349,7.073615404,6.748385037,6.596775498,6.835084121
AT1G74470,CHLP,260236_at,11.81926837,12.21211834,12.05528956,12.0655925,12.03702661,11.95693686
AT1G74480,RKD2,260212_at,4.333085452,4.102144388,3.969093895,4.063487287,4.348040917,4.066730732
AT1G74490,,260213_at,6.397409846,6.34973166,6.629964597,6.357649934,6.595043098,6.258093613
AT1G74500,PRE3,260230_at,5.258372922,5.324066351,5.410067303,5.222652821,5.191170192,5.041173337
AT1G74510,,260214_at,7.688400447,7.761957091,7.901776714,7.810342306,7.827645445,7.198271527
AT1G74520,HVA22A,260238_at,10.16962047,10.30274347,10.33601257,10.05480621,10.31396568,10.00481475
AT1G74530,,260215_at,7.853975256,7.9010244,7.694672758,8.021293622,7.976317018,8.02849692
AT1G74540,CYP98A8,260228_at,5.236164438,5.125186918,4.787538172,4.760132979,4.860665512,4.811442515
AT1G74550,CYP98A9,260233_at,5.181841001,5.063452382,5.207226068,5.035491724,5.007636046,5.238478077
AT1G74560,NRP1,260235_at,9.515026315,9.458671824,9.394715687,9.52198162,9.410284146,9.007674729
AT1G74580,,260216_at,5.097922489,5.204660252,5.466875277,5.416598538,5.343463199,5.25813165
AT1G74590,GSTU10,260225_at,7.28397472,7.296133763,9.128947302,8.315131038,8.739545583,8.135404541
AT1G74600,PCMP-E69,260217_at,5.25289494,4.944873523,5.190736296,5.110710294,4.75090767,5.139237141
AT1G74620,,260218_at,4.021295154,4.109201304,4.035889127,3.958082526,4.378033387,3.994274765
AT1G74630,,260219_at,4.144317641,4.088200407,4.052981495,4.037535063,3.970931454,4.022560932
AT1G74640,,260232_at,8.414286955,8.223234227,8.38293964,8.60128653,8.396536633,8.526535498
AT1G74650,ATY13,260220_at,7.685596182,8.333713733,7.166107161,7.879782693,7.738304503,6.960445215
AT1G74660,MIF1,260226_at,9.130503375,9.406958036,7.857775525,9.317485755,8.12714695,7.679453491
AT1G74670,GASA6,260221_at,8.660842979,8.699147635,7.559705131,8.574218722,7.734119842,7.347179692
AT1G74680,,262223_at,9.24982486,9.08405683,9.053560549,9.107100996,9.031951004,9.240435278
AT1G74690,IQD31,262210_at,8.802733478,8.904827627,8.658477807,8.728762488,8.754348675,8.851424435
AT1G74700,TRZ1,262222_at,7.064037189,7.123360637,7.336470067,7.012206341,7.267216567,6.87649689
AT1G74710,EDS16,262177_at,8.008303585,7.81349276,8.952221219,8.073267025,8.508050443,8.432653413
AT1G74720,QKY,262209_at,8.065817489,8.477474633,8.254894774,8.537592531,8.094321129,8.229729641
AT1G74730,,262168_at,8.753801989,8.860322328,8.937065277,8.858802635,8.873600879,9.039755361
AT1G74740,CPK30,262220_at,7.11350241,6.908175007,7.414074322,6.917319816,7.301856749,7.235745569
AT1G74750,,262219_at,6.137914366,6.551602401,6.502305514,6.753653858,6.573842395,6.240848187
AT1G74770,,262217_at,4.142545498,4.160578435,4.037839804,4.236790776,4.145453329,4.192660431
AT1G74770,,262218_at,7.729427477,7.293788418,7.26984069,7.435664493,7.304504141,7.398693355
AT1G74780,,262216_at,8.606587926,8.553966784,8.411712473,8.979634141,8.623547419,8.746179026
AT1G74790,HIPL1,262215_at,11.06114058,10.90009738,10.98889867,10.9323089,10.99915179,11.09273243
AT1G74800,GALT5,262208_at,6.879941979,6.809337447,7.279259894,7.0714202,6.893600398,7.152362323
AT1G74810,BOR5,259953_at,4.705606672,4.984932323,4.735148773,4.64152058,4.818127112,4.952876868
AT1G74820,,262214_at,4.389692171,4.729234869,4.346184623,4.398228369,4.430275204,4.63072918
AT1G74840,,262166_at,10.87069322,10.70621511,11.02934596,10.6468838,11.06410182,11.17698471
AT1G74850,PTAC2,262207_at,8.61555329,8.877098493,9.007683248,9.100335,8.979032175,9.049076378
AT1G74860,,262169_at,7.981205533,7.627420725,8.105345525,7.824597923,8.1567408,7.961293806
AT1G74870,,262213_at,5.730368725,5.725153438,5.605544764,5.804250043,5.609553792,5.695748878
AT1G74880,ndhO,262175_at,9.059703046,9.581380742,9.519315591,9.478487689,9.576781715,9.301286625
AT1G74890,ARR15,262212_at,4.216478469,4.373662456,4.331409238,4.225792218,4.357700567,4.500099813
AT1G74900,OTP43,262224_at,5.464567888,5.476655925,5.567447793,5.891276133,5.726967913,5.543400347
AT1G74910,,262174_at,11.09396689,11.4556816,11.3826653,11.30474578,11.46807811,11.51759446
AT1G74920,ALDH10A8,262173_at,12.29090697,12.52127352,12.43497525,12.36395678,12.43457286,12.36344145
AT1G74930,ERF018,262211_at,4.959595254,4.982637986,5.041152445,4.913076527,5.005840006,4.992683324
AT1G74940,,262170_at,8.097355874,8.263889905,8.860448063,8.136274804,8.705274765,8.733100411
AT1G74950,TIFY10B,262171_at,8.918068695,9.220095645,9.287838962,9.269389881,9.43825428,9.462179357
AT1G74960,KAS2,262176_at,10.30681428,10.45437004,10.45723132,10.48478725,10.46410906,10.50306802
AT1G74970,RPS9,262172_at,10.64325387,10.83005205,10.73361921,10.72523504,10.72222059,10.80496199
AT1G74990,,262167_at,5.46640712,5.174669364,4.83453516,5.062046318,4.956069262,5.26752937
AT1G75010,ARC3,262221_at,6.552338117,6.837469187,6.784720374,6.757391306,6.627289393,6.565384627
AT1G75020,LPAT4,262165_at,8.674350854,8.42202828,8.803907551,8.656644405,8.751087021,8.72566443
AT1G75030,ATLP-3,259987_at,5.273540493,5.303253634,5.111486213,5.377384644,5.083432218,5.343584339
AT1G75040,PR5,259925_at,4.480057641,4.553429425,4.473517634,4.281308427,4.463221115,4.50398781
AT1G75050,,259986_at,4.118206743,4.220011328,4.217498095,4.21256938,4.215835961,4.114985937
AT1G75090,,259926_at,6.17611423,6.561407614,5.536012455,6.289773034,6.05470088,5.953750689
AT1G75100,JAC1,259927_at,7.544596172,7.477729184,7.711861071,7.694319705,7.720363866,7.92148982
AT1G75110,RRA2,259956_at,4.872524295,5.208924562,5.331358272,5.110696939,4.752208661,5.406536941
AT1G75130,CYP721A1,259954_at,9.178355207,9.041999809,9.145646367,9.159429321,9.097716199,9.349104248
AT1G75140,,256508_at,7.623676352,7.046095347,7.760937867,7.081989849,7.810378355,8.076334437
AT1G75150,,256507_at,4.105312013,4.203748705,3.845197376,3.649720928,3.889878072,3.973846662
AT1G75160,,256506_at,4.24601188,4.304982383,4.189460736,4.24859396,4.228891823,4.610508683
AT1G75170,,256451_s_at,8.697054258,8.446155999,8.44590451,8.592121867,8.634748818,8.494672567
AT1G75180,,256456_at,10.02424188,9.958630376,10.17844716,9.976367337,10.01568294,9.787098712
AT1G75190,,256455_at,7.777701375,7.981038742,8.15766601,7.599713076,7.786811372,7.650269848
AT1G75200,TYW1,256505_at,8.910833366,8.812192197,8.71604473,8.970327985,8.591718089,8.80312518
AT1G75210,,256504_at,7.957553483,8.029609617,8.229939133,8.236952994,8.149600646,8.209983839
AT1G75220,,256458_at,11.39004563,11.41899685,11.48180308,11.32332231,11.27945316,11.35915475
AT1G75230,,256457_at,8.508360834,8.432676294,8.595810237,8.568490035,8.55712614,8.922274898
AT1G75240,ZHD5,256452_at,9.922831003,9.966272203,9.960302351,9.881502224,9.994745376,10.23194473
AT1G75250,ATRL6,256503_at,4.24579879,4.642273407,4.263685339,4.342375637,4.41413718,4.531672588
AT1G75270,DHAR2,256453_at,8.938751926,8.486128444,8.725733342,8.973841079,8.679344622,8.835599923
AT1G75280,,256454_at,7.792102843,7.945399945,7.870699104,7.93525829,7.733083403,8.066263993
AT1G75290,,256450_at,4.01864746,4.080070835,4.016564333,4.151604667,4.11195832,4.251888323
AT1G75300,,256509_at,5.205379788,5.39818173,5.276343142,5.241722518,5.35046893,5.496248926
AT1G75310,AUL1,261117_at,8.5876558,8.384412364,8.61151941,8.678545515,8.735914135,8.963970642
AT1G75330,OTC,261122_at,10.51837929,10.50352808,10.49961162,10.48280152,10.60196295,10.81766918
AT1G75340,CG1,261121_at,7.391410782,7.531324969,7.369782631,7.483429092,7.425105443,7.725449066
AT1G75350,RPL31,261119_at,10.89780751,11.02917717,10.85793248,10.9421263,11.00325542,10.38233812
AT1G75360,,261115_at,4.839647955,4.788899885,4.942329561,4.987334047,4.832738388,4.759195096
AT1G75370,,261116_at,8.770836609,8.500984775,8.809142014,8.783746745,8.745463251,8.736348085
AT1G75390,BZIP44,261114_at,9.381971937,9.465481878,9.51345141,9.24579054,9.460246926,9.105873034
AT1G75400,,261113_at,8.858615741,8.739627428,8.911101469,8.884305773,8.865256659,8.988223334
AT1G75410,BLH3,261120_at,9.092458963,8.747609154,8.825277957,8.876743651,8.933665949,9.163532629
AT1G75420,,261112_at,7.949532685,8.035705531,7.990007147,7.938820413,7.78705819,7.56706858
AT1G75430,BLH11,261111_at,4.579658246,4.84428208,5.168837473,5.010184491,4.907613939,5.069469832
AT1G75440,UBC16,261110_at,9.256913177,9.178426434,9.504918422,9.276997214,9.514081309,9.312849917
AT1G75450,CKX5,261109_at,7.373586392,7.427158899,7.470033252,7.515450572,7.437142636,7.697911518
AT1G75460,,261118_at,8.209230334,7.896077631,8.150750215,8.331265497,8.027560903,8.466161764
AT1G75470,PUP15,257461_at,5.366981818,5.628841152,5.374215002,5.344257871,5.241927517,5.534512182
AT1G75490,DREB2D,262977_at,9.205842381,9.364998279,8.374949229,9.060857986,8.531053174,8.927671138
AT1G75500,WAT1,262951_at,11.25068585,11.53512394,10.49665136,11.61996333,10.38769899,10.7028887
AT1G75510,,262950_at,8.758410464,8.81606082,8.650930213,8.893415538,8.722424065,8.570002385
AT1G75520,SRS5,262976_at,6.325052028,6.123525289,6.271025609,6.130327121,6.086181153,6.094912727
AT1G75540,BBX21,262975_at,11.06953094,11.10032966,11.23743168,11.2288198,11.29487698,11.59929321
AT1G75550,,262974_at,5.066143599,4.755855029,4.930305031,5.170299911,4.635617975,5.005178839
AT1G75560,,262948_at,9.374810926,9.17271951,9.377659201,9.168704519,9.389920216,9.016603843
AT1G75580,,257460_at,6.517549228,6.543433345,6.059753304,6.106382664,6.138072663,6.130863887
AT1G75590,,262981_at,6.217465393,6.617872536,5.675084187,6.623088217,5.793086823,6.011999833
AT1G75600,,262973_at,3.351691383,3.385162954,3.264340194,3.426323522,3.435588945,3.32232924
AT1G75620,,262972_at,4.818003837,5.076611262,4.858049108,4.875432574,4.798111151,4.81318551
AT1G75640,,262971_at,7.60028298,7.074878482,5.492141028,7.697443219,5.553112774,5.68729543
AT1G75660,XRN3,262923_at,9.961145863,10.00776215,10.13031861,10.03451826,10.15114615,10.15432348
AT1G75670,,262953_at,8.4088736,8.762782543,8.270065546,8.637915483,8.504663685,7.802813006
AT1G75680,AtGH9B7,262980_at,10.35784626,10.20052287,10.23695357,10.31725167,10.26420146,10.54982485
AT1G75690,LQY1,262970_at,7.810038933,8.042306588,8.25019972,8.191445998,8.241211423,8.404117831
AT1G75710,,262969_at,7.623801858,7.894658342,7.513888212,7.704777357,7.649824022,7.766747171
AT1G75720,,262968_at,4.494246162,4.616277026,4.815196155,4.693709759,4.349391502,4.571036337
AT1G75730,,262967_at,8.414381702,8.757737491,8.595801666,8.413217803,8.675153727,8.812369533
AT1G75750,GASA1,262947_at,14.55326756,14.28785561,14.41791926,14.37787243,14.4538344,14.1687769
AT1G75760,,262966_at,9.540743557,9.847509112,9.923407424,9.704556604,9.89099285,9.812812512
AT1G75770,,262952_at,7.840690715,7.715153244,7.681315021,7.358168465,7.841827234,7.330385685
AT1G75780,TUBB1,262978_at,7.43952997,7.56469411,7.47952737,7.557497101,7.540829796,7.818088832
AT1G75790,sks18,262949_at,3.94783439,4.040714081,3.779171623,3.988105454,4.059862768,3.993210944
AT1G75800,,262727_at,11.78801341,12.00957818,11.92804253,11.8287158,11.86838196,11.95910727
AT1G75810,,262678_at,8.795454819,8.781599443,8.736019497,8.71989078,8.791957332,8.010878149
AT1G75820,CLV1,262728_at,10.77218127,10.85772194,10.90358228,10.92777725,10.8594609,10.77243493
AT1G75830,PDF1.1,262679_at,4.129730162,4.247081341,4.407796265,4.378861714,4.225879187,4.534305508
AT1G75840,ARAC5,262729_at,9.468654907,9.460639664,9.455486219,9.34550706,9.495465481,9.298685766
AT1G75850,VPS35B,262695_at,8.530422888,8.703377339,8.651588102,8.726103827,8.553672716,8.995980984
AT1G75860,,262677_at,8.189184925,8.534822318,8.23532555,8.387015863,8.3839031,8.313586038
AT1G75870,,262696_at,4.279048728,4.544199187,4.361837736,4.031814086,4.740804173,4.739987469
AT1G75880,EXL1,262680_at,6.074996925,5.927316602,6.100626968,6.087478431,6.189380492,6.260115
AT1G75890,,262681_at,4.57214662,4.589586748,4.318593214,4.45160389,4.423625058,4.473219887
AT1G75900,EXL3,262682_at,5.64733843,5.418870333,6.299910021,5.575777248,6.009684289,6.030957762
AT1G75910,EXL4,262674_at,4.674273088,4.380929936,4.466809229,4.238948138,4.665696715,4.894443446
AT1G75920,,262683_at,3.908065532,4.098940813,3.766122414,4.1285805,3.899552756,3.967315299
AT1G75930,EXL6,262675_at,4.551152828,4.530923741,4.336824222,4.251125278,4.569106833,4.26460306
AT1G75940,BGLU20,262697_at,3.661392706,3.719110005,3.634665771,3.822061308,3.317214455,3.966015706
AT1G75950,SKP1A,262676_at,12.93875851,12.91864546,12.88414023,12.94877436,12.95747504,12.9023615
AT1G75960,AAE8,262698_at,5.879456281,5.775634424,5.734291918,5.872771341,5.867564447,5.57705113
AT1G75980,,262699_at,7.398790115,7.559666659,7.266761261,7.219583758,7.399155673,6.698124179
AT1G75990,RPN3B,262686_at,8.928118187,9.021686289,8.924071052,9.080982144,8.786952354,8.960727597
AT1G76010,,262685_at,10.70744954,10.87166471,10.71593689,10.76486164,10.62937842,10.72951815
AT1G76020,,262700_at,9.776931542,9.752711924,9.90328065,9.69051917,10.05970195,9.977934679
AT1G76040,CPK29,262671_at,5.510814391,4.626114427,5.732692603,5.476597534,5.47416278,5.249503268
AT1G76050,,262672_at,8.390258867,8.690534566,8.480152769,8.513838182,8.453315019,8.733341165
AT1G76060,EMB1793,262673_at,7.342660115,7.902264294,7.848153601,7.647884126,7.710408994,7.303588951
AT1G76070,,261748_at,8.967801667,8.757721733,8.804466612,9.020387427,8.971510938,8.617420184
AT1G76080,CDSP32,261751_at,9.797118614,9.943240136,10.08257704,9.837191101,10.08071939,10.02265814
AT1G76090,SMT3,261727_at,11.74338797,11.74346793,11.92853776,11.74421296,11.85776126,12.07129645
AT1G76100,PETE1,261769_at,10.58012419,10.50353112,10.78834139,10.71816029,10.88076929,11.1291415
AT1G76110,HMGB9,261782_at,6.359557405,6.266098111,6.585327203,6.020062934,6.419179498,6.621173346
AT1G76120,,261750_at,5.959091117,5.978905718,5.84178444,6.160912139,5.836367306,5.784902438
AT1G76130,AMY2,261754_at,7.849413189,7.774246146,8.336349781,8.024651166,8.009482116,8.50154949
AT1G76140,,261770_at,10.69092423,10.64412757,10.78369421,10.80449259,10.66448901,11.02951754
AT1G76150,ECH2,261771_at,11.00653317,11.32200732,10.9954144,11.13522127,11.02935081,10.93885719
AT1G76160,sks5,261728_at,11.31562778,11.43991008,11.38458505,11.38002252,11.49017417,11.36706266
AT1G76170,,267397_at,6.851362806,7.220256621,7.022020738,6.824612304,7.088366918,6.856060588
AT1G76180,ERD14,261749_at,11.43317779,11.54855578,11.13343657,11.04772968,11.16569702,10.28998421
AT1G76185,,261724_at,8.476302285,8.256899245,8.387798965,8.21255747,8.430269528,8.271860043
AT1G76190,,261776_at,4.357692572,4.650763066,4.236004749,4.325174661,4.441603189,4.448479055
AT1G76200,,261723_at,11.27865055,11.60232666,11.37641984,11.43251402,11.43080293,11.3051662
AT1G76210,,261777_at,4.192379665,4.186582617,3.649017029,3.876773653,3.915179698,3.831636509
AT1G76220,,261778_at,5.863179592,5.488547799,5.223872646,5.353058294,5.565226998,4.62060186
AT1G76230,,261779_at,4.516071229,4.324028794,4.102265716,4.308736408,4.099305215,3.898721875
AT1G76240,,261772_at,7.766581135,7.450347769,7.658714657,7.747290418,7.491559841,7.783628851
AT1G76250,,261773_at,5.743349155,5.802994869,5.973406825,5.611911492,5.776340219,5.624619889
AT1G76260,DWA2,261774_at,7.669075125,7.535588269,7.722622944,7.834385035,7.686880347,8.006838978
AT1G76270,,261726_at,6.787761372,6.871086643,7.03897428,6.688569575,6.803952351,7.143208763
AT1G76280,,261775_at,6.90918259,7.107658446,6.941707836,6.984060035,6.733780551,7.020766975
AT1G76290,AEE21,261752_at,4.38027256,5.087825787,4.637484429,4.887428909,4.674530313,4.769237115
AT1G76300,SMD3A,261725_at,8.253009989,8.459556028,8.2543806,8.540752562,8.104983006,7.616905277
AT1G76310,CYCB2;4,261780_at,4.708568933,4.870121384,4.8777379,5.342184289,5.033059426,5.236122357
AT1G76320,FRS4,261781_at,8.069288117,8.359195713,8.239727858,8.324579212,8.221985368,8.275844467
AT1G76340,GONST3,261753_at,8.779294608,8.892752186,8.671869264,8.747343145,8.761194094,8.576968417
AT1G76350,NLP5,259888_at,6.885067394,6.834455302,6.30524323,6.653520457,6.625806243,6.392038617
AT1G76360,,259887_at,7.288059274,7.305794796,8.224096396,7.36349539,8.049899085,8.193186331
AT1G76370,PBL22,259886_at,4.221063601,4.190977402,4.218365906,4.137495027,4.111026558,4.384980247
AT1G76380,,259885_at,7.328039776,7.21018697,7.244484608,7.376143172,7.309788218,7.355772688
AT1G76390,PUB43,259884_at,8.226156362,8.350950342,8.43897139,8.12964832,8.393709153,8.245059443
AT1G76400,OST1A,259883_at,9.18485053,9.418691192,9.382722099,9.475461673,9.25516863,9.879565013
AT1G76405,OEP21B,259889_at,7.991172247,7.446751532,7.782619052,7.472589228,7.990669307,7.501805037
AT1G76410,ATL8,259982_at,11.35395849,11.40704645,11.40098047,11.33109434,11.42445123,11.80489735
AT1G76420,NAC031,259972_at,4.217090118,4.30092946,4.095298219,4.136011222,4.321817005,4.071639293
AT1G76430,PHT1-9,259974_at,5.557593536,5.743782111,5.841630383,5.716827032,5.698986358,5.925543029
AT1G76450,PPD3,259981_at,8.586932656,8.75261279,8.742495941,8.742741279,9.001865779,8.434925808
AT1G76460,,259984_at,10.81376883,11.18700667,11.10706092,10.91741912,11.08247881,11.36303789
AT1G76470,,259975_at,4.852338416,4.743856689,4.574080645,4.75909352,4.711409088,4.733399296
AT1G76490,HMG1,259983_at,13.57011765,13.60141589,13.65660978,13.50084206,13.61613429,13.78355417
AT1G76500,AHL29,259966_at,8.24881742,8.717824052,7.958121356,8.518966489,7.915104202,8.108202959
AT1G76510,,259967_at,8.516931422,8.189962618,8.377009931,8.31707461,8.365393244,8.242116229
AT1G76520,PILS3,259980_at,11.60250895,11.69977968,11.7908812,11.74264337,11.54344049,11.6973043
AT1G76530,PILS4,259968_at,4.080279044,4.121007782,4.268769637,4.012777617,4.059312597,3.97682208
AT1G76540,CDKB2-1,259978_at,7.252120617,7.379409245,7.266615399,7.472865625,7.301527011,7.703864729
AT1G76550,PFP-ALPHA2,259969_at,9.494364093,9.399124164,9.353832843,9.571470545,9.347555149,9.59004912
AT1G76560,CP12-3,259976_at,9.44419545,9.81146179,9.560128099,9.483418824,9.605651936,9.340544746
AT1G76570,LHCB7,259970_at,6.985246737,7.130185241,6.955950972,6.983786556,7.175773232,7.057911771
AT1G76580,,259971_at,9.202464737,9.397008961,9.442417278,9.416451354,9.319809571,9.179130396
AT1G76590,,259977_at,10.74205032,10.8581086,10.84091488,10.560215,10.92001038,10.78399833
AT1G76600,,259979_at,10.6672024,10.2880432,10.72975467,10.47030695,10.48765173,10.59892491
AT1G76620,,259985_at,4.708772169,4.89822152,4.888720931,4.752553316,5.082256308,4.72175235
AT1G76630,SKI3,259973_at,7.527592127,7.796329094,7.724540431,7.702246243,7.504920583,7.670237982
AT1G76640,CML39,259866_at,4.196051525,4.124321874,4.139216434,4.130868124,4.345433814,4.159228278
AT1G76650,CML38,259879_at,7.020326966,6.534419238,7.640407633,6.706389614,7.362278392,6.186579649
AT1G76660,,259874_at,8.160215135,8.054838743,8.10361253,8.04881954,7.963385305,8.114805534
AT1G76670,URGT1,259882_at,10.57531159,10.65202089,10.57104294,10.54070243,10.77257842,10.81725618
AT1G76700,ATJ10,259876_at,8.117218334,7.486073525,8.124433909,8.025393789,8.262613551,8.346399398
AT1G76710,ASHH1,259877_at,7.628839492,7.819309966,8.025383634,7.460081045,7.786428564,7.750228781
AT1G76730,COG0212,259880_at,8.613968494,8.869309801,8.938784907,8.897712201,8.845481258,8.873367058
AT1G76740,,259867_at,4.209578243,4.547366471,4.444399384,4.331654092,4.270885691,4.606452275
